,what,was,disney-abc,domestic,television,previously,known,as,?
the,0.42745697498321533,0.48711544275283813,0.3181883692741394,0.21731778979301453,0.24569597840309143,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.22068053483963013
selmur,0.1978066861629486,0.2593897879123688,0.19857101142406464,0.19055771827697754,0.15143688023090363,0.20179882645606995,0.1804894357919693,0.17714683711528778,0.17884816229343414
productions,0.18529511988162994,0.24518412351608276,0.4387439489364624,0.24454918503761292,0.4012118875980377,0.22115378081798553,0.24502107501029968,0.2637118995189667,0.22681239247322083
catalog,0.16572877764701843,0.14377693831920624,0.2945616841316223,0.138045534491539,0.19002653658390045,0.1933882236480713,0.14577646553516388,0.2448963075876236,0.19544024765491486
that,0.6297725439071655,0.33670201897621155,0.2815435528755188,0.20620352029800415,0.21588699519634247,0.31430622935295105,0.20813259482383728,0.4735107421875,0.32716336846351624
the,0.42745697498321533,0.48711544275283813,0.3181883692741394,0.21731778979301453,0.24569597840309143,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.22068053483963013
network,0.16917307674884796,0.1994880586862564,0.3809872269630432,0.22524043917655945,0.4371747076511383,0.18432402610778809,0.1632828563451767,0.2054080367088318,0.17853789031505585
acquired,0.15010768175125122,0.20753280818462372,0.3273518979549408,0.14775530993938446,0.1298665851354599,0.24113979935646057,0.17895030975341797,0.13555443286895752,0.09366346150636673
some,0.4491020441055298,0.21528802812099457,0.2627059519290924,0.17460981011390686,0.17638008296489716,0.24910196661949158,0.29982712864875793,0.4293700158596039,0.2562315762042999
years,0.1981470286846161,0.35855233669281006,0.19873537123203278,0.2051648199558258,0.22295363247394562,0.26178357005119324,0.2360212802886963,0.234328031539917,0.1914375126361847
back,0.2965294420719147,0.2438982129096985,0.24550090730190277,0.13788381218910217,0.12467575073242188,0.17917104065418243,0.08700593560934067,0.23222434520721436,0.2397768795490265
",",0.3087472915649414,0.45456063747406006,0.24468442797660828,0.21976107358932495,0.27995240688323975,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2604368329048157,0.2692606449127197,0.29514092206954956,0.28226712346076965,0.3468935489654541,0.49487000703811646,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.3181883692741394,0.21731778979301453,0.24569597840309143,0.33854439854621887,0.3624623417854309,0.48381632566452026,0.22068053483963013
in-house,0.29119497537612915,0.27276724576950073,0.3748399019241333,0.22740507125854492,0.2773348093032837,0.21408618986606598,0.1700463742017746,0.248092383146286,0.28404587507247925
productions,0.18529511988162994,0.24518412351608276,0.4387439489364624,0.24454918503761292,0.4012118875980377,0.22115378081798553,0.24502107501029968,0.2637118995189667,0.22681239247322083
it,0.45803478360176086,0.4577186405658722,0.3255910277366638,0.15137739479541779,0.17099279165267944,0.2824816405773163,0.2640952467918396,0.4461488723754883,0.25732165575027466
continues,0.27419164776802063,0.2473796010017395,0.2847175896167755,0.14062964916229248,0.2078918069601059,0.20282895863056183,0.24539224803447723,0.22148257493972778,0.13186512887477875
to,0.455847829580307,0.3636345863342285,0.2945807874202728,0.22657187283039093,0.1933557242155075,0.2865954041481018,0.14337651431560516,0.42092081904411316,0.29463258385658264
produce,0.1685742735862732,0.1402507871389389,0.25241127610206604,0.25822919607162476,0.17096631228923798,0.1328997015953064,0.1697455495595932,0.26654115319252014,0.19229066371917725
(,0.2411840260028839,0.2980341613292694,0.1676187962293625,0.17033341526985168,0.27449095249176025,0.21485257148742676,0.2843264043331146,0.32029855251312256,0.40561532974243164
such,0.23989605903625488,0.12487147748470306,0.22819076478481293,0.20780716836452484,0.22890077531337738,0.2487764209508896,0.30818676948547363,0.6207084655761719,0.17851735651493073
as,0.31749409437179565,0.3677520453929901,0.2814546227455139,0.2261807769536972,0.25070273876190186,0.40515562891960144,0.4815765619277954,1.0,0.27043893933296204
america,0.2517423629760742,0.2850865423679352,0.3081277906894684,0.2185642123222351,0.24823608994483948,0.13054457306861877,0.20584210753440857,0.22265762090682983,0.19333907961845398
's,0.02692362666130066,0.008974763564765453,0.061388514935970306,0.02897552214562893,0.11021530628204346,-0.008872446604073048,0.008368984796106815,-0.05775856226682663,-0.023395681753754616
funniest,0.3022727072238922,0.25434428453445435,0.4190804362297058,0.21982978284358978,0.44733521342277527,0.15595197677612305,0.303283154964447,0.2300775945186615,0.2281583547592163
home,0.1608789712190628,0.25139835476875305,0.27913692593574524,0.1693364977836609,0.19588547945022583,0.14907102286815643,0.14080116152763367,0.22556112706661224,0.0757145956158638
videos,0.18419082462787628,0.14154772460460663,0.32573795318603516,0.1704859882593155,0.3845294415950775,0.15873707830905914,0.1729544699192047,0.16623139381408691,0.23127327859401703
",",0.3087472915649414,0.45456063747406006,0.24468442797660828,0.21976107358932495,0.27995240688323975,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.31091248989105225
general,0.24928055703639984,0.2445744127035141,0.14335612952709198,0.14867059886455536,0.16580867767333984,0.1864950805902481,0.14575131237506866,0.250458300113678,0.1972234547138214
hospital,0.14525319635868073,0.2941000163555145,0.18996475636959076,0.12418114393949509,0.211091086268425,0.14821048080921173,0.07098210602998734,0.14226163923740387,0.12508831918239594
",",0.3087472915649414,0.45456063747406006,0.24468442797660828,0.21976107358932495,0.27995240688323975,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2604368329048157,0.2692606449127197,0.29514092206954956,0.28226712346076965,0.3468935489654541,0.49487000703811646,0.20544172823429108
abc,0.1317344456911087,0.21565799415111542,0.48218587040901184,0.24279604852199554,0.46871840953826904,0.19224213063716888,0.1306922435760498,0.2286096066236496,0.19065172970294952
news,0.2584491968154907,0.1809975951910019,0.3059597909450531,0.10849579423666,0.3808996081352234,0.20970375835895538,0.07017772644758224,0.18408788740634918,0.1899169683456421
productions,0.18529511988162994,0.24518412351608276,0.4387439489364624,0.24454918503761292,0.4012118875980377,0.22115378081798553,0.24502107501029968,0.2637118995189667,0.22681239247322083
),0.26259949803352356,0.3267642855644226,0.17409473657608032,0.15894484519958496,0.27724143862724304,0.22510698437690735,0.297453910112381,0.32161882519721985,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.24468442797660828,0.21976107358932495,0.27995240688323975,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.20522265136241913,0.18897435069084167,0.1561204344034195,0.2603979706764221,0.260814905166626,0.34522923827171326,0.15541206300258636
disney–abc,0.2614334523677826,0.2638896405696869,0.9854602813720703,0.36218032240867615,0.4371485412120819,0.26105377078056335,0.21157371997833252,0.3048994243144989,0.2595943808555603
domestic,0.11560896784067154,0.16082599759101868,0.3000444173812866,1.0,0.21261820197105408,0.19749478995800018,0.14566831290721893,0.2261807769536972,0.1850636899471283
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
(,0.2411840260028839,0.2980341613292694,0.1676187962293625,0.17033341526985168,0.27449095249176025,0.21485257148742676,0.2843264043331146,0.32029855251312256,0.40561532974243164
formerly,0.1585959643125534,0.2907106578350067,0.17909829318523407,0.16203491389751434,0.19485798478126526,0.3968212902545929,0.38855230808258057,0.2880343496799469,0.0843876302242279
known,0.20381177961826324,0.35203275084495544,0.18333987891674042,0.14566831290721893,0.28405800461769104,0.2526068091392517,1.0,0.4815765619277954,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.2814546227455139,0.2261807769536972,0.25070273876190186,0.40515562891960144,0.4815765619277954,1.0,0.27043893933296204
buena,0.2058514803647995,0.28423818945884705,0.4868837296962738,0.1889999955892563,0.30140209197998047,0.14626795053482056,0.14269091188907623,0.16367514431476593,0.11174851655960083
vista,0.18265077471733093,0.20584401488304138,0.40888282656669617,0.10654330998659134,0.2414836436510086,0.16557244956493378,0.10012953728437424,0.16872943937778473,0.15661835670471191
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
),0.26259949803352356,0.3267642855644226,0.17409473657608032,0.15894484519958496,0.27724143862724304,0.22510698437690735,0.297453910112381,0.32161882519721985,0.42300865054130554
handles,0.17447753250598907,0.12380608916282654,0.24955296516418457,0.32131361961364746,0.19148430228233337,0.20031975209712982,0.21015779674053192,0.28466108441352844,0.18804331123828888
domestic,0.11560896784067154,0.16082599759101868,0.3000444173812866,1.0,0.21261820197105408,0.19749478995800018,0.14566831290721893,0.2261807769536972,0.1850636899471283
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
distribution,0.17429208755493164,0.14958971738815308,0.36361148953437805,0.2572268545627594,0.15408609807491302,0.16061384975910187,0.16554716229438782,0.16124595701694489,0.0929616317152977
",",0.3087472915649414,0.45456063747406006,0.24468442797660828,0.21976107358932495,0.27995240688323975,0.3206103444099426,0.3604377806186676,0.48816442489624023,0.31091248989105225
while,0.35511791706085205,0.3253832161426544,0.23388682305812836,0.21795807778835297,0.14194349944591522,0.2744530737400055,0.1925407499074936,0.4165958762168884,0.21076419949531555
disney–abc,0.2614334523677826,0.2638896405696869,0.9854602813720703,0.36218032240867615,0.4371485412120819,0.26105377078056335,0.21157371997833252,0.3048994243144989,0.2595943808555603
international,0.10870302468538284,0.22185437381267548,0.26337048411369324,0.39611494541168213,0.18837027251720428,0.13469700515270233,0.17270100116729736,0.20422232151031494,0.15335838496685028
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
(,0.2411840260028839,0.2980341613292694,0.1676187962293625,0.17033341526985168,0.27449095249176025,0.21485257148742676,0.2843264043331146,0.32029855251312256,0.40561532974243164
formerly,0.1585959643125534,0.2907106578350067,0.17909829318523407,0.16203491389751434,0.19485798478126526,0.3968212902545929,0.38855230808258057,0.2880343496799469,0.0843876302242279
known,0.20381177961826324,0.35203275084495544,0.18333987891674042,0.14566831290721893,0.28405800461769104,0.2526068091392517,1.0,0.4815765619277954,0.18314571678638458
as,0.31749409437179565,0.3677520453929901,0.2814546227455139,0.2261807769536972,0.25070273876190186,0.40515562891960144,0.4815765619277954,1.0,0.27043893933296204
buena,0.2058514803647995,0.28423818945884705,0.4868837296962738,0.1889999955892563,0.30140209197998047,0.14626795053482056,0.14269091188907623,0.16367514431476593,0.11174851655960083
vista,0.18265077471733093,0.20584401488304138,0.40888282656669617,0.10654330998659134,0.2414836436510086,0.16557244956493378,0.10012953728437424,0.16872943937778473,0.15661835670471191
international,0.10870302468538284,0.22185437381267548,0.26337048411369324,0.39611494541168213,0.18837027251720428,0.13469700515270233,0.17270100116729736,0.20422232151031494,0.15335838496685028
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
),0.26259949803352356,0.3267642855644226,0.17409473657608032,0.15894484519958496,0.27724143862724304,0.22510698437690735,0.297453910112381,0.32161882519721985,0.42300865054130554
handles,0.17447753250598907,0.12380608916282654,0.24955296516418457,0.32131361961364746,0.19148430228233337,0.20031975209712982,0.21015779674053192,0.28466108441352844,0.18804331123828888
international,0.10870302468538284,0.22185437381267548,0.26337048411369324,0.39611494541168213,0.18837027251720428,0.13469700515270233,0.17270100116729736,0.20422232151031494,0.15335838496685028
television,0.19838058948516846,0.2516675293445587,0.419070303440094,0.21261820197105408,1.0000001192092896,0.22283636033535004,0.28405800461769104,0.25070273876190186,0.16825827956199646
distribution,0.17429208755493164,0.14958971738815308,0.36361148953437805,0.2572268545627594,0.15408609807491302,0.16061384975910187,0.16554716229438782,0.16124595701694489,0.0929616317152977
.,0.3567904531955719,0.40146201848983765,0.2878374457359314,0.2479872703552246,0.2806251645088196,0.3060270845890045,0.283290296792984,0.515582263469696,0.4130953550338745
