,what,is,providing,support,networks,considered,to,be,?
the,0.42745697498321533,0.5823672413825989,0.29839932918548584,0.22984638810157776,0.24705806374549866,0.4028765559196472,0.535392165184021,0.4248143136501312,0.22068053483963013
work,0.3762225806713104,0.22475390136241913,0.35012727975845337,0.3015843629837036,0.2539560794830322,0.23064734041690826,0.3482864499092102,0.34449198842048645,0.2621155381202698
environment,0.213022843003273,0.2787531912326813,0.30465608835220337,0.21095001697540283,0.24852223694324493,0.21595191955566406,0.274095743894577,0.2868114411830902,0.19478057324886322
",",0.3087472915649414,0.4691906273365021,0.26877787709236145,0.2733234167098999,0.20105446875095367,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.381117045879364,0.25609129667282104,0.27532249689102173,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
offering,0.24005436897277832,0.16401077806949615,0.4048049747943878,0.27520132064819336,0.20679737627506256,0.2117253988981247,0.3353215456008911,0.27035874128341675,0.15441901981830597
promotions,0.19845254719257355,0.14469417929649353,0.277455598115921,0.3027626872062683,0.24299122393131256,0.21794618666172028,0.24143245816230774,0.2082911729812622,0.23684287071228027
and,0.31309178471565247,0.3859752118587494,0.381117045879364,0.25609129667282104,0.27532249689102173,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.20544172823429108
bonuses,0.20245571434497833,0.1861029416322708,0.35313767194747925,0.25907623767852783,0.25660744309425354,0.15086057782173157,0.3348471224308014,0.29079774022102356,0.2397540807723999
",",0.3087472915649414,0.4691906273365021,0.26877787709236145,0.2733234167098999,0.20105446875095367,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.31091248989105225
may,0.25739946961402893,0.322792649269104,0.20046165585517883,0.2209036946296692,0.20698608458042145,0.2943316698074341,0.391582727432251,0.45514434576034546,0.2768254578113556
be,0.3929833769798279,0.4819129705429077,0.36757728457450867,0.3082740604877472,0.2321242094039917,0.41927069425582886,0.4972836375236511,1.0,0.3324260413646698
effective,0.23494793474674225,0.19124136865139008,0.4070819914340973,0.3008091449737549,0.23660726845264435,0.28866609930992126,0.27306854724884033,0.35076794028282166,0.21825028955936432
in,0.30808621644973755,0.5394441485404968,0.19932186603546143,0.17618270218372345,0.17525765299797058,0.28591203689575195,0.45010748505592346,0.3481820821762085,0.20430970191955566
helping,0.33323097229003906,0.1578391045331955,0.40413329005241394,0.34880414605140686,0.21367105841636658,0.16025598347187042,0.37282997369766235,0.23317351937294006,0.28235307335853577
to,0.455847829580307,0.42745086550712585,0.3326144516468048,0.2742273211479187,0.23877078294754028,0.2954166829586029,1.0,0.4972836375236511,0.29463258385658264
reduce,0.18258237838745117,0.17162854969501495,0.4148554801940918,0.28856441378593445,0.19158808887004852,0.17918674647808075,0.35182690620422363,0.38083505630493164,0.1462220549583435
occupational,0.19267335534095764,0.1432134360074997,0.39174020290374756,0.08399994671344757,0.2409573644399643,0.23334051668643951,0.2024950236082077,0.20093098282814026,0.12401652336120605
stress,0.33004483580589294,0.17363451421260834,0.18337154388427734,0.22659645974636078,0.10401849448680878,0.1822829395532608,0.2759045660495758,0.265773743391037,0.2845553457736969
among,0.21154822409152985,0.21956473588943481,0.22346533834934235,0.1801302284002304,0.21174360811710358,0.4165143668651581,0.26594701409339905,0.21499858796596527,0.14343059062957764
teachers,0.2526462972164154,0.15701442956924438,0.2285526990890503,0.16779230535030365,0.19053016602993011,0.1886288970708847,0.2668606638908386,0.20256873965263367,0.19522249698638916
.,0.3567904531955719,0.4569662809371948,0.23218698799610138,0.2751289904117584,0.24027101695537567,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.4130953550338745
