,who,gained,control,of,florida,after,the,conclusion,of,the,revolutionary,war,?
plats,0.09865392744541168,0.020921951159834862,0.027712466195225716,0.11402899771928787,0.06960499286651611,0.10949044674634933,0.16123531758785248,0.0833541676402092,0.11402899771928787,0.16123531758785248,0.11894883215427399,0.09921178221702576,0.10169518738985062
.,0.3541337847709656,0.21744301915168762,0.24319837987422943,0.5352458953857422,0.23988212645053864,0.35870397090911865,0.5934505462646484,0.23143324255943298,0.5352458953857422,0.5934505462646484,0.2612297534942627,0.3000848889350891,0.4130953550338745
,who,gained,control,of,florida,after,the,conclusion,of,the,revolutionary,war,?
britain,0.2346068173646927,0.22292952239513397,0.22976474463939667,0.28899943828582764,0.1698501706123352,0.2650264799594879,0.29784059524536133,0.1485961228609085,0.28899943828582764,0.29784059524536133,0.2349710315465927,0.33082640171051025,0.1268460750579834
ceded,0.14518480002880096,0.36225008964538574,0.2492808997631073,0.3327391743659973,0.19869741797447205,0.34265726804733276,0.337197870016098,0.19171811640262604,0.3327391743659973,0.337197870016098,0.31956717371940613,0.31332477927207947,0.13127154111862183
control,0.23970051109790802,0.2992456555366516,1.0,0.2817542552947998,0.1427663117647171,0.18320131301879883,0.32841500639915466,0.16444240510463715,0.2817542552947998,0.32841500639915466,0.19385267794132233,0.19695141911506653,0.1620711386203766
of,0.2827862501144409,0.29895761609077454,0.2817542552947998,1.0,0.2330869883298874,0.3867455720901489,0.733189046382904,0.21260499954223633,1.0,0.733189046382904,0.29118266701698303,0.31680163741111755,0.1826142966747284
the,0.3733934462070465,0.29543522000312805,0.32841500639915466,0.733189046382904,0.24091358482837677,0.4565047025680542,1.0,0.25632116198539734,0.733189046382904,1.0,0.24521014094352722,0.366199791431427,0.22068053483963013
territory,0.247842475771904,0.29784199595451355,0.28864094614982605,0.27564212679862976,0.2116149514913559,0.24827559292316437,0.3000710904598236,0.11288689076900482,0.27564212679862976,0.3000710904598236,0.11738981306552887,0.268642395734787,0.09435105323791504
back,0.2667590379714966,0.17457236349582672,0.20670200884342194,0.23051875829696655,0.16290420293807983,0.3641089200973511,0.3612101674079895,0.2089628279209137,0.23051875829696655,0.3612101674079895,0.1829865723848343,0.21591922640800476,0.2397768795490265
to,0.42656609416007996,0.22058042883872986,0.28164729475975037,0.41548454761505127,0.20760414004325867,0.37890323996543884,0.535392165184021,0.28714045882225037,0.41548454761505127,0.535392165184021,0.18605543673038483,0.2610234022140503,0.29463258385658264
spain,0.1607624888420105,0.19772762060165405,0.18962226808071136,0.2591174840927124,0.25170034170150757,0.2004108875989914,0.259463906288147,0.137888103723526,0.2591174840927124,0.259463906288147,0.17195497453212738,0.22071196138858795,0.16814002394676208
in,0.2792111933231354,0.2935055196285248,0.24831421673297882,0.5696388483047485,0.2330404818058014,0.44050168991088867,0.6662389636039734,0.2106221318244934,0.5696388483047485,0.6662389636039734,0.22016291320323944,0.29904094338417053,0.20430970191955566
1783,0.023692071437835693,0.10893530398607254,0.07403300702571869,0.16243647038936615,0.048882000148296356,0.05587971210479736,0.1359247863292694,0.16807179152965546,0.16243647038936615,0.1359247863292694,0.059150662273168564,0.05796145647764206,0.1554451882839203
",",0.3365725874900818,0.24670249223709106,0.20811550319194794,0.4946078956127167,0.21896368265151978,0.38860568404197693,0.4933079481124878,0.2135465145111084,0.4946078956127167,0.4933079481124878,0.26820501685142517,0.2671184241771698,0.31091248989105225
after,0.32549580931663513,0.28177154064178467,0.18320131301879883,0.3867455720901489,0.22783660888671875,1.0,0.4565047025680542,0.2341170310974121,0.3867455720901489,0.4565047025680542,0.1992659568786621,0.3393358886241913,0.16608688235282898
its,0.1326070874929428,0.34962549805641174,0.23098616302013397,0.48690423369407654,0.1555691510438919,0.29879069328308105,0.559237003326416,0.22759419679641724,0.48690423369407654,0.559237003326416,0.20970843732357025,0.23775866627693176,0.15103481709957123
defeat,0.23519231379032135,0.25965380668640137,0.30593329668045044,0.2543899118900299,0.12148664146661758,0.35571539402008057,0.3182816207408905,0.25027474761009216,0.2543899118900299,0.3182816207408905,0.3074851632118225,0.3819405138492584,0.12980464100837708
in,0.2792111933231354,0.2935055196285248,0.24831421673297882,0.5696388483047485,0.2330404818058014,0.44050168991088867,0.6662389636039734,0.2106221318244934,0.5696388483047485,0.6662389636039734,0.22016291320323944,0.29904094338417053,0.20430970191955566
the,0.3733934462070465,0.29543522000312805,0.32841500639915466,0.733189046382904,0.24091358482837677,0.4565047025680542,1.0,0.25632116198539734,0.733189046382904,1.0,0.24521014094352722,0.366199791431427,0.22068053483963013
american,0.3093835413455963,0.20299425721168518,0.0908546894788742,0.22180068492889404,0.2683035433292389,0.1780838519334793,0.24562937021255493,0.14740300178527832,0.22180068492889404,0.24562937021255493,0.33802783489227295,0.2592540383338928,0.18877598643302917
revolutionary,0.22930976748466492,0.18941541016101837,0.19385267794132233,0.29118266701698303,0.17361213266849518,0.1992659568786621,0.24521014094352722,0.1490538865327835,0.29118266701698303,0.24521014094352722,0.9999999403953552,0.4542961120605469,0.1343436986207962
war,0.24286115169525146,0.2038382738828659,0.19695141911506653,0.31680163741111755,0.1284976303577423,0.3393358886241913,0.366199791431427,0.23679469525814056,0.31680163741111755,0.366199791431427,0.4542961120605469,1.0000001192092896,0.15510529279708862
",",0.3365725874900818,0.24670249223709106,0.20811550319194794,0.4946078956127167,0.21896368265151978,0.38860568404197693,0.4933079481124878,0.2135465145111084,0.4946078956127167,0.4933079481124878,0.26820501685142517,0.2671184241771698,0.31091248989105225
and,0.41279885172843933,0.2992778718471527,0.29790008068084717,0.5116966962814331,0.22456413507461548,0.3765919506549835,0.5171257257461548,0.1502206027507782,0.5116966962814331,0.5171257257461548,0.20761948823928833,0.29695844650268555,0.20544172823429108
the,0.3733934462070465,0.29543522000312805,0.32841500639915466,0.733189046382904,0.24091358482837677,0.4565047025680542,1.0,0.25632116198539734,0.733189046382904,1.0,0.24521014094352722,0.366199791431427,0.22068053483963013
settlement,0.14946594834327698,0.10515834391117096,0.12832506000995636,0.25982165336608887,0.17341943085193634,0.22212712466716766,0.2599570155143738,0.23799513280391693,0.25982165336608887,0.2599570155143738,0.23123839497566223,0.25443729758262634,0.12535437941551208
at,0.22096660733222961,0.19665458798408508,0.1741713136434555,0.42558613419532776,0.23743785917758942,0.3622083067893982,0.457212895154953,0.20439743995666504,0.42558613419532776,0.457212895154953,0.15717056393623352,0.23910050094127655,0.21978627145290375
the,0.3733934462070465,0.29543522000312805,0.32841500639915466,0.733189046382904,0.24091358482837677,0.4565047025680542,1.0,0.25632116198539734,0.733189046382904,1.0,0.24521014094352722,0.366199791431427,0.22068053483963013
cow,0.21324577927589417,0.020440248772501945,0.08427746593952179,0.14987067878246307,0.11482088267803192,0.04076514020562172,0.15861596167087555,0.08701542019844055,0.14987067878246307,0.15861596167087555,0.09597940742969513,0.046959083527326584,0.17381127178668976
ford,0.22112779319286346,0.11821486055850983,0.13945382833480835,0.2179923951625824,0.1489166021347046,0.17945043742656708,0.24780116975307465,0.17617438733577728,0.2179923951625824,0.24780116975307465,0.1520426869392395,0.2357274442911148,0.19164219498634338
continued,0.15470513701438904,0.39143431186676025,0.1794164776802063,0.2527073323726654,0.14512789249420166,0.3665974736213684,0.29953038692474365,0.200688436627388,0.2527073323726654,0.29953038692474365,0.2271706610918045,0.275834321975708,0.10404038429260254
to,0.42656609416007996,0.22058042883872986,0.28164729475975037,0.41548454761505127,0.20760414004325867,0.37890323996543884,0.535392165184021,0.28714045882225037,0.41548454761505127,0.535392165184021,0.18605543673038483,0.2610234022140503,0.29463258385658264
grow,0.19671839475631714,0.1908273547887802,0.185955211520195,0.2535724341869354,0.1443532407283783,0.17330530285835266,0.2652076482772827,0.10025718808174133,0.2535724341869354,0.2652076482772827,0.1742449253797531,0.17916980385780334,0.12417493760585785
.,0.3541337847709656,0.21744301915168762,0.24319837987422943,0.5352458953857422,0.23988212645053864,0.35870397090911865,0.5934505462646484,0.23143324255943298,0.5352458953857422,0.5934505462646484,0.2612297534942627,0.3000848889350891,0.4130953550338745
