,to,promote,accessibility,of,the,works,",",what,did,luther,remove,?
bible,0.22778454422950745,0.16211578249931335,0.2575171887874603,0.25664499402046204,0.27647915482521057,0.23107486963272095,0.18640878796577454,0.33710888028144836,0.24923516809940338,0.3825412392616272,0.1256094127893448,0.22667601704597473
accessible,0.3116091787815094,0.2643882930278778,0.795025110244751,0.24014221131801605,0.21238647401332855,0.2502836287021637,0.20165064930915833,0.23191256821155548,0.10482631623744965,0.04608852416276932,0.2004719078540802,0.22625717520713806
to,1.0,0.3513890206813812,0.32150039076805115,0.41548454761505127,0.535392165184021,0.22564561665058136,0.44245919585227966,0.455847829580307,0.4452643394470215,0.18029534816741943,0.37910619378089905,0.29463258385658264
everyday,0.25894641876220703,0.23338761925697327,0.25114408135414124,0.24470168352127075,0.21434803307056427,0.2019655406475067,0.219789519906044,0.3378273546695709,0.18948820233345032,0.13295012712478638,0.14564746618270874,0.1742577999830246
germans,0.31501704454421997,0.19460035860538483,0.17091037333011627,0.2156897634267807,0.28980037569999695,0.15171825885772705,0.27949151396751404,0.1996021717786789,0.3212936818599701,0.23348933458328247,0.18383412063121796,0.1468498557806015
",",0.44245919585227966,0.27121588587760925,0.21303990483283997,0.4946078956127167,0.4933079481124878,0.29211118817329407,1.0000001192092896,0.3087472915649414,0.3015086054801941,0.23255878686904907,0.23971456289291382,0.31091248989105225
``,0.06720756739377975,-0.03376488387584686,-0.01051455270498991,0.06780257821083069,0.029072100296616554,-0.0510614737868309,0.09681109338998795,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.08214042335748672,0.0685480609536171
for,0.4451248347759247,0.31158262491226196,0.3233526051044464,0.4185989499092102,0.4739971458911896,0.34962278604507446,0.4464869201183319,0.3017193675041199,0.318512886762619,0.12958186864852905,0.2530427575111389,0.264628142118454
we,0.4005183279514313,0.3389770984649658,0.29686683416366577,0.2769293785095215,0.3206169009208679,0.17241501808166504,0.2699093222618103,0.5622460842132568,0.3426455855369568,0.16611410677433014,0.35397371649742126,0.535264790058136
are,0.3504326641559601,0.21925854682922363,0.27187463641166687,0.39081433415412903,0.40399202704429626,0.2733730971813202,0.4062570035457611,0.29724663496017456,0.2159031480550766,0.13997888565063477,0.2229485660791397,0.24591213464736938
removing,0.30891114473342896,0.21405981481075287,0.27871742844581604,0.2899768054485321,0.2945282459259033,0.18771402537822723,0.2896853983402252,0.3328666388988495,0.2253706008195877,0.08066317439079285,0.7646831274032593,0.32110175490379333
impediments,0.2979796230792999,0.1900331974029541,0.35125309228897095,0.2906903624534607,0.292114794254303,0.25575757026672363,0.27103742957115173,0.3094404935836792,0.15610788762569427,0.11656757444143295,0.2393461912870407,0.2524040639400482
and,0.48971283435821533,0.2518306374549866,0.23656971752643585,0.5116966962814331,0.5171257257461548,0.33871909976005554,0.6633074283599854,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.24159342050552368,0.20544172823429108
difficulties,0.35752931237220764,0.33356422185897827,0.42466986179351807,0.30091041326522827,0.3089388310909271,0.24083316326141357,0.2599669396877289,0.3034270107746124,0.27026957273483276,0.12540975213050842,0.18417219817638397,0.16303583979606628
so,0.5091881155967712,0.306522011756897,0.2955687642097473,0.3184450566768646,0.4296516180038452,0.2576548159122467,0.3716299831867218,0.539469838142395,0.43696269392967224,0.16361072659492493,0.4144836366176605,0.43163934350013733
that,0.5436353087425232,0.2708355188369751,0.3612332344055176,0.41498205065727234,0.5473989248275757,0.24413257837295532,0.4137537479400635,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.3686818480491638,0.32716336846351624
other,0.4193183183670044,0.28815239667892456,0.3308577239513397,0.38583824038505554,0.44152235984802246,0.23630231618881226,0.4446498453617096,0.341873437166214,0.31707024574279785,0.18881922960281372,0.2910574674606323,0.24682199954986572
people,0.37275731563568115,0.20185691118240356,0.2256748080253601,0.3251037895679474,0.36838498711586,0.16028337180614471,0.36644625663757324,0.32444337010383606,0.26765021681785583,0.14102250337600708,0.17901326715946198,0.23739641904830933
may,0.391582727432251,0.16473388671875,0.2654057443141937,0.26447007060050964,0.2694292366504669,0.21478022634983063,0.5007920861244202,0.25739946961402893,0.3038632869720459,0.16082176566123962,0.24410733580589294,0.2768254578113556
read,0.3265438377857208,0.26468008756637573,0.34644803404808044,0.16905911266803741,0.25299927592277527,0.21661166846752167,0.26081135869026184,0.4041415750980377,0.2702803909778595,0.14123907685279846,0.30273112654685974,0.30917879939079285
it,0.513711154460907,0.2620626389980316,0.24410338699817657,0.38761502504348755,0.6251175999641418,0.24762499332427979,0.48329564929008484,0.45803478360176086,0.2993364930152893,0.15365919470787048,0.22973166406154633,0.25732165575027466
without,0.37970873713493347,0.22177523374557495,0.3672073781490326,0.3081340193748474,0.3270869255065918,0.18305061757564545,0.24492648243904114,0.3181614279747009,0.3172723054885864,0.14397957921028137,0.3634043335914612,0.2928665280342102
hindrance,0.3495994508266449,0.21790844202041626,0.3294398784637451,0.23955750465393066,0.2564508616924286,0.22863584756851196,0.3132164478302002,0.34818094968795776,0.2668098211288452,0.2462926059961319,0.24930809438228607,0.24589481949806213
.,0.4645031690597534,0.2479933649301529,0.2297297716140747,0.5352458953857422,0.5934505462646484,0.28871041536331177,0.6812511086463928,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26462018489837646,0.4130953550338745
'',-0.009905828163027763,-0.06222644820809364,0.05467521771788597,0.13035868108272552,0.041273195296525955,0.03166067600250244,-0.037358131259679794,0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.054342251271009445,0.018684765323996544
