,when,did,the,wahhabi,seized,the,grand,mosque,in,mecca,?
seizure,0.2729243338108063,0.22648188471794128,0.22368596494197845,0.2479553073644638,0.4257565140724182,0.22368596494197845,0.19238458573818207,0.17927353084087372,0.2025013566017151,0.24699561297893524,0.2281586080789566
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
grand,0.14284934103488922,0.17368978261947632,0.305169016122818,0.2568058669567108,0.19792473316192627,0.305169016122818,0.9999999403953552,0.2565773129463196,0.24767720699310303,0.255700945854187,0.1168735921382904
mosque,0.2019130140542984,0.14341548085212708,0.20824144780635834,0.4414551854133606,0.2013382464647293,0.20824144780635834,0.2565773129463196,1.0000001192092896,0.18864239752292633,0.5176094174385071,0.15313510596752167
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.26196205615997314,0.22288110852241516,0.6662389636039734,0.24767720699310303,0.18864239752292633,1.0,0.19501972198486328,0.20430970191955566
mecca,0.1850661188364029,0.20278649032115936,0.27224433422088623,0.49411532282829285,0.24092498421669006,0.27224433422088623,0.255700945854187,0.5176094174385071,0.19501972198486328,1.0000001192092896,0.1277494579553604
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.19308683276176453,0.23897691071033478,0.4408751428127289,0.15390898287296295,0.1553811877965927,0.370934396982193,0.16711102426052094,0.17966607213020325
wahhabi,0.18843576312065125,0.23053209483623505,0.2529771029949188,1.0,0.26367315649986267,0.2529771029949188,0.2568058669567108,0.4414551854133606,0.26196205615997314,0.49411532282829285,0.2122085839509964
extremists,0.2189362496137619,0.22139553725719452,0.3279869258403778,0.4650612771511078,0.3175481855869293,0.3279869258403778,0.08843016624450684,0.3264806866645813,0.23170803487300873,0.4529262185096741,0.15727025270462036
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.21757817268371582,0.21523873507976532,0.4838213622570038,0.1728256791830063,0.18268826603889465,0.4627237319946289,0.2267218828201294,0.1325719803571701
november,0.2606481611728668,0.27178457379341125,0.25734350085258484,0.2583868205547333,0.1386355310678482,0.25734350085258484,0.17846058309078217,0.1459278166294098,0.27148663997650146,0.11980212479829788,0.3159552216529846
1979,0.20640838146209717,0.12377073615789413,0.3323744237422943,0.13514050841331482,0.0762229785323143,0.3323744237422943,0.11541318893432617,0.09748316556215286,0.26264503598213196,0.11423265188932419,0.09159877151250839
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.269687294960022,0.20324961841106415,0.5171257257461548,0.24639178812503815,0.22183498740196228,0.4954058527946472,0.18851324915885925,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.291128545999527,0.1694433093070984,0.5829201340675354,0.22816790640354156,0.20401568710803986,0.539380669593811,0.22030586004257202,0.23916715383529663
shiite,0.1685895025730133,0.1543891280889511,0.26444509625434875,0.6448788046836853,0.33941352367401123,0.26444509625434875,0.1217852309346199,0.46113666892051697,0.248888298869133,0.4916517436504364,0.17869096994400024
revolt,0.2188282459974289,0.1584831327199936,0.26279088854789734,0.221157968044281,0.354831337928772,0.26279088854789734,0.14597947895526886,0.2098882645368576,0.1841784566640854,0.2391090840101242,0.13996845483779907
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.26196205615997314,0.22288110852241516,0.6662389636039734,0.24767720699310303,0.18864239752292633,1.0,0.19501972198486328,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
oil,0.2048342078924179,0.10956666618585587,0.21849922835826874,0.2123323678970337,0.1655583679676056,0.21849922835826874,0.07022185623645782,0.09531792253255844,0.21800900995731354,0.1293947696685791,0.14867261052131653
rich,0.2535072863101959,0.16406011581420898,0.2007024586200714,0.2023056596517563,0.22932323813438416,0.2007024586200714,0.11057454347610474,0.11966574192047119,0.21139568090438843,0.10466049611568451,0.13849185407161713
al-hasa,0.10925840586423874,0.07994715869426727,0.20437568426132202,0.5093688368797302,0.2530553340911865,0.20437568426132202,0.24796386063098907,0.3859962821006775,0.21770736575126648,0.3495626747608185,0.19978006184101105
region,0.21040433645248413,0.06474873423576355,0.35020557045936584,0.20039920508861542,0.1837792992591858,0.35020557045936584,0.19140945374965668,0.17076100409030914,0.3524819314479828,0.22233396768569946,0.13441751897335052
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
saudi,0.17065589129924774,0.12426625192165375,0.23420350253582,0.5583198070526123,0.23129114508628845,0.23420350253582,0.22000032663345337,0.4089832901954651,0.21112655103206635,0.5084227919578552,0.1627861112356186
arabia,0.1567237824201584,0.10498837381601334,0.20754998922348022,0.5003199577331543,0.24110828340053558,0.20754998922348022,0.21276970207691193,0.3463156819343567,0.19996756315231323,0.5279287099838257,0.14747555553913116
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.26196205615997314,0.22288110852241516,0.6662389636039734,0.24767720699310303,0.18864239752292633,1.0,0.19501972198486328,0.20430970191955566
december,0.28435230255126953,0.2542226016521454,0.23266014456748962,0.23430947959423065,0.14305271208286285,0.23266014456748962,0.15164993703365326,0.15465344488620758,0.25854936242103577,0.10647169500589371,0.2480352818965912
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.26574206352233887,0.28512418270111084,0.733189046382904,0.27195852994918823,0.2035342901945114,0.5696388483047485,0.1879611611366272,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.2529771029949188,0.23226270079612732,1.0,0.305169016122818,0.20824144780635834,0.6662389636039734,0.27224433422088623,0.22068053483963013
same,0.37020012736320496,0.3097444474697113,0.4583131968975067,0.226143017411232,0.21019865572452545,0.4583131968975067,0.1442594677209854,0.15199163556098938,0.3692481815814972,0.19707439839839935,0.22649677097797394
year,0.3014719784259796,0.21422851085662842,0.3609684407711029,0.16387730836868286,0.09088307619094849,0.3609684407711029,0.16058112680912018,0.07087332755327225,0.3359307050704956,0.18242543935775757,0.18315006792545319
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.3007119596004486,0.16893717646598816,0.5934505462646484,0.22995266318321228,0.17514361441135406,0.5591574311256409,0.18635684251785278,0.4130953550338745
