,which,article,of,the,treaty,on,european,union,states,that,commissioners,should,be,completely,independent,and,not,take,instructions,from,any,government,?
union,0.23846890032291412,0.21076427400112152,0.2642118036746979,0.24421639740467072,0.3147597312927246,0.15769828855991364,0.3571677803993225,0.9999999403953552,0.30693942308425903,0.17320044338703156,0.33804208040237427,0.23935925960540771,0.16980519890785217,0.23872236907482147,0.23755036294460297,0.2594362497329712,0.22089463472366333,0.15059058368206024,0.16371451318264008,0.19356246292591095,0.23426634073257446,0.305277943611145,0.07797172665596008
states,0.27476921677589417,0.244107186794281,0.30884552001953125,0.3463578522205353,0.25450411438941956,0.2692825198173523,0.25554242730140686,0.30693942308425903,1.0,0.291576623916626,0.3625448942184448,0.18785713613033295,0.24637973308563232,0.16671441495418549,0.26884177327156067,0.2974761426448822,0.24589264392852783,0.15556275844573975,0.20310619473457336,0.24283263087272644,0.2922753691673279,0.3665940761566162,0.16272737085819244
the,0.6521818041801453,0.3329811692237854,0.733189046382904,1.0,0.2690109610557556,0.5107308030128479,0.3423081040382385,0.24421639740467072,0.3463578522205353,0.5473989248275757,0.30569928884506226,0.32399165630340576,0.4248143136501312,0.342624306678772,0.2927691638469696,0.5171257257461548,0.4310511648654938,0.31620436906814575,0.2672581672668457,0.40150508284568787,0.4525727927684784,0.31798112392425537,0.22068053483963013
commission,0.25648555159568787,0.2236960381269455,0.2698368728160858,0.24418850243091583,0.34969329833984375,0.19109804928302765,0.32984089851379395,0.3547646701335907,0.30205851793289185,0.22035260498523712,0.8064931035041809,0.18045730888843536,0.19977925717830658,0.1653059720993042,0.2001630663871765,0.21015366911888123,0.21429981291294098,0.13277173042297363,0.17696624994277954,0.17546877264976501,0.23308111727237701,0.4358568787574768,0.16231559216976166
should,0.31937870383262634,0.5273026823997498,0.23792634904384613,0.32399165630340576,0.20134873688220978,0.35256603360176086,0.16059307754039764,0.23935925960540771,0.18785713613033295,0.4588061273097992,0.16832159459590912,0.9999999403953552,0.6527681946754456,0.3197559416294098,0.22070328891277313,0.27632346749305725,0.5875406265258789,0.3207302391529083,0.3605850040912628,0.22497045993804932,0.447360634803772,0.2489345222711563,0.4442402422428131
``,0.05178012326359749,0.025853512808680534,0.06780257821083069,0.029072100296616554,0.16497017443180084,-0.03274054825305939,-0.03151248022913933,0.08401795476675034,0.029627995565533638,0.05285148695111275,-0.009724242612719536,0.14615385234355927,0.07670000940561295,-0.012291432358324528,0.03232020512223244,0.036644238978624344,0.09406080842018127,0.010215016081929207,0.063766248524189,0.02677825279533863,0.14707304537296295,0.09259884804487228,0.0685480609536171
promote,0.23700366914272308,0.3548612594604492,0.22270441055297852,0.2408624291419983,0.18257297575473785,0.24391652643680573,0.21392957866191864,0.1426674723625183,0.19782491028308868,0.2708355188369751,0.24087046086788177,0.3042037785053253,0.28229427337646484,0.2162855863571167,0.29466354846954346,0.2518306374549866,0.27176153659820557,0.2716123163700104,0.22361783683300018,0.21882764995098114,0.27740147709846497,0.2443058341741562,0.23677967488765717
the,0.6521818041801453,0.3329811692237854,0.733189046382904,1.0,0.2690109610557556,0.5107308030128479,0.3423081040382385,0.24421639740467072,0.3463578522205353,0.5473989248275757,0.30569928884506226,0.32399165630340576,0.4248143136501312,0.342624306678772,0.2927691638469696,0.5171257257461548,0.4310511648654938,0.31620436906814575,0.2672581672668457,0.40150508284568787,0.4525727927684784,0.31798112392425537,0.22068053483963013
general,0.19923317432403564,0.17243064939975739,0.28352999687194824,0.28634732961654663,0.13500329852104187,0.18019753694534302,0.14515185356140137,0.25239288806915283,0.2560601532459259,0.2510950565338135,0.2923133373260498,0.21871064603328705,0.1851358562707901,0.1808515340089798,0.2086195945739746,0.25860127806663513,0.19737575948238373,0.16440629959106445,0.15179209411144257,0.1645994782447815,0.18700112402439117,0.3210046589374542,0.1972234547138214
interest,0.2813281714916229,0.30448099970817566,0.2115241438150406,0.197127103805542,0.13827060163021088,0.23407423496246338,0.1279996782541275,0.09353673458099365,0.21837526559829712,0.33937549591064453,0.17872877418994904,0.20246069133281708,0.21657410264015198,0.12794557213783264,0.17226217687129974,0.26105934381484985,0.27247488498687744,0.190629780292511,0.1859024465084076,0.2099333554506302,0.30032965540885925,0.19449731707572937,0.2411724328994751
of,0.5011631846427917,0.25720444321632385,1.0,0.733189046382904,0.2602092921733856,0.3966929316520691,0.2507138252258301,0.2642118036746979,0.30884552001953125,0.41498205065727234,0.3201529085636139,0.23792634904384613,0.33904364705085754,0.25305259227752686,0.30508819222450256,0.5116966962814331,0.3307090103626251,0.29282352328300476,0.24886934459209442,0.4249346852302551,0.3769088089466095,0.3475167155265808,0.1826142966747284
the,0.6521818041801453,0.3329811692237854,0.733189046382904,1.0,0.2690109610557556,0.5107308030128479,0.3423081040382385,0.24421639740467072,0.3463578522205353,0.5473989248275757,0.30569928884506226,0.32399165630340576,0.4248143136501312,0.342624306678772,0.2927691638469696,0.5171257257461548,0.4310511648654938,0.31620436906814575,0.2672581672668457,0.40150508284568787,0.4525727927684784,0.31798112392425537,0.22068053483963013
union,0.23846890032291412,0.21076427400112152,0.2642118036746979,0.24421639740467072,0.3147597312927246,0.15769828855991364,0.3571677803993225,0.9999999403953552,0.30693942308425903,0.17320044338703156,0.33804208040237427,0.23935925960540771,0.16980519890785217,0.23872236907482147,0.23755036294460297,0.2594362497329712,0.22089463472366333,0.15059058368206024,0.16371451318264008,0.19356246292591095,0.23426634073257446,0.305277943611145,0.07797172665596008
'',-0.03332270681858063,0.08483149111270905,0.13035868108272552,0.041273195296525955,0.07842288166284561,0.04238596186041832,0.050778839737176895,-0.10012631863355637,-0.06360612064599991,0.007880004122853279,0.02823483757674694,0.09159162640571594,0.08835477381944656,-0.0430462472140789,0.0760650709271431,0.021612688899040222,0.04262445494532585,-0.0276133231818676,0.03900645300745964,-0.011389154009521008,-0.013354322873055935,0.01981239765882492,0.018684765323996544
while,0.38669952750205994,0.2646554410457611,0.3366928696632385,0.39804592728614807,0.11806952953338623,0.44084006547927856,0.1781875491142273,0.19794349372386932,0.21951094269752502,0.43523597717285156,0.18847478926181793,0.3031889796257019,0.3466706871986389,0.4206366539001465,0.17131996154785156,0.45699796080589294,0.4146956503391266,0.3099002242088318,0.2836140990257263,0.35008183121681213,0.3390620946884155,0.1848406046628952,0.21076419949531555
article,0.3171063959598541,0.9999999403953552,0.25720444321632385,0.3329811692237854,0.2396368831396103,0.2953488528728485,0.18199297785758972,0.21076427400112152,0.244107186794281,0.41666144132614136,0.18084225058555603,0.5273026823997498,0.4253923296928406,0.29325345158576965,0.2518501579761505,0.23647621273994446,0.427753210067749,0.22082030773162842,0.3429671823978424,0.21608585119247437,0.39151474833488464,0.21801061928272247,0.4948462247848511
17,0.045343175530433655,0.19899843633174896,0.12138522416353226,0.10537172853946686,0.2070910483598709,0.06816379725933075,0.1290023922920227,0.08926542103290558,0.10080300271511078,0.06265442073345184,0.21804802119731903,0.14751172065734863,0.0789082944393158,0.07062052190303802,0.09949999302625656,0.11462654173374176,0.10870631784200668,0.026655523106455803,0.1510608047246933,0.05440361425280571,0.12406223267316818,0.1773582547903061,0.17603135108947754
(,0.2589828372001648,0.25957366824150085,0.35032153129577637,0.33289089798927307,0.14117708802223206,0.28656116127967834,0.17014704644680023,0.13465912640094757,0.21393048763275146,0.2264307141304016,0.166950061917305,0.2287386804819107,0.2349044382572174,0.14057716727256775,0.17961587011814117,0.4862271547317505,0.2710699737071991,0.21149633824825287,0.1798296719789505,0.25806233286857605,0.2452365607023239,0.14655277132987976,0.40561532974243164
3,0.07841135561466217,0.04688001424074173,0.046857766807079315,0.06283142417669296,0.0022887929808348417,0.08950094133615494,0.005214478354901075,0.05160887911915779,0.0891336128115654,0.028775349259376526,0.032942645251750946,0.13450981676578522,0.13293789327144623,0.030586356297135353,0.07307256758213043,0.07610447704792023,0.07347775250673294,0.1466197669506073,0.03801743686199188,0.055809080600738525,0.04891523718833923,0.07015739381313324,0.005975271109491587
),0.2758678197860718,0.26026514172554016,0.3680361211299896,0.3456730246543884,0.15254124999046326,0.29937487840652466,0.17755553126335144,0.15587253868579865,0.2059156745672226,0.23478686809539795,0.15784882009029388,0.21351240575313568,0.24578070640563965,0.15661972761154175,0.20572862029075623,0.4961937665939331,0.2718011736869812,0.198357492685318,0.18878449499607086,0.2672361731529236,0.26768192648887634,0.15263929963111877,0.42300865054130554
adds,0.3473398983478546,0.36749911308288574,0.22539566457271576,0.2595624327659607,0.11537665873765945,0.27381590008735657,0.13357508182525635,0.07181611657142639,0.1898960918188095,0.3472577631473541,0.0361669585108757,0.3071870505809784,0.3492385745048523,0.25314947962760925,0.06147361919283867,0.2787550389766693,0.23687602579593658,0.2221110612154007,0.2833600342273712,0.19640733301639557,0.3106215000152588,0.04025433957576752,0.24726758897304535
that,0.6894589066505432,0.41666144132614136,0.41498205065727234,0.5473989248275757,0.19276702404022217,0.42569106817245483,0.2049320936203003,0.17320044338703156,0.291576623916626,1.0,0.21793541312217712,0.4588061273097992,0.6036020517349243,0.46087998151779175,0.24654069542884827,0.4731321930885315,0.6600887179374695,0.3651382029056549,0.3466322720050812,0.3477667272090912,0.5484943389892578,0.29558056592941284,0.32716336846351624
commissioners,0.23537246882915497,0.18084225058555603,0.3201529085636139,0.30569928884506226,0.2944478392601013,0.22237859666347504,0.29161643981933594,0.33804208040237427,0.3625448942184448,0.21793541312217712,1.0,0.16832159459590912,0.22691094875335693,0.13247276842594147,0.24683216214179993,0.29613837599754333,0.23806969821453094,0.18043002486228943,0.2087354212999344,0.21439126133918762,0.24742020666599274,0.4349658191204071,0.12729458510875702
should,0.31937870383262634,0.5273026823997498,0.23792634904384613,0.32399165630340576,0.20134873688220978,0.35256603360176086,0.16059307754039764,0.23935925960540771,0.18785713613033295,0.4588061273097992,0.16832159459590912,0.9999999403953552,0.6527681946754456,0.3197559416294098,0.22070328891277313,0.27632346749305725,0.5875406265258789,0.3207302391529083,0.3605850040912628,0.22497045993804932,0.447360634803772,0.2489345222711563,0.4442402422428131
be,0.476310670375824,0.4253923296928406,0.33904364705085754,0.4248143136501312,0.17763298749923706,0.37900757789611816,0.13481922447681427,0.16980519890785217,0.24637973308563232,0.6036020517349243,0.22691094875335693,0.6527681946754456,1.0,0.3699714243412018,0.18170225620269775,0.41766801476478577,0.5788898468017578,0.3844696581363678,0.3837418556213379,0.3107333183288574,0.5107080936431885,0.22621913254261017,0.3324260413646698
``,0.05178012326359749,0.025853512808680534,0.06780257821083069,0.029072100296616554,0.16497017443180084,-0.03274054825305939,-0.03151248022913933,0.08401795476675034,0.029627995565533638,0.05285148695111275,-0.009724242612719536,0.14615385234355927,0.07670000940561295,-0.012291432358324528,0.03232020512223244,0.036644238978624344,0.09406080842018127,0.010215016081929207,0.063766248524189,0.02677825279533863,0.14707304537296295,0.09259884804487228,0.0685480609536171
completely,0.44479432702064514,0.29325345158576965,0.25305259227752686,0.342624306678772,0.17843450605869293,0.27791324257850647,0.09997967630624771,0.23872236907482147,0.16671441495418549,0.46087998151779175,0.13247276842594147,0.3197559416294098,0.3699714243412018,1.0000001192092896,0.21708422899246216,0.3380265533924103,0.4469759166240692,0.22739729285240173,0.24952830374240875,0.2701692283153534,0.36586764454841614,0.22089987993240356,0.17155995965003967
independent,0.2845098078250885,0.2518501579761505,0.30508819222450256,0.2927691638469696,0.19478170573711395,0.2345636934041977,0.18798813223838806,0.23755036294460297,0.26884177327156067,0.24654069542884827,0.24683216214179993,0.22070328891277313,0.18170225620269775,0.21708422899246216,1.0000001192092896,0.22274264693260193,0.261283814907074,0.14243045449256897,0.1996416598558426,0.16480715572834015,0.25616878271102905,0.30264878273010254,0.11902587860822678
'',-0.03332270681858063,0.08483149111270905,0.13035868108272552,0.041273195296525955,0.07842288166284561,0.04238596186041832,0.050778839737176895,-0.10012631863355637,-0.06360612064599991,0.007880004122853279,0.02823483757674694,0.09159162640571594,0.08835477381944656,-0.0430462472140789,0.0760650709271431,0.021612688899040222,0.04262445494532585,-0.0276133231818676,0.03900645300745964,-0.011389154009521008,-0.013354322873055935,0.01981239765882492,0.018684765323996544
and,0.506277859210968,0.23647621273994446,0.5116966962814331,0.5171257257461548,0.1592116355895996,0.4077630043029785,0.24143946170806885,0.2594362497329712,0.2974761426448822,0.4731321930885315,0.29613837599754333,0.27632346749305725,0.41766801476478577,0.3380265533924103,0.22274264693260193,1.0,0.39099299907684326,0.296702116727829,0.2590703070163727,0.3601827025413513,0.3363793194293976,0.2859337627887726,0.20544172823429108
not,0.46766895055770874,0.427753210067749,0.3307090103626251,0.4310511648654938,0.24425633251667023,0.3516409695148468,0.20631356537342072,0.22089463472366333,0.24589264392852783,0.6600887179374695,0.23806969821453094,0.5875406265258789,0.5788898468017578,0.4469759166240692,0.261283814907074,0.39099299907684326,0.9999999403953552,0.31103554368019104,0.35194599628448486,0.2567668557167053,0.5995424389839172,0.2722996473312378,0.41942933201789856
``,0.05178012326359749,0.025853512808680534,0.06780257821083069,0.029072100296616554,0.16497017443180084,-0.03274054825305939,-0.03151248022913933,0.08401795476675034,0.029627995565533638,0.05285148695111275,-0.009724242612719536,0.14615385234355927,0.07670000940561295,-0.012291432358324528,0.03232020512223244,0.036644238978624344,0.09406080842018127,0.010215016081929207,0.063766248524189,0.02677825279533863,0.14707304537296295,0.09259884804487228,0.0685480609536171
take,0.28362178802490234,0.22082030773162842,0.29282352328300476,0.31620436906814575,0.18740344047546387,0.27423644065856934,0.14595600962638855,0.15059058368206024,0.15556275844573975,0.3651382029056549,0.18043002486228943,0.3207302391529083,0.3844696581363678,0.22739729285240173,0.14243045449256897,0.296702116727829,0.31103554368019104,1.0,0.24984852969646454,0.21964672207832336,0.3211958408355713,0.2059202343225479,0.21897350251674652
instructions,0.3868475556373596,0.3429671823978424,0.24886934459209442,0.2672581672668457,0.09854260087013245,0.28173625469207764,0.0937161073088646,0.16371451318264008,0.20310619473457336,0.3466322720050812,0.2087354212999344,0.3605850040912628,0.3837418556213379,0.24952830374240875,0.1996416598558426,0.2590703070163727,0.35194599628448486,0.24984852969646454,1.0,0.18661057949066162,0.4064355492591858,0.19306372106075287,0.28471189737319946
from,0.38755592703819275,0.21608585119247437,0.4249346852302551,0.40150508284568787,0.17410588264465332,0.36926645040512085,0.2091801017522812,0.19356246292591095,0.24283263087272644,0.3477667272090912,0.21439126133918762,0.22497045993804932,0.3107333183288574,0.2701692283153534,0.16480715572834015,0.3601827025413513,0.2567668557167053,0.21964672207832336,0.18661057949066162,1.0,0.24951094388961792,0.16793464124202728,0.19969791173934937
any,0.5186169743537903,0.39151474833488464,0.3769088089466095,0.4525727927684784,0.1550198793411255,0.2894362509250641,0.2373010665178299,0.23426634073257446,0.2922753691673279,0.5484943389892578,0.24742020666599274,0.447360634803772,0.5107080936431885,0.36586764454841614,0.25616878271102905,0.3363793194293976,0.5995424389839172,0.3211958408355713,0.4064355492591858,0.24951094388961792,1.0,0.28610560297966003,0.4113408327102661
government,0.27266770601272583,0.21801061928272247,0.3475167155265808,0.31798112392425537,0.34094879031181335,0.19216017425060272,0.19634035229682922,0.305277943611145,0.3665940761566162,0.29558056592941284,0.4349658191204071,0.2489345222711563,0.22621913254261017,0.22089987993240356,0.30264878273010254,0.2859337627887726,0.2722996473312378,0.2059202343225479,0.19306372106075287,0.16793464124202728,0.28610560297966003,1.0000001192092896,0.18851417303085327
'',-0.03332270681858063,0.08483149111270905,0.13035868108272552,0.041273195296525955,0.07842288166284561,0.04238596186041832,0.050778839737176895,-0.10012631863355637,-0.06360612064599991,0.007880004122853279,0.02823483757674694,0.09159162640571594,0.08835477381944656,-0.0430462472140789,0.0760650709271431,0.021612688899040222,0.04262445494532585,-0.0276133231818676,0.03900645300745964,-0.011389154009521008,-0.013354322873055935,0.01981239765882492,0.018684765323996544
.,0.45942068099975586,0.30669885873794556,0.5352458953857422,0.5934505462646484,0.17410176992416382,0.49257001280784607,0.2095622420310974,0.23708370327949524,0.33941102027893066,0.4460422694683075,0.2468523532152176,0.3516756594181061,0.4383580684661865,0.2971263825893402,0.24531036615371704,0.588965117931366,0.4824007451534271,0.3045158088207245,0.2759822905063629,0.41536515951156616,0.39295488595962524,0.2521961033344269,0.4130953550338745
