,what,does,political,pressure,push,to,extend,to,compensate,for,stagnating,purchasing,power,?
pressure,0.2625555694103241,0.21297191083431244,0.1691044121980667,1.0000001192092896,0.39079126715660095,0.30812981724739075,0.1680324226617813,0.30812981724739075,0.2785705626010895,0.16119280457496643,0.27028578519821167,0.18751545250415802,0.24071016907691956,0.142023503780365
has,0.20338068902492523,0.42885294556617737,0.1945810467004776,0.14868444204330444,0.2175646722316742,0.3619994819164276,0.22394561767578125,0.3619994819164276,0.12566713988780975,0.450642853975296,0.30927664041519165,0.2223646342754364,0.1779095083475113,0.15994466841220856
developed,0.15555569529533386,0.14594046771526337,0.1073916032910347,0.28476861119270325,0.11295731365680695,0.19491806626319885,0.18292295932769775,0.19491806626319885,0.10787387937307358,0.22294896841049194,0.28040021657943726,0.2511228024959564,0.1495361626148224,0.10763012617826462
to,0.455847829580307,0.4391997456550598,0.2065112292766571,0.30812981724739075,0.3226611018180847,1.0,0.3343263864517212,1.0,0.3709917664527893,0.4451248347759247,0.3086450695991516,0.2600758969783783,0.27001675963401794,0.29463258385658264
extend,0.30407145619392395,0.2586992084980011,0.13825839757919312,0.1680324226617813,0.26171794533729553,0.3343263864517212,1.0,0.3343263864517212,0.28736066818237305,0.24524512887001038,0.3417183756828308,0.25297972559928894,0.13993802666664124,0.2181791514158249
easier,0.33438804745674133,0.3620961606502533,0.11181580275297165,0.23561398684978485,0.32790276408195496,0.42273572087287903,0.2460491806268692,0.42273572087287903,0.23305901885032654,0.2926945388317108,0.3213735818862915,0.26097846031188965,0.1486368477344513,0.2642807960510254
credit,0.24852240085601807,0.2486303299665451,0.18233521282672882,0.1309392750263214,0.15355749428272247,0.20738251507282257,0.1474580615758896,0.20738251507282257,0.3212434649467468,0.2668331563472748,0.2577303946018219,0.32521674036979675,0.166270911693573,0.13371090590953827
to,0.455847829580307,0.4391997456550598,0.2065112292766571,0.30812981724739075,0.3226611018180847,1.0,0.3343263864517212,1.0,0.3709917664527893,0.4451248347759247,0.3086450695991516,0.2600758969783783,0.27001675963401794,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,0.20477235317230225,0.28285476565361023,0.27820274233818054,0.535392165184021,0.29680711030960083,0.535392165184021,0.2269025444984436,0.4739971458911896,0.39206936955451965,0.2221633493900299,0.2647338807582855,0.22068053483963013
lower,0.20079238712787628,0.19989411532878876,0.06733348965644836,0.3046794533729553,0.20392875373363495,0.233318492770195,0.22518636286258698,0.233318492770195,0.21329917013645172,0.15945355594158173,0.35506993532180786,0.19186660647392273,0.17670325934886932,0.08471795171499252
and,0.31309178471565247,0.3461615741252899,0.33013346791267395,0.2595808804035187,0.24296659231185913,0.48971283435821533,0.23680256307125092,0.48971283435821533,0.2643875181674957,0.5064792633056641,0.317791610956192,0.24285264313220978,0.27496716380119324,0.20544172823429108
middle,0.18312302231788635,0.16685135662555695,0.22539913654327393,0.16892072558403015,0.18600735068321228,0.2015334814786911,0.20435069501399994,0.2015334814786911,0.07953169196844101,0.17248252034187317,0.30310672521591187,0.11103855073451996,0.1736917793750763,0.13139553368091583
income,0.21837803721427917,0.18851257860660553,0.2540283501148224,0.235378697514534,0.17672336101531982,0.27188464999198914,0.18923602998256683,0.27188464999198914,0.3710322678089142,0.27512091398239136,0.23277796804904938,0.43969300389289856,0.26241663098335266,0.14935168623924255
earners,0.23694711923599243,0.26796478033065796,0.179841086268425,0.12754063308238983,0.20520339906215668,0.22879493236541748,0.22525697946548462,0.22879493236541748,0.40960949659347534,0.3046841323375702,0.28759756684303284,0.338168740272522,0.1662045121192932,0.25306665897369385
–,0.13008765876293182,0.13794226944446564,0.13410541415214539,0.1408371478319168,0.07909791171550751,0.19410304725170135,0.07407712936401367,0.19410304725170135,0.10521343350410461,0.2408909648656845,0.07829539477825165,0.08100864291191101,0.12151829153299332,0.2714554965496063
particularly,0.33027681708335876,0.2602892816066742,0.25186797976493835,0.2223404049873352,0.13481709361076355,0.33588847517967224,0.2734045684337616,0.33588847517967224,0.187629833817482,0.4007916748523712,0.43009325861930847,0.18598847091197968,0.17777425050735474,0.2644225060939789
to,0.455847829580307,0.4391997456550598,0.2065112292766571,0.30812981724739075,0.3226611018180847,1.0,0.3343263864517212,1.0,0.3709917664527893,0.4451248347759247,0.3086450695991516,0.2600758969783783,0.27001675963401794,0.29463258385658264
buy,0.27250197529792786,0.23146840929985046,0.15711836516857147,0.14623484015464783,0.2692297399044037,0.3550134301185608,0.21317331492900848,0.3550134301185608,0.33879098296165466,0.2918674349784851,0.1507699340581894,0.5248281359672546,0.25164294242858887,0.19142918288707733
homes,0.1709814965724945,0.12487458437681198,0.16160911321640015,0.1914985328912735,0.11093711107969284,0.2634379267692566,0.11702195554971695,0.2634379267692566,0.2953602969646454,0.223987877368927,0.15324939787387848,0.2837528884410858,0.28595566749572754,0.12707971036434174
–,0.13008765876293182,0.13794226944446564,0.13410541415214539,0.1408371478319168,0.07909791171550751,0.19410304725170135,0.07407712936401367,0.19410304725170135,0.10521343350410461,0.2408909648656845,0.07829539477825165,0.08100864291191101,0.12151829153299332,0.2714554965496063
and,0.31309178471565247,0.3461615741252899,0.33013346791267395,0.2595808804035187,0.24296659231185913,0.48971283435821533,0.23680256307125092,0.48971283435821533,0.2643875181674957,0.5064792633056641,0.317791610956192,0.24285264313220978,0.27496716380119324,0.20544172823429108
easier,0.33438804745674133,0.3620961606502533,0.11181580275297165,0.23561398684978485,0.32790276408195496,0.42273572087287903,0.2460491806268692,0.42273572087287903,0.23305901885032654,0.2926945388317108,0.3213735818862915,0.26097846031188965,0.1486368477344513,0.2642807960510254
credit,0.24852240085601807,0.2486303299665451,0.18233521282672882,0.1309392750263214,0.15355749428272247,0.20738251507282257,0.1474580615758896,0.20738251507282257,0.3212434649467468,0.2668331563472748,0.2577303946018219,0.32521674036979675,0.166270911693573,0.13371090590953827
in,0.30808621644973755,0.214483380317688,0.22136160731315613,0.16116683185100555,0.12143252044916153,0.45010748505592346,0.21083860099315643,0.45010748505592346,0.14788931608200073,0.4322226941585541,0.3214041292667389,0.1874041110277176,0.16666220128536224,0.20430970191955566
general,0.24928055703639984,0.15178900957107544,0.267457515001297,0.13826356828212738,0.15494419634342194,0.24755197763442993,0.13495121896266937,0.24755197763442993,0.22104209661483765,0.23497237265110016,0.19242098927497864,0.1422353982925415,0.1636517494916916,0.1972234547138214
to,0.455847829580307,0.4391997456550598,0.2065112292766571,0.30812981724739075,0.3226611018180847,1.0,0.3343263864517212,1.0,0.3709917664527893,0.4451248347759247,0.3086450695991516,0.2600758969783783,0.27001675963401794,0.29463258385658264
keep,0.3147064745426178,0.2720739543437958,0.10633554309606552,0.23329421877861023,0.26414981484413147,0.31550586223602295,0.2730657160282135,0.31550586223602295,0.22956061363220215,0.2518472671508789,0.28435787558555603,0.24160067737102509,0.1504446119070053,0.2537146508693695
unemployment,0.1712515503168106,0.1738397479057312,0.3276125490665436,0.28167441487312317,0.15092384815216064,0.20550286769866943,0.12928731739521027,0.20550286769866943,0.40565040707588196,0.29005151987075806,0.3295722007751465,0.3507631719112396,0.1944439560174942,0.20707537233829498
rates,0.2148645967245102,0.27952635288238525,0.14639264345169067,0.3144631087779999,0.19171804189682007,0.25232431292533875,0.18534669280052185,0.25232431292533875,0.3477661907672882,0.24851617217063904,0.35075321793556213,0.35731130838394165,0.20939534902572632,0.13808594644069672
low,0.20743566751480103,0.22342078387737274,0.08518284559249878,0.4484412372112274,0.2590986490249634,0.2700593173503876,0.20956145226955414,0.2700593173503876,0.271282821893692,0.19718985259532928,0.32948556542396545,0.18750062584877014,0.123752661049366,0.10658930987119675
.,0.3567904531955719,0.3022993505001068,0.24802669882774353,0.22055423259735107,0.21724948287010193,0.4645031690597534,0.23276987671852112,0.4645031690597534,0.2161218374967575,0.4726039469242096,0.362093448638916,0.18114638328552246,0.2141435295343399,0.4130953550338745
