,which,diseases,do,many,scientists,believe,contributed,to,plague,pandemic,?
explained,0.3173747956752777,0.22625748813152313,0.2972540855407715,0.31671440601348877,0.2347891479730606,0.3926728069782257,0.35616955161094666,0.2741650342941284,0.1669137179851532,0.20352813601493835,0.31240519881248474
by,0.40543368458747864,0.1976950317621231,0.1481526494026184,0.3409687578678131,0.22483672201633453,0.23699913918972015,0.29225775599479675,0.33534231781959534,0.22066086530685425,0.2114700824022293,0.17966607213020325
a,0.56894451379776,0.18605440855026245,0.26237669587135315,0.2872205972671509,0.21906225383281708,0.2732302248477936,0.24738897383213043,0.45503583550453186,0.22077761590480804,0.2621440589427948,0.23916715383529663
combination,0.4100978374481201,0.22863025963306427,0.2158605009317398,0.3209186792373657,0.1219092309474945,0.1430671364068985,0.17210906744003296,0.2600461542606354,0.14872793853282928,0.23291876912117004,0.1620941311120987
of,0.5011631846427917,0.25425323843955994,0.26150479912757874,0.37253960967063904,0.20474955439567566,0.2925758957862854,0.29837220907211304,0.41548454761505127,0.27455615997314453,0.2478453814983368,0.1826142966747284
bubonic,0.3537697494029999,0.6023038625717163,0.25874224305152893,0.32312214374542236,0.2964426279067993,0.23327727615833282,0.22265781462192535,0.2726469933986664,0.6634843349456787,0.5679145455360413,0.21706949174404144
plague,0.25075629353523254,0.4893454313278198,0.15466199815273285,0.2661729156970978,0.24838073551654816,0.222448468208313,0.16446447372436523,0.21845681965351105,0.9999999403953552,0.5034893155097961,0.11872942000627518
with,0.46403205394744873,0.21208177506923676,0.23744353652000427,0.35744401812553406,0.1702168732881546,0.2392634004354477,0.22952216863632202,0.4239959120750427,0.1677253097295761,0.19196392595767975,0.2433311939239502
other,0.50507652759552,0.3485473394393921,0.34946969151496887,0.6324484348297119,0.2758164405822754,0.30454155802726746,0.24458162486553192,0.4193183183670044,0.14735755324363708,0.20499259233474731,0.24682199954986572
diseases,0.31493404507637024,0.9999999403953552,0.2614175081253052,0.31753450632095337,0.31837353110313416,0.21810339391231537,0.23835989832878113,0.27645206451416016,0.4893454313278198,0.49073395133018494,0.1916700154542923
",",0.3658004403114319,0.26037636399269104,0.3283645510673523,0.40610817074775696,0.25785407423973083,0.2459280639886856,0.2899704575538635,0.44245919585227966,0.2630122900009155,0.26161643862724304,0.31091248989105225
including,0.41826364398002625,0.2467656135559082,0.18796655535697937,0.6119236350059509,0.16186660528182983,0.22190867364406586,0.2287384420633316,0.24006329476833344,0.25680461525917053,0.2002735137939453,0.1633303165435791
typhus,0.2555329203605652,0.6030240654945374,0.13337372243404388,0.24985378980636597,0.27978986501693726,0.19740547239780426,0.18105407059192657,0.23822148144245148,0.4837731122970581,0.5076814293861389,0.158777117729187
",",0.3658004403114319,0.26037636399269104,0.3283645510673523,0.40610817074775696,0.25785407423973083,0.2459280639886856,0.2899704575538635,0.44245919585227966,0.2630122900009155,0.26161643862724304,0.31091248989105225
smallpox,0.16419781744480133,0.5707039833068848,0.20886246860027313,0.2237134873867035,0.2674489915370941,0.20354948937892914,0.17062896490097046,0.25794196128845215,0.5103118419647217,0.47859761118888855,0.201049342751503
and,0.506277859210968,0.2582131624221802,0.276123583316803,0.5296266674995422,0.20514336228370667,0.29652947187423706,0.2908022403717041,0.48971283435821533,0.2229994833469391,0.192714661359787,0.20544172823429108
respiratory,0.21666572988033295,0.4723358452320099,0.15398329496383667,0.16797462105751038,0.20180025696754456,0.05411892384290695,0.11683148890733719,0.24074585735797882,0.22550544142723083,0.34603381156921387,0.10154426842927933
infections,0.29134732484817505,0.7389969229698181,0.21759243309497833,0.2775968015193939,0.24710848927497864,0.17639194428920746,0.18771475553512573,0.25527745485305786,0.4157424569129944,0.48739364743232727,0.19163957238197327
.,0.45942068099975586,0.22635892033576965,0.3613996207714081,0.3974229395389557,0.22514508664608002,0.26988279819488525,0.25505968928337097,0.4645031690597534,0.2547653317451477,0.2592311501502991,0.4130953550338745
