,what,injury,did,manning,suffer,the,summer,before,the,season,started,?
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.18539859354496002,0.2605258822441101,0.4223487675189972,0.26292145252227783,0.32654517889022827,0.4223487675189972,0.26700887084007263,0.21924792230129242,0.2433311939239502
zone,0.21381187438964844,0.12861405313014984,0.071926049888134,0.053107570856809616,0.12482940405607224,0.26423242688179016,0.23086601495742798,0.15048553049564362,0.26423242688179016,0.17831367254257202,0.05308562144637108,0.1173049733042717
blocking,0.407657653093338,0.29500043392181396,0.24039672315120697,0.24728354811668396,0.22198741137981415,0.28961867094039917,0.08776918053627014,0.2592005729675293,0.28961867094039917,0.13423003256320953,0.11051720380783081,0.3374691307544708
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.24857525527477264,0.2893508970737457,0.535392165184021,0.23132751882076263,0.4190867841243744,0.535392165184021,0.22382742166519165,0.24973157048225403,0.29463258385658264
blend,0.18345262110233307,0.05582628399133682,0.2093445062637329,0.057108473032712936,0.2186499834060669,0.18428699672222137,0.1900787353515625,0.060135819017887115,0.18428699672222137,0.0857684314250946,0.12441372871398926,0.09344823658466339
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.22345924377441406,0.20667266845703125,0.6662389636039734,0.31081318855285645,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.3199414014816284,0.20430970191955566
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.18539859354496002,0.2605258822441101,0.4223487675189972,0.26292145252227783,0.32654517889022827,0.4223487675189972,0.26700887084007263,0.21924792230129242,0.2433311939239502
quarterback,0.15767325460910797,0.3529675006866455,0.13718701899051666,0.5449647903442383,0.14395305514335632,0.23757418990135193,0.1793803870677948,0.18670952320098877,0.23757418990135193,0.360336571931839,0.1933865249156952,0.13221268355846405
peyton,0.2249990701675415,0.20174355804920197,0.22208823263645172,0.5102329254150391,0.13756364583969116,0.2709864377975464,0.15865932404994965,0.18641453981399536,0.2709864377975464,0.37801364064216614,0.16369487345218658,0.17519715428352356
manning,0.20007498562335968,0.28924453258514404,0.22743284702301025,0.9999998807907104,0.1497177928686142,0.27058160305023193,0.14167994260787964,0.27665022015571594,0.27058160305023193,0.33529460430145264,0.2606656551361084,0.15856626629829407
's,0.02692362666130066,0.0077391816303133965,0.05069678649306297,0.021839646622538567,-0.016224125400185585,-0.01540423184633255,-0.004993056878447533,-0.01158253662288189,-0.01540423184633255,0.06624794006347656,0.01797550357878208,-0.023395681753754616
shotgun,0.12803596258163452,0.2833070158958435,0.15222321450710297,0.24297918379306793,0.1674220860004425,0.13242065906524658,0.18648594617843628,0.19192130863666534,0.13242065906524658,0.12878382205963135,0.1583617627620697,0.22133255004882812
passing,0.2581939399242401,0.20988507568836212,0.16936171054840088,0.3786384165287018,0.1535170078277588,0.3088957965373993,0.09081485867500305,0.3091931939125061,0.3088957965373993,0.24395446479320526,0.11371736973524094,0.10353918373584747
skills,0.28520897030830383,0.255281537771225,0.28397253155708313,0.31806865334510803,0.2883315980434418,0.20564566552639008,0.06371213495731354,0.26200464367866516,0.20564566552639008,0.15254861116409302,0.25676751136779785,0.1864275485277176
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.30921146273612976,0.28302544355392456,0.4933079481124878,0.269391804933548,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.32632124423980713,0.31091248989105225
but,0.5029441118240356,0.2882055342197418,0.49033689498901367,0.1814679205417633,0.3334847390651703,0.4859698414802551,0.3060634136199951,0.413316935300827,0.4859698414802551,0.2349797487258911,0.22755271196365356,0.27921953797340393
struggled,0.2129613608121872,0.2767674922943115,0.33638468384742737,0.32621222734451294,0.319719523191452,0.28537142276763916,0.15470270812511444,0.3349410891532898,0.28537142276763916,0.3167175352573395,0.31335023045539856,0.11264374107122421
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.18539859354496002,0.2605258822441101,0.4223487675189972,0.26292145252227783,0.32654517889022827,0.4223487675189972,0.26700887084007263,0.21924792230129242,0.2433311939239502
numerous,0.1867249608039856,0.09593740850687027,0.18944735825061798,0.1411495804786682,0.2026205211877823,0.3353725075721741,0.1529911309480667,0.20098866522312164,0.3353725075721741,0.1241198182106018,0.1458134800195694,0.0875130444765091
changes,0.2740466892719269,0.1984274536371231,0.18026256561279297,0.13276906311511993,0.22137637436389923,0.3427845537662506,0.12234240770339966,0.2650720179080963,0.3427845537662506,0.12810510396957397,0.19527442753314972,0.21264225244522095
and,0.31309178471565247,0.232233464717865,0.34479495882987976,0.2638654112815857,0.22671689093112946,0.5171257257461548,0.28653737902641296,0.3518902659416199,0.5171257257461548,0.2369309365749359,0.2649672031402588,0.20544172823429108
injuries,0.17736762762069702,0.7515625953674316,0.24862822890281677,0.21293193101882935,0.45200830698013306,0.20518366992473602,0.15621383488178253,0.23114408552646637,0.20518366992473602,0.2519371211528778,0.13644160330295563,0.14870837330818176
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.24857525527477264,0.2893508970737457,0.535392165184021,0.23132751882076263,0.4190867841243744,0.535392165184021,0.22382742166519165,0.24973157048225403,0.29463258385658264
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.27058160305023193,0.22818626463413239,1.0,0.2685571610927582,0.45900648832321167,1.0,0.2507155239582062,0.3222070634365082,0.22068053483963013
offensive,0.24954649806022644,0.2943417429924011,0.21477669477462769,0.3746066689491272,0.17402012646198273,0.2699996531009674,0.10449322313070297,0.15107692778110504,0.2699996531009674,0.20096494257450104,0.12676580250263214,0.20278584957122803
line,0.2245367169380188,0.10535157471895218,0.14681050181388855,0.16799555718898773,0.17094698548316956,0.29789501428604126,0.10067924112081528,0.1628168523311615,0.29789501428604126,0.1613713502883911,0.1312020868062973,0.16271452605724335
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.30921146273612976,0.28302544355392456,0.4933079481124878,0.269391804933548,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.32632124423980713,0.31091248989105225
as,0.31749409437179565,0.18512780964374542,0.3596470057964325,0.27189740538597107,0.2692702114582062,0.48381632566452026,0.1789223700761795,0.3552539646625519,0.48381632566452026,0.22911055386066437,0.2500630021095276,0.27043893933296204
well,0.4154493808746338,0.1062140017747879,0.4341743588447571,0.2037324160337448,0.26007968187332153,0.42630070447921753,0.18513669073581696,0.3153592646121979,0.42630070447921753,0.2359195351600647,0.2769401967525482,0.24815571308135986
as,0.31749409437179565,0.18512780964374542,0.3596470057964325,0.27189740538597107,0.2692702114582062,0.48381632566452026,0.1789223700761795,0.3552539646625519,0.48381632566452026,0.22911055386066437,0.2500630021095276,0.27043893933296204
manning,0.20007498562335968,0.28924453258514404,0.22743284702301025,0.9999998807907104,0.1497177928686142,0.27058160305023193,0.14167994260787964,0.27665022015571594,0.27058160305023193,0.33529460430145264,0.2606656551361084,0.15856626629829407
having,0.34064167737960815,0.237995445728302,0.3157401978969574,0.21502387523651123,0.36781349778175354,0.3821379244327545,0.20012050867080688,0.31945475935935974,0.3821379244327545,0.20948754251003265,0.1342398226261139,0.22418256103992462
his,0.26976513862609863,0.3168439567089081,0.3546801507472992,0.33460527658462524,0.29770809412002563,0.4394008219242096,0.1866539865732193,0.358011394739151,0.4394008219242096,0.20986881852149963,0.311460942029953,0.18075084686279297
worst,0.2650845944881439,0.17045611143112183,0.20719465613365173,0.17082956433296204,0.2681540548801422,0.21166902780532837,0.16425542533397675,0.16416200995445251,0.21166902780532837,0.21568424999713898,0.14792488515377045,0.21551604568958282
statistical,0.2944276034832001,0.1644362062215805,0.15267586708068848,0.19371788203716278,0.177534282207489,0.26417747139930725,0.07147981971502304,0.145027294754982,0.26417747139930725,0.1648615598678589,0.10957422107458115,0.1697750836610794
season,0.12117787450551987,0.3006984293460846,0.19368280470371246,0.33529460430145264,0.14811183512210846,0.2507155239582062,0.36044254899024963,0.2670373320579529,0.2507155239582062,1.0,0.2360074371099472,0.16793298721313477
since,0.29783400893211365,0.13957054913043976,0.27613121271133423,0.13168372213840485,0.21463967859745026,0.4054957628250122,0.3129096031188965,0.4754606783390045,0.4054957628250122,0.25668418407440186,0.3278532326221466,0.2876587212085724
his,0.26976513862609863,0.3168439567089081,0.3546801507472992,0.33460527658462524,0.29770809412002563,0.4394008219242096,0.1866539865732193,0.358011394739151,0.4394008219242096,0.20986881852149963,0.311460942029953,0.18075084686279297
rookie,0.119657002389431,0.3294743001461029,0.17795857787132263,0.38728052377700806,0.1089971512556076,0.2438497394323349,0.20471782982349396,0.1961391121149063,0.2438497394323349,0.46761253476142883,0.17258276045322418,0.14955708384513855
year,0.15184831619262695,0.22840875387191772,0.21422851085662842,0.2521476149559021,0.12155260145664215,0.3609684407711029,0.3380349278450012,0.3268006145954132,0.3609684407711029,0.3561827838420868,0.2950398623943329,0.18315006792545319
with,0.2464839518070221,0.2522015869617462,0.25472134351730347,0.18539859354496002,0.2605258822441101,0.4223487675189972,0.26292145252227783,0.32654517889022827,0.4223487675189972,0.26700887084007263,0.21924792230129242,0.2433311939239502
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.27058160305023193,0.22818626463413239,1.0,0.2685571610927582,0.45900648832321167,1.0,0.2507155239582062,0.3222070634365082,0.22068053483963013
indianapolis,0.13598687946796417,0.30329495668411255,0.19571653008460999,0.4084772765636444,0.13566723465919495,0.25879812240600586,0.19740867614746094,0.1831865906715393,0.25879812240600586,0.33245381712913513,0.18859237432479858,0.10281907767057419
colts,0.16433021426200867,0.38614919781684875,0.18186751008033752,0.49054357409477234,0.16429871320724487,0.2615845501422882,0.21293970942497253,0.21007291972637177,0.2615845501422882,0.35568830370903015,0.22808070480823517,0.1482221484184265
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.22345924377441406,0.20667266845703125,0.6662389636039734,0.31081318855285645,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.3199414014816284,0.20430970191955566
1998,0.10774625837802887,-0.06302591413259506,0.1446981579065323,-0.04177447780966759,0.04120611026883125,-0.047468025237321854,-0.10279999673366547,0.0824970155954361,-0.047468025237321854,-0.13445305824279785,0.09348292648792267,0.11714459210634232
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.30921146273612976,0.28302544355392456,0.4933079481124878,0.269391804933548,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.32632124423980713,0.31091248989105225
due,0.15204688906669617,0.27363690733909607,0.15152592957019806,0.026995275169610977,0.2912345826625824,0.22577603161334991,0.11002204567193985,0.2627594769001007,0.22577603161334991,0.1704137921333313,0.15096037089824677,0.10954997688531876
to,0.455847829580307,0.24385890364646912,0.4452643394470215,0.24857525527477264,0.2893508970737457,0.535392165184021,0.23132751882076263,0.4190867841243744,0.535392165184021,0.22382742166519165,0.24973157048225403,0.29463258385658264
a,0.3320399522781372,0.27168452739715576,0.2552328109741211,0.2509649395942688,0.2534792721271515,0.5829201340675354,0.21519871056079865,0.3583870828151703,0.5829201340675354,0.1855505406856537,0.29961374402046204,0.23916715383529663
plantar,0.15160836279392242,0.10798044502735138,0.09538409113883972,0.1979699432849884,0.0943288579583168,0.23765602707862854,0.2130647450685501,0.17362183332443237,0.23765602707862854,0.18289150297641754,0.15738460421562195,0.12419132888317108
fasciitis,0.2227976769208908,0.37283554673194885,0.19161054491996765,0.15173548460006714,0.32764244079589844,0.14955414831638336,0.21769391000270844,0.17937982082366943,0.14955414831638336,0.12830358743667603,0.20252127945423126,0.23458775877952576
injury,0.2131611406803131,1.0,0.23140683770179749,0.28924453258514404,0.41910994052886963,0.22097580134868622,0.16520506143569946,0.2152053415775299,0.22097580134868622,0.3006984293460846,0.14031697809696198,0.1309780478477478
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.22345924377441406,0.20667266845703125,0.6662389636039734,0.31081318855285645,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.3199414014816284,0.20430970191955566
his,0.26976513862609863,0.3168439567089081,0.3546801507472992,0.33460527658462524,0.29770809412002563,0.4394008219242096,0.1866539865732193,0.358011394739151,0.4394008219242096,0.20986881852149963,0.311460942029953,0.18075084686279297
heel,0.14452886581420898,0.3362962603569031,0.18679815530776978,0.21662558615207672,0.2060195505619049,0.2303585559129715,0.0978003442287445,0.15123501420021057,0.2303585559129715,0.19707657396793365,0.10201359540224075,0.13895626366138458
that,0.6297725439071655,0.26008203625679016,0.47518548369407654,0.17001231014728546,0.3414488136768341,0.5473989248275757,0.20125791430473328,0.40745505690574646,0.5473989248275757,0.21767571568489075,0.247867152094841,0.32716336846351624
he,0.3114890456199646,0.2709987163543701,0.3292143940925598,0.33812835812568665,0.23964840173721313,0.4571082592010498,0.2403995245695114,0.3621264398097992,0.4571082592010498,0.20349597930908203,0.29536134004592896,0.2089974731206894
had,0.23849567770957947,0.2027079463005066,0.540525496006012,0.19614505767822266,0.40337520837783813,0.3875846862792969,0.23148033022880554,0.3737051784992218,0.3875846862792969,0.1978970468044281,0.35855093598365784,0.20728366076946259
suffered,0.13741295039653778,0.4912109673023224,0.28497523069381714,0.18022605776786804,0.7251672148704529,0.2558774948120117,0.13546371459960938,0.17730921506881714,0.2558774948120117,0.21271176636219025,0.3056237995624542,0.08963493257761002
since,0.29783400893211365,0.13957054913043976,0.27613121271133423,0.13168372213840485,0.21463967859745026,0.4054957628250122,0.3129096031188965,0.4754606783390045,0.4054957628250122,0.25668418407440186,0.3278532326221466,0.2876587212085724
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.27058160305023193,0.22818626463413239,1.0,0.2685571610927582,0.45900648832321167,1.0,0.2507155239582062,0.3222070634365082,0.22068053483963013
summer,0.16213102638721466,0.16520506143569946,0.2209298312664032,0.14167994260787964,0.1541891247034073,0.2685571610927582,0.9999998807907104,0.2002895474433899,0.2685571610927582,0.36044254899024963,0.19149141013622284,0.11625723540782928
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.30921146273612976,0.28302544355392456,0.4933079481124878,0.269391804933548,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.32632124423980713,0.31091248989105225
and,0.31309178471565247,0.232233464717865,0.34479495882987976,0.2638654112815857,0.22671689093112946,0.5171257257461548,0.28653737902641296,0.3518902659416199,0.5171257257461548,0.2369309365749359,0.2649672031402588,0.20544172823429108
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.27058160305023193,0.22818626463413239,1.0,0.2685571610927582,0.45900648832321167,1.0,0.2507155239582062,0.3222070634365082,0.22068053483963013
simple,0.4218197166919708,0.12643307447433472,0.24971726536750793,0.16234195232391357,0.20197716355323792,0.24738673865795135,0.13810168206691742,0.22026918828487396,0.24738673865795135,0.19736924767494202,0.23531585931777954,0.4614735543727875
fact,0.4454877972602844,0.11575621366500854,0.30747947096824646,0.06402759253978729,0.2898687422275543,0.32878658175468445,0.13884539902210236,0.25996026396751404,0.32878658175468445,0.17834530770778656,0.14687074720859528,0.2798655927181244
that,0.6297725439071655,0.26008203625679016,0.47518548369407654,0.17001231014728546,0.3414488136768341,0.5473989248275757,0.20125791430473328,0.40745505690574646,0.5473989248275757,0.21767571568489075,0.247867152094841,0.32716336846351624
manning,0.20007498562335968,0.28924453258514404,0.22743284702301025,0.9999998807907104,0.1497177928686142,0.27058160305023193,0.14167994260787964,0.27665022015571594,0.27058160305023193,0.33529460430145264,0.2606656551361084,0.15856626629829407
was,0.22111038863658905,0.21684524416923523,0.41399896144866943,0.2607507109642029,0.15624497830867767,0.48711544275283813,0.22632931172847748,0.38607707619667053,0.48711544275283813,0.24797968566417694,0.44883424043655396,0.18412111699581146
getting,0.3483720123767853,0.2598940134048462,0.2899051010608673,0.2668822705745697,0.26836806535720825,0.2930673360824585,0.20181618630886078,0.30902501940727234,0.2930673360824585,0.21153336763381958,0.25207141041755676,0.28468504548072815
old,0.22117848694324493,0.12029138207435608,0.19123899936676025,0.18892280757427216,0.07925999164581299,0.31849798560142517,0.09309462457895279,0.2948707640171051,0.31849798560142517,0.15347151458263397,0.2222789227962494,0.20577076077461243
",",0.3087472915649414,0.23598910868167877,0.3015086054801941,0.30921146273612976,0.28302544355392456,0.4933079481124878,0.269391804933548,0.3156566619873047,0.4933079481124878,0.2232367992401123,0.32632124423980713,0.31091248989105225
as,0.31749409437179565,0.18512780964374542,0.3596470057964325,0.27189740538597107,0.2692702114582062,0.48381632566452026,0.1789223700761795,0.3552539646625519,0.48381632566452026,0.22911055386066437,0.2500630021095276,0.27043893933296204
he,0.3114890456199646,0.2709987163543701,0.3292143940925598,0.33812835812568665,0.23964840173721313,0.4571082592010498,0.2403995245695114,0.3621264398097992,0.4571082592010498,0.20349597930908203,0.29536134004592896,0.2089974731206894
turned,0.22427117824554443,0.14113156497478485,0.3006841838359833,0.14148861169815063,0.15762943029403687,0.3414173722267151,0.11404793709516525,0.2732314169406891,0.3414173722267151,0.17581911385059357,0.3726925253868103,0.130948007106781
39,0.05873653665184975,0.06573260575532913,-0.018694022670388222,0.0860123261809349,0.034466441720724106,0.12403792142868042,-0.06124267727136612,0.019544189795851707,0.12403792142868042,0.13412198424339294,-0.014972339384257793,0.04514012485742569
in,0.30808621644973755,0.25140535831451416,0.2593238651752472,0.22345924377441406,0.20667266845703125,0.6662389636039734,0.31081318855285645,0.4155850410461426,0.6662389636039734,0.2184021919965744,0.3199414014816284,0.20430970191955566
the,0.42745697498321533,0.22097580134868622,0.34736719727516174,0.27058160305023193,0.22818626463413239,1.0,0.2685571610927582,0.45900648832321167,1.0,0.2507155239582062,0.3222070634365082,0.22068053483963013
2015,-0.07269049435853958,-0.03836541622877121,0.02002497762441635,-0.010276862420141697,-0.013063043355941772,0.1466771513223648,0.10762901604175568,0.025667713955044746,0.1466771513223648,-0.03830436244606972,0.0377364419400692,-0.029954981058835983
off-season,0.20116285979747772,0.4030044972896576,0.25498273968696594,0.46932652592658997,0.19106487929821014,0.2915349304676056,0.3743594288825989,0.29428237676620483,0.2915349304676056,0.8545464873313904,0.2512911558151245,0.25146612524986267
.,0.3567904531955719,0.2166096717119217,0.35288307070732117,0.2937074899673462,0.18533723056316376,0.5934505462646484,0.29990968108177185,0.36693984270095825,0.5934505462646484,0.24674734473228455,0.3230702877044678,0.4130953550338745
