,besides,taking,in,boarders,",",how,did,katharina,help,support,the,family,?
died,0.15314416587352753,0.1709156036376953,0.25881269574165344,0.24269597232341766,0.36026471853256226,0.07147754728794098,0.2759808599948883,0.225955992937088,0.11700313538312912,0.12208592146635056,0.18710990250110626,0.18638448417186737,0.15254227817058563
within,0.23845207691192627,0.1865573674440384,0.40576374530792236,0.15340666472911835,0.2513136863708496,0.24755704402923584,0.15734176337718964,0.07847149670124054,0.18959568440914154,0.1867637187242508,0.39827480912208557,0.19981174170970917,0.1870293766260147
a,0.26277080178260803,0.2834925353527069,0.539380669593811,0.23436513543128967,0.427140474319458,0.29312583804130554,0.2552328109741211,0.14513367414474487,0.23381464183330536,0.2484646886587143,0.5829201340675354,0.24362227320671082,0.23916715383529663
few,0.3727776110172272,0.2624933421611786,0.3588411808013916,0.12513373792171478,0.32531002163887024,0.2993465065956116,0.32311540842056274,0.11641343683004379,0.26450034976005554,0.24930384755134583,0.34660017490386963,0.23483361303806305,0.2334265559911728
months,0.22397026419639587,0.27672669291496277,0.27186378836631775,0.26432371139526367,0.28694233298301697,0.22324973344802856,0.29584890604019165,0.10241176933050156,0.2480262964963913,0.3240130841732025,0.2680157423019409,0.17512445151805878,0.2804218530654907
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
magdalene,0.16466368734836578,0.1515072137117386,0.21871478855609894,0.22596709430217743,0.24557895958423615,0.15738804638385773,0.18950358033180237,0.46352463960647583,0.16882352530956268,0.04474378004670143,0.16866637766361237,0.17454637587070465,0.16239573061466217
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
1529,0.03579660505056381,0.08250115811824799,0.24987466633319855,0.18500134348869324,0.3111608326435089,0.07274722307920456,0.12269923090934753,0.2589777708053589,0.07913152128458023,0.0812433511018753,0.17264190316200256,0.1055203378200531,0.17319193482398987
",",0.340058833360672,0.32216814160346985,0.5201468467712402,0.3284558057785034,1.0000001192092896,0.22659391164779663,0.3015086054801941,0.29136550426483154,0.2855570912361145,0.2733234167098999,0.4933079481124878,0.22142739593982697,0.31091248989105225
who,0.3075007498264313,0.2872755825519562,0.2792111933231354,0.27521517872810364,0.3365725874900818,0.4070430099964142,0.34038686752319336,0.2242349237203598,0.3826322555541992,0.21206305921077728,0.3733934462070465,0.23428858816623688,0.26220351457595825
died,0.15314416587352753,0.1709156036376953,0.25881269574165344,0.24269597232341766,0.36026471853256226,0.07147754728794098,0.2759808599948883,0.225955992937088,0.11700313538312912,0.12208592146635056,0.18710990250110626,0.18638448417186737,0.15254227817058563
in,0.3447916507720947,0.25282081961631775,1.0,0.20814533531665802,0.5201468467712402,0.2601168751716614,0.2593238651752472,0.17653068900108337,0.21321536600589752,0.17618270218372345,0.6662389636039734,0.2165997177362442,0.20430970191955566
luther,0.08079911023378372,0.16701334714889526,0.20523880422115326,0.13321338593959808,0.23255878686904907,0.13354721665382385,0.23667675256729126,0.34570983052253723,0.14639104902744293,0.09483496099710464,0.1759674996137619,0.1733536273241043,0.1732746809720993
's,-0.020748574286699295,-0.02628932148218155,-0.037580832839012146,0.02341092936694622,-0.0016132977325469255,-0.026164190843701363,0.05069678649306297,0.04765372723340988,0.01472728792577982,-0.013377348892390728,-0.01540423184633255,-0.053779419511556625,-0.023395681753754616
arms,0.1785018891096115,0.1767863780260086,0.2064935863018036,0.1647220253944397,0.1768338978290558,0.1623915582895279,0.1531936526298523,0.07128533720970154,0.1760226935148239,0.1394866704940796,0.2508765757083893,0.1718737930059433,0.1243237629532814
in,0.3447916507720947,0.25282081961631775,1.0,0.20814533531665802,0.5201468467712402,0.2601168751716614,0.2593238651752472,0.17653068900108337,0.21321536600589752,0.17618270218372345,0.6662389636039734,0.2165997177362442,0.20430970191955566
1542,-0.05788002908229828,-0.047541696578264236,0.00877314805984497,0.00851378496736288,-0.012506037019193172,0.016151219606399536,0.07463250309228897,0.19907566905021667,-0.03461518883705139,-0.02258802391588688,-0.08821538835763931,0.011710473336279392,-0.08775735646486282
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
martin,0.07835600525140762,0.11388242989778519,0.22752496600151062,0.15197300910949707,0.27058324217796326,0.08468687534332275,0.15959656238555908,0.2808230519294739,0.12904992699623108,0.08653894811868668,0.22029393911361694,0.19395144283771515,0.060103293508291245
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
1531,0.0896996408700943,0.0395699217915535,0.01012601237744093,0.1904716193675995,0.1654025912284851,0.12390489876270294,0.009351181797683239,0.10491366684436798,0.05821140110492706,0.14413869380950928,0.03810441493988037,-0.0011922285193577409,0.32660937309265137
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
paul,0.16659745573997498,0.10689358413219452,0.21331322193145752,0.20026452839374542,0.3070785701274872,0.11558837443590164,0.16905230283737183,0.24070149660110474,0.1527184098958969,0.1048886850476265,0.19191958010196686,0.14317350089550018,0.16611461341381073
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
january,0.1932719647884369,0.18572217226028442,0.28467586636543274,0.25298574566841125,0.4213674068450928,0.11096196621656418,0.23508968949317932,0.2395104616880417,0.1805051565170288,0.24631695449352264,0.2467057853937149,0.10426299273967743,0.28608936071395874
1533,0.014781122095882893,0.08539515733718872,0.10762988775968552,0.16368146240711212,0.13281814754009247,-0.004275328479707241,0.02841658517718315,0.10803885757923126,0.03423741087317467,-0.03143748641014099,0.09275899827480316,0.13381080329418182,0.03920060396194458
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
and,0.3610946238040924,0.3120560646057129,0.4954058527946472,0.3167741894721985,0.6633074283599854,0.33647966384887695,0.34479495882987976,0.2138078659772873,0.34926167130470276,0.25609129667282104,0.5171257257461548,0.23506124317646027,0.20544172823429108
margaret,0.06184091418981552,0.16663797199726105,0.23577453196048737,0.20003943145275116,0.2575826942920685,0.13076543807983398,0.19085189700126648,0.3978189527988434,0.17832466959953308,0.11856112629175186,0.2006026655435562,0.1789906769990921,0.13320839405059814
–,0.03618614375591278,0.17361319065093994,0.23687128722667694,0.2066291868686676,0.43221306800842285,0.13681066036224365,0.2259434312582016,0.2825697660446167,0.12366004288196564,0.1253364086151123,0.2607575058937073,0.12223976105451584,0.2714554965496063
1534,-0.06393752992153168,-0.01389341987669468,-0.04325595125555992,0.0012225789250805974,-0.03602977097034454,-0.03385969251394272,-0.09212081134319305,0.049026552587747574,-0.041093986481428146,0.03451846167445183,-0.039665985852479935,-0.026982225477695465,-0.06046363338828087
;,0.030660776421427727,0.02324219048023224,0.092739537358284,-0.029292704537510872,0.04938793554902077,0.07230665534734726,0.10727239400148392,0.07632168382406235,0.007316168863326311,0.013119024224579334,0.09152708947658539,0.08289860188961029,0.10349778085947037
katharina,0.12626783549785614,0.0963054969906807,0.17653068900108337,0.1882367879152298,0.29136550426483154,0.10002371668815613,0.20237471163272858,1.0000001192092896,0.165772944688797,0.07662249356508255,0.15183475613594055,0.14278438687324524,0.13054367899894714
helped,0.2527226507663727,0.24243146181106567,0.304380863904953,0.2319536954164505,0.2661169171333313,0.31218069791793823,0.48476338386535645,0.1514889895915985,0.5497440695762634,0.25123363733291626,0.3108886480331421,0.15986639261245728,0.16572049260139465
the,0.367077499628067,0.32714390754699707,0.6662389636039734,0.23216836154460907,0.4933079481124878,0.33890387415885925,0.34736719727516174,0.15183475613594055,0.30064165592193604,0.22984638810157776,1.0,0.2394849956035614,0.22068053483963013
couple,0.19840040802955627,0.17396531999111176,0.24837493896484375,0.167587012052536,0.2916649580001831,0.26511064171791077,0.22444240748882294,0.2779907286167145,0.12812648713588715,0.16437196731567383,0.18582691252231598,0.23260891437530518,0.27183201909065247
earn,0.13006187975406647,0.2637687027454376,0.22422656416893005,0.33407631516456604,0.2286224514245987,0.22245225310325623,0.2935096025466919,0.14370699226856232,0.31652483344078064,0.21579374372959137,0.21796688437461853,0.1662144511938095,0.20429526269435883
a,0.26277080178260803,0.2834925353527069,0.539380669593811,0.23436513543128967,0.427140474319458,0.29312583804130554,0.2552328109741211,0.14513367414474487,0.23381464183330536,0.2484646886587143,0.5829201340675354,0.24362227320671082,0.23916715383529663
living,0.16336166858673096,0.14149190485477448,0.3253810405731201,0.24335218966007233,0.26278790831565857,0.16140781342983246,0.16898059844970703,0.09064184874296188,0.1596962809562683,0.1442006230354309,0.3127744197845459,0.24656136333942413,0.18362653255462646
by,0.23799698054790497,0.19618463516235352,0.370934396982193,0.18707197904586792,0.3680937886238098,0.34370526671409607,0.18574509024620056,0.1805344521999359,0.2285822480916977,0.16184203326702118,0.4408751428127289,0.1652497947216034,0.17966607213020325
farming,0.2175465077161789,0.19210481643676758,0.2961566150188446,0.22558636963367462,0.29435446858406067,0.1947069615125656,0.17360500991344452,0.11052572727203369,0.20929138362407684,0.10416216403245926,0.26529598236083984,0.24726656079292297,0.17990408837795258
the,0.367077499628067,0.32714390754699707,0.6662389636039734,0.23216836154460907,0.4933079481124878,0.33890387415885925,0.34736719727516174,0.15183475613594055,0.30064165592193604,0.22984638810157776,1.0,0.2394849956035614,0.22068053483963013
land,0.1653757393360138,0.11856219172477722,0.22871792316436768,0.22648771107196808,0.22220008075237274,0.1918935328722,0.19881628453731537,0.09368833899497986,0.13706602156162262,0.174350306391716,0.28587454557418823,0.1836054027080536,0.1432059109210968
and,0.3610946238040924,0.3120560646057129,0.4954058527946472,0.3167741894721985,0.6633074283599854,0.33647966384887695,0.34479495882987976,0.2138078659772873,0.34926167130470276,0.25609129667282104,0.5171257257461548,0.23506124317646027,0.20544172823429108
taking,0.23382627964019775,1.0,0.25282081961631775,0.26687660813331604,0.32216814160346985,0.23024597764015198,0.22738158702850342,0.0963054969906807,0.31547924876213074,0.19331051409244537,0.32714390754699707,0.12714645266532898,0.19960761070251465
in,0.3447916507720947,0.25282081961631775,1.0,0.20814533531665802,0.5201468467712402,0.2601168751716614,0.2593238651752472,0.17653068900108337,0.21321536600589752,0.17618270218372345,0.6662389636039734,0.2165997177362442,0.20430970191955566
boarders,0.1872258335351944,0.26687660813331604,0.20814533531665802,0.9999999403953552,0.3284558057785034,0.174736887216568,0.22515764832496643,0.1882367879152298,0.22113844752311707,0.17181119322776794,0.23216836154460907,0.2069699913263321,0.21690775454044342
.,0.28636154532432556,0.3233465552330017,0.5591574311256409,0.2558661997318268,0.6812511086463928,0.3287222981452942,0.35288307070732117,0.22008223831653595,0.32205137610435486,0.2751289904117584,0.5934505462646484,0.24114800989627838,0.4130953550338745
