,how,would,the,operator,of,observe,the,reflected,signal,?
postulated,0.2430807203054428,0.22717148065567017,0.28616175055503845,0.1488451510667801,0.2886465787887573,0.34176400303840637,0.28616175055503845,0.3121912181377411,0.2017994076013565,0.2177824229001999
that,0.557814359664917,0.5895259380340576,0.5473989248275757,0.20413640141487122,0.41498205065727234,0.33934372663497925,0.5473989248275757,0.31195250153541565,0.22583550214767456,0.32716336846351624
electricity,0.2830350697040558,0.23729100823402405,0.274786114692688,0.29375699162483215,0.22897469997406006,0.2198757827281952,0.274786114692688,0.3214563727378845,0.3459392488002777,0.17856204509735107
could,0.47830453515052795,0.8068214654922485,0.35393214225769043,0.2191924750804901,0.29043012857437134,0.2220754474401474,0.35393214225769043,0.24070392549037933,0.19188593327999115,0.3411986827850342
be,0.4158933162689209,0.5202695727348328,0.4248143136501312,0.18599048256874084,0.33904364705085754,0.25149795413017273,0.4248143136501312,0.28441280126571655,0.20961250364780426,0.3324260413646698
used,0.34819337725639343,0.35597336292266846,0.3718377649784088,0.2140747457742691,0.3075267970561981,0.25675395131111145,0.3718377649784088,0.25805774331092834,0.27566757798194885,0.22430120408535004
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.24327775835990906,0.41548454761505127,0.2856177091598511,0.535392165184021,0.23165373504161835,0.24848297238349915,0.29463258385658264
locate,0.24867604672908783,0.2856130301952362,0.3594493865966797,0.27819815278053284,0.24132601916790009,0.2089322805404663,0.3594493865966797,0.1272796243429184,0.20983250439167023,0.22199362516403198
submarines,0.2252192348241806,0.21389412879943848,0.2753944396972656,0.22196628153324127,0.20532305538654327,0.12442174553871155,0.2753944396972656,0.21046675741672516,0.2218235433101654,0.21099020540714264
via,0.13460594415664673,0.20079146325588226,0.23979412019252777,0.30765241384506226,0.1293322592973709,0.16941455006599426,0.23979412019252777,0.18130120635032654,0.2031814604997635,0.19443516433238983
using,0.39886897802352905,0.3468724191188812,0.28364112973213196,0.26515626907348633,0.24298200011253357,0.2727183401584625,0.28364112973213196,0.27144575119018555,0.2232140302658081,0.2804589569568634
the,0.33890387415885925,0.4133751392364502,1.0,0.22986549139022827,0.733189046382904,0.26882031559944153,1.0,0.3111802637577057,0.25718533992767334,0.22068053483963013
reflection,0.2842004895210266,0.23752127587795258,0.28977152705192566,0.11730605363845825,0.27738237380981445,0.35257095098495483,0.28977152705192566,0.8355548977851868,0.2836441695690155,0.17918743193149567
of,0.2480744868516922,0.3353942930698395,0.733189046382904,0.178121879696846,1.0,0.23419547080993652,0.733189046382904,0.2816413640975952,0.19249287247657776,0.1826142966747284
an,0.2520636022090912,0.2650099992752075,0.4207492768764496,0.21579548716545105,0.32280945777893066,0.09614056348800659,0.4207492768764496,0.16500425338745117,0.19826938211917877,0.19793890416622162
``,-0.01591024175286293,0.08063928782939911,0.029072100296616554,0.1125522255897522,0.06780257821083069,0.04451410844922066,0.029072100296616554,-0.12163140624761581,0.018352270126342773,0.0685480609536171
electric,0.22688037157058716,0.18745185434818268,0.21345196664333344,0.31203189492225647,0.17329032719135284,0.17614252865314484,0.21345196664333344,0.2265159785747528,0.3143559694290161,0.15674720704555511
ray,0.24113434553146362,0.1560203731060028,0.16151063144207,0.12918512523174286,0.1744791716337204,0.15741397440433502,0.16151063144207,0.28641462326049805,0.15990732610225677,0.11706188321113586
'',-0.0029843549709767103,0.02574172429740429,0.041273195296525955,-0.025357866659760475,0.13035868108272552,0.018129941076040268,0.041273195296525955,0.04898304492235184,0.027174171060323715,0.018684765323996544
of,0.2480744868516922,0.3353942930698395,0.733189046382904,0.178121879696846,1.0,0.23419547080993652,0.733189046382904,0.2816413640975952,0.19249287247657776,0.1826142966747284
``,-0.01591024175286293,0.08063928782939911,0.029072100296616554,0.1125522255897522,0.06780257821083069,0.04451410844922066,0.029072100296616554,-0.12163140624761581,0.018352270126342773,0.0685480609536171
tremendous,0.3005141615867615,0.37937527894973755,0.3170275390148163,0.15286608040332794,0.29553988575935364,0.23464973270893097,0.3170275390148163,0.3459940254688263,0.21068720519542694,0.1588442176580429
frequency,0.3118455708026886,0.2371809482574463,0.20417852699756622,0.2701224088668823,0.1939978003501892,0.30531635880470276,0.20417852699756622,0.35779425501823425,0.514684796333313,0.17067383229732513
",",0.22659391164779663,0.32586824893951416,0.4933079481124878,0.2986533045768738,0.4946078956127167,0.2471538931131363,0.4933079481124878,0.22107748687267303,0.20488125085830688,0.31091248989105225
'',-0.0029843549709767103,0.02574172429740429,0.041273195296525955,-0.025357866659760475,0.13035868108272552,0.018129941076040268,0.041273195296525955,0.04898304492235184,0.027174171060323715,0.018684765323996544
with,0.3525622487068176,0.38372042775154114,0.4223487675189972,0.14436155557632446,0.41827285289764404,0.22108934819698334,0.4223487675189972,0.26748090982437134,0.1377018541097641,0.2433311939239502
the,0.33890387415885925,0.4133751392364502,1.0,0.22986549139022827,0.733189046382904,0.26882031559944153,1.0,0.3111802637577057,0.25718533992767334,0.22068053483963013
signal,0.22223490476608276,0.1632481813430786,0.25718533992767334,0.25402578711509705,0.19249287247657776,0.3021388649940491,0.25718533992767334,0.2785712480545044,1.0000001192092896,0.1212705597281456
being,0.33768191933631897,0.41456547379493713,0.419739305973053,0.1924801915884018,0.34885138273239136,0.20609517395496368,0.419739305973053,0.25559526681900024,0.16122770309448242,0.26743772625923157
viewed,0.2478298544883728,0.2899033725261688,0.34172287583351135,0.08962171524763107,0.27454227209091187,0.33077332377433777,0.34172287583351135,0.41799700260162354,0.22362230718135834,0.19983090460300446
on,0.32655060291290283,0.35589995980262756,0.5107308030128479,0.22138723731040955,0.3966929316520691,0.24363617599010468,0.5107308030128479,0.2599312365055084,0.23140354454517365,0.2714994251728058
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.2531388998031616,0.5052502155303955,0.19718405604362488,0.5829201340675354,0.23217599093914032,0.246576189994812,0.23916715383529663
fluorescent,0.2784421443939209,0.19818098843097687,0.20084914565086365,0.19752521812915802,0.2180572897195816,0.2919328808784485,0.20084914565086365,0.3484162986278534,0.34371432662010193,0.18621282279491425
screen,0.24837899208068848,0.23982280492782593,0.2616176903247833,0.17097777128219604,0.1909627914428711,0.09145791828632355,0.2616176903247833,0.25655892491340637,0.29131418466567993,0.1954205334186554
(,0.1676948219537735,0.21630488336086273,0.33289089798927307,0.29243728518486023,0.35032153129577637,0.18770615756511688,0.33289089798927307,0.18508465588092804,0.19336439669132233,0.40561532974243164
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.2531388998031616,0.5052502155303955,0.19718405604362488,0.5829201340675354,0.23217599093914032,0.246576189994812,0.23916715383529663
system,0.282820463180542,0.22481384873390198,0.3233085572719574,0.2881668210029602,0.25597915053367615,0.13950443267822266,0.3233085572719574,0.1273127943277359,0.3163019120693207,0.15556083619594574
that,0.557814359664917,0.5895259380340576,0.5473989248275757,0.20413640141487122,0.41498205065727234,0.33934372663497925,0.5473989248275757,0.31195250153541565,0.22583550214767456,0.32716336846351624
has,0.26820555329322815,0.3014826476573944,0.4177538752555847,0.18943801522254944,0.3909035325050354,0.17575177550315857,0.4177538752555847,0.22182661294937134,0.1163916140794754,0.15994466841220856
been,0.26456597447395325,0.3617405891418457,0.3563927710056305,0.14790980517864227,0.31685134768486023,0.18209600448608398,0.3563927710056305,0.2470947504043579,0.15012645721435547,0.24354910850524902
noted,0.13036540150642395,0.2647894024848938,0.248806893825531,0.06719984114170074,0.23399871587753296,0.30757659673690796,0.248806893825531,0.3450283706188202,0.16241391003131866,0.13014346361160278
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.24327775835990906,0.41548454761505127,0.2856177091598511,0.535392165184021,0.23165373504161835,0.24848297238349915,0.29463258385658264
have,0.4370637536048889,0.484149694442749,0.40389683842658997,0.14852890372276306,0.3802283704280853,0.33087942004203796,0.40389683842658997,0.30010029673576355,0.17791320383548737,0.32991164922714233
a,0.29312583804130554,0.398599237203598,0.5829201340675354,0.2531388998031616,0.5052502155303955,0.19718405604362488,0.5829201340675354,0.23217599093914032,0.246576189994812,0.23916715383529663
superficial,0.22542330622673035,0.23671644926071167,0.2609885334968567,0.03941909223794937,0.2357194870710373,0.23765195906162262,0.2609885334968567,0.2844565808773041,0.1638425588607788,0.20745660364627838
resemblance,0.23381908237934113,0.21286775171756744,0.2747744023799896,0.07899276167154312,0.2490781843662262,0.2584114372730255,0.2747744023799896,0.2853524088859558,0.22290796041488647,0.1501987725496292
to,0.44169697165489197,0.5965728163719177,0.535392165184021,0.24327775835990906,0.41548454761505127,0.2856177091598511,0.535392165184021,0.23165373504161835,0.24848297238349915,0.29463258385658264
modern,0.15316444635391235,0.14378008246421814,0.3283970355987549,0.13338463008403778,0.3482828736305237,0.20216386020183563,0.3283970355987549,0.15517765283584595,0.16430476307868958,0.12475407868623734
radar,0.2527119219303131,0.18832984566688538,0.21210786700248718,0.20691810548305511,0.13733313977718353,0.21995234489440918,0.21210786700248718,0.3642057776451111,0.3962753713130951,0.09615589678287506
),0.17939934134483337,0.2093871831893921,0.3456730246543884,0.28213560581207275,0.3680361211299896,0.1637665182352066,0.3456730246543884,0.1575508713722229,0.17093975841999054,0.42300865054130554
.,0.3287222981452942,0.35067233443260193,0.5934505462646484,0.2044847160577774,0.5352458953857422,0.2231345772743225,0.5934505462646484,0.2348291277885437,0.19028015434741974,0.4130953550338745
