,when,was,the,european,communities,act,created,?
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
state,0.2549494504928589,0.22072885930538177,0.3097178041934967,0.17396335303783417,0.28433024883270264,0.2565065920352936,0.1830459088087082,0.1160883978009224
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.2838500738143921,0.23633545637130737,0.22890116274356842,0.25684574246406555,0.264628142118454
transport,0.21177156269550323,0.167209655046463,0.2433847039937973,0.16570144891738892,0.22931523621082306,0.20809343457221985,0.1634712964296341,0.16607823967933655
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19684812426567078,0.2743113040924072,0.1787904053926468,0.2755771577358246,0.31091248989105225
although,0.3650384247303009,0.3711436688899994,0.3265823423862457,0.16758067905902863,0.2088996022939682,0.22291123867034912,0.16445398330688477,0.15541206300258636
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.24729211628437042,0.28682878613471985,0.3539263904094696,0.22068053483963013
uk,0.13155107200145721,0.206756129860878,0.2143084555864334,0.2919877767562866,0.09265904873609543,0.21449202299118042,0.0844799131155014,0.20222434401512146
constitution,0.21416595578193665,0.2620309591293335,0.3381718397140503,0.2279115617275238,0.21184973418712616,0.40053480863571167,0.24525482952594757,0.23706454038619995
is,0.3471449911594391,0.5810302495956421,0.5823672413825989,0.16083641350269318,0.23371800780296326,0.18206438422203064,0.28467464447021484,0.22961433231830597
uncodified,0.29901525378227234,0.23186083137989044,0.29906779527664185,0.17719319462776184,0.17288005352020264,0.2921600043773651,0.27987223863601685,0.2807336747646332
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19684812426567078,0.2743113040924072,0.1787904053926468,0.2755771577358246,0.31091248989105225
there,0.34822648763656616,0.24909798800945282,0.47025805711746216,0.18805880844593048,0.31802257895469666,0.17075929045677185,0.3317369520664215,0.29405656456947327
could,0.42036551237106323,0.39896807074546814,0.35393214225769043,0.17174828052520752,0.17657357454299927,0.19970287382602692,0.2724253833293915,0.3411986827850342
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.13481922447681427,0.20893393456935883,0.29223379492759705,0.22345785796642303,0.3324260413646698
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.03151248022913933,0.03972771018743515,0.07749094814062119,3.665990152512677e-05,0.0685480609536171
fundamental,0.19832004606723785,0.1772308349609375,0.3078918755054474,0.19743157923221588,0.21944816410541534,0.2635444402694702,0.22558079659938812,0.2011919468641281
principles,0.20210577547550201,0.15514956414699554,0.21452596783638,0.2124764770269394,0.21071045100688934,0.2561837434768677,0.17227156460285187,0.19203636050224304
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.050778839737176895,0.016128284856677055,-0.013956046663224697,-0.004385723266750574,0.018684765323996544
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
common,0.20520533621311188,0.0880795493721962,0.2705984115600586,0.2376275211572647,0.21425838768482208,0.18783198297023773,0.10768742114305496,0.20434872806072235
law,0.2062477022409439,0.21553055942058563,0.24548950791358948,0.17164482176303864,0.20489870011806488,0.38416895270347595,0.12906314432621002,0.1528988480567932
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.19684812426567078,0.2743113040924072,0.1787904053926468,0.2755771577358246,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24143946170806885,0.2877669930458069,0.2776535749435425,0.2873832881450653,0.20544172823429108
parliament,0.18992289900779724,0.24742799997329712,0.26521381735801697,0.2812108099460602,0.23043003678321838,0.33536985516548157,0.15749505162239075,0.1586504578590393
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.03151248022913933,0.03972771018743515,0.07749094814062119,3.665990152512677e-05,0.0685480609536171
did,0.3228907287120819,0.41399896144866943,0.34736719727516174,0.2440035194158554,0.1233908161520958,0.15918971598148346,0.26176875829696655,0.3023456633090973
not,0.4799930453300476,0.2888734042644501,0.4310511648654938,0.20631356537342072,0.2121589481830597,0.2604115903377533,0.23838622868061066,0.41942933201789856
either,0.38302552700042725,0.2062831073999405,0.3795609474182129,0.15781435370445251,0.23310372233390808,0.24415159225463867,0.20540158450603485,0.31498292088508606
contemplate,0.14315356314182281,0.19783133268356323,0.24339619278907776,0.19717366993427277,0.18886201083660126,0.1841273009777069,0.19514134526252747,0.2571827173233032
or,0.417120099067688,0.2330796718597412,0.4174870550632477,0.2412617802619934,0.2990771234035492,0.313731849193573,0.23186936974525452,0.32389625906944275
authorise,0.24067343771457672,0.20767636597156525,0.33510830998420715,0.2243429720401764,0.224466010928154,0.3861859142780304,0.2723797857761383,0.24961836636066437
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.24729211628437042,0.28682878613471985,0.3539263904094696,0.22068053483963013
abrogation,0.2699560523033142,0.2939366102218628,0.3400627374649048,0.27192941308021545,0.2707149386405945,0.28286847472190857,0.16682817041873932,0.2527204155921936
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.050778839737176895,0.016128284856677055,-0.013956046663224697,-0.004385723266750574,0.018684765323996544
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
those,0.3199491798877716,0.21886132657527924,0.42861196398735046,0.23152820765972137,0.3502529561519623,0.21406544744968414,0.2873998284339905,0.3328189253807068
principles,0.20210577547550201,0.15514956414699554,0.21452596783638,0.2124764770269394,0.21071045100688934,0.2561837434768677,0.17227156460285187,0.19203636050224304
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.1717725396156311,0.1468650847673416,0.22280360758304596,0.2840147316455841,0.22841128706932068
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.16905969381332397,0.26558202505111694,0.23389169573783875,0.35949116945266724,0.25732165575027466
enacted,0.26130348443984985,0.27678585052490234,0.2723487913608551,0.18461664021015167,0.32256612181663513,0.47922053933143616,0.38856402039527893,0.21675309538841248
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.24729211628437042,0.28682878613471985,0.3539263904094696,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.9999998807907104,0.2174263894557953,0.1387064903974533,0.14858970046043396,0.14560863375663757
communities,0.1468650847673416,0.14950911700725555,0.24729211628437042,0.2174263894557953,1.0,0.20369113981723785,0.2181616574525833,0.20171424746513367
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.1387064903974533,0.20369113981723785,1.0,0.18169532716274261,0.1482519507408142
1972,-0.17732876539230347,0.09760324656963348,0.017579182982444763,0.07759781181812286,0.05209680646657944,-0.014208679087460041,0.05020369961857796,-0.13323214650154114
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2095622420310974,0.2306760847568512,0.2025400698184967,0.3230568766593933,0.4130953550338745
,when,was,the,european,communities,act,created,?
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.16905969381332397,0.26558202505111694,0.23389169573783875,0.35949116945266724,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.22463937103748322,0.14950911700725555,0.1887621134519577,0.3592788577079773,0.18412111699581146
held,0.1848648637533188,0.30231067538261414,0.32185450196266174,0.2077031135559082,0.20102263987064362,0.14279377460479736,0.23535408079624176,0.14103956520557404
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23319172859191895,0.2479604333639145,0.22050046920776367,0.2843434810638428,0.20430970191955566
r,0.12013772130012512,0.16323253512382507,0.1519533395767212,0.11208892613649368,0.05357218161225319,0.11108217388391495,0.1609686315059662,0.16570481657981873
(,0.2459595799446106,0.2980341613292694,0.33289089798927307,0.17014704644680023,0.15338566899299622,0.1613895297050476,0.2334475964307785,0.40561532974243164
factortame,0.3274725377559662,0.2180192619562149,0.27398771047592163,0.21165066957473755,0.2054833471775055,0.23901700973510742,0.19796298444271088,0.28463780879974365
ltd,0.11280075460672379,0.14135466516017914,0.14438891410827637,0.19553115963935852,0.11790911108255386,0.1283980906009674,0.1520446389913559,0.13418078422546387
),0.2538422644138336,0.3267642855644226,0.3456730246543884,0.17755553126335144,0.1555551439523697,0.15869061648845673,0.2251489907503128,0.42300865054130554
v,0.20079591870307922,0.16128918528556824,0.18580520153045654,0.16175833344459534,0.0850680023431778,0.052595339715480804,0.1267542988061905,0.28677162528038025
secretary,0.21021723747253418,0.2750075161457062,0.23160062730312347,0.22590331733226776,0.16972360014915466,0.18874166905879974,0.17544741928577423,0.10113837569952011
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
state,0.2549494504928589,0.22072885930538177,0.3097178041934967,0.17396335303783417,0.28433024883270264,0.2565065920352936,0.1830459088087082,0.1160883978009224
for,0.43402108550071716,0.3863949179649353,0.4739971458911896,0.2838500738143921,0.23633545637130737,0.22890116274356842,0.25684574246406555,0.264628142118454
transport,0.21177156269550323,0.167209655046463,0.2433847039937973,0.16570144891738892,0.22931523621082306,0.20809343457221985,0.1634712964296341,0.16607823967933655
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.2049320936203003,0.25110986828804016,0.2679075598716736,0.3583657741546631,0.32716336846351624
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.03151248022913933,0.03972771018743515,0.07749094814062119,3.665990152512677e-05,0.0685480609536171
whatever,0.30937325954437256,0.1257963329553604,0.3062065839767456,0.1658981293439865,0.18024513125419617,0.23923471570014954,0.1290941685438156,0.4686553180217743
limitation,0.2709692716598511,0.1556253582239151,0.291191041469574,0.16925384104251862,0.2396424561738968,0.3416820466518402,0.2727721333503723,0.28737592697143555
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.1742284595966339,0.21333065629005432,0.21298791468143463,0.28512200713157654,0.15103481709957123
sovereignty,0.1481887549161911,0.1976868361234665,0.26170846819877625,0.25926968455314636,0.35728374123573303,0.26690995693206787,0.13781428337097168,0.1958751529455185
parliament,0.18992289900779724,0.24742799997329712,0.26521381735801697,0.2812108099460602,0.23043003678321838,0.33536985516548157,0.15749505162239075,0.1586504578590393
accepted,0.24707747995853424,0.2896232306957245,0.2999902665615082,0.1867474615573883,0.22697049379348755,0.17142625153064728,0.2442552000284195,0.19665466248989105
when,0.9999999403953552,0.37326499819755554,0.5091903209686279,0.1717725396156311,0.1468650847673416,0.22280360758304596,0.2840147316455841,0.22841128706932068
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.16905969381332397,0.26558202505111694,0.23389169573783875,0.35949116945266724,0.25732165575027466
enacted,0.26130348443984985,0.27678585052490234,0.2723487913608551,0.18461664021015167,0.32256612181663513,0.47922053933143616,0.38856402039527893,0.21675309538841248
the,0.5091903209686279,0.48711544275283813,1.0,0.3423081040382385,0.24729211628437042,0.28682878613471985,0.3539263904094696,0.22068053483963013
european,0.1717725396156311,0.22463937103748322,0.3423081040382385,0.9999998807907104,0.2174263894557953,0.1387064903974533,0.14858970046043396,0.14560863375663757
communities,0.1468650847673416,0.14950911700725555,0.24729211628437042,0.2174263894557953,1.0,0.20369113981723785,0.2181616574525833,0.20171424746513367
act,0.22280360758304596,0.1887621134519577,0.28682878613471985,0.1387064903974533,0.20369113981723785,1.0,0.18169532716274261,0.1482519507408142
1972,-0.17732876539230347,0.09760324656963348,0.017579182982444763,0.07759781181812286,0.05209680646657944,-0.014208679087460041,0.05020369961857796,-0.13323214650154114
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.22463937103748322,0.14950911700725555,0.1887621134519577,0.3592788577079773,0.18412111699581146
entirely,0.33049649000167847,0.2490214705467224,0.33318132162094116,0.05779435113072395,0.2644113600254059,0.19530297815799713,0.2294706553220749,0.19651781022548676
voluntary,0.24801354110240936,0.15804710984230042,0.22481386363506317,0.16431394219398499,0.2082064002752304,0.2733444273471832,0.12641780078411102,0.1680574268102646
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.050778839737176895,0.016128284856677055,-0.013956046663224697,-0.004385723266750574,0.018684765323996544
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.24143946170806885,0.2877669930458069,0.2776535749435425,0.2873832881450653,0.20544172823429108
so,0.560259222984314,0.2666010558605194,0.4296516180038452,0.1485147774219513,0.21183551847934723,0.24864794313907623,0.32752588391304016,0.43163934350013733
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.03151248022913933,0.03972771018743515,0.07749094814062119,3.665990152512677e-05,0.0685480609536171
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.16905969381332397,0.26558202505111694,0.23389169573783875,0.35949116945266724,0.25732165575027466
has,0.34538573026657104,0.40313825011253357,0.4177538752555847,0.1917828619480133,0.22723844647407532,0.12206312268972397,0.2519540786743164,0.15994466841220856
always,0.48135533928871155,0.190224289894104,0.31570959091186523,0.16513168811798096,0.17451295256614685,0.21956966817378998,0.16974510252475739,0.26136693358421326
been,0.3339833617210388,0.518218457698822,0.3563927710056305,0.1689886897802353,0.27140387892723083,0.1555420160293579,0.27173078060150146,0.24354910850524902
clear,0.3378060460090637,0.13787133991718292,0.3209454417228699,0.12468711286783218,0.16920670866966248,0.21300402283668518,0.1807444840669632,0.2738020122051239
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.050778839737176895,0.016128284856677055,-0.013956046663224697,-0.004385723266750574,0.018684765323996544
that,0.5860282182693481,0.33670201897621155,0.5473989248275757,0.2049320936203003,0.25110986828804016,0.2679075598716736,0.3583657741546631,0.32716336846351624
uk,0.13155107200145721,0.206756129860878,0.2143084555864334,0.2919877767562866,0.09265904873609543,0.21449202299118042,0.0844799131155014,0.20222434401512146
courts,0.19352199137210846,0.18836963176727295,0.2453746348619461,0.1762567013502121,0.22265078127384186,0.25287115573883057,0.1689489334821701,0.17759139835834503
have,0.40555819869041443,0.2863433063030243,0.40389683842658997,0.19048169255256653,0.29252368211746216,0.24975994229316711,0.23259617388248444,0.32991164922714233
a,0.44397395849227905,0.4508470594882965,0.5829201340675354,0.2254103124141693,0.2370501160621643,0.2060188204050064,0.30777761340141296,0.23916715383529663
duty,0.14056555926799774,0.21336720883846283,0.18581759929656982,0.10512909293174744,0.1969829946756363,0.2490568459033966,0.09521845728158951,0.20404963195323944
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.03151248022913933,0.03972771018743515,0.07749094814062119,3.665990152512677e-05,0.0685480609536171
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.21011990308761597,0.23594450950622559,0.24833928048610687,0.2592601478099823,0.29463258385658264
override,0.24301649630069733,0.10822722315788269,0.23464247584342957,0.12165404856204987,0.23752190172672272,0.27672895789146423,0.19182586669921875,0.3403741419315338
any,0.4210505485534668,0.22746296226978302,0.4525727927684784,0.2373010665178299,0.27175992727279663,0.2890753746032715,0.255820631980896,0.4113408327102661
rule,0.28752797842025757,0.19895824790000916,0.29894936084747314,0.10815529525279999,0.16145192086696625,0.17211522161960602,0.19622479379177094,0.1955260932445526
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
national,0.1649656444787979,0.2433898150920868,0.32739606499671936,0.30370914936065674,0.2264355570077896,0.11624071002006531,0.22686803340911865,0.15643028914928436
law,0.2062477022409439,0.21553055942058563,0.24548950791358948,0.17164482176303864,0.20489870011806488,0.38416895270347595,0.12906314432621002,0.1528988480567932
found,0.24078510701656342,0.18447895348072052,0.3452354073524475,0.11306346207857132,0.1787080466747284,0.09182444214820862,0.21118323504924774,0.16790300607681274
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.21011990308761597,0.23594450950622559,0.24833928048610687,0.2592601478099823,0.29463258385658264
be,0.4451393485069275,0.42228707671165466,0.4248143136501312,0.13481922447681427,0.20893393456935883,0.29223379492759705,0.22345785796642303,0.3324260413646698
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.23319172859191895,0.2479604333639145,0.22050046920776367,0.2843434810638428,0.20430970191955566
conflict,0.2741304636001587,0.19450020790100098,0.2974752187728882,0.1851009875535965,0.2748876214027405,0.19454345107078552,0.20301249623298645,0.26744839549064636
with,0.5075214505195618,0.27411898970603943,0.4223487675189972,0.19647395610809326,0.1854606419801712,0.18591532111167908,0.2505694031715393,0.2433311939239502
any,0.4210505485534668,0.22746296226978302,0.4525727927684784,0.2373010665178299,0.27175992727279663,0.2890753746032715,0.255820631980896,0.4113408327102661
directly,0.35869741439819336,0.22806373238563538,0.4502958655357361,0.23064027726650238,0.18728099763393402,0.2197170853614807,0.21320591866970062,0.2187996357679367
enforceable,0.2704242467880249,0.22374334931373596,0.32503563165664673,0.21029865741729736,0.29684263467788696,0.3520067036151886,0.2035094052553177,0.27588239312171936
rule,0.28752797842025757,0.19895824790000916,0.29894936084747314,0.10815529525279999,0.16145192086696625,0.17211522161960602,0.19622479379177094,0.1955260932445526
of,0.3757161796092987,0.4069072902202606,0.733189046382904,0.2507138252258301,0.21719247102737427,0.2802577316761017,0.32043445110321045,0.1826142966747284
community,0.12761707603931427,0.2025771290063858,0.2601400911808014,0.1970168501138687,0.7136564254760742,0.18314507603645325,0.2543397843837738,0.2380419820547104
law,0.2062477022409439,0.21553055942058563,0.24548950791358948,0.17164482176303864,0.20489870011806488,0.38416895270347595,0.12906314432621002,0.1528988480567932
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2095622420310974,0.2306760847568512,0.2025400698184967,0.3230568766593933,0.4130953550338745
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,0.050778839737176895,0.016128284856677055,-0.013956046663224697,-0.004385723266750574,0.018684765323996544
