,which,actor,was,a,replacement,for,doctor,who,due,to,the,illness,of,the,main,actor,?
banks,0.22914151847362518,0.1558298021554947,0.18093253672122955,0.12387599050998688,0.03719809278845787,0.20989097654819489,0.1372876912355423,0.19353091716766357,0.10533961653709412,0.17257662117481232,0.28661349415779114,0.10991013050079346,0.21528330445289612,0.28661349415779114,0.21610812842845917,0.1558298021554947,0.11048095673322678
(,0.2589828372001648,0.2588256299495697,0.2980341613292694,0.3206180930137634,0.17438015341758728,0.3357032239437103,0.1570640504360199,0.2443375140428543,0.2010701447725296,0.30882009863853455,0.33289089798927307,0.14126735925674438,0.35032153129577637,0.33289089798927307,0.21451304852962494,0.2588256299495697,0.40561532974243164
better,0.27322152256965637,0.23170748353004456,0.17653010785579681,0.2532222270965576,0.2778758406639099,0.3385646641254425,0.1517348736524582,0.273277223110199,0.1592460572719574,0.29406851530075073,0.2113795131444931,0.17852053046226501,0.18950162827968597,0.2113795131444931,0.1761452853679657,0.23170748353004456,0.32159438729286194
known,0.30223485827445984,0.3462687134742737,0.35203275084495544,0.30882248282432556,0.11786781996488571,0.363901823759079,0.1213516891002655,0.24757125973701477,0.15423306822776794,0.14337651431560516,0.3624623417854309,0.1867719441652298,0.35814476013183594,0.3624623417854309,0.21903498470783234,0.3462687134742737,0.18314571678638458
for,0.44095608592033386,0.2464170902967453,0.3863949179649353,0.44038116931915283,0.3152933418750763,0.9999999403953552,0.1556548923254013,0.37110671401023865,0.2363993525505066,0.4451248347759247,0.4739971458911896,0.18845072388648987,0.4185989499092102,0.4739971458911896,0.27491986751556396,0.2464170902967453,0.264628142118454
playing,0.20566174387931824,0.29652610421180725,0.2290516495704651,0.25313833355903625,0.1466938555240631,0.3546140491962433,0.18143701553344727,0.2625640034675598,0.12448398768901825,0.1998187005519867,0.27700236439704895,0.21637395024299622,0.20471586287021637,0.27700236439704895,0.0992979109287262,0.29652610421180725,0.1513366848230362
cybermen,0.27703267335891724,0.1258295625448227,0.18745598196983337,0.2143564671278,0.20515692234039307,0.18140961229801178,0.3686709702014923,0.28778746724128723,0.20005036890506744,0.32904478907585144,0.3392564654350281,0.1462223380804062,0.26305127143859863,0.3392564654350281,0.19080278277397156,0.1258295625448227,0.18790490925312042
),0.2758678197860718,0.28557294607162476,0.3267642855644226,0.3640355169773102,0.18743525445461273,0.3639558255672455,0.1509941965341568,0.2457384318113327,0.22351695597171783,0.31236231327056885,0.3456730246543884,0.13761429488658905,0.3680361211299896,0.3456730246543884,0.20574742555618286,0.28557294607162476,0.42300865054130554
played,0.17687860131263733,0.2923223674297333,0.3139837682247162,0.2472371906042099,0.10951051861047745,0.31373727321624756,0.20600740611553192,0.26104769110679626,0.08938062936067581,0.14824016392230988,0.2603478729724884,0.20574751496315002,0.21120788156986237,0.2603478729724884,0.13121162354946136,0.2923223674297333,0.14096300303936005
the,0.6521818041801453,0.1662968546152115,0.48711544275283813,0.5829201340675354,0.27791428565979004,0.4739971458911896,0.2820442318916321,0.3733934462070465,0.22577603161334991,0.535392165184021,1.0,0.1359863430261612,0.733189046382904,1.0,0.38631999492645264,0.1662968546152115,0.22068053483963013
doctor,0.19030126929283142,0.24602581560611725,0.19672659039497375,0.22883038222789764,0.14700619876384735,0.1556548923254013,0.9999999403953552,0.3504868149757385,0.07074899971485138,0.22950075566768646,0.2820442318916321,0.2756716310977936,0.16895952820777893,0.2820442318916321,0.16093844175338745,0.24602581560611725,0.1462511420249939
.,0.45942068099975586,0.19830204546451569,0.40146201848983765,0.50484299659729,0.26630303263664246,0.4726039469242096,0.22361043095588684,0.3541337847709656,0.19861014187335968,0.4645031690597534,0.5934505462646484,0.22641728818416595,0.5352458953857422,0.5934505462646484,0.31122034788131714,0.19830204546451569,0.4130953550338745
