,which,mongol,leader,was,most,opposed,to,jochi,as,genghis,khan,'s,successor,?
the,0.6521818041801453,0.2924198508262634,0.27799519896507263,0.48711544275283813,0.47635307908058167,0.24302934110164642,0.535392165184021,0.19898229837417603,0.48381632566452026,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.14193344116210938,0.22068053483963013
khwarezmid,0.3916093707084656,0.5103490352630615,0.3110875189304352,0.3017575442790985,0.2968962788581848,0.2978944182395935,0.2811152935028076,0.3790625035762787,0.31228750944137573,0.5728946328163147,0.6121191382408142,0.04129724204540253,0.269275426864624,0.25827765464782715
empire,0.1975056380033493,0.45230501890182495,0.18209683895111084,0.30602675676345825,0.21014468371868134,0.1804913729429245,0.21448755264282227,0.13797084987163544,0.21108263731002808,0.42237505316734314,0.38083162903785706,-0.011798231862485409,0.20978207886219025,0.14909450709819794
by,0.40543368458747864,0.1995033621788025,0.16688144207000732,0.4752357602119446,0.270847886800766,0.33748501539230347,0.33534231781959534,0.12535150349140167,0.3815547823905945,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.21154583990573883,0.17966607213020325
genghis,0.26472097635269165,0.6244974732398987,0.31820160150527954,0.3037589192390442,0.22644314169883728,0.2106902301311493,0.2294713407754898,0.4016976058483124,0.17543354630470276,1.0,0.5896923542022705,0.031423866748809814,0.28109827637672424,0.18813461065292358
khan,0.19211235642433167,0.5576101541519165,0.2592346966266632,0.23483267426490784,0.15546606481075287,0.10877624899148941,0.18221943080425262,0.30853474140167236,0.22500167787075043,0.5896923542022705,1.0,0.05307086929678917,0.2138257473707199,0.12862591445446014
",",0.3658004403114319,0.2229510098695755,0.23893310129642487,0.45456063747406006,0.3636029064655304,0.2660662829875946,0.44245919585227966,0.2696787714958191,0.48816442489624023,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.1759623885154724,0.31091248989105225
chagatai,0.23523885011672974,0.5091325044631958,0.24662107229232788,0.24193820357322693,0.23283898830413818,0.16294819116592407,0.14611227810382843,0.5072594285011292,0.23077133297920227,0.5115617513656616,0.39546430110931396,0.001981237204745412,0.22772672772407532,0.1902039349079132
declared,0.22968026995658875,0.1990961879491806,0.2170509696006775,0.3524813950061798,0.1694045215845108,0.3447343409061432,0.19457092881202698,0.10527390241622925,0.25913557410240173,0.19812043011188507,0.14359000325202942,-0.012038737535476685,0.2574436068534851,0.17688149213790894
before,0.3430410623550415,0.21440400183200836,0.18348005414009094,0.38607707619667053,0.22408251464366913,0.2907004952430725,0.4190867841243744,0.2364732176065445,0.3552539646625519,0.21553796529769897,0.13899727165699005,-0.01158253662288189,0.16925738751888275,0.2507109045982361
his,0.32283493876457214,0.22059163451194763,0.2995552122592926,0.4405253231525421,0.28864049911499023,0.26941049098968506,0.3715193271636963,0.22831186652183533,0.3146366477012634,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.2260759174823761,0.18075084686279297
father,0.19622015953063965,0.14392048120498657,0.30034080147743225,0.3492507338523865,0.16402889788150787,0.26125815510749817,0.2544635832309723,0.2501698136329651,0.2646642327308655,0.28569796681404114,0.2717169225215912,0.029256420210003853,0.3007793724536896,0.14826634526252747
and,0.506277859210968,0.21553155779838562,0.23547638952732086,0.3740963041782379,0.4309377074241638,0.2606690526008606,0.48971283435821533,0.17898419499397278,0.49487000703811646,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.1350792944431305,0.20544172823429108
brothers,0.2096787691116333,0.17089779675006866,0.23841804265975952,0.29881271719932556,0.16872820258140564,0.22606498003005981,0.2244100421667099,0.16120342910289764,0.17149995267391205,0.31579047441482544,0.1681869775056839,0.033226870000362396,0.2416924238204956,0.11019307374954224
that,0.6894589066505432,0.20668581128120422,0.15228979289531708,0.33670201897621155,0.4497850239276886,0.37060683965682983,0.5436353087425232,0.11676155030727386,0.4735107421875,0.21352417767047882,0.14077997207641602,0.04397977516055107,0.13724249601364136,0.32716336846351624
he,0.3415409028530121,0.17718079686164856,0.34976616501808167,0.5410010814666748,0.3050929605960846,0.21014796197414398,0.385390967130661,0.2489604353904724,0.33787044882774353,0.28288567066192627,0.24136358499526978,0.024063590914011,0.13763011991977692,0.2089974731206894
would,0.3854503035545349,0.15524601936340332,0.1814233660697937,0.41663143038749695,0.3177604079246521,0.3832801580429077,0.5965728163719177,0.1397014707326889,0.3824005722999573,0.21521660685539246,0.1696607619524002,0.036968596279621124,0.1921321153640747,0.37178951501846313
never,0.3926985263824463,0.12282600998878479,0.1509581059217453,0.3237079679965973,0.2934229373931885,0.2712636888027191,0.386821448802948,0.09709074348211288,0.33632391691207886,0.21176771819591522,0.11793749779462814,0.06527213007211685,0.1680210530757904,0.24137508869171143
accept,0.226874440908432,0.19492273032665253,0.24080832302570343,0.16922608017921448,0.22961266338825226,0.36941835284233093,0.3143050968647003,0.07814683020114899,0.26002052426338196,0.11483743786811829,0.13722749054431915,0.05508539825677872,0.18494105339050293,0.2590680420398712
jochi,0.12476388365030289,0.28486478328704834,0.1928563266992569,0.22727705538272858,0.16212034225463867,0.03270205482840538,0.1702822893857956,1.0,0.15048301219940186,0.4016976058483124,0.30853474140167236,0.07596804201602936,0.18659169971942902,0.10597938299179077
as,0.41006597876548767,0.17740172147750854,0.20746754109859467,0.3677520453929901,0.3548237979412079,0.31252068281173706,0.42092081904411316,0.15048301219940186,1.0,0.17543354630470276,0.22500167787075043,-0.05775856226682663,0.26511430740356445,0.27043893933296204
genghis,0.26472097635269165,0.6244974732398987,0.31820160150527954,0.3037589192390442,0.22644314169883728,0.2106902301311493,0.2294713407754898,0.4016976058483124,0.17543354630470276,1.0,0.5896923542022705,0.031423866748809814,0.28109827637672424,0.18813461065292358
khan,0.19211235642433167,0.5576101541519165,0.2592346966266632,0.23483267426490784,0.15546606481075287,0.10877624899148941,0.18221943080425262,0.30853474140167236,0.22500167787075043,0.5896923542022705,1.0,0.05307086929678917,0.2138257473707199,0.12862591445446014
's,0.03856118768453598,-0.05976467952132225,0.01118219830095768,0.008974763564765453,0.024445664137601852,-0.04686199873685837,0.03782717138528824,0.07596804201602936,-0.05775856226682663,0.031423866748809814,0.05307086929678917,0.9999999403953552,-0.010897614061832428,-0.023395681753754616
successor,0.07593902200460434,0.1835068166255951,0.3682425022125244,0.287630170583725,0.03314448148012161,0.25962382555007935,0.11769062280654907,0.18659169971942902,0.26511430740356445,0.28109827637672424,0.2138257473707199,-0.010897614061832428,0.9999999403953552,0.0913006067276001
.,0.45942068099975586,0.16751837730407715,0.21285216510295868,0.40146201848983765,0.35404038429260254,0.2417098730802536,0.4645031690597534,0.21038752794265747,0.515582263469696,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.11615859717130661,0.4130953550338745
,which,mongol,leader,was,most,opposed,to,jochi,as,genghis,khan,'s,successor,?
according,0.28790292143821716,0.1186317503452301,0.15877898037433624,0.31116798520088196,0.2654551863670349,0.2593519687652588,0.28520727157592773,0.08736824989318848,0.24795791506767273,0.25313591957092285,0.12182368338108063,-0.0037221983075141907,0.15795481204986572,0.21173474192619324
to,0.5345056653022766,0.2125127911567688,0.2050279974937439,0.3636345863342285,0.321603000164032,0.2678636610507965,1.0,0.1702822893857956,0.42092081904411316,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.11769062280654907,0.29463258385658264
traditional,0.28318530321121216,0.21143046021461487,0.1580168604850769,0.1784529834985733,0.23436321318149567,0.227843776345253,0.2509959638118744,0.19772815704345703,0.24974563717842102,0.18477709591388702,0.11961033195257187,0.05243854969739914,0.14234048128128052,0.1327509582042694
historical,0.2430531233549118,0.23805275559425354,0.12057822942733765,0.18540561199188232,0.23410455882549286,0.12679250538349152,0.22193273901939392,0.08723889291286469,0.2356967031955719,0.25947242975234985,0.08585064113140106,-0.03938525542616844,0.09606219083070755,0.1665111482143402
accounts,0.32143211364746094,0.1795211136341095,0.052232109010219574,0.22098946571350098,0.2076529562473297,0.24473676085472107,0.2852049767971039,0.026556383818387985,0.23622886836528778,0.1783847212791443,0.13558755815029144,0.03807443007826805,0.07324837893247604,0.32252734899520874
",",0.3658004403114319,0.2229510098695755,0.23893310129642487,0.45456063747406006,0.3636029064655304,0.2660662829875946,0.44245919585227966,0.2696787714958191,0.48816442489624023,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.1759623885154724,0.31091248989105225
the,0.6521818041801453,0.2924198508262634,0.27799519896507263,0.48711544275283813,0.47635307908058167,0.24302934110164642,0.535392165184021,0.19898229837417603,0.48381632566452026,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.14193344116210938,0.22068053483963013
issue,0.1970224380493164,0.10980484634637833,0.07299228012561798,0.22246617078781128,0.11898281425237656,0.24153347313404083,0.25523412227630615,0.06615857034921646,0.2138717770576477,0.09416525810956955,0.1149182990193367,-0.0772196352481842,0.17337951064109802,0.32172858715057373
over,0.4256240129470825,0.20371398329734802,0.17771446704864502,0.24486446380615234,0.366985023021698,0.24065443873405457,0.38635820150375366,0.2006203532218933,0.3506779670715332,0.2570053040981293,0.12129305303096771,0.016215575858950615,0.11283905059099197,0.25742942094802856
jochi,0.12476388365030289,0.28486478328704834,0.1928563266992569,0.22727705538272858,0.16212034225463867,0.03270205482840538,0.1702822893857956,1.0,0.15048301219940186,0.4016976058483124,0.30853474140167236,0.07596804201602936,0.18659169971942902,0.10597938299179077
's,0.03856118768453598,-0.05976467952132225,0.01118219830095768,0.008974763564765453,0.024445664137601852,-0.04686199873685837,0.03782717138528824,0.07596804201602936,-0.05775856226682663,0.031423866748809814,0.05307086929678917,0.9999999403953552,-0.010897614061832428,-0.023395681753754616
paternity,0.21822093427181244,0.14056998491287231,0.22617867588996887,0.2717103362083435,0.11552110314369202,0.1799129992723465,0.2707451581954956,0.23671545088291168,0.21078814566135406,0.24109986424446106,0.12114142626523972,-0.0883786752820015,0.17099273204803467,0.22541821002960205
was,0.2830964922904968,0.17204789817333221,0.3073844909667969,1.0000001192092896,0.29933857917785645,0.2790595591068268,0.3636345863342285,0.22727705538272858,0.3677520453929901,0.3037589192390442,0.23483267426490784,0.008974763564765453,0.287630170583725,0.18412111699581146
voiced,0.1281922310590744,0.16666069626808167,0.11928295344114304,0.1484476625919342,0.0878182053565979,0.18712133169174194,0.08500965684652328,0.22058522701263428,0.25197434425354004,0.1737806499004364,0.16960936784744263,0.013337516225874424,0.16441655158996582,0.13381101191043854
most,0.4637843072414398,0.14344215393066406,0.20604915916919708,0.29933857917785645,1.0,0.21747395396232605,0.321603000164032,0.16212034225463867,0.3548237979412079,0.22644314169883728,0.15546606481075287,0.024445664137601852,0.03314448148012161,0.2107497900724411
strongly,0.3619791567325592,0.11969815939664841,0.1179470494389534,0.25313666462898254,0.31465262174606323,0.42175784707069397,0.33276939392089844,0.0608188770711422,0.31897494196891785,0.15948159992694855,0.11392023414373398,-0.014216050505638123,0.13524754345417023,0.1874239444732666
by,0.40543368458747864,0.1995033621788025,0.16688144207000732,0.4752357602119446,0.270847886800766,0.33748501539230347,0.33534231781959534,0.12535150349140167,0.3815547823905945,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.21154583990573883,0.17966607213020325
chagatai,0.23523885011672974,0.5091325044631958,0.24662107229232788,0.24193820357322693,0.23283898830413818,0.16294819116592407,0.14611227810382843,0.5072594285011292,0.23077133297920227,0.5115617513656616,0.39546430110931396,0.001981237204745412,0.22772672772407532,0.1902039349079132
.,0.45942068099975586,0.16751837730407715,0.21285216510295868,0.40146201848983765,0.35404038429260254,0.2417098730802536,0.4645031690597534,0.21038752794265747,0.515582263469696,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.11615859717130661,0.4130953550338745
