,which,animal,that,lives,in,the,amazon,river,may,produce,a,deadly,shock,?
kill,0.24244505167007446,0.20178934931755066,0.28167223930358887,0.23586992919445038,0.1590711623430252,0.1907513439655304,0.15162935853004456,0.13631252944469452,0.17608104646205902,0.3058280050754547,0.25388583540916443,0.469325989484787,0.3216586709022522,0.1932259500026703
",",0.3658004403114319,0.18390819430351257,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.26637205481529236,0.5007920861244202,0.19927625358104706,0.427140474319458,0.2601674795150757,0.2217663675546646,0.31091248989105225
while,0.38669952750205994,0.19120945036411285,0.43523597717285156,0.24769477546215057,0.3399278521537781,0.39804592728614807,0.21993641555309296,0.14200472831726074,0.20895817875862122,0.2049199640750885,0.3733035624027252,0.2533683478832245,0.16624511778354645,0.21076419949531555
piranha,0.2426726371049881,0.2259892225265503,0.22137339413166046,0.25304174423217773,0.21822728216648102,0.28045064210891724,0.3366020619869232,0.31704622507095337,0.15474174916744232,0.15653197467327118,0.2071862518787384,0.2053907811641693,0.1442718207836151,0.18420469760894775
are,0.42922598123550415,0.21151986718177795,0.45265161991119385,0.2654789686203003,0.3841303884983063,0.40399202704429626,0.15230076014995575,0.10382523387670517,0.3162533640861511,0.3308704197406769,0.265255331993103,0.23420469462871552,0.14231202006340027,0.24591213464736938
known,0.30223485827445984,0.20919030904769897,0.20813259482383728,0.2219092696905136,0.32641831040382385,0.3624623417854309,0.11861357092857361,0.10661573708057404,0.2072170078754425,0.1697455495595932,0.30882248282432556,0.23392772674560547,0.13354212045669556,0.18314571678638458
to,0.5345056653022766,0.18854594230651855,0.5436353087425232,0.24778319895267487,0.45010748505592346,0.535392165184021,0.17033490538597107,0.13636653125286102,0.391582727432251,0.30018290877342224,0.45503583550453186,0.24937258660793304,0.2391883283853531,0.29463258385658264
bite,0.24096868932247162,0.3237915635108948,0.28561800718307495,0.2345101535320282,0.16856811940670013,0.16828715801239014,0.22146978974342346,0.19360186159610748,0.2093650996685028,0.22616145014762878,0.2553521692752838,0.38219234347343445,0.30743375420570374,0.25898826122283936
and,0.506277859210968,0.28363606333732605,0.4731321930885315,0.27047020196914673,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.19898422062397003,0.34598252177238464,0.2701570689678192,0.3739250600337982,0.2151460200548172,0.2037949413061142,0.20544172823429108
injure,0.2533760964870453,0.2552463114261627,0.26639774441719055,0.2444387525320053,0.24603967368602753,0.23379115760326385,0.1855166256427765,0.08602572232484818,0.23729053139686584,0.17607524991035461,0.24736005067825317,0.460313618183136,0.3816815912723541,0.19148845970630646
humans,0.3488728106021881,0.4389997124671936,0.3810921907424927,0.24432416260242462,0.23748517036437988,0.29565489292144775,0.2082948386669159,0.17405903339385986,0.2549624741077423,0.3061330318450928,0.22366313636302948,0.31152117252349854,0.21360167860984802,0.20141740143299103
.,0.45942068099975586,0.2140108346939087,0.4460422694683075,0.2944296896457672,0.5591574311256409,0.5934505462646484,0.262887567281723,0.21443960070610046,0.35826805233955383,0.2587496340274811,0.50484299659729,0.1636440008878708,0.23666182160377502,0.4130953550338745
