,when,did,kibaki,and,odinga,sing,an,agreement,on,the,formation,of,government,?
coalition,0.2245868444442749,0.14018109440803528,0.2973006069660187,0.279930055141449,0.19613133370876312,0.1251024305820465,0.1407870054244995,0.4017118215560913,0.19180023670196533,0.27709540724754333,0.30287373065948486,0.2811764180660248,0.5207297205924988,0.13521195948123932
government,0.23078718781471252,0.2792121469974518,0.2667686939239502,0.2859337627887726,0.20864072442054749,0.13387931883335114,0.15164874494075775,0.30696341395378113,0.19216017425060272,0.31798112392425537,0.19402539730072021,0.3475167155265808,1.0000001192092896,0.18851417303085327
in,0.4431333839893341,0.2593238651752472,0.24637463688850403,0.4954058527946472,0.1542166918516159,0.23191586136817932,0.2605783939361572,0.20350398123264313,0.46853652596473694,0.6662389636039734,0.27297577261924744,0.5696388483047485,0.3066793978214264,0.20430970191955566
which,0.572554349899292,0.2750149369239807,0.14816154539585114,0.506277859210968,0.12071066349744797,0.2413560450077057,0.3611921966075897,0.24597544968128204,0.4245251417160034,0.6521818041801453,0.37379011511802673,0.5011631846427917,0.27266770601272583,0.25814583897590637
odinga,0.04035135358572006,0.068546824157238,0.4222884178161621,0.16266579926013947,1.0000001192092896,0.23242521286010742,0.14630226790905,0.10126351565122604,0.14188449084758759,0.11700057238340378,0.10154666006565094,0.12025092542171478,0.20864072442054749,0.2598755955696106
would,0.4219970703125,0.6268245577812195,0.13319312036037445,0.34921059012413025,0.02761094830930233,0.2697524428367615,0.2650099992752075,0.29784896969795227,0.35589995980262756,0.4133751392364502,0.17419566214084625,0.3353942930698395,0.2675379514694214,0.37178951501846313
become,0.4120000898838043,0.2625269889831543,0.1977027803659439,0.3416603207588196,0.053832653909921646,0.212495356798172,0.24844235181808472,0.21408365666866302,0.17756444215774536,0.31731709837913513,0.20050927996635437,0.31678006052970886,0.16129286587238312,0.19511328637599945
kenya,0.11853623390197754,0.16214214265346527,0.4975202679634094,0.20742860436439514,0.32290634512901306,0.16393324732780457,0.1525012105703354,0.1356610208749771,0.18445201218128204,0.21657514572143555,0.174797922372818,0.22226637601852417,0.21103361248970032,0.17197901010513306
's,-0.03368149697780609,0.05069678649306297,0.007008386310189962,0.06895173341035843,0.07501941919326782,0.04684658721089363,0.025255560874938965,0.012729662470519543,0.0026888418942689896,-0.01540423184633255,0.0012558395974338055,-0.03817026689648628,0.00033092309604398906,-0.023395681753754616
second,0.28561660647392273,0.20727969706058502,0.24480122327804565,0.2743909955024719,0.13021400570869446,0.2008924037218094,0.2587711215019226,0.1849195808172226,0.26659107208251953,0.4620301127433777,0.17191600799560547,0.353416383266449,0.15271936357021332,0.17239587008953094
prime,0.1445009857416153,0.15196266770362854,0.3311096131801605,0.21528048813343048,0.12780769169330597,0.06758996099233627,0.08209051191806793,0.18285353481769562,0.17189912497997284,0.19960100948810577,0.08214358985424042,0.23935265839099884,0.3585837185382843,0.11276303976774216
minister,0.14265094697475433,0.16385287046432495,0.3534095585346222,0.24971023201942444,0.1827462613582611,0.09028761833906174,0.07818209379911423,0.18748435378074646,0.14813750982284546,0.19297581911087036,0.1212456002831459,0.23343199491500854,0.43487975001335144,0.10825661569833755
.,0.475719153881073,0.35288307070732117,0.27567771077156067,0.588965117931366,0.25356823205947876,0.22265979647636414,0.3581749200820923,0.20123955607414246,0.49257001280784607,0.5934505462646484,0.23124639689922333,0.5352458953857422,0.2521961033344269,0.4130953550338745
