,how,much,did,the,initial,version,of,the,sm,weigh,in,pounds,?
"23,300",-0.14871996641159058,-0.1910497099161148,0.028471767902374268,0.03287869691848755,-0.11366529017686844,0.007378187030553818,0.04444399103522301,0.03287869691848755,-0.012464815750718117,-0.0783531442284584,0.03621148690581322,-0.056075915694236755,-0.05706096440553665
kg,0.14154522120952606,0.17589454352855682,0.10675673186779022,0.14337459206581116,0.1099403128027916,0.137192964553833,0.1790316253900528,0.14337459206581116,0.23545494675636292,0.5982378125190735,0.1480094939470291,0.6146824359893799,0.14374905824661255
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.17818975448608398,0.27895456552505493,0.3680361211299896,0.3456730246543884,0.1605307161808014,0.21772557497024536,0.3326910734176636,0.174909308552742,0.42300865054130554
fully,0.31435075402259827,0.31412240862846375,0.23985297977924347,0.2750830352306366,0.20507310330867767,0.24479623138904572,0.1846403181552887,0.2750830352306366,0.1640927791595459,0.24657289683818817,0.18126852810382843,0.19264563918113708,0.2089291661977768
fueled,0.12840481102466583,0.21725033223628998,0.16377970576286316,0.17533089220523834,0.25694137811660767,0.1533551663160324,0.18315236270427704,0.17533089220523834,0.2164386510848999,0.1365838348865509,0.15629707276821136,0.09512879699468613,0.11968302726745605
",",0.22659391164779663,0.36182254552841187,0.3015086054801941,0.4933079481124878,0.1954146921634674,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.16262273490428925,0.21546107530593872,0.5201468467712402,0.21548713743686676,0.31091248989105225
while,0.2918691337108612,0.3463909924030304,0.3330625295639038,0.39804592728614807,0.2531907856464386,0.22520725429058075,0.3366928696632385,0.39804592728614807,0.08734291046857834,0.18600758910179138,0.3399278521537781,0.2276052087545395,0.21076419949531555
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.5829201340675354,0.2933337092399597,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.15393337607383728,0.2457934021949768,0.539380669593811,0.23494836688041687,0.23916715383529663
later,0.2534695267677307,0.2834562659263611,0.38386887311935425,0.4060266613960266,0.29012370109558105,0.28402164578437805,0.3458743393421173,0.4060266613960266,0.1066754162311554,0.15488174557685852,0.40857815742492676,0.26313188672065735,0.1417175978422165
version,0.21470944583415985,0.27927321195602417,0.21677692234516144,0.27268242835998535,0.24472923576831818,1.0000001192092896,0.14166875183582306,0.27268242835998535,0.15413175523281097,0.19122374057769775,0.19599339365959167,0.13570347428321838,0.2573966085910797
designed,0.21924960613250732,0.17717324197292328,0.24120000004768372,0.2559613883495331,0.1945686936378479,0.24495184421539307,0.2000347077846527,0.2559613883495331,0.09818670153617859,0.1745491921901703,0.22657902538776398,0.1947113275527954,0.11213942617177963
to,0.44169697165489197,0.40610215067863464,0.4452643394470215,0.535392165184021,0.2564111649990082,0.24018406867980957,0.41548454761505127,0.535392165184021,0.12282002717256546,0.2372981756925583,0.45010748505592346,0.2743177115917206,0.29463258385658264
carry,0.29718565940856934,0.27837464213371277,0.17168502509593964,0.26752355694770813,0.14502574503421783,0.13739952445030212,0.23692575097084045,0.26752355694770813,0.1790260672569275,0.3765312135219574,0.19860897958278656,0.30134984850883484,0.17171701788902283
a,0.29312583804130554,0.2958075702190399,0.2552328109741211,0.5829201340675354,0.2933337092399597,0.27132871747016907,0.5052502155303955,0.5829201340675354,0.15393337607383728,0.2457934021949768,0.539380669593811,0.23494836688041687,0.23916715383529663
lunar,0.21081319451332092,0.16680452227592468,0.14120660722255707,0.23309995234012604,0.21350394189357758,0.1658930629491806,0.204553484916687,0.23309995234012604,0.2664931118488312,0.19510391354560852,0.17049738764762878,0.17443959414958954,0.1628302037715912
orbit,0.18904346227645874,0.20112328231334686,0.1529427319765091,0.1565481424331665,0.23766161501407623,0.18858380615711212,0.13123251497745514,0.1565481424331665,0.1725342869758606,0.23992550373077393,0.13808301091194153,0.18892763555049896,0.16621392965316772
scientific,0.2153155654668808,0.2530125081539154,0.18252882361412048,0.24748262763023376,0.1868048459291458,0.08461777865886688,0.2751598358154297,0.24748262763023376,0.1509886384010315,0.1954338252544403,0.1717730164527893,0.15886786580085754,0.16215236485004425
instrument,0.2625979781150818,0.18479938805103302,0.21325770020484924,0.2132672667503357,0.13816864788532257,0.12145816534757614,0.2250969111919403,0.2132672667503357,0.1985776424407959,0.16103537380695343,0.13018330931663513,0.21304737031459808,0.14794185757637024
package,0.24322636425495148,0.17974665760993958,0.14684700965881348,0.19628381729125977,0.25730976462364197,0.3903863728046417,0.1699843406677246,0.19628381729125977,0.16462230682373047,0.09736102819442749,0.18921826779842377,0.13323596119880676,0.17711099982261658
weighed,0.2749890387058258,0.290673166513443,0.1960470825433731,0.17468127608299255,0.19101662933826447,0.17885620892047882,0.16003961861133575,0.17468127608299255,0.15977202355861664,0.7753283977508545,0.13698893785476685,0.591770350933075,0.1759321093559265
just,0.41178324818611145,0.4764378070831299,0.38283270597457886,0.40061673521995544,0.2798214852809906,0.23695330321788788,0.35124439001083374,0.40061673521995544,0.15047377347946167,0.2664892375469208,0.3910168707370758,0.2433803677558899,0.4144178032875061
over,0.31446483731269836,0.3711091876029968,0.2535076439380646,0.39856547117233276,0.24853989481925964,0.19107100367546082,0.36136594414711,0.39856547117233276,0.10413604229688644,0.22376185655593872,0.3605569899082184,0.24831360578536987,0.25742942094802856
"54,000",0.10484488308429718,0.08078565448522568,0.06992989033460617,0.048707593232393265,0.05001088231801987,0.12945958971977234,0.10167394578456879,0.048707593232393265,0.0582193061709404,0.023557128384709358,0.02800203673541546,0.03422151878476143,0.02574736438691616
pounds,0.2724916338920593,0.28722459077835083,0.18286636471748352,0.18430368602275848,0.15085332095623016,0.13570347428321838,0.16210339963436127,0.18430368602275848,0.13469305634498596,0.6147064566612244,0.1508542150259018,0.9999999403953552,0.1807934194803238
(,0.1676948219537735,0.21788647770881653,0.18979617953300476,0.33289089798927307,0.18073397874832153,0.2838994860649109,0.35032153129577637,0.33289089798927307,0.12197738885879517,0.23141393065452576,0.3087427020072937,0.18413324654102325,0.40561532974243164
"24,000",-0.01135686133056879,-0.04868752136826515,0.07763281464576721,-0.007776157930493355,0.0004066151741426438,0.015485179610550404,0.049521151930093765,-0.007776157930493355,-0.10984829813241959,-0.07213813811540604,0.08078227937221527,0.0069407750852406025,-0.003125570947304368
kg,0.14154522120952606,0.17589454352855682,0.10675673186779022,0.14337459206581116,0.1099403128027916,0.137192964553833,0.1790316253900528,0.14337459206581116,0.23545494675636292,0.5982378125190735,0.1480094939470291,0.6146824359893799,0.14374905824661255
),0.17939934134483337,0.22256317734718323,0.18584993481636047,0.3456730246543884,0.17818975448608398,0.27895456552505493,0.3680361211299896,0.3456730246543884,0.1605307161808014,0.21772557497024536,0.3326910734176636,0.174909308552742,0.42300865054130554
.,0.3287222981452942,0.3374604284763336,0.35288307070732117,0.5934505462646484,0.24195235967636108,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.17596714198589325,0.26236048340797424,0.5591574311256409,0.24242696166038513,0.4130953550338745
