,what,stature,did,pharmacists,have,in,the,pre-heian,imperial,court,?
fields,0.14054246246814728,0.1969866305589676,0.16200275719165802,0.24211397767066956,0.17720384895801544,0.19709080457687378,0.16397054493427277,0.13165664672851562,0.14241079986095428,0.07508327066898346,0.1411406248807907
such,0.23989605903625488,0.24525001645088196,0.24497397243976593,0.2130642980337143,0.42997312545776367,0.2704046070575714,0.3575236201286316,0.2186645269393921,0.13202321529388428,0.1445905864238739,0.17851735651493073
as,0.31749409437179565,0.24884533882141113,0.3596470057964325,0.21945327520370483,0.37788212299346924,0.3887844979763031,0.48381632566452026,0.26758092641830444,0.21129533648490906,0.17202796041965485,0.27043893933296204
physicians,0.24258212745189667,0.21073363721370697,0.24201498925685883,0.5620071887969971,0.28175392746925354,0.18599987030029297,0.20843391120433807,0.1402950882911682,0.1582314670085907,0.191385418176651,0.12075905501842499
and,0.31309178471565247,0.29844728112220764,0.34479495882987976,0.26810887455940247,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.22417546808719635,0.20855538547039032,0.22896502912044525,0.20544172823429108
acupuncturists,0.33472391963005066,0.33906295895576477,0.27296897768974304,0.49206677079200745,0.34668901562690735,0.27412864565849304,0.2696331739425659,0.33870187401771545,0.17504751682281494,0.2047162503004074,0.20515312254428864
.,0.3567904531955719,0.24823994934558868,0.35288307070732117,0.27446362376213074,0.41614407300949097,0.5591574311256409,0.5934505462646484,0.25689268112182617,0.259955495595932,0.2742154598236084,0.4130953550338745
,what,stature,did,pharmacists,have,in,the,pre-heian,imperial,court,?
the,0.42745697498321533,0.25839763879776,0.34736719727516174,0.24311043322086334,0.40389683842658997,0.6662389636039734,1.0,0.3341270387172699,0.3074202835559845,0.2812081575393677,0.22068053483963013
place,0.2689766585826874,0.15260937809944153,0.24020224809646606,0.16580279171466827,0.27448856830596924,0.38128477334976196,0.4179787337779999,0.20153667032718658,0.1554451286792755,0.17826174199581146,0.2455766350030899
of,0.33290785551071167,0.28069326281547546,0.2513895630836487,0.20506609976291656,0.3802283704280853,0.5696388483047485,0.733189046382904,0.25221726298332214,0.3205159604549408,0.28835242986679077,0.1826142966747284
pharmacists,0.28274545073509216,0.18955856561660767,0.2806468904018402,1.0,0.3271150588989258,0.22358480095863342,0.24311043322086334,0.22005252540111542,0.13322970271110535,0.11258002370595932,0.1797308325767517
in,0.30808621644973755,0.22277714312076569,0.2593238651752472,0.22358480095863342,0.36843645572662354,1.0,0.6662389636039734,0.23708350956439972,0.2295355498790741,0.2793687880039215,0.20430970191955566
society,0.23231269419193268,0.22825570404529572,0.18197309970855713,0.2655962407588959,0.18951740860939026,0.21229879558086395,0.2789285480976105,0.20001807808876038,0.13411232829093933,0.24612748622894287,0.1373005360364914
was,0.22111038863658905,0.2293339967727661,0.41399896144866943,0.20881661772727966,0.2863433063030243,0.45514053106307983,0.48711544275283813,0.2411402463912964,0.2417704313993454,0.2737988233566284,0.18412111699581146
expressly,0.2244151085615158,0.2310221642255783,0.18473702669143677,0.12481216341257095,0.21559050679206848,0.16332072019577026,0.23084045946598053,0.16353461146354675,0.1820300966501236,0.27247196435928345,0.15493391454219818
defined,0.25343453884124756,0.23874598741531372,0.1809641718864441,0.21417129039764404,0.26838499307632446,0.2143561989068985,0.2634572982788086,0.20681342482566833,0.22144490480422974,0.06638956815004349,0.22494901716709137
in,0.30808621644973755,0.22277714312076569,0.2593238651752472,0.22358480095863342,0.36843645572662354,1.0,0.6662389636039734,0.23708350956439972,0.2295355498790741,0.2793687880039215,0.20430970191955566
the,0.42745697498321533,0.25839763879776,0.34736719727516174,0.24311043322086334,0.40389683842658997,0.6662389636039734,1.0,0.3341270387172699,0.3074202835559845,0.2812081575393677,0.22068053483963013
taihō,0.19662462174892426,0.1897038072347641,0.1491222381591797,0.05007532984018326,0.17773276567459106,0.26877012848854065,0.3370930254459381,0.6676939129829407,0.45478367805480957,0.3083176612854004,0.17502492666244507
code,0.2450651079416275,0.2040076106786728,0.1687479466199875,0.16465669870376587,0.19908180832862854,0.20991306006908417,0.25827479362487793,0.22211134433746338,0.08043567836284637,0.18623661994934082,0.22105959057807922
(,0.2411840260028839,0.121698759496212,0.18979617953300476,0.14513295888900757,0.23072676360607147,0.3087427020072937,0.33289089798927307,0.1952046900987625,0.20916181802749634,0.1977274864912033,0.40561532974243164
701,0.02832159399986267,0.056419260799884796,0.057969145476818085,0.07164114713668823,0.025943484157323837,-0.0016219747485592961,-0.006762919947504997,-0.01819811947643757,-0.052569497376680374,0.06308438628911972,0.03595533221960068
),0.26259949803352356,0.13531142473220825,0.18584993481636047,0.1354888379573822,0.22866283357143402,0.3326910734176636,0.3456730246543884,0.20728237926959991,0.22108657658100128,0.19260099530220032,0.42300865054130554
and,0.31309178471565247,0.29844728112220764,0.34479495882987976,0.26810887455940247,0.4711785912513733,0.4954058527946472,0.5171257257461548,0.22417546808719635,0.20855538547039032,0.22896502912044525,0.20544172823429108
re-stated,0.32316067814826965,0.2450709491968155,0.363171249628067,0.08379712700843811,0.2841053009033203,0.2764894962310791,0.31726232171058655,0.23571328818798065,0.14131955802440643,0.20587345957756042,0.22842873632907867
in,0.30808621644973755,0.22277714312076569,0.2593238651752472,0.22358480095863342,0.36843645572662354,1.0,0.6662389636039734,0.23708350956439972,0.2295355498790741,0.2793687880039215,0.20430970191955566
the,0.42745697498321533,0.25839763879776,0.34736719727516174,0.24311043322086334,0.40389683842658997,0.6662389636039734,1.0,0.3341270387172699,0.3074202835559845,0.2812081575393677,0.22068053483963013
yōrō,0.28210046887397766,0.19733670353889465,0.18216851353645325,0.08914578706026077,0.21158215403556824,0.3319862484931946,0.4068968594074249,0.6778644919395447,0.40818533301353455,0.2681359648704529,0.27390944957733154
code,0.2450651079416275,0.2040076106786728,0.1687479466199875,0.16465669870376587,0.19908180832862854,0.20991306006908417,0.25827479362487793,0.22211134433746338,0.08043567836284637,0.18623661994934082,0.22105959057807922
(,0.2411840260028839,0.121698759496212,0.18979617953300476,0.14513295888900757,0.23072676360607147,0.3087427020072937,0.33289089798927307,0.1952046900987625,0.20916181802749634,0.1977274864912033,0.40561532974243164
718,-0.034699082374572754,0.09449218958616257,0.08412109315395355,0.021149102598428726,-0.025338677689433098,-0.05421622470021248,0.06842467933893204,0.23026230931282043,0.16479946672916412,0.09189731627702713,-0.05540534108877182
),0.26259949803352356,0.13531142473220825,0.18584993481636047,0.1354888379573822,0.22866283357143402,0.3326910734176636,0.3456730246543884,0.20728237926959991,0.22108657658100128,0.19260099530220032,0.42300865054130554
.,0.3567904531955719,0.24823994934558868,0.35288307070732117,0.27446362376213074,0.41614407300949097,0.5591574311256409,0.5934505462646484,0.25689268112182617,0.259955495595932,0.2742154598236084,0.4130953550338745
