,what,is,the,most,common,length,of,doctor,who,episodes,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.19903890788555145,0.201618954539299,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.40561532974243164
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.3906237483024597,0.25494384765625,0.15237358212471008,0.4185989499092102,0.1556548923254013,0.37110671401023865,0.16166263818740845,0.264628142118454
resurrection,0.2800750136375427,0.19534142315387726,0.27781257033348083,0.1289316564798355,0.11331377178430557,0.17592690885066986,0.2564840316772461,0.2800465524196625,0.2159234881401062,0.21639269590377808,0.16188794374465942
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2949881851673126,0.22847424447536469,1.0,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.2705984115600586,0.26581600308418274,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
daleks,0.2009461522102356,0.1489412784576416,0.3154934346675873,0.14800389111042023,0.10252673178911209,0.11057229340076447,0.2067384421825409,0.3440004587173462,0.3263576030731201,0.33411118388175964,0.13693755865097046
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23149342834949493,0.1989525854587555,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.2705984115600586,0.26581600308418274,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
1984,-0.09343484789133072,0.024939756840467453,-0.007670710328966379,0.03570293262600899,0.13227935135364532,0.08560458570718765,0.018355052918195724,-0.0013938586926087737,-0.04009602591395378,0.024596281349658966,0.07765956968069077
series,0.17328087985515594,0.20355552434921265,0.31376904249191284,0.20793810486793518,0.11566309630870819,0.1281454712152481,0.22268271446228027,0.2712797522544861,0.21484537422657013,0.5597400069236755,0.1709602326154709
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.3508910834789276,0.29638534784317017,0.2569684684276581,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.18881215155124664,0.23916715383529663
single,0.24458327889442444,0.27151715755462646,0.29338565468788147,0.2827304005622864,0.15711060166358948,0.19811372458934784,0.22455744445323944,0.08707979321479797,0.15813320875167847,0.18822957575321198,0.2151121199131012
season,0.12117787450551987,0.1786249428987503,0.2507155239582062,0.23729701340198517,0.10973268747329712,0.1411096751689911,0.1598338931798935,0.16388003528118134,0.13809308409690857,0.5267286896705627,0.16793298721313477
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23149342834949493,0.1989525854587555,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.20430970191955566
1985,0.07759413868188858,0.009448635391891003,0.02310241386294365,0.03577322140336037,0.05505898594856262,-0.0049472376704216,0.01818043366074562,0.11446860432624817,0.09514728933572769,0.011000208556652069,-0.03005216084420681
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.229714497923851,0.19754090905189514,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.2705984115600586,0.26581600308418274,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
revival,0.17674529552459717,0.19539782404899597,0.30452626943588257,0.22201646864414215,0.12249063700437546,0.10862647742033005,0.2109367549419403,0.13733609020709991,0.1408388912677765,0.1972525715827942,0.09967152029275894
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.19139838218688965,0.2271558791399002,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
two,0.23363454639911652,0.2315155267715454,0.43858039379119873,0.3709908723831177,0.20255979895591736,0.21602612733840942,0.37726253271102905,0.12698069214820862,0.2791741192340851,0.2568005919456482,0.19645625352859497
feature-length,0.2910786271095276,0.3061429262161255,0.33669623732566833,0.3006089925765991,0.1996055692434311,0.7243174314498901,0.27683764696121216,0.18441776931285858,0.1576603800058365,0.3086729645729065,0.2911895215511322
productions,0.18529511988162994,0.17718863487243652,0.2695383131504059,0.1960269808769226,0.08177455514669418,0.2246183604001999,0.18559667468070984,0.1531556099653244,0.1643865406513214,0.40393581986427307,0.22681239247322083
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.19903890788555145,0.201618954539299,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.40561532974243164
1983,0.025786560028791428,0.009469836950302124,-0.019107989966869354,0.03889285773038864,0.10766545683145523,-0.015779579058289528,0.0639224499464035,-0.017927996814250946,-0.046419866383075714,-0.047121576964855194,0.09926492720842361
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,0.024445664137601852,0.04670591652393341,0.03769993036985397,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.013447972945868969,-0.023395681753754616
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.2705984115600586,0.26581600308418274,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
five,0.18688078224658966,0.22980348765850067,0.41977158188819885,0.3166104853153229,0.1100463792681694,0.1914423406124115,0.3980514109134674,0.11301461607217789,0.22190363705158234,0.25898370146751404,0.18342848122119904
doctors,0.28694474697113037,0.14594002068042755,0.24499839544296265,0.2520877420902252,0.1685677170753479,0.16209594905376434,0.18925178050994873,0.6945362687110901,0.34335678815841675,0.2150476723909378,0.19305896759033203
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.229714497923851,0.19754090905189514,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.47635307908058167,0.2705984115600586,0.26581600308418274,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
1996,0.1822642683982849,0.01728738658130169,0.10029517859220505,0.0717337504029274,-0.025722021237015724,-0.13043178617954254,0.08521515130996704,0.09654296189546585,0.23735210299491882,-0.08078334480524063,0.18022380769252777
television,0.19838058948516846,0.21374565362930298,0.24569597840309143,0.15985378623008728,0.12257964164018631,0.112641841173172,0.21995750069618225,0.31410008668899536,0.2515988349914551,0.558925449848175,0.16825827956199646
film,0.17437689006328583,0.21704672276973724,0.2824619710445404,0.16649074852466583,0.10724994540214539,0.19000156223773956,0.22166931629180908,0.20001187920570374,0.16308167576789856,0.3031851053237915,0.16369038820266724
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.19139838218688965,0.2271558791399002,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
eight,0.15383057296276093,0.19970737397670746,0.34254369139671326,0.30093005299568176,0.11213487386703491,0.26763075590133667,0.3220755457878113,0.07293140143156052,0.20418307185173035,0.23466745018959045,0.11634626984596252
christmas,0.2578675448894501,0.17130117118358612,0.2044597715139389,0.11837593466043472,0.1495506465435028,0.07253898680210114,0.14198152720928192,0.1539488285779953,0.19243934750556946,0.27025192975997925,0.23817040026187897
specials,0.21306368708610535,0.1923791468143463,0.2759421467781067,0.24972835183143616,0.17702831327915192,0.18690206110477448,0.15874384343624115,0.23998045921325684,0.2836933434009552,0.44820326566696167,0.2582153379917145
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.20654040575027466,0.19903890788555145,0.201618954539299,0.35032153129577637,0.1570640504360199,0.2443375140428543,0.17736345529556274,0.40561532974243164
most,0.3219912350177765,0.41165053844451904,0.47635307908058167,1.0,0.42714235186576843,0.17561528086662292,0.4178851246833801,0.17011499404907227,0.35393568873405457,0.10079029202461243,0.2107497900724411
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2949881851673126,0.22847424447536469,1.0,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.1826142966747284
60,0.07328611612319946,0.04923270642757416,0.04635925963521004,0.0072674984112381935,-0.05606613680720329,0.005181025713682175,0.05524682253599167,-0.020087122917175293,0.041363123804330826,-0.06300682574510574,0.06999651342630386
minutes,0.20975765585899353,0.19333672523498535,0.20313966274261475,0.11414401233196259,0.028339680284261703,0.2685246765613556,0.14829446375370026,0.16872528195381165,0.153090700507164,0.31547248363494873,0.14419560134410858
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.2361016869544983,0.24242135882377625,0.1777416616678238,0.39136970043182373,0.2026606649160385,0.22534559667110443,0.16757473349571228,0.330942302942276
duration,0.29509851336479187,0.19252122938632965,0.31192225217819214,0.16566206514835358,0.2338358759880066,0.3457948863506317,0.24461549520492554,0.14568836987018585,0.12819021940231323,0.30970174074172974,0.24553591012954712
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
one,0.376489520072937,0.4544198513031006,0.5514441132545471,0.5404669642448425,0.2715461850166321,0.30208128690719604,0.4999135136604309,0.17397142946720123,0.40083858370780945,0.22621697187423706,0.2673267424106598
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4178851246833801,0.2949881851673126,0.22847424447536469,1.0,0.16895952820777893,0.2827862501144409,0.19166667759418488,0.1826142966747284
72,0.04372243210673332,-0.014056469313800335,-0.0644901916384697,0.07745848596096039,-0.015968916937708855,-0.08042063564062119,0.008036386221647263,-0.06165334954857826,-0.005057917442172766,0.009691157378256321,0.019383765757083893
minutes,0.20975765585899353,0.19333672523498535,0.20313966274261475,0.11414401233196259,0.028339680284261703,0.2685246765613556,0.14829446375370026,0.16872528195381165,0.153090700507164,0.31547248363494873,0.14419560134410858
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.23620007932186127,0.19139838218688965,0.2271558791399002,0.3680361211299896,0.1509941965341568,0.2457384318113327,0.1691657453775406,0.42300865054130554
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.229714497923851,0.19754090905189514,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
four,0.18057085573673248,0.22331103682518005,0.40344667434692383,0.3209649324417114,0.1490054726600647,0.14981980621814728,0.36293646693229675,0.08153758198022842,0.1980169266462326,0.22708669304847717,0.14532537758350372
additional,0.20172064006328583,0.1715312898159027,0.2539002597332001,0.1813652217388153,0.13395018875598907,0.1863013654947281,0.2518594264984131,0.11912983655929565,0.19588695466518402,0.2524087429046631,0.24309562146663666
specials,0.21306368708610535,0.1923791468143463,0.2759421467781067,0.24972835183143616,0.17702831327915192,0.18690206110477448,0.15874384343624115,0.23998045921325684,0.2836933434009552,0.44820326566696167,0.2582153379917145
ranging,0.20860125124454498,0.21603885293006897,0.23484160006046295,0.3029389977455139,0.277961790561676,0.27723899483680725,0.3282402753829956,0.05589593946933746,0.10510164499282837,0.13651621341705322,0.09338733553886414
from,0.2737620174884796,0.27355384826660156,0.40150508284568787,0.28580769896507263,0.1902724653482437,0.19659951329231262,0.4249346852302551,0.15658842027187347,0.27839982509613037,0.22955967485904694,0.19969791173934937
60,0.07328611612319946,0.04923270642757416,0.04635925963521004,0.0072674984112381935,-0.05606613680720329,0.005181025713682175,0.05524682253599167,-0.020087122917175293,0.041363123804330826,-0.06300682574510574,0.06999651342630386
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.321603000164032,0.21109338104724884,0.19374629855155945,0.41548454761505127,0.22950075566768646,0.42656609416007996,0.21516069769859314,0.29463258385658264
75,0.07002212852239609,0.036826424300670624,0.06040945649147034,0.025017159059643745,0.009660238400101662,-0.025058286264538765,0.06640326231718063,-0.06400221586227417,-0.06506567448377609,-0.02106410637497902,0.017522118985652924
minutes,0.20975765585899353,0.19333672523498535,0.20313966274261475,0.11414401233196259,0.028339680284261703,0.2685246765613556,0.14829446375370026,0.16872528195381165,0.153090700507164,0.31547248363494873,0.14419560134410858
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.41416558623313904,0.23149342834949493,0.1989525854587555,0.5696388483047485,0.25567495822906494,0.2792111933231354,0.17357411980628967,0.20430970191955566
2009,-0.2519478499889374,-0.22361645102500916,-0.23935742676258087,-0.17948685586452484,-0.21816851198673248,-0.07355394959449768,-0.2637706398963928,-0.08192629367113113,-0.22352436184883118,0.010323907248675823,-0.2287932187318802
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3636029064655304,0.2497023195028305,0.2117512971162796,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
2010,0.2741409242153168,0.24019573628902435,0.31722962856292725,0.25009140372276306,0.18930861353874207,-0.02558327093720436,0.26419875025749207,0.06750862300395966,0.30279624462127686,0.05649189651012421,0.21232788264751434
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.4309377074241638,0.229714497923851,0.19754090905189514,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
2013,-0.3886653184890747,-0.3365909159183502,-0.38509321212768555,-0.33203089237213135,-0.28651484847068787,-0.30459168553352356,-0.2904720902442932,0.0035236324183642864,-0.16540901362895966,-0.2564735412597656,-0.2969330847263336
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.35404038429260254,0.21817955374717712,0.2983158230781555,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4130953550338745
