,what,specific,type,of,ctenophore,was,introduced,into,the,black,sea,?
and,0.31309178471565247,0.25608575344085693,0.16898801922798157,0.5116966962814331,0.19002923369407654,0.3740963041782379,0.27894338965415955,0.36597734689712524,0.5171257257461548,0.24407927691936493,0.30105236172676086,0.20544172823429108
organisms,0.22214920818805695,0.3270452320575714,0.19009453058242798,0.23870134353637695,0.5801313519477844,0.13126005232334137,0.18799328804016113,0.19404879212379456,0.22463196516036987,0.12354951351881027,0.3303220272064209,0.22621455788612366
that,0.6297725439071655,0.38467007875442505,0.25817251205444336,0.41498205065727234,0.28476929664611816,0.33670201897621155,0.2056519091129303,0.3239944875240326,0.5473989248275757,0.22347763180732727,0.2267688512802124,0.32716336846351624
would,0.45766422152519226,0.3006748855113983,0.13977667689323425,0.3353942930698395,0.18591202795505524,0.41663143038749695,0.2076328545808792,0.2832599878311157,0.4133751392364502,0.1652536243200302,0.17596907913684845,0.37178951501846313
otherwise,0.39239436388015747,0.3861146569252014,0.21865950524806976,0.2133692502975464,0.301215261220932,0.1923503428697586,0.092874675989151,0.20215897262096405,0.2968122065067291,0.16614605486392975,0.15130341053009033,0.29367905855178833
have,0.39808809757232666,0.39285340905189514,0.242574080824852,0.3802283704280853,0.33760952949523926,0.2863433063030243,0.2228332906961441,0.3038242757320404,0.40389683842658997,0.22332455217838287,0.19277073442935944,0.32991164922714233
fed,0.18619252741336823,0.12281649559736252,0.18028424680233002,0.12997040152549744,0.25045058131217957,0.1126611977815628,0.18376603722572327,0.2671738862991333,0.2067604511976242,0.09791003912687302,0.19041097164154053,0.17320656776428223
the,0.42745697498321533,0.3501757085323334,0.21819381415843964,0.733189046382904,0.2813475728034973,0.48711544275283813,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
fish,0.18598103523254395,0.19790197908878326,0.17016787827014923,0.2105162888765335,0.43588101863861084,0.10527832061052322,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
.,0.3567904531955719,0.2631765305995941,0.23195341229438782,0.5352458953857422,0.2398306131362915,0.40146201848983765,0.2799728810787201,0.26250120997428894,0.5934505462646484,0.24577875435352325,0.2680719196796417,0.4130953550338745
