,would,opportunities,be,the,same,in,each,subject,",",or,would,they,vary,?
school,0.13300096988677979,0.24914105236530304,0.16095811128616333,0.22953221201896667,0.1699296087026596,0.26157811284065247,0.04412925988435745,0.17263558506965637,0.27141863107681274,0.12007436156272888,0.13300096988677979,0.20544153451919556,0.1222524642944336,0.15091250836849213
teachers,0.2516131103038788,0.3733505308628082,0.20256873965263367,0.22025763988494873,0.21017178893089294,0.2128150761127472,0.20301613211631775,0.21206125617027283,0.28049156069755554,0.2126750648021698,0.2516131103038788,0.30455440282821655,0.20575417578220367,0.19522249698638916
",",0.32586824893951416,0.22871766984462738,0.39254459738731384,0.4933079481124878,0.3207721710205078,0.5201468467712402,0.207483172416687,0.25792038440704346,1.0000001192092896,0.3769497275352478,0.32586824893951416,0.390799880027771,0.2645319104194641,0.31091248989105225
outweigh,0.35368406772613525,0.33255788683891296,0.3736763596534729,0.1554172784090042,0.22634200751781464,0.13531307876110077,0.19619150459766388,0.29149967432022095,0.22847981750965118,0.26513877511024475,0.35368406772613525,0.22798603773117065,0.2994304895401001,0.33966806530952454
slowing,0.36864474415779114,0.2832917273044586,0.34757813811302185,0.3665508031845093,0.34254956245422363,0.24123352766036987,0.3238481879234314,0.19594143331050873,0.24548128247261047,0.3598284423351288,0.36864474415779114,0.3173257112503052,0.25088390707969666,0.1642092615365982
enrollment,0.15781176090240479,0.32809388637542725,0.21946178376674652,0.25726771354675293,0.20486481487751007,0.27994412183761597,0.19159549474716187,0.2618470788002014,0.2662583291530609,0.2236618846654892,0.15781176090240479,0.16123588383197784,0.24541626870632172,0.1573069840669632
growth,0.19281575083732605,0.2458341419696808,0.20039916038513184,0.2912366986274719,0.11304399371147156,0.2819603681564331,0.21065522730350494,0.19021332263946533,0.2218456119298935,0.2153436541557312,0.19281575083732605,0.2682240307331085,0.26503777503967285,0.07547862827777863
;,0.06441773474216461,0.09847111254930496,0.06185305491089821,0.09152708947658539,0.04599819332361221,0.092739537358284,0.01858360320329666,0.08745839446783066,0.04938793554902077,0.0563276931643486,0.06441773474216461,0.14797019958496094,0.026015494018793106,0.10349778085947037
opportunities,0.38360804319381714,1.0,0.2470637857913971,0.2523994743824005,0.16323083639144897,0.19241002202033997,0.24735452234745026,0.28746843338012695,0.22871766984462738,0.28120100498199463,0.38360804319381714,0.3066110908985138,0.23606713116168976,0.18024922907352448
will,0.7075439691543579,0.3168119490146637,0.4925616979598999,0.3635469079017639,0.374918669462204,0.2580665349960327,0.4154128432273865,0.2340920865535736,0.29706671833992004,0.41331517696380615,0.7075439691543579,0.459693968296051,0.24823036789894104,0.35046905279159546
vary,0.19163918495178223,0.23606713116168976,0.3189133405685425,0.26695486903190613,0.3601803481578827,0.20386748015880585,0.3832951784133911,0.28109994530677795,0.2645319104194641,0.2775542736053467,0.19163918495178223,0.28496846556663513,1.0,0.15120448172092438
by,0.28394925594329834,0.1420712023973465,0.43158695101737976,0.4408751428127289,0.2768566608428955,0.370934396982193,0.29190269112586975,0.24064159393310547,0.3680937886238098,0.30274316668510437,0.28394925594329834,0.3391372263431549,0.13647350668907166,0.17966607213020325
geographic,0.16291919350624084,0.2589515149593353,0.16552969813346863,0.27425166964530945,0.20272471010684967,0.2394450455904007,0.23323634266853333,0.2728375792503357,0.2799878716468811,0.18200375139713287,0.16291919350624084,0.1758517622947693,0.2645006477832794,0.1698596328496933
area,0.15958140790462494,0.22628451883792877,0.20397496223449707,0.37834644317626953,0.13459892570972443,0.33632898330688477,0.2016141414642334,0.1867431253194809,0.2664283812046051,0.24297796189785004,0.15958140790462494,0.25624239444732666,0.18432849645614624,0.12640461325645447
and,0.34921059012413025,0.30300018191337585,0.41766801476478577,0.5171257257461548,0.3205644488334656,0.4954058527946472,0.2984027564525604,0.2574312388896942,0.6633074283599854,0.4713204801082611,0.34921059012413025,0.5073080658912659,0.23900242149829865,0.20544172823429108
subject,0.2953672409057617,0.28746843338012695,0.3231959342956543,0.2387523651123047,0.21867592632770538,0.21163184940814972,0.2273717224597931,1.0,0.25792038440704346,0.30913981795310974,0.2953672409057617,0.2195959985256195,0.28109994530677795,0.33952999114990234
taught,0.22766897082328796,0.28167036175727844,0.17041322588920593,0.17271466553211212,0.1440744549036026,0.24230356514453888,0.11804937571287155,0.23179498314857483,0.2902868986129761,0.15108028054237366,0.22766897082328796,0.278556227684021,0.14977581799030304,0.18297621607780457
.,0.35067233443260193,0.16994039714336395,0.4383580684661865,0.5934505462646484,0.3682591915130615,0.5591574311256409,0.31204065680503845,0.2536076307296753,0.6812511086463928,0.36683785915374756,0.35067233443260193,0.4510921239852905,0.2004905343055725,0.4130953550338745
