,where,did,golovin,work,prior,to,joining,the,``,space,vehicle,panel,'',?
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
land,0.21639515459537506,0.19881628453731537,0.1003834456205368,0.18464908003807068,0.1377614289522171,0.2885280251502991,0.14079484343528748,0.28587454557418823,0.04734434187412262,0.14283239841461182,0.2960124611854553,0.10585819184780121,-0.007173419930040836,0.1432059109210968
men,0.18082556128501892,0.284831702709198,0.20086324214935303,0.20637211203575134,0.1870093047618866,0.24045762419700623,0.1724621057510376,0.26001617312431335,0.029977841302752495,0.1205393522977829,0.14375120401382446,0.14905276894569397,-0.03582034260034561,0.1408759206533432
on,0.37630224227905273,0.2670976221561432,0.2068132758140564,0.26663315296173096,0.3162264823913574,0.41031414270401,0.29309558868408203,0.5107308030128479,-0.03274054825305939,0.15890881419181824,0.2066635638475418,0.2235172837972641,0.04238596186041832,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
moon,0.11281176656484604,0.1910509169101715,0.1543058454990387,0.13658133149147034,0.08179090172052383,0.17707908153533936,0.14932309091091156,0.23613092303276062,-0.06423111259937286,0.312654048204422,0.2732023000717163,0.20076076686382294,-0.03831309825181961,0.1442703753709793
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
hired,0.17812278866767883,0.368927001953125,0.16101214289665222,0.34797903895378113,0.1858883500099182,0.32017654180526733,0.21034061908721924,0.20523042976856232,-0.09523949772119522,0.14933530986309052,0.18109172582626343,0.09472506493330002,-0.012695093639194965,0.1434362679719925
golovin,0.20626941323280334,0.18316660821437836,1.0,0.20734365284442902,0.1371704787015915,0.2007933408021927,0.0649142786860466,0.266879141330719,0.10105618834495544,0.15315081179141998,0.16134551167488098,0.10527615249156952,0.014220249839127064,0.27774158120155334
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
who,0.41804537177085876,0.34038686752319336,0.2779919505119324,0.3146236836910248,0.21688687801361084,0.42656609416007996,0.15428602695465088,0.3733934462070465,0.02397952415049076,0.1441284865140915,0.17691867053508759,0.1568932980298996,0.024401003494858742,0.26220351457595825
had,0.2596948444843292,0.540525496006012,0.15201298892498016,0.24853645265102386,0.2676157057285309,0.37984350323677063,0.18028424680233002,0.3875846862792969,0.0518546998500824,0.16386190056800842,0.1580759733915329,0.13029909133911133,0.024004416540265083,0.20728366076946259
left,0.275688111782074,0.27335280179977417,0.12459200620651245,0.19652169942855835,0.15008117258548737,0.2724500000476837,0.27759242057800293,0.33113980293273926,0.07500789314508438,0.23523685336112976,0.145284041762352,0.11373352259397507,-0.12906116247177124,0.13251960277557373
nasa,0.10755529254674911,0.12001431733369827,0.22209429740905762,0.2128773182630539,0.11474609375,0.21193136274814606,0.08557804673910141,0.19786997139453888,-0.1006617322564125,0.4611377716064453,0.23139142990112305,0.23755432665348053,-0.04144192487001419,0.1809994876384735
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
chair,0.17512914538383484,0.11691562831401825,0.14043697714805603,0.16016048192977905,0.16597974300384521,0.18660622835159302,0.13640618324279785,0.1899619996547699,-0.05773710831999779,0.10146750509738922,0.1425522416830063,0.2583649754524231,0.05500881001353264,0.12348068505525589
his,0.29880598187446594,0.3546801507472992,0.25920459628105164,0.36648666858673096,0.23540276288986206,0.3715193271636963,0.1973414570093155,0.4394008219242096,0.008275155909359455,0.14531013369560242,0.13877171277999878,0.09220720827579498,0.016508836299180984,0.18075084686279297
own,0.26621153950691223,0.34475913643836975,0.14510098099708557,0.33226919174194336,0.23607277870178223,0.35879063606262207,0.1587190330028534,0.334675133228302,0.0022472564596682787,0.23278620839118958,0.14595741033554077,0.15612637996673584,0.007983271963894367,0.1937696635723114
``,0.020612511783838272,-0.029888948425650597,0.10105618834495544,0.005462854169309139,0.009717070497572422,0.06720756739377975,0.10611598193645477,0.029072100296616554,1.0,0.004888324998319149,-0.04120372235774994,-0.04232693836092949,-0.09173435717821121,0.0685480609536171
space,0.2208663374185562,0.1488010138273239,0.15315081179141998,0.2294510304927826,0.15315166115760803,0.22712917625904083,0.1291530877351761,0.24495907127857208,0.004888324998319149,1.0000001192092896,0.30456778407096863,0.18268845975399017,-0.03227292746305466,0.1885536164045334
vehicle,0.18292288482189178,0.12476586550474167,0.16134551167488098,0.19274212419986725,0.1676972508430481,0.26649773120880127,0.07218729704618454,0.20434843003749847,-0.04120372235774994,0.30456778407096863,1.0000001192092896,0.23180966079235077,0.007319698575884104,0.16397647559642792
panel,0.16037045419216156,0.10137197375297546,0.10527615249156952,0.22102874517440796,0.14705535769462585,0.1690487116575241,0.09272726625204086,0.20552968978881836,-0.04232693836092949,0.18268845975399017,0.23180966079235077,1.0000001192092896,0.07614903897047043,0.1475982517004013
'',0.016034942120313644,0.01978493109345436,0.014220249839127064,-0.0059536839835345745,-0.00983915850520134,-0.009905828163027763,-0.04832032322883606,0.041273195296525955,-0.09173435717821121,-0.03227292746305466,0.007319698575884104,0.07614903897047043,1.0,0.018684765323996544
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
ostensibly,0.24886129796504974,0.21032221615314484,0.17493405938148499,0.26421189308166504,0.25738611817359924,0.32436758279800415,0.18247926235198975,0.3001483380794525,0.18406318128108978,0.19001886248588562,0.1391814649105072,0.1521819829940796,-0.0750105157494545,0.3436274528503418
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
monitor,0.14804710447788239,0.16754882037639618,0.1068621277809143,0.2141313999891281,0.18729214370250702,0.2303457111120224,0.10544071346521378,0.21356156468391418,-0.05995859578251839,0.1741308867931366,0.19608338177204132,0.21665149927139282,0.017825700342655182,0.167510524392128
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
but,0.49101024866104126,0.49033689498901367,0.27047666907310486,0.3644881844520569,0.24427692592144012,0.5542377829551697,0.2262314260005951,0.4859698414802551,0.09151377528905869,0.23279379308223724,0.16827915608882904,0.16663005948066711,0.03805634379386902,0.27921953797340393
actually,0.38927897810935974,0.3678441345691681,0.21685539186000824,0.2812884449958801,0.2616197168827057,0.4543284475803375,0.1304047405719757,0.39964747428894043,0.11149482429027557,0.2513979375362396,0.1793036013841629,0.17692668735980988,0.03434635326266289,0.36036357283592224
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
second-guess,0.33074986934661865,0.3264438211917877,0.3404397666454315,0.3104137182235718,0.31276488304138184,0.4402255117893219,0.2182893306016922,0.39080610871315,0.13409002125263214,0.2561536431312561,0.2735450267791748,0.259966105222702,-0.013642468489706516,0.4331968426704407
nasa,0.10755529254674911,0.12001431733369827,0.22209429740905762,0.2128773182630539,0.11474609375,0.21193136274814606,0.08557804673910141,0.19786997139453888,-0.1006617322564125,0.4611377716064453,0.23139142990112305,0.23755432665348053,-0.04144192487001419,0.1809994876384735
's,0.0007701900321990252,0.05069678649306297,0.04514141380786896,-0.03332063928246498,-0.0369880273938179,0.03782717138528824,0.09448423236608505,-0.01540423184633255,-0.03416389226913452,-0.1200559139251709,0.04947027564048767,-0.011574317701160908,-0.04859459400177002,-0.023395681753754616
decisions,0.20364421606063843,0.2850108742713928,0.14755292236804962,0.24345731735229492,0.26153072714805603,0.32702770829200745,0.21613040566444397,0.30538004636764526,0.09921471774578094,0.13845202326774597,0.19145458936691284,0.266035258769989,0.0325583852827549,0.29068708419799805
on,0.37630224227905273,0.2670976221561432,0.2068132758140564,0.26663315296173096,0.3162264823913574,0.41031414270401,0.29309558868408203,0.5107308030128479,-0.03274054825305939,0.15890881419181824,0.2066635638475418,0.2235172837972641,0.04238596186041832,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
saturn,0.11263225227594376,0.18646769225597382,0.15635168552398682,0.17047837376594543,0.08562193065881729,0.18787172436714172,0.1621536761522293,0.24189656972885132,-0.09192919731140137,0.2759999632835388,0.2912214398384094,0.165775865316391,-0.00039693666622042656,0.1619711071252823
v,0.18955472111701965,0.17618848383426666,0.17442059516906738,0.08781450986862183,0.12372608482837677,0.2109750658273697,0.1113031804561615,0.18580520153045654,0.01636357791721821,0.0900249034166336,0.18904690444469452,0.14869080483913422,0.03103136084973812,0.28677162528038025
launch,0.1712661236524582,0.19841566681861877,0.16412664949893951,0.19350005686283112,0.1983402669429779,0.25276505947113037,0.1997433751821518,0.2628649175167084,-0.12748949229717255,0.4064224660396576,0.3974509537220001,0.1927674114704132,-0.030384715646505356,0.22009649872779846
vehicle,0.18292288482189178,0.12476586550474167,0.16134551167488098,0.19274212419986725,0.1676972508430481,0.26649773120880127,0.07218729704618454,0.20434843003749847,-0.04120372235774994,0.30456778407096863,1.0000001192092896,0.23180966079235077,0.007319698575884104,0.16397647559642792
and,0.43859338760375977,0.34479495882987976,0.2896767854690552,0.37551814317703247,0.2185291349887848,0.48971283435821533,0.3040839731693268,0.5171257257461548,0.036644238978624344,0.22901733219623566,0.17821402847766876,0.16468550264835358,0.021612688899040222,0.20544172823429108
lor,0.18993091583251953,0.07914847880601883,0.2063695639371872,0.17080096900463104,0.17523406445980072,0.17278125882148743,0.12592339515686035,0.19965508580207825,0.008629913441836834,0.11033384501934052,0.11155098676681519,0.15836669504642487,-0.031269386410713196,0.19372881948947906
by,0.2641284465789795,0.18574509024620056,0.20845849812030792,0.25005507469177246,0.2645944356918335,0.33534231781959534,0.19866445660591125,0.4408751428127289,-0.030704375356435776,0.16067887842655182,0.18302859365940094,0.20158062875270844,-0.010275691747665405,0.17966607213020325
forcing,0.2831735908985138,0.28997835516929626,0.16083736717700958,0.19996583461761475,0.20182830095291138,0.3712129294872284,0.27219027280807495,0.31176233291625977,0.08947542309761047,0.13832922279834747,0.20719584822654724,0.12959377467632294,-0.08143135160207748,0.19852621853351593
shea,0.12232797592878342,0.1571248322725296,0.20424239337444305,0.22056461870670319,0.17357699573040009,0.21102578938007355,0.14621299505233765,0.2357294261455536,-0.04534080624580383,0.17989912629127502,0.14464221894741058,0.15399795770645142,-0.062375038862228394,0.08539166301488876
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
seamans,0.20251663029193878,0.21464790403842926,0.16659796237945557,0.1599334329366684,0.28603771328926086,0.22647839784622192,0.12313435971736908,0.29178768396377563,0.07286129146814346,0.10038232058286667,0.26993000507354736,0.156263530254364,0.023610658943653107,0.15091076493263245
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.2896767854690552,0.37551814317703247,0.2185291349887848,0.48971283435821533,0.3040839731693268,0.5171257257461548,0.036644238978624344,0.22901733219623566,0.17821402847766876,0.16468550264835358,0.021612688899040222,0.20544172823429108
even,0.35960274934768677,0.45816805958747864,0.20677214860916138,0.3362635374069214,0.2949703335762024,0.46467068791389465,0.22653637826442719,0.37996912002563477,0.11795219779014587,0.22496618330478668,0.2214742749929428,0.1020778939127922,-0.015414192341268063,0.30082517862319946
webb,0.13360506296157837,0.17462794482707977,0.2767418920993805,0.1559199094772339,0.15739773213863373,0.2667657732963562,0.16150876879692078,0.2468639612197876,-0.03449319303035736,0.27763932943344116,0.12401729822158813,0.1885022222995758,-0.034383513033390045,0.11173157393932343
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
defend,0.24347133934497833,0.20832395553588867,0.21082349121570587,0.2331552505493164,0.13517716526985168,0.35914552211761475,0.16796588897705078,0.2784505784511566,0.07988444715738297,0.061616357415914536,0.15217994153499603,0.08575961738824844,-0.14618395268917084,0.21878457069396973
themselves,0.214945986866951,0.32371795177459717,0.17427542805671692,0.28091949224472046,0.15678484737873077,0.37259936332702637,0.17866657674312592,0.3444426357746124,0.12830042839050293,0.16303250193595886,0.11977630853652954,0.1049826368689537,-0.032429132610559464,0.20170879364013672
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
delaying,0.23204752802848816,0.2786565124988556,0.10535382479429245,0.27588823437690735,0.3239460587501526,0.33330515027046204,0.2646104097366333,0.3306172788143158,0.0713713988661766,0.15337291359901428,0.2396884709596634,0.12946970760822296,-0.09139753878116608,0.20121434330940247
its,0.27530840039253235,0.19922670722007751,0.1588854342699051,0.19636286795139313,0.17438597977161407,0.3691340684890747,0.19233918190002441,0.559237003326416,0.06146819889545441,0.1449410319328308,0.20094220340251923,0.09064101427793503,-0.001744768233038485,0.15103481709957123
formal,0.2681061923503876,0.2325638383626938,0.1321389228105545,0.19418953359127045,0.3165992796421051,0.27394044399261475,0.2207656055688858,0.245810866355896,0.13512150943279266,0.18619588017463684,0.19505609571933746,0.20908717811107635,0.050898000597953796,0.1989586055278778
announcement,0.12809501588344574,0.26421767473220825,0.11395810544490814,0.23955154418945312,0.3091042637825012,0.28439104557037354,0.25645309686660767,0.2863394021987915,-0.08020587265491486,0.20786608755588531,0.15769562125205994,0.2432960718870163,-0.007378906477242708,0.24608203768730164
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
press,0.2246195375919342,0.17585355043411255,0.1618519425392151,0.1789114773273468,0.1852281242609024,0.212715283036232,0.1287919580936432,0.2519533634185791,-0.07731731235980988,0.14953282475471497,0.14362016320228577,0.2095106542110443,-0.07301908731460571,0.14048311114311218
on,0.37630224227905273,0.2670976221561432,0.2068132758140564,0.26663315296173096,0.3162264823913574,0.41031414270401,0.29309558868408203,0.5107308030128479,-0.03274054825305939,0.15890881419181824,0.2066635638475418,0.2235172837972641,0.04238596186041832,0.2714994251728058
july,0.18378832936286926,0.25485745072364807,0.18414926528930664,0.19713513553142548,0.2533876895904541,0.228788822889328,0.1226341649889946,0.2371699959039688,0.07609877735376358,0.15722385048866272,0.12009323388338089,0.15851671993732452,-0.0906042605638504,0.2897891402244568
11,-0.10538093745708466,0.07614340633153915,0.04549742862582207,-0.025505462661385536,-0.07106835395097733,0.010993496514856815,-0.11526776850223541,-0.0219515822827816,-0.09263907372951508,-0.07703284174203873,-0.004559947643429041,-0.12451813369989395,-0.07595809549093246,-0.04295448586344719
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
1962,-0.07327166944742203,-0.08857343345880508,0.0693483054637909,-0.10721654444932938,-0.07681457698345184,-0.048656053841114044,-0.09350673854351044,-0.023296929895877838,0.12189837545156479,0.017131494358181953,-0.014253458939492702,-0.18134240806102753,0.046929314732551575,-0.008269774727523327
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.2896767854690552,0.37551814317703247,0.2185291349887848,0.48971283435821533,0.3040839731693268,0.5171257257461548,0.036644238978624344,0.22901733219623566,0.17821402847766876,0.16468550264835358,0.021612688899040222,0.20544172823429108
forcing,0.2831735908985138,0.28997835516929626,0.16083736717700958,0.19996583461761475,0.20182830095291138,0.3712129294872284,0.27219027280807495,0.31176233291625977,0.08947542309761047,0.13832922279834747,0.20719584822654724,0.12959377467632294,-0.08143135160207748,0.19852621853351593
webb,0.13360506296157837,0.17462794482707977,0.2767418920993805,0.1559199094772339,0.15739773213863373,0.2667657732963562,0.16150876879692078,0.2468639612197876,-0.03449319303035736,0.27763932943344116,0.12401729822158813,0.1885022222995758,-0.034383513033390045,0.11173157393932343
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
still,0.42040762305259705,0.38309040665626526,0.1817885935306549,0.315437912940979,0.2365085631608963,0.41205283999443054,0.17053380608558655,0.40142056345939636,-0.018793758004903793,0.19110316038131714,0.21180042624473572,0.1122974306344986,-0.06721267104148865,0.3039587736129761
hedge,0.13000741600990295,0.09477239102125168,0.16330531239509583,0.22035692632198334,0.13276754319667816,0.15484105050563812,0.08945406973361969,0.19510097801685333,-0.06422264128923416,0.18590755760669708,0.16359812021255493,0.07695123553276062,-0.016041219234466553,0.06729982048273087
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
decision,0.19157181680202484,0.285696417093277,0.16231152415275574,0.21205976605415344,0.2795926034450531,0.35372841358184814,0.20136091113090515,0.2905151844024658,0.06563278287649155,0.11135172098875046,0.20362307131290436,0.238637775182724,-0.011632156558334827,0.2796577215194702
as,0.35409465432167053,0.3596470057964325,0.21470661461353302,0.32418152689933777,0.2475208342075348,0.42092081904411316,0.19405613839626312,0.48381632566452026,0.03910288214683533,0.1954064816236496,0.2114468663930893,0.16370396316051483,0.006628023460507393,0.27043893933296204
``,0.020612511783838272,-0.029888948425650597,0.10105618834495544,0.005462854169309139,0.009717070497572422,0.06720756739377975,0.10611598193645477,0.029072100296616554,1.0,0.004888324998319149,-0.04120372235774994,-0.04232693836092949,-0.09173435717821121,0.0685480609536171
