,what,are,free-to-air,encrypted,broadcasts,known,as,?
",",0.3087472915649414,0.4062570035457611,0.3174576461315155,0.14657457172870636,0.2320742905139923,0.3604377806186676,0.48816442489624023,0.31091248989105225
some,0.4491020441055298,0.6331475377082825,0.3656013011932373,0.2113562375307083,0.2097977101802826,0.29982712864875793,0.4293700158596039,0.2562315762042999
are,0.29724663496017456,1.0,0.2710716426372528,0.19641628861427307,0.18536077439785004,0.26720109581947327,0.3826591968536377,0.24591213464736938
encrypted,0.20642973482608795,0.19641628861427307,0.2964996099472046,0.9999999403953552,0.28269949555397034,0.20407119393348694,0.20413751900196075,0.20868515968322754
and,0.31309178471565247,0.48576638102531433,0.31683194637298584,0.1586218774318695,0.2523579001426697,0.3468935489654541,0.49487000703811646,0.20544172823429108
require,0.2487315833568573,0.388192743062973,0.26204851269721985,0.3386891782283783,0.1269768923521042,0.08089163899421692,0.23686568439006805,0.2463286817073822
a,0.3320399522781372,0.265255331993103,0.34099528193473816,0.22327043116092682,0.18423420190811157,0.30882248282432556,0.39550232887268066,0.23916715383529663
monthly,0.22955510020256042,0.11589676141738892,0.23171395063400269,0.13571049273014069,0.2560912072658539,0.11709389090538025,0.18430396914482117,0.19385789334774017
subscription,0.21589209139347076,0.20064759254455566,0.30984851717948914,0.35881146788597107,0.37795647978782654,0.14521928131580353,0.18730632960796356,0.22697269916534424
",",0.3087472915649414,0.4062570035457611,0.3174576461315155,0.14657457172870636,0.2320742905139923,0.3604377806186676,0.48816442489624023,0.31091248989105225
and,0.31309178471565247,0.48576638102531433,0.31683194637298584,0.1586218774318695,0.2523579001426697,0.3468935489654541,0.49487000703811646,0.20544172823429108
some,0.4491020441055298,0.6331475377082825,0.3656013011932373,0.2113562375307083,0.2097977101802826,0.29982712864875793,0.4293700158596039,0.2562315762042999
are,0.29724663496017456,1.0,0.2710716426372528,0.19641628861427307,0.18536077439785004,0.26720109581947327,0.3826591968536377,0.24591213464736938
pay-per-view,0.29407456517219543,0.14536376297473907,0.4086824953556061,0.257440984249115,0.28871288895606995,0.1402100771665573,0.19690771400928497,0.2867578864097595
services,0.16048473119735718,0.26135778427124023,0.32906386256217957,0.2953999638557434,0.34940388798713684,0.12399178743362427,0.2673030495643616,0.1328447163105011
.,0.3567904531955719,0.3452940285205841,0.312704473733902,0.1791699379682541,0.21446789801120758,0.283290296792984,0.515582263469696,0.4130953550338745
