,statues,of,british,artists,adorn,which,part,of,the,tower,above,the,main,entrance,?
a,0.158050075173378,0.5052502155303955,0.1984395682811737,0.14613932371139526,0.1850346475839615,0.56894451379776,0.3994528353214264,0.5052502155303955,0.5829201340675354,0.1759597510099411,0.21249589323997498,0.5829201340675354,0.27217230200767517,0.2656034231185913,0.23916715383529663
gothic,0.3005189001560211,0.24052086472511292,0.17183557152748108,0.2681216299533844,0.29471224546432495,0.20127075910568237,0.20243537425994873,0.24052086472511292,0.2610613703727722,0.3364371359348297,0.16502274572849274,0.2610613703727722,0.21553778648376465,0.23972637951374054,0.16695094108581543
feature,0.15650270879268646,0.2117752879858017,0.08903109282255173,0.2090127021074295,0.17196178436279297,0.35925614833831787,0.22717313468456268,0.2117752879858017,0.3053930699825287,0.15976890921592712,0.16399188339710236,0.3053930699825287,0.26328107714653015,0.2558923065662384,0.2893312871456146
",",0.24535542726516724,0.4946078956127167,0.25734075903892517,0.2220294177532196,0.2305925488471985,0.3658004403114319,0.3376222252845764,0.4946078956127167,0.4933079481124878,0.20524810254573822,0.2902800738811493,0.4933079481124878,0.2989408075809479,0.14223605394363403,0.31091248989105225
the,0.23103664815425873,0.733189046382904,0.28973397612571716,0.2150506228208542,0.19675415754318237,0.6521818041801453,0.527681291103363,0.733189046382904,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
top,0.19227266311645508,0.20362378656864166,0.08746520429849625,0.2268056869506836,0.16486002504825592,0.3052574694156647,0.1411425620317459,0.20362378656864166,0.31754136085510254,0.22850602865219116,0.3313281834125519,0.31754136085510254,0.27279096841812134,0.20297017693519592,0.17265194654464722
row,0.16362687945365906,0.15142002701759338,0.10376489162445068,0.12867796421051025,0.16420839726924896,0.2083221822977066,0.11890136450529099,0.15142002701759338,0.20418651401996613,0.1193120926618576,0.2264818549156189,0.20418651401996613,0.18123915791511536,0.18829739093780518,0.11000081151723862
of,0.2774442732334137,1.0,0.23701532185077667,0.18416832387447357,0.1967552900314331,0.5011631846427917,0.452393114566803,1.0,0.733189046382904,0.2271278351545334,0.24890293180942535,0.733189046382904,0.3177044689655304,0.2534947693347931,0.1826142966747284
windows,0.21766038239002228,0.1744781881570816,0.09964140504598618,0.204713374376297,0.1611870527267456,0.2812843322753906,0.20191562175750732,0.1744781881570816,0.23561708629131317,0.308101624250412,0.23981037735939026,0.23561708629131317,0.09605138003826141,0.1964511275291443,0.17412035167217255
are,0.26315340399742126,0.39081433415412903,0.12250547111034393,0.18602241575717926,0.19100606441497803,0.42922598123550415,0.3086032569408417,0.39081433415412903,0.40399202704429626,0.0878683552145958,0.30420252680778503,0.40399202704429626,0.2828797399997711,0.17370344698429108,0.24591213464736938
interspersed,0.1673867106437683,0.29030725359916687,0.08889438956975937,0.2799462080001831,0.20022453367710114,0.4122886657714844,0.30251917243003845,0.29030725359916687,0.3276773989200592,0.1710917353630066,0.27477309107780457,0.3276773989200592,0.21628282964229584,0.23095065355300903,0.14848843216896057
with,0.2317742556333542,0.41827285289764404,0.1637800633907318,0.2461453378200531,0.2324354350566864,0.46403205394744873,0.294111043214798,0.41827285289764404,0.4223487675189972,0.14200076460838318,0.25485119223594666,0.4223487675189972,0.1962798684835434,0.1894019991159439,0.2433311939239502
statues,1.0,0.2774442732334137,0.13707534968852997,0.3513720631599426,0.37736618518829346,0.2173795998096466,0.12699148058891296,0.2774442732334137,0.23103664815425873,0.2706031799316406,0.1714339405298233,0.23103664815425873,0.21028277277946472,0.37557074427604675,0.08013036102056503
of,0.2774442732334137,1.0,0.23701532185077667,0.18416832387447357,0.1967552900314331,0.5011631846427917,0.452393114566803,1.0,0.733189046382904,0.2271278351545334,0.24890293180942535,0.733189046382904,0.3177044689655304,0.2534947693347931,0.1826142966747284
many,0.35222122073173523,0.37253960967063904,0.23270447552204132,0.32100793719291687,0.19099624454975128,0.5168171525001526,0.2827394902706146,0.37253960967063904,0.4335206151008606,0.1318756490945816,0.1802777200937271,0.4335206151008606,0.27179279923439026,0.21628600358963013,0.2124512493610382
of,0.2774442732334137,1.0,0.23701532185077667,0.18416832387447357,0.1967552900314331,0.5011631846427917,0.452393114566803,1.0,0.733189046382904,0.2271278351545334,0.24890293180942535,0.733189046382904,0.3177044689655304,0.2534947693347931,0.1826142966747284
the,0.23103664815425873,0.733189046382904,0.28973397612571716,0.2150506228208542,0.19675415754318237,0.6521818041801453,0.527681291103363,0.733189046382904,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
british,0.13707534968852997,0.23701532185077667,1.0,0.10065519064664841,0.08276993036270142,0.2002234309911728,0.19204387068748474,0.23701532185077667,0.28973397612571716,0.10080596059560776,0.10186371207237244,0.28973397612571716,0.13376963138580322,0.12424667179584503,0.09711728990077972
artists,0.3513720631599426,0.18416832387447357,0.10065519064664841,1.0000001192092896,0.2909608483314514,0.15925386548042297,0.1420046091079712,0.18416832387447357,0.2150506228208542,0.07862415164709091,0.09727402031421661,0.2150506228208542,0.08843273669481277,0.15062788128852844,0.1482434719800949
whose,0.17891734838485718,0.37058958411216736,0.174232617020607,0.16386458277702332,0.24295008182525635,0.37205496430397034,0.25495222210884094,0.37058958411216736,0.38253846764564514,0.09007973223924637,0.13732556998729706,0.38253846764564514,0.21807125210762024,0.1546110063791275,0.16990536451339722
work,0.23945647478103638,0.23473061621189117,0.1516800969839096,0.29905036091804504,0.2655693590641022,0.30331435799598694,0.2006094753742218,0.23473061621189117,0.2704800069332123,0.13058429956436157,0.14130888879299164,0.2704800069332123,0.17960678040981293,0.11591443419456482,0.2621155381202698
is,0.17140208184719086,0.4854315221309662,0.19484983384609222,0.15003371238708496,0.12736421823501587,0.4457404911518097,0.4582172930240631,0.4854315221309662,0.5823672413825989,0.1400395631790161,0.3090769648551941,0.5823672413825989,0.3009335994720459,0.23472779989242554,0.22961433231830597
displayed,0.2828781008720398,0.22871877253055573,0.1697862297296524,0.17291994392871857,0.21879024803638458,0.2786124646663666,0.14005601406097412,0.22871877253055573,0.2887660264968872,0.18240615725517273,0.3067503869533539,0.2887660264968872,0.1826905608177185,0.19821180403232574,0.20322057604789734
in,0.20076963305473328,0.5696388483047485,0.23084034025669098,0.1669624298810959,0.14278407394886017,0.4840516746044159,0.4499994218349457,0.5696388483047485,0.6662389636039734,0.22630389034748077,0.22744394838809967,0.6662389636039734,0.28862449526786804,0.215397909283638,0.20430970191955566
the,0.23103664815425873,0.733189046382904,0.28973397612571716,0.2150506228208542,0.19675415754318237,0.6521818041801453,0.527681291103363,0.733189046382904,1.0,0.2398453801870346,0.33988961577415466,1.0,0.38631999492645264,0.31372344493865967,0.22068053483963013
museum,0.3289383351802826,0.23314370214939117,0.1519032120704651,0.22386404871940613,0.17514987289905548,0.22731433808803558,0.2040945291519165,0.23314370214939117,0.24861779808998108,0.2293511927127838,0.07185935229063034,0.24861779808998108,0.12107153236865997,0.2587375044822693,0.14128351211547852
.,0.18517887592315674,0.5352458953857422,0.23159366846084595,0.18245595693588257,0.19756175577640533,0.45942068099975586,0.32817673683166504,0.5352458953857422,0.5934505462646484,0.21111081540584564,0.34496572613716125,0.5934505462646484,0.31122034788131714,0.21017757058143616,0.4130953550338745
