,while,producing,oxygen,",",what,gas,does,a,zeolite,sieve,absorb,?
to,0.43899232149124146,0.19771678745746613,0.24193501472473145,0.44245919585227966,0.455847829580307,0.25276535749435425,0.4391997456550598,0.45503583550453186,0.32286348938941956,0.301832914352417,0.3085710406303406,0.29463258385658264
93,0.06880751997232437,0.016566157341003418,-0.08280916512012482,0.009540142491459846,-0.0073916371911764145,0.0184162724763155,0.053664833307266235,0.015379488468170166,-0.08945100754499435,-0.07671260833740234,0.03875761106610298,0.022992875427007675
%,0.2392563819885254,0.16082271933555603,0.25139331817626953,0.22757403552532196,0.20738190412521362,0.20096376538276672,0.1996830552816391,0.17798779904842377,0.14590904116630554,0.14944329857826233,0.1841319054365158,0.21441808342933655
o,0.10676161199808121,0.10657179355621338,0.2476140707731247,0.2621893286705017,0.1489914506673813,0.17587880790233612,0.1532406359910965,0.18840523064136505,0.1905783712863922,0.15941840410232544,0.08890338987112045,0.23868927359580994
2,-0.0332091860473156,0.0004545385600067675,0.04063820466399193,-0.08638399094343185,-0.049862053245306015,0.09000196307897568,-0.06106966361403465,-0.05323360115289688,-0.09944453090429306,0.020329704508185387,-0.0007181837572716177,0.001977203879505396
.,0.38690751791000366,0.21863511204719543,0.2554275095462799,0.6812511086463928,0.3567904531955719,0.24812045693397522,0.3022993505001068,0.50484299659729,0.24004080891609192,0.19560560584068298,0.23536643385887146,0.4130953550338745
,while,producing,oxygen,",",what,gas,does,a,zeolite,sieve,absorb,?
simultaneously,0.322942316532135,0.26238399744033813,0.18311965465545654,0.18853695690631866,0.2967745363712311,0.1567978709936142,0.234563410282135,0.27070993185043335,0.16413962841033936,0.2581486999988556,0.27650925517082214,0.13993576169013977
",",0.38232675194740295,0.21877576410770416,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.22298859059810638,0.28617382049560547,0.427140474319458,0.26299089193344116,0.17480798065662384,0.1852884590625763,0.31091248989105225
nitrogen,0.20809289813041687,0.23887456953525543,0.680616557598114,0.23090514540672302,0.1626630574464798,0.4604191780090332,0.23115405440330505,0.20339743793010712,0.3892993628978729,0.32896286249160767,0.4502885341644287,0.10228226333856583
gas,0.1584714949131012,0.24545101821422577,0.45564013719558716,0.22298859059810638,0.20887799561023712,0.9999999403953552,0.1792042851448059,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.338275671005249,0.1582372784614563
is,0.2713196575641632,0.27046653628349304,0.21825239062309265,0.4691906273365021,0.28837618231773376,0.1897863894701004,0.4403602182865143,0.658733606338501,0.3470287621021271,0.23733966052532196,0.23613661527633667,0.22961433231830597
released,0.21199162304401398,0.21897123754024506,0.17016007006168365,0.2775750756263733,0.20228935778141022,0.12833210825920105,0.18354101479053497,0.23456448316574097,0.15662193298339844,0.17094743251800537,0.13313712179660797,0.20329579710960388
from,0.35008183121681213,0.22074589133262634,0.23457925021648407,0.39760664105415344,0.2737620174884796,0.21783170104026794,0.1777622550725937,0.322764128446579,0.22056357562541962,0.2446480691432953,0.2457362562417984,0.19969791173934937
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
other,0.34462770819664,0.2525326609611511,0.2354368269443512,0.4446498453617096,0.341873437166214,0.2259911298751831,0.2947014272212982,0.2806335389614105,0.22743459045886993,0.2752222716808319,0.3146664798259735,0.24682199954986572
nitrogen-saturated,0.23234380781650543,0.3456420302391052,0.6647319197654724,0.2717117369174957,0.200036883354187,0.48103511333465576,0.3005151152610779,0.2661146819591522,0.44686514139175415,0.3687779903411865,0.5143545866012573,0.1648552566766739
zeolite,0.23281872272491455,0.2666688859462738,0.3921942710876465,0.26299089193344116,0.34414294362068176,0.25297921895980835,0.28399088978767395,0.3082660436630249,0.9999999403953552,0.29263249039649963,0.3515416085720062,0.24997054040431976
bed,0.2790091335773468,0.13749779760837555,0.248932883143425,0.23451334238052368,0.2236354798078537,0.18137216567993164,0.13770782947540283,0.21754467487335205,0.2615695595741272,0.25884583592414856,0.12968264520168304,0.21065229177474976
",",0.38232675194740295,0.21877576410770416,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.22298859059810638,0.28617382049560547,0.427140474319458,0.26299089193344116,0.17480798065662384,0.1852884590625763,0.31091248989105225
by,0.3083919286727905,0.23361361026763916,0.1292176991701126,0.3680937886238098,0.2455483376979828,0.1669413298368454,0.143477201461792,0.32094135880470276,0.14899984002113342,0.13785044848918915,0.16704733669757843,0.17966607213020325
reducing,0.25329506397247314,0.5281147360801697,0.4227146506309509,0.16922147572040558,0.16407831013202667,0.35565289855003357,0.2623734772205353,0.27867236733436584,0.31036919355392456,0.2880140244960785,0.4223136603832245,0.1068432405591011
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
chamber,0.16200216114521027,0.1894117295742035,0.21043159067630768,0.211589053273201,0.1224752739071846,0.2821580469608307,0.08126108348369598,0.2632589042186737,0.19546951353549957,0.16084131598472595,0.14079776406288147,0.04307165369391441
operating,0.27301493287086487,0.22076933085918427,0.2011696696281433,0.28136807680130005,0.25311869382858276,0.22976182401180267,0.2529928386211395,0.2654561996459961,0.12371314316987991,0.20034511387348175,0.18604296445846558,0.15840965509414673
pressure,0.26155978441238403,0.17067047953605652,0.35798126459121704,0.21867604553699493,0.2625555694103241,0.36503171920776367,0.21297191083431244,0.23459996283054352,0.3124504089355469,0.2828493118286133,0.3502542972564697,0.142023503780365
and,0.45699796080589294,0.306022971868515,0.22261030972003937,0.6633074283599854,0.31309178471565247,0.20214606821537018,0.3461615741252899,0.3739250600337982,0.27740925550460815,0.25018563866615295,0.2635331153869629,0.20544172823429108
diverting,0.36208850145339966,0.31134945154190063,0.1792837381362915,0.25026971101760864,0.22474826872348785,0.18462270498275757,0.24873673915863037,0.24651338160037994,0.26844486594200134,0.23201021552085876,0.22661906480789185,0.1468629091978073
part,0.2376212179660797,0.18831560015678406,0.17520982027053833,0.3376222252845764,0.3476244807243347,0.15103091299533844,0.26684749126434326,0.3994528353214264,0.22526349127292633,0.1297619640827179,0.21783439815044403,0.08557961881160736
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
oxygen,0.20260107517242432,0.23167835175991058,0.9999999403953552,0.21812842786312103,0.16781960427761078,0.45564013719558716,0.2380215972661972,0.21662019193172455,0.3921942710876465,0.3149001896381378,0.46643900871276855,0.16786395013332367
gas,0.1584714949131012,0.24545101821422577,0.45564013719558716,0.22298859059810638,0.20887799561023712,0.9999999403953552,0.1792042851448059,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.338275671005249,0.1582372784614563
from,0.35008183121681213,0.22074589133262634,0.23457925021648407,0.39760664105415344,0.2737620174884796,0.21783170104026794,0.1777622550725937,0.322764128446579,0.22056357562541962,0.2446480691432953,0.2457362562417984,0.19969791173934937
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
producer,0.14810630679130554,0.4826481342315674,0.13480785489082336,0.35589754581451416,0.15126943588256836,0.10113347321748734,0.13465926051139832,0.2085941731929779,0.148360937833786,0.06318550556898117,0.15996284782886505,0.17015865445137024
bed,0.2790091335773468,0.13749779760837555,0.248932883143425,0.23451334238052368,0.2236354798078537,0.18137216567993164,0.13770782947540283,0.21754467487335205,0.2615695595741272,0.25884583592414856,0.12968264520168304,0.21065229177474976
through,0.3279457688331604,0.21781131625175476,0.2961564362049103,0.3060276508331299,0.23167094588279724,0.27036726474761963,0.21495459973812103,0.3399752974510193,0.17538951337337494,0.3196345865726471,0.3127630054950714,0.16913433372974396
it,0.3401351571083069,0.29729023575782776,0.26699385046958923,0.48329564929008484,0.45803478360176086,0.2574924826622009,0.34188351035118103,0.5452592968940735,0.3273707926273346,0.2398413121700287,0.27424436807632446,0.25732165575027466
",",0.38232675194740295,0.21877576410770416,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.22298859059810638,0.28617382049560547,0.427140474319458,0.26299089193344116,0.17480798065662384,0.1852884590625763,0.31091248989105225
in,0.3399278521537781,0.2826419174671173,0.1672476977109909,0.5201468467712402,0.30808621644973755,0.20770272612571716,0.214483380317688,0.539380669593811,0.2528504729270935,0.2004482001066208,0.19836430251598358,0.20430970191955566
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
reverse,0.23401030898094177,0.14702683687210083,0.13076001405715942,0.160164475440979,0.21305608749389648,0.09812227636575699,0.26666349172592163,0.2669696509838104,0.16677410900592804,0.24582156538963318,0.20249441266059875,0.17596906423568726
direction,0.22296477854251862,0.259927362203598,0.16922831535339355,0.23287029564380646,0.25776705145835876,0.17210131883621216,0.19005346298217773,0.22025705873966217,0.19032791256904602,0.23886021971702576,0.15949951112270355,0.10739318281412125
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
flow,0.14664404094219208,0.2555622160434723,0.33763962984085083,0.23027558624744415,0.1798735409975052,0.24534088373184204,0.21734505891799927,0.21422207355499268,0.24687233567237854,0.3447825610637665,0.31024327874183655,0.10458291321992874
.,0.38690751791000366,0.21863511204719543,0.2554275095462799,0.6812511086463928,0.3567904531955719,0.24812045693397522,0.3022993505001068,0.50484299659729,0.24004080891609192,0.19560560584068298,0.23536643385887146,0.4130953550338745
