,what,did,luther,use,as,accompaniment,to,his,hymns,?
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.3887844979763031,0.1855749785900116,0.45010748505592346,0.3598145842552185,0.1669730842113495,0.20430970191955566
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.48381632566452026,0.24381473660469055,0.535392165184021,0.4394008219242096,0.1660911738872528,0.22068053483963013
20th,0.1850772649049759,0.12900345027446747,0.17263676226139069,0.19199194014072418,0.19359804689884186,0.1892956644296646,0.20756898820400238,0.15094278752803802,0.18575426936149597,0.14985637366771698
century,0.20422613620758057,0.2333737462759018,0.1867666393518448,0.21389883756637573,0.24608509242534637,0.26905637979507446,0.20143604278564453,0.2985166609287262,0.213979572057724,0.1026201918721199
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.515582263469696,0.25917044281959534,0.4645031690597534,0.3119256794452667,0.18507489562034607,0.4130953550338745
,what,did,luther,use,as,accompaniment,to,his,hymns,?
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.19605936110019684,0.3146366477012634,0.3115156888961792,0.3715193271636963,0.9999998807907104,0.20449216663837433,0.18075084686279297
tool,0.2978120744228363,0.18340347707271576,0.05232477933168411,0.4566009044647217,0.22090916335582733,0.23900821805000305,0.2641676962375641,0.12139740586280823,0.16630125045776367,0.2828463613986969
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.3886612355709076,0.22031131386756897,0.41548454761505127,0.38364991545677185,0.23365463316440582,0.1826142966747284
choice,0.29363784193992615,0.27128803730010986,0.21087266504764557,0.2769337296485901,0.21149903535842896,0.2183830440044403,0.28106144070625305,0.27761760354042053,0.16207846999168396,0.28709158301353455
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.47655582427978516,0.44774648547172546,0.2869357764720917,0.4451248347759247,0.39312878251075745,0.21445494890213013,0.264628142118454
this,0.5489566326141357,0.3609912693500519,0.17328955233097076,0.4395635426044464,0.43993282318115234,0.32182225584983826,0.5759071707725525,0.3549620509147644,0.17088662087917328,0.3155723512172699
connection,0.24457211792469025,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.16347207129001617,0.13371947407722473,0.31829091906547546,0.2018052041530609,0.12342193722724915,0.1714525669813156
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.17744606733322144,0.3677520453929901,0.19353175163269043,0.3636345863342285,0.4405253231525421,0.22357870638370514,0.18412111699581146
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.48381632566452026,0.24381473660469055,0.535392165184021,0.4394008219242096,0.1660911738872528,0.22068053483963013
singing,0.25204721093177795,0.22265850007534027,0.22998973727226257,0.15613089501857758,0.2507278621196747,0.5429889559745789,0.20086175203323364,0.32376566529273987,0.4160231053829193,0.16125191748142242
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.2750902473926544,0.3886612355709076,0.22031131386756897,0.41548454761505127,0.38364991545677185,0.23365463316440582,0.1826142966747284
german,0.1960553526878357,0.2048940509557724,0.28169330954551697,0.19428829848766327,0.18164515495300293,0.17744652926921844,0.15143753588199615,0.23102504014968872,0.16128000617027283,0.13978645205497742
hymns,0.17175553739070892,0.1506377011537552,0.30894896388053894,0.15438726544380188,0.15609335899353027,0.4446595013141632,0.11944201588630676,0.20449216663837433,1.0000001192092896,0.17695237696170807
in,0.30808621644973755,0.2593238651752472,0.20523880422115326,0.2715643048286438,0.3887844979763031,0.1855749785900116,0.45010748505592346,0.3598145842552185,0.1669730842113495,0.20430970191955566
connection,0.24457211792469025,0.17379461228847504,0.1478022187948227,0.28301694989204407,0.16347207129001617,0.13371947407722473,0.31829091906547546,0.2018052041530609,0.12342193722724915,0.1714525669813156
with,0.2464839518070221,0.25472134351730347,0.14705438911914825,0.3356984257698059,0.40387406945228577,0.29489317536354065,0.4239959120750427,0.33836179971694946,0.15511345863342285,0.2433311939239502
worship,0.2504543364048004,0.2547917664051056,0.24786995351314545,0.21360698342323303,0.21786636114120483,0.2951340079307556,0.2843751609325409,0.21135154366493225,0.49540024995803833,0.17813213169574738
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.48816442489624023,0.26664599776268005,0.44245919585227966,0.3378419280052185,0.2567901313304901,0.31091248989105225
school,0.18774057924747467,0.19696208834648132,0.19003894925117493,0.12129225581884384,0.2065676748752594,0.1935563087463379,0.24496325850486755,0.25444892048835754,0.1579819917678833,0.15091250836849213
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.48816442489624023,0.26664599776268005,0.44245919585227966,0.3378419280052185,0.2567901313304901,0.31091248989105225
home,0.1608789712190628,0.17098017036914825,0.0950976237654686,0.16991889476776123,0.22556112706661224,0.18288618326187134,0.31056779623031616,0.3141528069972992,0.07941198348999023,0.0757145956158638
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.3276674151420593,0.48816442489624023,0.26664599776268005,0.44245919585227966,0.3378419280052185,0.2567901313304901,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.20796556770801544,0.34145063161849976,0.49487000703811646,0.2919352054595947,0.48971283435821533,0.4234102666378021,0.2313949018716812,0.20544172823429108
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.34342584013938904,0.48381632566452026,0.24381473660469055,0.535392165184021,0.4394008219242096,0.1660911738872528,0.22068053483963013
public,0.1729622185230255,0.19092120230197906,0.19837835431098938,0.21917493641376495,0.2423635572195053,0.17058071494102478,0.2672370672225952,0.26603415608406067,0.14376300573349,0.19872993230819702
arena,0.16874027252197266,0.13122248649597168,0.15020164847373962,0.19574028253555298,0.15311913192272186,0.16692690551280975,0.195415660738945,0.14412212371826172,0.04643971845507622,0.13587144017219543
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.3711656630039215,0.515582263469696,0.25917044281959534,0.4645031690597534,0.3119256794452667,0.18507489562034607,0.4130953550338745
