,in,the,fall,quarter,of,2014,",",how,many,students,signed,up,for,the,university,'s,four,graduate,divisions,?
chicago,0.23921214044094086,0.27360326051712036,0.15033406019210815,0.1222895011305809,0.18391016125679016,0.019938742741942406,0.2679542899131775,0.2247859537601471,0.1944255828857422,0.1723083257675171,0.19906599819660187,0.23031698167324066,0.2320132851600647,0.27360326051712036,0.29005804657936096,-0.0033615175634622574,0.20796282589435577,0.21318599581718445,0.04089387133717537,0.16446958482265472
enrolled,0.27873459458351135,0.20082587003707886,0.1949509084224701,0.19942231476306915,0.23566614091396332,0.009778188541531563,0.2806628942489624,0.1429833322763443,0.18917465209960938,0.5516462326049805,0.2655338644981384,0.14375628530979156,0.15946458280086517,0.20082587003707886,0.43499842286109924,-0.03212462365627289,0.20486323535442352,0.5265935063362122,0.12810419499874115,0.09043214470148087
"5,792",-0.002606318099424243,-0.049813635647296906,0.08489981293678284,0.11200562119483948,0.021076608449220657,0.17589670419692993,0.09291774034500122,-0.047255393117666245,-0.05945954844355583,0.02530328929424286,0.12963320314884186,-0.03796637803316116,-0.05868331715464592,-0.049813635647296906,0.18043678998947144,0.08484791219234467,0.10123678296804428,0.09949515014886856,0.022541463375091553,-0.04828765243291855
students,0.2676171064376831,0.25268980860710144,0.16244542598724365,0.21022437512874603,0.25513339042663574,-0.02035689167678356,0.26501646637916565,0.25370386242866516,0.2713872492313385,1.0,0.18888221681118011,0.2028108537197113,0.2460945099592209,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.22322136163711548,0.6008400321006775,0.16360722482204437,0.18017297983169556
in,1.0,0.6662389636039734,0.22958555817604065,0.2899305522441864,0.5696388483047485,0.13996225595474243,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2676171064376831,0.21830837428569794,0.3120773434638977,0.4322226941585541,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.3085027039051056,0.2576194703578949,0.2698534429073334,0.20430970191955566
the,0.6662389636039734,1.0,0.3639753758907318,0.3659466803073883,0.733189046382904,0.059490643441677094,0.4933079481124878,0.33890387415885925,0.4335206151008606,0.25268980860710144,0.20675969123840332,0.38423117995262146,0.4739971458911896,1.0,0.263973206281662,-0.01540423184633255,0.40344667434692383,0.1983441710472107,0.3125615119934082,0.22068053483963013
college,0.2160365730524063,0.19751401245594025,0.1444142758846283,0.1612643301486969,0.2384195327758789,0.04745687544345856,0.23942269384860992,0.138996884226799,0.20574161410331726,0.4935513734817505,0.18121129274368286,0.1304188072681427,0.22815082967281342,0.19751401245594025,0.6649739742279053,0.012106797657907009,0.19440756738185883,0.5742993950843811,0.18549610674381256,0.11076676845550537
",",0.5201468467712402,0.4933079481124878,0.31587862968444824,0.2742914855480194,0.4946078956127167,0.19350162148475647,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2289608120918274,0.34193792939186096,0.4464869201183319,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.31238991022109985,0.2738925516605377,0.27065619826316833,0.31091248989105225
"3,468",0.13717582821846008,0.17458297312259674,0.028946463018655777,0.13788045942783356,0.23430535197257996,0.0924348533153534,0.06762844324111938,-0.025105871260166168,0.019450854510068893,-0.019433803856372833,0.0726492777466774,0.0224638432264328,0.043089959770441055,0.17458297312259674,0.028293251991271973,0.027916643768548965,0.1169489398598671,-0.08284987509250641,0.07262934744358063,0.008421158418059349
students,0.2676171064376831,0.25268980860710144,0.16244542598724365,0.21022437512874603,0.25513339042663574,-0.02035689167678356,0.26501646637916565,0.25370386242866516,0.2713872492313385,1.0,0.18888221681118011,0.2028108537197113,0.2460945099592209,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.22322136163711548,0.6008400321006775,0.16360722482204437,0.18017297983169556
in,1.0,0.6662389636039734,0.22958555817604065,0.2899305522441864,0.5696388483047485,0.13996225595474243,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2676171064376831,0.21830837428569794,0.3120773434638977,0.4322226941585541,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.3085027039051056,0.2576194703578949,0.2698534429073334,0.20430970191955566
its,0.3793783485889435,0.559237003326416,0.2580398917198181,0.2829935550689697,0.48690423369407654,-0.031798530369997025,0.33157986402511597,0.22449488937854767,0.3319723308086395,0.22939461469650269,0.06212868168950081,0.2559551000595093,0.2992613911628723,0.559237003326416,0.18994906544685364,0.03202139586210251,0.25624504685401917,0.22588536143302917,0.22575373947620392,0.15103481709957123
four,0.3085027039051056,0.40344667434692383,0.14233733713626862,0.31106454133987427,0.36293646693229675,0.07805206626653671,0.31238991022109985,0.1955733299255371,0.4139232039451599,0.22322136163711548,0.22658109664916992,0.30654171109199524,0.27783235907554626,0.40344667434692383,0.22242772579193115,0.030550921335816383,1.0,0.23430879414081573,0.2694883644580841,0.14532537758350372
graduate,0.2576194703578949,0.1983441710472107,0.15693116188049316,0.10142462700605392,0.21445734798908234,0.017748473212122917,0.2738925516605377,0.11977943032979965,0.20528611540794373,0.6008400321006775,0.21362270414829254,0.17696890234947205,0.18703565001487732,0.1983441710472107,0.6244588494300842,-0.0026027115527540445,0.23430879414081573,1.0,0.18499527871608734,0.13230688869953156
divisions,0.2698534429073334,0.3125615119934082,0.12157730013132095,0.2692599594593048,0.3138268291950226,-0.06703507900238037,0.27065619826316833,0.14686065912246704,0.22984808683395386,0.16360722482204437,0.14103561639785767,0.22600950300693512,0.20568406581878662,0.3125615119934082,0.16864295303821564,0.029481666162610054,0.2694883644580841,0.18499527871608734,1.0,0.14903524518013
",",0.5201468467712402,0.4933079481124878,0.31587862968444824,0.2742914855480194,0.4946078956127167,0.19350162148475647,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2289608120918274,0.34193792939186096,0.4464869201183319,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.31238991022109985,0.2738925516605377,0.27065619826316833,0.31091248989105225
"5,984",0.022215738892555237,-0.019528089091181755,0.013876967132091522,0.11417669802904129,-0.008862842805683613,-0.019007287919521332,0.0315743163228035,-0.16684490442276,-0.08926808834075928,-0.08224533498287201,0.09160038828849792,-0.059794917702674866,-0.0890374705195427,-0.019528089091181755,0.12689056992530823,0.02459866739809513,-0.019446397200226784,-0.038266245275735855,0.039141781628131866,-0.06316456943750381
students,0.2676171064376831,0.25268980860710144,0.16244542598724365,0.21022437512874603,0.25513339042663574,-0.02035689167678356,0.26501646637916565,0.25370386242866516,0.2713872492313385,1.0,0.18888221681118011,0.2028108537197113,0.2460945099592209,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.22322136163711548,0.6008400321006775,0.16360722482204437,0.18017297983169556
in,1.0,0.6662389636039734,0.22958555817604065,0.2899305522441864,0.5696388483047485,0.13996225595474243,0.5201468467712402,0.2601168751716614,0.41474202275276184,0.2676171064376831,0.21830837428569794,0.3120773434638977,0.4322226941585541,0.6662389636039734,0.3201795518398285,-0.037580832839012146,0.3085027039051056,0.2576194703578949,0.2698534429073334,0.20430970191955566
its,0.3793783485889435,0.559237003326416,0.2580398917198181,0.2829935550689697,0.48690423369407654,-0.031798530369997025,0.33157986402511597,0.22449488937854767,0.3319723308086395,0.22939461469650269,0.06212868168950081,0.2559551000595093,0.2992613911628723,0.559237003326416,0.18994906544685364,0.03202139586210251,0.25624504685401917,0.22588536143302917,0.22575373947620392,0.15103481709957123
professional,0.20803587138652802,0.1869824379682541,0.09092212468385696,0.11243007332086563,0.21265500783920288,0.11258756369352341,0.2938345670700073,0.11280559748411179,0.18333730101585388,0.2354176640510559,0.275697261095047,0.20478762686252594,0.2828660011291504,0.1869824379682541,0.3255961239337921,0.0021761637181043625,0.17465625703334808,0.3444402515888214,0.14253345131874084,0.13074518740177155
schools,0.2632134258747101,0.22905772924423218,0.11483146250247955,0.18998757004737854,0.265506386756897,-0.07876225560903549,0.2760516405105591,0.12874440848827362,0.3108086585998535,0.6169943809509277,0.15969786047935486,0.19359968602657318,0.2320515662431717,0.22905772924423218,0.4070035517215729,0.003616944421082735,0.22219513356685638,0.47882288694381714,0.26256006956100464,0.18349280953407288
",",0.5201468467712402,0.4933079481124878,0.31587862968444824,0.2742914855480194,0.4946078956127167,0.19350162148475647,1.0000001192092896,0.22659391164779663,0.40610817074775696,0.26501646637916565,0.2289608120918274,0.34193792939186096,0.4464869201183319,0.4933079481124878,0.3017033040523529,-0.0016132977325469255,0.31238991022109985,0.2738925516605377,0.27065619826316833,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.25737735629081726,0.24505728483200073,0.5116966962814331,0.14333748817443848,0.6633074283599854,0.33647966384887695,0.5296266674995422,0.28111961483955383,0.19545502960681915,0.4032393991947174,0.5064792633056641,0.5171257257461548,0.2665814459323883,0.06895173341035843,0.34700489044189453,0.27139508724212646,0.27955541014671326,0.20544172823429108
"15,244",-0.1525350660085678,-0.1023571714758873,0.016928285360336304,-0.056677110493183136,-0.1253204345703125,-0.2481055110692978,-0.18149305880069733,0.1290997415781021,0.04432463273406029,-0.08746890723705292,-0.1072288528084755,-0.03456687554717064,0.0046462262980639935,-0.1023571714758873,-0.22645139694213867,-0.02425737865269184,-0.1053725853562355,-0.18276724219322205,-0.17973105609416962,-0.012770477682352066
students,0.2676171064376831,0.25268980860710144,0.16244542598724365,0.21022437512874603,0.25513339042663574,-0.02035689167678356,0.26501646637916565,0.25370386242866516,0.2713872492313385,1.0,0.18888221681118011,0.2028108537197113,0.2460945099592209,0.25268980860710144,0.4958297908306122,0.03619067743420601,0.22322136163711548,0.6008400321006775,0.16360722482204437,0.18017297983169556
overall,0.26280614733695984,0.31739529967308044,0.06844272464513779,0.22357890009880066,0.2889781594276428,0.06876279413700104,0.2888959050178528,0.25038012862205505,0.22261527180671692,0.1951427310705185,0.15428203344345093,0.22581496834754944,0.2701855003833771,0.31739529967308044,0.13069172203540802,0.036848027259111404,0.1876746565103531,0.16919372975826263,0.254178524017334,0.18573027849197388
.,0.5591574311256409,0.5934505462646484,0.2718521058559418,0.29042351245880127,0.5352458953857422,0.14509223401546478,0.6812511086463928,0.3287222981452942,0.3974229395389557,0.2607303857803345,0.2168726921081543,0.351434588432312,0.4726039469242096,0.5934505462646484,0.290679007768631,-0.003708066651597619,0.3278861939907074,0.22357110679149628,0.3021276295185089,0.4130953550338745
