,what,production,company,pitched,the,untouchables,to,cbs,in,1958,?
after,0.21973377466201782,0.11019621044397354,0.21655593812465668,0.18014441430568695,0.4565047025680542,0.14061231911182404,0.37890323996543884,0.17707926034927368,0.44050168991088867,-0.02388351783156395,0.16608688235282898
that,0.6297725439071655,0.2620202302932739,0.22723333537578583,0.244407519698143,0.5473989248275757,0.2386602759361267,0.5436353087425232,0.19930922985076904,0.435920387506485,0.12934879958629608,0.32716336846351624
network,0.16917307674884796,0.2118968814611435,0.28571397066116333,0.1517755389213562,0.27187061309814453,0.23995985090732574,0.25940340757369995,0.4702880382537842,0.19496823847293854,-0.010311247780919075,0.17853789031505585
rejected,0.2521476447582245,0.08596393465995789,0.11839667707681656,0.13108573853969574,0.2610994279384613,0.1491030752658844,0.24757765233516693,0.15133659541606903,0.2188936322927475,-0.10070478171110153,0.20434792339801788
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.21073074638843536,1.0,0.25308316946029663,0.535392165184021,0.2283918708562851,0.6662389636039734,0.1250157356262207,0.22068053483963013
show,0.29653704166412354,0.2746350169181824,0.1808433085680008,0.20195747911930084,0.319829523563385,0.31361088156700134,0.29833272099494934,0.4361982047557831,0.27595704793930054,0.06507647782564163,0.2520138621330261
because,0.46729007363319397,0.20422862470149994,0.18810705840587616,0.26214486360549927,0.44596394896507263,0.2028655707836151,0.5166091918945312,0.15500275790691376,0.37423941493034363,0.12400909513235092,0.2528740465641022
of,0.33290785551071167,0.1928233802318573,0.20467796921730042,0.15402065217494965,0.733189046382904,0.22008490562438965,0.41548454761505127,0.16151919960975647,0.5696388483047485,0.11629214137792587,0.1826142966747284
its,0.30393704771995544,0.2860186994075775,0.258992999792099,0.12908340990543365,0.559237003326416,0.17017759382724762,0.3691340684890747,0.18914800882339478,0.3793783485889435,0.14790503680706024,0.15103481709957123
use,0.3453877568244934,0.26337459683418274,0.25678253173828125,0.158200204372406,0.34342584013938904,0.20350663363933563,0.47261837124824524,0.12657983601093292,0.2715643048286438,0.21126136183738708,0.32795652747154236
of,0.33290785551071167,0.1928233802318573,0.20467796921730042,0.15402065217494965,0.733189046382904,0.22008490562438965,0.41548454761505127,0.16151919960975647,0.5696388483047485,0.11629214137792587,0.1826142966747284
violence,0.24788525700569153,0.20684586465358734,0.1308690309524536,0.12278639525175095,0.25465771555900574,0.25181838870048523,0.20034150779247284,0.10880520194768906,0.2653872072696686,0.0369400680065155,0.20634515583515167
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.1855812668800354,0.4933079481124878,0.3070976436138153,0.44245919585227966,0.18569420278072357,0.5201468467712402,0.04944115877151489,0.31091248989105225
desilu,0.24402375519275665,0.28548556566238403,0.20513959228992462,0.21538543701171875,0.37300193309783936,0.2707822322845459,0.3143674433231354,0.20101940631866455,0.28848710656166077,0.13624030351638794,0.13460122048854828
then,0.4072686731815338,0.1929951161146164,0.2553917467594147,0.1880713701248169,0.4297412931919098,0.1713336706161499,0.5203860402107239,0.2075256109237671,0.36253848671913147,0.08120614290237427,0.2884598970413208
presented,0.23381416499614716,0.2454264611005783,0.16165770590305328,0.16223645210266113,0.3251480758190155,0.24114029109477997,0.24592746794223785,0.30937063694000244,0.3047972023487091,-0.019187839701771736,0.17025142908096313
it,0.45803478360176086,0.27170199155807495,0.3082790970802307,0.2164740115404129,0.6251175999641418,0.19902099668979645,0.513711154460907,0.1871480643749237,0.5130809545516968,0.12710356712341309,0.25732165575027466
to,0.455847829580307,0.2144220918416977,0.24903783202171326,0.1641995757818222,0.535392165184021,0.15470634400844574,1.0,0.16981691122055054,0.45010748505592346,0.047594811767339706,0.29463258385658264
abc,0.1317344456911087,0.23261262476444244,0.16210390627384186,0.22785446047782898,0.2068762183189392,0.2923748791217804,0.1762417107820511,0.636570394039154,0.1697147786617279,-0.041616421192884445,0.19065172970294952
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.1855812668800354,0.4933079481124878,0.3070976436138153,0.44245919585227966,0.18569420278072357,0.5201468467712402,0.04944115877151489,0.31091248989105225
which,0.5261979103088379,0.3583662211894989,0.25990763306617737,0.26937979459762573,0.6521818041801453,0.2732345759868622,0.5345056653022766,0.18413257598876953,0.4840516746044159,0.20424239337444305,0.25814583897590637
agreed,0.3416297733783722,0.12681302428245544,0.2155354917049408,0.08996954560279846,0.24722334742546082,0.15692903101444244,0.35596710443496704,0.20124807953834534,0.18135444819927216,-0.06314466148614883,0.21258382499217987
to,0.455847829580307,0.2144220918416977,0.24903783202171326,0.1641995757818222,0.535392165184021,0.15470634400844574,1.0,0.16981691122055054,0.45010748505592346,0.047594811767339706,0.29463258385658264
pick,0.2698541283607483,0.08161386847496033,0.17668884992599487,0.3030368983745575,0.23948721587657928,0.21449540555477142,0.2938639521598816,0.15423347055912018,0.17113345861434937,0.13322627544403076,0.1843358427286148
up,0.28591108322143555,0.14883068203926086,0.19307924807071686,0.22911950945854187,0.38423117995262146,0.1811971366405487,0.40375280380249023,0.18801671266555786,0.3120773434638977,0.07534521818161011,0.1819818764925003
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.21073074638843536,1.0,0.25308316946029663,0.535392165184021,0.2283918708562851,0.6662389636039734,0.1250157356262207,0.22068053483963013
show,0.29653704166412354,0.2746350169181824,0.1808433085680008,0.20195747911930084,0.319829523563385,0.31361088156700134,0.29833272099494934,0.4361982047557831,0.27595704793930054,0.06507647782564163,0.2520138621330261
",",0.3087472915649414,0.24176549911499023,0.2697763442993164,0.1855812668800354,0.4933079481124878,0.3070976436138153,0.44245919585227966,0.18569420278072357,0.5201468467712402,0.04944115877151489,0.31091248989105225
and,0.31309178471565247,0.25569969415664673,0.23788511753082275,0.18045572936534882,0.5171257257461548,0.30836793780326843,0.48971283435821533,0.2054297775030136,0.4954058527946472,0.08034233748912811,0.20544172823429108
debuted,0.08543460816144943,0.17349255084991455,0.24551475048065186,0.25395891070365906,0.28418588638305664,0.1794588714838028,0.17721480131149292,0.28151053190231323,0.25110283493995667,0.020320992916822433,0.12089905142784119
the,0.42745697498321533,0.2657334506511688,0.26591673493385315,0.21073074638843536,1.0,0.25308316946029663,0.535392165184021,0.2283918708562851,0.6662389636039734,0.1250157356262207,0.22068053483963013
untouchables,0.21505165100097656,0.2528550922870636,0.22627951204776764,0.18481561541557312,0.25308316946029663,1.0,0.15470634400844574,0.30645468831062317,0.18062914907932281,0.04475848004221916,0.1972702145576477
in,0.30808621644973755,0.22079120576381683,0.22141718864440918,0.18796613812446594,0.6662389636039734,0.18062914907932281,0.45010748505592346,0.17584392428398132,1.0,0.03953266516327858,0.20430970191955566
april,0.21502700448036194,0.1163337379693985,0.20497600734233856,0.07740701735019684,0.23232673108577728,0.15356531739234924,0.20614087581634521,0.18419834971427917,0.2882915735244751,-0.15115588903427124,0.25704094767570496
1959,-0.04905922710895538,0.03196442127227783,0.010075422003865242,0.07474133372306824,0.06652198731899261,0.0169089175760746,0.0955510213971138,-0.10995949059724808,0.09894876182079315,0.05997242406010628,0.07245876640081406
.,0.3567904531955719,0.22297915816307068,0.266353577375412,0.2132670283317566,0.5934505462646484,0.24341298639774323,0.4645031690597534,0.2350580096244812,0.5591574311256409,0.12896610796451569,0.4130953550338745
