,what,``,dynamic,theory,'',did,tesla,say,he,finished,in,1937,?
letter,0.18726862967014313,0.2225748598575592,0.0973903015255928,0.14549988508224487,-0.06489382684230804,0.182692289352417,0.1376257985830307,0.20948490500450134,0.17905640602111816,0.1930832415819168,0.184263214468956,-0.0827665627002716,0.14808706939220428
to,0.455847829580307,0.06720756739377975,0.21834802627563477,0.21947365999221802,-0.009905828163027763,0.4452643394470215,0.17548894882202148,0.38071900606155396,0.385390967130661,0.24378257989883423,0.45010748505592346,0.03751426562666893,0.29463258385658264
have,0.39808809757232666,0.1022237241268158,0.2677883505821228,0.25909456610679626,0.0312618687748909,0.3783526122570038,0.12181562930345535,0.517315149307251,0.3020331561565399,0.17094801366329193,0.36843645572662354,0.06963592022657394,0.32991164922714233
completed,0.19063329696655273,-0.08224011957645416,0.1118568703532219,0.1491597294807434,0.0328199528157711,0.2574852406978607,0.15516161918640137,0.10182599723339081,0.26059961318969727,0.6142787337303162,0.2960484027862549,0.041568171232938766,0.08272653818130493
a,0.3320399522781372,0.07272057235240936,0.24894335865974426,0.2233850657939911,0.04890415817499161,0.2552328109741211,0.2211925983428955,0.3464781641960144,0.4393508732318878,0.2583567202091217,0.539380669593811,0.037467315793037415,0.23916715383529663
``,0.008517155423760414,1.0,0.0907236784696579,0.026165060698986053,-0.09173435717821121,-0.029888948425650597,0.04274534806609154,0.062410302460193634,0.05585138872265816,-0.02322070114314556,0.04765888676047325,-0.0321669727563858,0.0685480609536171
dynamic,0.23062948882579803,0.0907236784696579,1.0,0.32320350408554077,0.022978540509939194,0.09248243272304535,0.20170842111110687,0.20850658416748047,0.08971641957759857,0.05723646283149719,0.12119796127080917,0.12141358107328415,0.32116639614105225
theory,0.297923743724823,0.026165060698986053,0.32320350408554077,0.9999999403953552,0.07203595340251923,0.20347590744495392,0.25004854798316956,0.23238320648670197,0.20341786742210388,0.047129418700933456,0.16955126821994781,0.01845279522240162,0.1387292891740799
of,0.33290785551071167,0.06780257821083069,0.24278119206428528,0.23506702482700348,0.13035868108272552,0.2513895630836487,0.18837453424930573,0.30290520191192627,0.38706058263778687,0.19935797154903412,0.5696388483047485,0.10678981989622116,0.1826142966747284
gravity,0.259439080953598,0.00021787894365843385,0.2754932641983032,0.4349239766597748,-0.009433098137378693,0.16321109235286713,0.2892897129058838,0.23767223954200745,0.1370035856962204,0.10689684748649597,0.17083178460597992,0.13160453736782074,0.18354056775569916
'',0.08143015950918198,-0.09173435717821121,0.022978540509939194,0.07203595340251923,1.0,0.01978493109345436,0.048713020980358124,0.09060607105493546,0.039060186594724655,-0.009447706863284111,0.07432962208986282,0.012425635941326618,0.018684765323996544
that,0.6297725439071655,0.05285148695111275,0.31029394268989563,0.36183905601501465,0.007880004122853279,0.47518548369407654,0.22102725505828857,0.5852095484733582,0.36068853735923767,0.2472594976425171,0.435920387506485,0.08495324850082397,0.32716336846351624
``,0.008517155423760414,1.0,0.0907236784696579,0.026165060698986053,-0.09173435717821121,-0.029888948425650597,0.04274534806609154,0.062410302460193634,0.05585138872265816,-0.02322070114314556,0.04765888676047325,-0.0321669727563858,0.0685480609536171
[,0.010752761736512184,-0.24140146374702454,0.16683410108089447,0.03749162331223488,-0.0388912558555603,0.030549485236406326,0.1408626139163971,-8.978986443253234e-05,0.040479861199855804,0.07729475200176239,0.12324675917625427,0.10888171195983887,0.011015460826456547
would,0.45766422152519226,0.08063928782939911,0.2553042769432068,0.2241445630788803,0.02574172429740429,0.6268245577812195,0.14290116727352142,0.46688976883888245,0.27278512716293335,0.2834041714668274,0.30461156368255615,0.040583714842796326,0.37178951501846313
],-0.03775298595428467,-0.003901625284925103,-0.012179000303149223,0.010827756486833096,0.09248820692300797,0.024806415662169456,0.05621577054262161,0.022266853600740433,-0.0857197567820549,-0.05544831603765488,-0.1088862195611,0.04242860525846481,-0.0022520492784678936
put,0.3330543637275696,-0.0100547531619668,0.16310474276542664,0.17763741314411163,0.07894747704267502,0.32128840684890747,0.1382041871547699,0.3834497630596161,0.21457596123218536,0.2970210313796997,0.26728662848472595,-0.03956333547830582,0.2993032932281494
an,0.2821882665157318,0.03770720958709717,0.242200568318367,0.15698443353176117,0.09471100568771362,0.22598257660865784,0.13714656233787537,0.2514885663986206,0.281929612159729,0.1263723075389862,0.2605783939361572,0.035513054579496384,0.19793890416622162
end,0.29234179854393005,0.09823527187108994,0.10872095823287964,0.11280875653028488,-0.02458004280924797,0.18808481097221375,0.05453544855117798,0.25605717301368713,0.25187915563583374,0.28093042969703674,0.28539085388183594,0.014299172908067703,0.12543344497680664
to,0.455847829580307,0.06720756739377975,0.21834802627563477,0.21947365999221802,-0.009905828163027763,0.4452643394470215,0.17548894882202148,0.38071900606155396,0.385390967130661,0.24378257989883423,0.45010748505592346,0.03751426562666893,0.29463258385658264
idle,0.2453974187374115,-0.03267640247941017,0.18641877174377441,0.1465083509683609,0.09365946799516678,0.15782558917999268,0.19347144663333893,0.17339834570884705,0.21645589172840118,0.1811002790927887,0.19361843168735504,-0.09307035803794861,0.15573453903198242
speculations,0.29824212193489075,-0.0002699761535041034,0.3095218539237976,0.3805646002292633,0.10759526491165161,0.32685136795043945,0.13594147562980652,0.3313584625720978,0.19610489904880524,0.09458497166633606,0.24077050387859344,0.05273834988474846,0.25307953357696533
and,0.31309178471565247,0.036644238978624344,0.240245059132576,0.1765792816877365,0.021612688899040222,0.34479495882987976,0.19560420513153076,0.3314565122127533,0.45427167415618896,0.22604867815971375,0.4954058527946472,-0.04043380543589592,0.20544172823429108
false,0.29977917671203613,0.13322186470031738,0.17445209622383118,0.22806505858898163,-0.022944021970033646,0.18280620872974396,0.1444968730211258,0.2945481538772583,0.1298595666885376,0.04819351062178612,0.09643620252609253,-0.05012527108192444,0.2877490520477295
conceptions,0.27815672755241394,0.03538193926215172,0.329303115606308,0.41251248121261597,0.08005290478467941,0.24025888741016388,0.1708623170852661,0.2977614104747772,0.1639738529920578,0.1404675990343094,0.2673695683479309,-0.009555074386298656,0.15790770947933197
",",0.3087472915649414,0.09681109338998795,0.22193434834480286,0.18095813691616058,-0.037358131259679794,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.40251094102859497,0.2894314229488373,0.5201468467712402,-0.03417341411113739,0.31091248989105225
as,0.31749409437179565,0.03910288214683533,0.23653405904769897,0.18675357103347778,0.006628023460507393,0.3596470057964325,0.10285310447216034,0.3316376805305481,0.33787044882774353,0.17683134973049164,0.3887844979763031,-0.08163673430681229,0.27043893933296204
that,0.6297725439071655,0.05285148695111275,0.31029394268989563,0.36183905601501465,0.007880004122853279,0.47518548369407654,0.22102725505828857,0.5852095484733582,0.36068853735923767,0.2472594976425171,0.435920387506485,0.08495324850082397,0.32716336846351624
of,0.33290785551071167,0.06780257821083069,0.24278119206428528,0.23506702482700348,0.13035868108272552,0.2513895630836487,0.18837453424930573,0.30290520191192627,0.38706058263778687,0.19935797154903412,0.5696388483047485,0.10678981989622116,0.1826142966747284
curved,0.18630921840667725,0.13953277468681335,0.20918455719947815,0.15917904675006866,0.05910089239478111,0.22777360677719116,0.17041198909282684,0.2371133416891098,0.14524227380752563,0.16210398077964783,0.19889767467975616,0.03370742127299309,0.12876681983470917
space,0.20525942742824554,0.004888324998319149,0.21993432939052582,0.19928504526615143,-0.03227292746305466,0.1488010138273239,0.19314052164554596,0.15801946818828583,0.1412113457918167,0.15206827223300934,0.17648501694202423,0.053866706788539886,0.1885536164045334
.,0.3567904531955719,0.05720457062125206,0.20898301899433136,0.18047811090946198,-0.07181349396705627,0.35288307070732117,0.17949827015399933,0.33481550216674805,0.38061028718948364,0.26350095868110657,0.5591574311256409,0.01790989190340042,0.4130953550338745
'',0.08143015950918198,-0.09173435717821121,0.022978540509939194,0.07203595340251923,1.0,0.01978493109345436,0.048713020980358124,0.09060607105493546,0.039060186594724655,-0.009447706863284111,0.07432962208986282,0.012425635941326618,0.018684765323996544
