,what,happened,to,the,apollo,program,in,for,the,rest,of,1970,after,the,incident,regarding,apollo,13,?
while,0.35511791706085205,0.2553730010986328,0.43899232149124146,0.39804592728614807,0.2109583169221878,0.20027929544448853,0.3399278521537781,0.4232339859008789,0.39804592728614807,0.4243147373199463,0.3366928696632385,-0.03843366727232933,0.42262914776802063,0.39804592728614807,0.22942720353603363,0.3277289569377899,0.2109583169221878,0.04925372079014778,0.21076419949531555
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,0.22986935079097748,0.6662389636039734,0.4739971458911896,1.0,0.41330549120903015,0.733189046382904,0.013761552982032299,0.4565047025680542,1.0,0.248931884765625,0.29280903935432434,0.2169172167778015,-0.007407139986753464,0.22068053483963013
oxygen,0.16781960427761078,0.16443291306495667,0.24193501472473145,0.20428593456745148,0.21209172904491425,0.19103428721427917,0.1672476977109909,0.22718772292137146,0.20428593456745148,0.251313179731369,0.16848602890968323,0.0513409860432148,0.16113509237766266,0.20428593456745148,0.14093147218227386,0.10705992579460144,0.21209172904491425,0.050978705286979675,0.16786395013332367
tank,0.125138059258461,0.19062058627605438,0.18151092529296875,0.28027960658073425,0.188320130109787,0.2105315923690796,0.21360428631305695,0.2143588364124298,0.28027960658073425,0.19236357510089874,0.2132720649242401,-0.017620813101530075,0.21655653417110443,0.28027960658073425,0.14376026391983032,0.12772706151008606,0.188320130109787,0.04462570697069168,0.09334904700517654
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.45514053106307983,0.3863949179649353,0.48711544275283813,0.22034120559692383,0.4069072902202606,0.08790356665849686,0.49306565523147583,0.48711544275283813,0.2793358564376831,0.19990648329257965,0.2306441366672516,0.020193999633193016,0.18412111699581146
redesigned,0.20439890027046204,0.17229321599006653,0.28666165471076965,0.2598510682582855,0.21757283806800842,0.21464291214942932,0.1676761955022812,0.1990790069103241,0.2598510682582855,0.15407301485538483,0.16462190449237823,0.01736421138048172,0.15806885063648224,0.2598510682582855,0.18263307213783264,0.19348393380641937,0.21757283806800842,-0.04736927151679993,0.18504595756530762
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.15251155197620392,0.24895258247852325,0.4954058527946472,0.5064792633056641,0.5171257257461548,0.34185317158699036,0.5116966962814331,0.04113146290183067,0.3765919506549835,0.5171257257461548,0.19273918867111206,0.3182925879955292,0.15251155197620392,0.05119633674621582,0.20544172823429108
an,0.2821882665157318,0.22750021517276764,0.3138085603713989,0.4207492768764496,0.1602039784193039,0.2383636236190796,0.2605783939361572,0.3236706852912903,0.4207492768764496,0.16733460128307343,0.32280945777893066,-0.04249673709273338,0.20180045068264008,0.4207492768764496,0.26769891381263733,0.21326488256454468,0.1602039784193039,0.017115678638219833,0.19793890416622162
extra,0.1589265614748001,0.06568963825702667,0.23972739279270172,0.20500101149082184,0.14097139239311218,0.10845495015382767,0.17453980445861816,0.2692755162715912,0.20500101149082184,0.27269214391708374,0.17564688622951508,-0.06383156031370163,0.12429206073284149,0.20500101149082184,0.11954447627067566,0.14496923983097076,0.14097139239311218,-0.09757157415151596,0.11175043880939484
one,0.376489520072937,0.3058505058288574,0.4025384783744812,0.5514441132545471,0.1690824031829834,0.20825394988059998,0.4129433035850525,0.384836345911026,0.5514441132545471,0.3479134738445282,0.4999135136604309,-0.025959469377994537,0.3593756854534149,0.5514441132545471,0.2673730254173279,0.2738691568374634,0.1690824031829834,0.03724568709731102,0.2673267424106598
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.45514053106307983,0.3863949179649353,0.48711544275283813,0.22034120559692383,0.4069072902202606,0.08790356665849686,0.49306565523147583,0.48711544275283813,0.2793358564376831,0.19990648329257965,0.2306441366672516,0.020193999633193016,0.18412111699581146
added,0.23789235949516296,0.2007663995027542,0.29473474621772766,0.3207796514034271,0.12932823598384857,0.1580640971660614,0.26384392380714417,0.28443121910095215,0.3207796514034271,0.18537616729736328,0.2879071831703186,-0.03342527151107788,0.20902018249034882,0.3207796514034271,0.1321585774421692,0.2274658977985382,0.12932823598384857,-0.07782139629125595,0.2865637540817261
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.22384987771511078,0.18964338302612305,0.5591574311256409,0.4726039469242096,0.5934505462646484,0.36049437522888184,0.5352458953857422,0.06315258145332336,0.35870397090911865,0.5934505462646484,0.20123827457427979,0.27343305945396423,0.22384987771511078,0.041442494839429855,0.4130953550338745
,what,happened,to,the,apollo,program,in,for,the,rest,of,1970,after,the,incident,regarding,apollo,13,?
another,0.4190070629119873,0.31559470295906067,0.48769932985305786,0.5019711852073669,0.24549752473831177,0.2422345131635666,0.3397690951824188,0.36770403385162354,0.5019711852073669,0.34739023447036743,0.38147079944610596,-0.056524112820625305,0.3540703058242798,0.5019711852073669,0.2885240614414215,0.2823221683502197,0.24549752473831177,0.011964811012148857,0.295511931180954
nasa,0.21178755164146423,0.12121786177158356,0.21193136274814606,0.19786997139453888,0.4747956395149231,0.3442091643810272,0.15705716609954834,0.17481353878974915,0.19786997139453888,0.13204920291900635,0.17935146391391754,0.05140797048807144,0.1796136051416397,0.19786997139453888,0.09355037659406662,0.1457844078540802,0.4747956395149231,0.06658980250358582,0.1809994876384735
review,0.27832862734794617,0.24830615520477295,0.22984053194522858,0.245576411485672,0.17405225336551666,0.18825377523899078,0.1851312667131424,0.25302138924598694,0.245576411485672,0.21655865013599396,0.18473945558071136,0.05837147682905197,0.14792931079864502,0.245576411485672,0.16768108308315277,0.310630202293396,0.17405225336551666,-0.021845782175660133,0.27187594771385193
board,0.15681391954421997,0.175248384475708,0.20624859631061554,0.2871673107147217,0.20762448012828827,0.20256367325782776,0.19342480599880219,0.207724466919899,0.2871673107147217,0.19580717384815216,0.23488809168338776,0.03636367246508598,0.19162490963935852,0.2871673107147217,0.1816251426935196,0.15255525708198547,0.20762448012828827,0.012674778699874878,0.1261475533246994
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.45514053106307983,0.3863949179649353,0.48711544275283813,0.22034120559692383,0.4069072902202606,0.08790356665849686,0.49306565523147583,0.48711544275283813,0.2793358564376831,0.19990648329257965,0.2306441366672516,0.020193999633193016,0.18412111699581146
convened,0.1498289853334427,0.19288207590579987,0.316614031791687,0.2804921269416809,0.10722585022449493,0.1343473345041275,0.20696963369846344,0.24501663446426392,0.2804921269416809,0.15933813154697418,0.2911754250526428,0.0020837390329688787,0.20172463357448578,0.2804921269416809,0.114982008934021,0.2746443748474121,0.10722585022449493,0.0023267969954758883,0.12000016868114471
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.23681028187274933,0.45010748505592346,0.4451248347759247,0.535392165184021,0.367563933134079,0.41548454761505127,-0.011698837392032146,0.37890323996543884,0.535392165184021,0.19945190846920013,0.29117533564567566,0.23190522193908691,0.05182816833257675,0.29463258385658264
determine,0.39403316378593445,0.21660879254341125,0.4076496958732605,0.40889066457748413,0.1378679722547531,0.22066865861415863,0.28156906366348267,0.3571944534778595,0.40889066457748413,0.1819901317358017,0.3512130081653595,-0.08193906396627426,0.2292868047952652,0.40889066457748413,0.15066546201705933,0.40921542048454285,0.1378679722547531,-0.007278384640812874,0.2943372130393982
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,0.22986935079097748,0.6662389636039734,0.4739971458911896,1.0,0.41330549120903015,0.733189046382904,0.013761552982032299,0.4565047025680542,1.0,0.248931884765625,0.29280903935432434,0.2169172167778015,-0.007407139986753464,0.22068053483963013
cause,0.24883218109607697,0.3578392565250397,0.3172815442085266,0.2551237642765045,0.130637526512146,0.16755983233451843,0.24822883307933807,0.255321204662323,0.2551237642765045,0.19361452758312225,0.25979894399642944,-0.04157699644565582,0.30757012963294983,0.2551237642765045,0.24675105512142181,0.28639137744903564,0.130637526512146,0.006094320677220821,0.240532785654068
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.19808128476142883,0.17760658264160156,0.5201468467712402,0.4464869201183319,0.4933079481124878,0.3065745532512665,0.4946078956127167,0.10338303446769714,0.38860568404197693,0.4933079481124878,0.2505533993244171,0.2758248746395111,0.19808128476142883,0.028695285320281982,0.31091248989105225
which,0.5261979103088379,0.30552831292152405,0.5345056653022766,0.6521818041801453,0.19047300517559052,0.3116832673549652,0.4840516746044159,0.44095608592033386,0.6521818041801453,0.346658319234848,0.5011631846427917,-0.04974441975355148,0.3217443823814392,0.6521818041801453,0.27831578254699707,0.30791863799095154,0.19047300517559052,0.020414112135767937,0.25814583897590637
turned,0.22427117824554443,0.27112874388694763,0.33177903294563293,0.3414173722267151,0.17591072618961334,0.11986083537340164,0.2571444809436798,0.24899277091026306,0.3414173722267151,0.1410142034292221,0.27018553018569946,0.029579607769846916,0.325947642326355,0.3414173722267151,0.1767559051513672,0.13341553509235382,0.17591072618961334,0.00549487816169858,0.130948007106781
out,0.3633197546005249,0.3009033799171448,0.42386990785598755,0.39404502511024475,0.2091762274503708,0.21080777049064636,0.3576207756996155,0.3312093913555145,0.39404502511024475,0.3068542182445526,0.34176841378211975,0.029408495873212814,0.33628228306770325,0.39404502511024475,0.2198164016008377,0.26265010237693787,0.2091762274503708,-0.002092634327709675,0.22020699083805084
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.23681028187274933,0.45010748505592346,0.4451248347759247,0.535392165184021,0.367563933134079,0.41548454761505127,-0.011698837392032146,0.37890323996543884,0.535392165184021,0.19945190846920013,0.29117533564567566,0.23190522193908691,0.05182816833257675,0.29463258385658264
be,0.3929833769798279,0.259830504655838,0.4972836375236511,0.4248143136501312,0.1851431280374527,0.23601801693439484,0.3481820821762085,0.3801851272583008,0.4248143136501312,0.2804461717605591,0.33904364705085754,-0.025176266208291054,0.32360681891441345,0.4248143136501312,0.19421468675136566,0.31820258498191833,0.1851431280374527,-0.0535518079996109,0.3324260413646698
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.19996169209480286,0.2779408395290375,0.539380669593811,0.44038116931915283,0.5829201340675354,0.2692912518978119,0.5052502155303955,-0.04693519324064255,0.3831600844860077,0.5829201340675354,0.22516049444675446,0.22400012612342834,0.19996169209480286,0.01653565652668476,0.23916715383529663
combination,0.2204057276248932,0.12213297933340073,0.2600461542606354,0.2879151701927185,0.0870831161737442,0.2377767115831375,0.2628061771392822,0.3173399567604065,0.2879151701927185,0.16395150125026703,0.2990131080150604,0.08098266273736954,0.2274232655763626,0.2879151701927185,0.2620013952255249,0.19004759192466736,0.0870831161737442,-0.08469191938638687,0.1620941311120987
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.733189046382904,0.1786269098520279,0.17376001179218292,0.5696388483047485,0.4185989499092102,0.733189046382904,0.33621829748153687,1.0,0.12830553948879242,0.3867455720901489,0.733189046382904,0.1904071718454361,0.2715161442756653,0.1786269098520279,0.019282439723610878,0.1826142966747284
damage,0.2590121924877167,0.334764689207077,0.23714354634284973,0.2545957863330841,0.11139687150716782,0.11440357565879822,0.21804088354110718,0.19436876475811005,0.2545957863330841,0.22697126865386963,0.23761005699634552,0.026927057653665543,0.220967635512352,0.2545957863330841,0.30993762612342834,0.18357835710048676,0.11139687150716782,-0.011067812331020832,0.2121051400899887
of,0.33290785551071167,0.30501094460487366,0.41548454761505127,0.733189046382904,0.1786269098520279,0.17376001179218292,0.5696388483047485,0.4185989499092102,0.733189046382904,0.33621829748153687,1.0,0.12830553948879242,0.3867455720901489,0.733189046382904,0.1904071718454361,0.2715161442756653,0.1786269098520279,0.019282439723610878,0.1826142966747284
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,0.22986935079097748,0.6662389636039734,0.4739971458911896,1.0,0.41330549120903015,0.733189046382904,0.013761552982032299,0.4565047025680542,1.0,0.248931884765625,0.29280903935432434,0.2169172167778015,-0.007407139986753464,0.22068053483963013
tank,0.125138059258461,0.19062058627605438,0.18151092529296875,0.28027960658073425,0.188320130109787,0.2105315923690796,0.21360428631305695,0.2143588364124298,0.28027960658073425,0.19236357510089874,0.2132720649242401,-0.017620813101530075,0.21655653417110443,0.28027960658073425,0.14376026391983032,0.12772706151008606,0.188320130109787,0.04462570697069168,0.09334904700517654
in,0.30808621644973755,0.3302023410797119,0.45010748505592346,0.6662389636039734,0.1461767554283142,0.1994907110929489,1.0,0.4322226941585541,0.6662389636039734,0.3255048990249634,0.5696388483047485,0.052265819162130356,0.44050168991088867,0.6662389636039734,0.19648437201976776,0.2634240984916687,0.1461767554283142,0.02730540931224823,0.20430970191955566
the,0.42745697498321533,0.3589572608470917,0.535392165184021,1.0,0.2169172167778015,0.22986935079097748,0.6662389636039734,0.4739971458911896,1.0,0.41330549120903015,0.733189046382904,0.013761552982032299,0.4565047025680542,1.0,0.248931884765625,0.29280903935432434,0.2169172167778015,-0.007407139986753464,0.22068053483963013
factory,0.13602052628993988,0.24651241302490234,0.18206502497196198,0.2101404368877411,0.11504701524972916,0.12349876761436462,0.2757321298122406,0.23027607798576355,0.2101404368877411,0.16871365904808044,0.1801474392414093,0.0431269109249115,0.2781648337841034,0.2101404368877411,0.21947142481803894,0.09653246402740479,0.11504701524972916,0.08767695724964142,0.13535508513450623
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.4933079481124878,0.19808128476142883,0.17760658264160156,0.5201468467712402,0.4464869201183319,0.4933079481124878,0.3065745532512665,0.4946078956127167,0.10338303446769714,0.38860568404197693,0.4933079481124878,0.2505533993244171,0.2758248746395111,0.19808128476142883,0.028695285320281982,0.31091248989105225
and,0.31309178471565247,0.22602374851703644,0.48971283435821533,0.5171257257461548,0.15251155197620392,0.24895258247852325,0.4954058527946472,0.5064792633056641,0.5171257257461548,0.34185317158699036,0.5116966962814331,0.04113146290183067,0.3765919506549835,0.5171257257461548,0.19273918867111206,0.3182925879955292,0.15251155197620392,0.05119633674621582,0.20544172823429108
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.19996169209480286,0.2779408395290375,0.539380669593811,0.44038116931915283,0.5829201340675354,0.2692912518978119,0.5052502155303955,-0.04693519324064255,0.3831600844860077,0.5829201340675354,0.22516049444675446,0.22400012612342834,0.19996169209480286,0.01653565652668476,0.23916715383529663
subcontractor,0.236884206533432,0.12582017481327057,0.2528606653213501,0.2645164132118225,0.16835741698741913,0.20359466969966888,0.24669671058654785,0.2778089940547943,0.2645164132118225,0.19876079261302948,0.26273319125175476,0.005427873227745295,0.22008562088012695,0.2645164132118225,0.23198819160461426,0.2056688666343689,0.16835741698741913,0.08606509864330292,0.12285691499710083
not,0.5449194312095642,0.34915536642074585,0.5149973034858704,0.4310511648654938,0.17881719768047333,0.20696784555912018,0.3403114080429077,0.39280617237091064,0.4310511648654938,0.3349107801914215,0.3307090103626251,-0.07287979125976562,0.3115830719470978,0.4310511648654938,0.2619982063770294,0.37442684173583984,0.17881719768047333,0.01814146712422371,0.41942933201789856
making,0.30777570605278015,0.24171903729438782,0.3740498423576355,0.35185980796813965,0.22218208014965057,0.20969095826148987,0.280230849981308,0.4092673361301422,0.35185980796813965,0.22002778947353363,0.3250596821308136,0.015715423971414566,0.26837068796157837,0.35185980796813965,0.15310914814472198,0.28775128722190857,0.22218208014965057,-0.09633456915616989,0.2539324164390564
a,0.3320399522781372,0.2774496078491211,0.45503583550453186,0.5829201340675354,0.19996169209480286,0.2779408395290375,0.539380669593811,0.44038116931915283,0.5829201340675354,0.2692912518978119,0.5052502155303955,-0.04693519324064255,0.3831600844860077,0.5829201340675354,0.22516049444675446,0.22400012612342834,0.19996169209480286,0.01653565652668476,0.23916715383529663
tank,0.125138059258461,0.19062058627605438,0.18151092529296875,0.28027960658073425,0.188320130109787,0.2105315923690796,0.21360428631305695,0.2143588364124298,0.28027960658073425,0.19236357510089874,0.2132720649242401,-0.017620813101530075,0.21655653417110443,0.28027960658073425,0.14376026391983032,0.12772706151008606,0.188320130109787,0.04462570697069168,0.09334904700517654
component,0.19980107247829437,0.030349966138601303,0.24541009962558746,0.3172481954097748,0.12602756917476654,0.2431027591228485,0.21347767114639282,0.23877555131912231,0.3172481954097748,0.2589040994644165,0.30378368496894836,-0.0392569974064827,0.10288676619529724,0.3172481954097748,0.1153564304113388,0.2202930599451065,0.12602756917476654,0.009139524772763252,0.14409896731376648
according,0.2776208221912384,0.2058824598789215,0.28520727157592773,0.3202974498271942,0.1625443398952484,0.16706234216690063,0.29259276390075684,0.1956551969051361,0.3202974498271942,0.14531508088111877,0.3307822346687317,-0.008087676018476486,0.1990763396024704,0.3202974498271942,0.16286104917526245,0.3785082995891571,0.1625443398952484,0.08972553163766861,0.21173474192619324
to,0.455847829580307,0.2299996316432953,1.0,0.535392165184021,0.23190522193908691,0.23681028187274933,0.45010748505592346,0.4451248347759247,0.535392165184021,0.367563933134079,0.41548454761505127,-0.011698837392032146,0.37890323996543884,0.535392165184021,0.19945190846920013,0.29117533564567566,0.23190522193908691,0.05182816833257675,0.29463258385658264
updated,0.3055499196052551,0.32752469182014465,0.2545703649520874,0.22450833022594452,0.16327892243862152,0.2917333245277405,0.21615882217884064,0.25356394052505493,0.22450833022594452,0.16250105202198029,0.15487341582775116,0.02213640697300434,0.1701107621192932,0.22450833022594452,0.24445892870426178,0.3202044665813446,0.16327892243862152,-0.07514607906341553,0.38058117032051086
design,0.23893405497074127,0.11643384397029877,0.26415011286735535,0.27913451194763184,0.20354723930358887,0.2586917579174042,0.21856798231601715,0.2477298229932785,0.27913451194763184,0.18257784843444824,0.2522938847541809,0.027073929086327553,0.06221819669008255,0.27913451194763184,0.0941326841711998,0.23380936682224274,0.20354723930358887,-0.15253998339176178,0.16351860761642456
specifications,0.29386061429977417,0.14242646098136902,0.30868783593177795,0.31503263115882874,0.12431591004133224,0.29450052976608276,0.21206264197826385,0.34960636496543884,0.31503263115882874,0.1930115818977356,0.23755234479904175,-0.059263117611408234,0.1259026974439621,0.31503263115882874,0.16142638027668,0.392925888299942,0.12431591004133224,-0.1161869689822197,0.2895539104938507
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.5934505462646484,0.22384987771511078,0.18964338302612305,0.5591574311256409,0.4726039469242096,0.5934505462646484,0.36049437522888184,0.5352458953857422,0.06315258145332336,0.35870397090911865,0.5934505462646484,0.20123827457427979,0.27343305945396423,0.22384987771511078,0.041442494839429855,0.4130953550338745
