,which,group,keep,the,eggs,are,fertilized,and,kept,inside,the,parent,'s,body,until,they,hatch,?
fertilized,0.3637843728065491,0.13729310035705566,0.1739531010389328,0.2627621591091156,0.5859277844429016,0.28268149495124817,1.0000001192092896,0.2737002372741699,0.16866876184940338,0.37432631850242615,0.2627621591091156,0.2554931044578552,0.0029835421591997147,0.26550957560539246,0.26168325543403625,0.31688448786735535,0.44851595163345337,0.14342130720615387
inside,0.45715823769569397,0.17401470243930817,0.2638965845108032,0.35313180088996887,0.3009345233440399,0.3166534900665283,0.37432631850242615,0.3229386806488037,0.3024788796901703,1.0000001192092896,0.35313180088996887,0.22200508415699005,-0.05342594534158707,0.3070251941680908,0.22443637251853943,0.31193894147872925,0.2369619756937027,0.14505037665367126
their,0.4582767188549042,0.31846651434898376,0.27155911922454834,0.516537070274353,0.26777827739715576,0.46887820959091187,0.2821171283721924,0.45114588737487793,0.31731778383255005,0.2358325719833374,0.516537070274353,0.2855311930179596,-0.005530759692192078,0.28403112292289734,0.271471232175827,0.7104025483131409,0.2314944714307785,0.1898253709077835
parents,0.15146835148334503,0.16161318123340607,0.11995147913694382,0.15979741513729095,0.2786361873149872,0.1793263703584671,0.21676146984100342,0.2922651767730713,0.16931740939617157,0.1756877303123474,0.15979741513729095,0.5809922814369202,-0.024036381393671036,0.14581623673439026,0.24409042298793793,0.3563733994960785,0.28004223108291626,0.17306075990200043
',0.32852497696876526,0.2430734932422638,0.2780037820339203,0.474788099527359,0.1351114958524704,0.24618251621723175,0.15460316836833954,0.3053182065486908,0.2146497368812561,0.1313452273607254,0.474788099527359,0.26485636830329895,0.07651367038488388,0.19061711430549622,0.2319411337375641,0.27022266387939453,0.1293487697839737,0.330942302942276
bodies,0.3019085228443146,0.1587100625038147,0.21215668320655823,0.2745959758758545,0.308735728263855,0.35380154848098755,0.281536340713501,0.30740299820899963,0.19247351586818695,0.2983221113681793,0.2745959758758545,0.22815924882888794,0.0661325752735138,0.6635226607322693,0.1397160291671753,0.4173150956630707,0.297677218914032,0.18285469710826874
and,0.506277859210968,0.3510662019252777,0.2533072531223297,0.5171257257461548,0.23515591025352478,0.48576638102531433,0.2737002372741699,1.0,0.2932930588722229,0.3229386806488037,0.5171257257461548,0.2105613499879837,0.06895173341035843,0.2872275710105896,0.3372601866722107,0.5073080658912659,0.2141503244638443,0.20544172823429108
kept,0.25791674852371216,0.11206188797950745,0.5557029843330383,0.3135738670825958,0.1756799966096878,0.27451783418655396,0.16866876184940338,0.2932930588722229,1.0,0.3024788796901703,0.3135738670825958,0.15720556676387787,-0.00976401288062334,0.1715022772550583,0.3505001962184906,0.35534611344337463,0.152413010597229,0.15157312154769897
there,0.45256471633911133,0.21350394189357758,0.40188127756118774,0.47025805711746216,0.20056621730327606,0.5433560013771057,0.21601396799087524,0.4242868423461914,0.31585997343063354,0.30777010321617126,0.47025805711746216,0.1710233986377716,-0.04860968142747879,0.20432932674884796,0.24279451370239258,0.4573625922203064,0.19333170354366302,0.29405656456947327
until,0.2778668999671936,0.1112019345164299,0.20284070074558258,0.37191009521484375,0.2288849800825119,0.154075488448143,0.26168325543403625,0.3372601866722107,0.3505001962184906,0.22443637251853943,0.37191009521484375,0.20793648064136505,0.02445155940949917,0.1400211602449417,1.0,0.4192667305469513,0.3127867877483368,0.20304496586322784
they,0.5165667533874512,0.39397186040878296,0.2694575786590576,0.49925389885902405,0.33344611525535583,0.610666811466217,0.31688448786735535,0.5073080658912659,0.35534611344337463,0.31193894147872925,0.49925389885902405,0.281857430934906,0.03738465905189514,0.2941169738769531,0.4192667305469513,0.9999999403953552,0.26909250020980835,0.2753053903579712
hatch,0.18914619088172913,0.11566359549760818,0.20489391684532166,0.16707484424114227,0.5883505344390869,0.1970698982477188,0.44851595163345337,0.2141503244638443,0.152413010597229,0.2369619756937027,0.16707484424114227,0.2759343683719635,0.043934788554906845,0.21660412847995758,0.3127867877483368,0.26909250020980835,1.0,0.20584222674369812
.,0.45942068099975586,0.27268800139427185,0.24156734347343445,0.5934505462646484,0.2508009970188141,0.3452940285205841,0.27609023451805115,0.588965117931366,0.3029547333717346,0.3128161132335663,0.5934505462646484,0.2628137767314911,-0.003708066651597619,0.29751062393188477,0.36876651644706726,0.4510921239852905,0.2602977752685547,0.4130953550338745
