,what,commission,was,censured,in,1999,",",and,paved,the,way,for,commissioners,to,abuse,their,power,?
",",0.3087472915649414,0.19528092443943024,0.45456063747406006,0.21997804939746857,0.5201468467712402,0.04005637392401695,1.0000001192092896,0.6633074283599854,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.24960196018218994,0.44245919585227966,0.25228556990623474,0.3045167922973633,0.2231994867324829,0.31091248989105225
particularly,0.33027681708335876,0.14929282665252686,0.2561531662940979,0.1979677528142929,0.33242201805114746,-0.0405251570045948,0.3446059823036194,0.38546788692474365,0.22643983364105225,0.32132959365844727,0.31379401683807373,0.4007916748523712,0.20674331486225128,0.33588847517967224,0.24498949944972992,0.31985777616500854,0.17777425050735474,0.2644225060939789
since,0.29783400893211365,0.23226682841777802,0.4384658932685852,0.2298879772424698,0.4325680434703827,0.09716488420963287,0.3991432189941406,0.3515571057796478,0.09007970243692398,0.4054957628250122,0.2541009187698364,0.36751601099967957,0.24963276088237762,0.3733763098716736,0.2759535014629364,0.2668287754058838,0.19888685643672943,0.2876587212085724
the,0.42745697498321533,0.24418850243091583,0.48711544275283813,0.3122955560684204,0.6662389636039734,0.06755080074071884,0.4933079481124878,0.5171257257461548,0.23181872069835663,1.0,0.36217406392097473,0.4739971458911896,0.30569928884506226,0.535392165184021,0.18934819102287292,0.516537070274353,0.2647338807582855,0.22068053483963013
santer,0.16493454575538635,0.19472827017307281,0.26896828413009644,0.14873303472995758,0.17791689932346344,0.030852310359477997,0.29711830615997314,0.2497359812259674,0.14086121320724487,0.26932787895202637,0.17231068015098572,0.11493125557899475,0.27602002024650574,0.14286357164382935,0.18826673924922943,0.16188785433769226,0.16118183732032776,0.17877967655658722
commission,0.22273972630500793,0.9999998807907104,0.28741392493247986,0.3462168574333191,0.21326816082000732,0.15438084304332733,0.19528092443943024,0.21015366911888123,0.2250135987997055,0.24418850243091583,0.208122119307518,0.23846951127052307,0.8064931035041809,0.24674905836582184,0.2285594791173935,0.14912183582782745,0.18368874490261078,0.16231559216976166
was,0.22111038863658905,0.28741392493247986,1.0000001192092896,0.28159257769584656,0.45514053106307983,0.08547663688659668,0.45456063747406006,0.3740963041782379,0.21576595306396484,0.48711544275283813,0.2418399453163147,0.3863949179649353,0.3281562924385071,0.3636345863342285,0.1688176989555359,0.2396296262741089,0.1794997751712799,0.18412111699581146
censured,0.2737024128437042,0.3462168574333191,0.28159257769584656,1.0,0.26041480898857117,0.09149141609668732,0.21997804939746857,0.2136027067899704,0.2505571246147156,0.3122955560684204,0.27186721563339233,0.21515309810638428,0.35904717445373535,0.25618577003479004,0.2200239896774292,0.25854983925819397,0.24286387860774994,0.16126875579357147
by,0.2455483376979828,0.25094297528266907,0.4752357602119446,0.2605419158935547,0.370934396982193,0.0028676956426352262,0.3680937886238098,0.4289871156215668,0.23115453124046326,0.4408751428127289,0.3228684663772583,0.3248702883720398,0.2800271511077881,0.33534231781959534,0.15848857164382935,0.3242124021053314,0.21582826972007751,0.17966607213020325
parliament,0.21650300920009613,0.34298184514045715,0.24742799997329712,0.23459526896476746,0.2323146015405655,0.14630579948425293,0.25442883372306824,0.26227831840515137,0.1381937712430954,0.26521381735801697,0.21501369774341583,0.23382046818733215,0.3118993937969208,0.20290622115135193,0.16090425848960876,0.15391884744167328,0.29766279458999634,0.1586504578590393
in,0.30808621644973755,0.21326816082000732,0.45514053106307983,0.26041480898857117,1.0,-0.0026030326262116432,0.5201468467712402,0.4954058527946472,0.25591206550598145,0.6662389636039734,0.30444321036338806,0.4322226941585541,0.2803903818130493,0.45010748505592346,0.1632569581270218,0.34976133704185486,0.16666220128536224,0.20430970191955566
1999,0.09112130105495453,0.15438084304332733,0.08547663688659668,0.09149141609668732,-0.0026030326262116432,0.9999999403953552,0.04005637392401695,-0.09923774003982544,-0.039182912558317184,0.06755080074071884,0.03643197938799858,-0.05938625708222389,0.09058079868555069,0.03205801546573639,-0.029848026111721992,-0.0866469293832779,0.0925113707780838,0.05416720360517502
",",0.3087472915649414,0.19528092443943024,0.45456063747406006,0.21997804939746857,0.5201468467712402,0.04005637392401695,1.0000001192092896,0.6633074283599854,0.19594548642635345,0.4933079481124878,0.2861018478870392,0.4464869201183319,0.24960196018218994,0.44245919585227966,0.25228556990623474,0.3045167922973633,0.2231994867324829,0.31091248989105225
and,0.31309178471565247,0.21015366911888123,0.3740963041782379,0.2136027067899704,0.4954058527946472,-0.09923774003982544,0.6633074283599854,1.0,0.265046626329422,0.5171257257461548,0.32150545716285706,0.5064792633056641,0.29613837599754333,0.48971283435821533,0.19682516157627106,0.45114588737487793,0.27496716380119324,0.20544172823429108
it,0.45803478360176086,0.2274378389120102,0.4577186405658722,0.2590065598487854,0.5130809545516968,0.05650762468576431,0.48329564929008484,0.40957894921302795,0.16870145499706268,0.6251175999641418,0.4001650810241699,0.32171204686164856,0.21399907767772675,0.513711154460907,0.21688783168792725,0.3067983090877533,0.19430124759674072,0.25732165575027466
eventually,0.28470873832702637,0.20981036126613617,0.35699570178985596,0.2561468780040741,0.3575967252254486,0.0516078807413578,0.262137234210968,0.3932386040687561,0.23831775784492493,0.42022404074668884,0.3486616611480713,0.3156387209892273,0.22624318301677704,0.4528551697731018,0.17308059334754944,0.34380966424942017,0.28314295411109924,0.13642115890979767
resigned,0.2188267707824707,0.3188289701938629,0.3625618517398834,0.30081769824028015,0.21880243718624115,0.1900092363357544,0.24853454530239105,0.19678544998168945,0.07406608760356903,0.2411459982395172,0.14370831847190857,0.2503689229488373,0.3524583578109741,0.25936076045036316,0.2618844509124756,0.16944709420204163,0.20360654592514038,0.1498192995786667
due,0.15204688906669617,0.17757512629032135,0.29011407494544983,0.23260176181793213,0.2516716718673706,0.03677402809262276,0.3106630742549896,0.3082410395145416,0.22281312942504883,0.22577603161334991,0.22697989642620087,0.2363993525505066,0.20034649968147278,0.35188060998916626,0.2137693464756012,0.24727599322795868,0.14605607092380524,0.10954997688531876
to,0.455847829580307,0.24674905836582184,0.3636345863342285,0.25618577003479004,0.45010748505592346,0.03205801546573639,0.44245919585227966,0.48971283435821533,0.25113391876220703,0.535392165184021,0.4772548973560333,0.4451248347759247,0.27257397770881653,1.0,0.263949990272522,0.44619059562683105,0.27001675963401794,0.29463258385658264
corruption,0.20003895461559296,0.3666071891784668,0.2639063596725464,0.3487929105758667,0.17617714405059814,0.12162750214338303,0.1712050884962082,0.20324507355690002,0.1914898306131363,0.23319530487060547,0.20360352098941803,0.22773846983909607,0.358396053314209,0.22868205606937408,0.3773079812526703,0.14750178158283234,0.3387758135795593,0.16485145688056946
allegations,0.23008185625076294,0.3822915256023407,0.2759903073310852,0.2722291946411133,0.23326563835144043,0.10961625725030899,0.22029541432857513,0.19135132431983948,0.21056382358074188,0.2481755167245865,0.21231263875961304,0.2303617298603058,0.34829193353652954,0.22249357402324677,0.4502352774143219,0.20906025171279907,0.1446533352136612,0.23546560108661652
.,0.3567904531955719,0.20309296250343323,0.40146201848983765,0.2466249167919159,0.5591574311256409,0.037616800516843796,0.6812511086463928,0.588965117931366,0.20416231453418732,0.5934505462646484,0.33520638942718506,0.4726039469242096,0.2468523532152176,0.4645031690597534,0.2698535919189453,0.34427863359451294,0.2141435295343399,0.4130953550338745
