,where,did,aristotle,believe,the,natural,place,for,earth,and,water,elements,?
",",0.3149496018886566,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.30864179134368896,0.34068408608436584,0.4464869201183319,0.23186853528022766,0.6633074283599854,0.26706066727638245,0.2555456757545471,0.31091248989105225
to,0.47735077142715454,0.4452643394470215,0.21497178077697754,0.34598591923713684,0.535392165184021,0.21663954854011536,0.3346366882324219,0.4451248347759247,0.2486501932144165,0.48971283435821533,0.27858173847198486,0.22117622196674347,0.29463258385658264
be,0.3651217818260193,0.22657383978366852,0.21624554693698883,0.3950888514518738,0.4248143136501312,0.2263202965259552,0.2887270152568817,0.3801851272583008,0.2473841905593872,0.41766801476478577,0.3042290508747101,0.27496111392974854,0.3324260413646698
in,0.5344807505607605,0.2593238651752472,0.17606331408023834,0.20806841552257538,0.6662389636039734,0.32136213779449463,0.38128477334976196,0.4322226941585541,0.18566735088825226,0.4954058527946472,0.23966141045093536,0.18130259215831757,0.20430970191955566
their,0.3356108069419861,0.38078752160072327,0.16659769415855408,0.2507425844669342,0.516537070274353,0.21166497468948364,0.26873868703842163,0.3406745493412018,0.14081214368343353,0.45114588737487793,0.21034842729568481,0.16934353113174438,0.1898253709077835
natural,0.1720099002122879,0.08853514492511749,0.20537060499191284,0.1065267026424408,0.2291368842124939,1.0,0.18233875930309296,0.20802545547485352,0.25525230169296265,0.3004496097564697,0.2544097602367401,0.22002676129341125,0.16155436635017395
place,0.4786618947982788,0.24020224809646606,0.11070989072322845,0.1987496316432953,0.4179787337779999,0.18233875930309296,1.0,0.3033463954925537,0.242840975522995,0.2813849449157715,0.21284803748130798,0.1992223858833313,0.2455766350030899
on,0.37630224227905273,0.2670976221561432,0.1333668828010559,0.2112082839012146,0.5107308030128479,0.23858477175235748,0.32431602478027344,0.36199691891670227,0.20645220577716827,0.4077630043029785,0.18117135763168335,0.17918545007705688,0.2714994251728058
the,0.5003893971443176,0.34736719727516174,0.1415858268737793,0.2972484529018402,1.0,0.2291368842124939,0.4179787337779999,0.4739971458911896,0.2801888585090637,0.5171257257461548,0.297396719455719,0.22297804057598114,0.22068053483963013
ground,0.3086875379085541,0.17569123208522797,0.1423644721508026,0.1632368564605713,0.25776049494743347,0.18884791433811188,0.28809574246406555,0.22705493867397308,0.3194352090358734,0.25497177243232727,0.4186556935310364,0.14055603742599487,0.11401822417974472
and,0.43859338760375977,0.34479495882987976,0.21236920356750488,0.29652947187423706,0.5171257257461548,0.3004496097564697,0.2813849449157715,0.5064792633056641,0.27524080872535706,1.0,0.3054247498512268,0.2731180787086487,0.20544172823429108
that,0.4876193106174469,0.47518548369407654,0.30206596851348877,0.533393383026123,0.5473989248275757,0.23673862218856812,0.32320237159729004,0.4137635827064514,0.33014219999313354,0.4731321930885315,0.3326379060745239,0.30113428831100464,0.32716336846351624
they,0.43078136444091797,0.4879390597343445,0.20211666822433472,0.3475823402404785,0.49925389885902405,0.195127472281456,0.3419739007949829,0.3466525673866272,0.20461301505565643,0.5073080658912659,0.29944711923599243,0.20278717577457428,0.2753053903579712
will,0.3374059498310089,0.40638336539268494,0.1060769259929657,0.34966984391212463,0.3635469079017639,0.1726054549217224,0.24076034128665924,0.3647450804710388,0.2688474655151367,0.35983073711395264,0.22281214594841003,0.23461267352104187,0.35046905279159546
stay,0.34128016233444214,0.2606133222579956,0.09147840738296509,0.29586756229400635,0.2869375944137573,0.12477254122495651,0.2944084703922272,0.28911006450653076,0.2322850525379181,0.279899924993515,0.24518410861492157,0.155729740858078,0.22141321003437042
that,0.4876193106174469,0.47518548369407654,0.30206596851348877,0.533393383026123,0.5473989248275757,0.23673862218856812,0.32320237159729004,0.4137635827064514,0.33014219999313354,0.4731321930885315,0.3326379060745239,0.30113428831100464,0.32716336846351624
way,0.4090113043785095,0.34534135460853577,0.22520862519741058,0.37401464581489563,0.36217406392097473,0.24969278275966644,0.32103344798088074,0.384344220161438,0.2151922732591629,0.32150545716285706,0.22211723029613495,0.25574132800102234,0.31575819849967957
if,0.46109890937805176,0.3197491765022278,0.2531195282936096,0.4064919650554657,0.33724796772003174,0.16423851251602173,0.21157482266426086,0.3609124422073364,0.236638605594635,0.3498523235321045,0.2533992528915405,0.2448520064353943,0.4441644251346588
left,0.275688111782074,0.27335280179977417,0.1923399567604065,0.1650400608778,0.33113980293273926,0.06998533010482788,0.14495597779750824,0.19966527819633484,0.12940798699855804,0.2571277916431427,0.17240186035633087,0.11562160402536392,0.13251960277557373
alone,0.29665249586105347,0.21312527358531952,0.15112823247909546,0.24112847447395325,0.2769272029399872,0.13777263462543488,0.24386176466941833,0.3239976465702057,0.2495817244052887,0.2519807815551758,0.19262520968914032,0.18464070558547974,0.25589054822921753
.,0.41390106081962585,0.35288307070732117,0.16652794182300568,0.26988279819488525,0.5934505462646484,0.25792330503463745,0.2844318151473999,0.4726039469242096,0.2542925775051117,0.588965117931366,0.26634910702705383,0.2422238141298294,0.4130953550338745
,where,did,aristotle,believe,the,natural,place,for,earth,and,water,elements,?
he,0.3705328106880188,0.3292143940925598,0.23843912780284882,0.24699896574020386,0.4571082592010498,0.17066940665245056,0.24724791944026947,0.4540175199508667,0.19717425107955933,0.45427167415618896,0.17023524641990662,0.16387391090393066,0.2089974731206894
distinguished,0.09738625586032867,0.09719182550907135,0.18878504633903503,0.23421965539455414,0.23548999428749084,0.18676568567752838,0.1337559074163437,0.20256870985031128,0.13989892601966858,0.2505932152271271,0.19695602357387543,0.17018844187259674,0.08062640577554703
between,0.38496607542037964,0.16542956233024597,0.13838310539722443,0.2014787197113037,0.39067012071609497,0.14697274565696716,0.3099084198474884,0.24671313166618347,0.1598401516675949,0.40645647048950195,0.1865612268447876,0.1806032657623291,0.12887074053287506
the,0.5003893971443176,0.34736719727516174,0.1415858268737793,0.2972484529018402,1.0,0.2291368842124939,0.4179787337779999,0.4739971458911896,0.2801888585090637,0.5171257257461548,0.297396719455719,0.22297804057598114,0.22068053483963013
innate,0.15642955899238586,0.18994300067424774,0.28973817825317383,0.2456967830657959,0.2196919023990631,0.2768263518810272,0.07994630932807922,0.20307894051074982,0.2262183129787445,0.22914032638072968,0.24255840480327606,0.2626464366912842,0.16386382281780243
tendency,0.1822388619184494,0.2430156171321869,0.20507894456386566,0.25104406476020813,0.20812319219112396,0.2097005695104599,0.08994792401790619,0.2027241438627243,0.1406378298997879,0.30110910534858704,0.26287931203842163,0.265054851770401,0.15298421680927277
of,0.38066378235816956,0.2513895630836487,0.22867590188980103,0.2925758957862854,0.733189046382904,0.2963479459285736,0.2685627043247223,0.4185989499092102,0.2329314798116684,0.5116966962814331,0.2741255462169647,0.23613712191581726,0.1826142966747284
objects,0.27781185507774353,0.16254889965057373,0.277997761964798,0.272759348154068,0.24716724455356598,0.2560039758682251,0.19697655737400055,0.240665465593338,0.4236848056316376,0.2794862985610962,0.27183642983436584,0.4106591045856476,0.15479016304016113
to,0.47735077142715454,0.4452643394470215,0.21497178077697754,0.34598591923713684,0.535392165184021,0.21663954854011536,0.3346366882324219,0.4451248347759247,0.2486501932144165,0.48971283435821533,0.27858173847198486,0.22117622196674347,0.29463258385658264
find,0.36891716718673706,0.2662524878978729,0.14150746166706085,0.3539043068885803,0.2696352005004883,0.18756502866744995,0.24017560482025146,0.3409616947174072,0.22061239182949066,0.3228435218334198,0.19672924280166626,0.20070113241672516,0.30313602089881897
their,0.3356108069419861,0.38078752160072327,0.16659769415855408,0.2507425844669342,0.516537070274353,0.21166497468948364,0.26873868703842163,0.3406745493412018,0.14081214368343353,0.45114588737487793,0.21034842729568481,0.16934353113174438,0.1898253709077835
``,0.020612511783838272,-0.029888948425650597,0.09367437660694122,-0.029574817046523094,0.029072100296616554,0.051031120121479034,0.013967473059892654,0.01270448137074709,-0.03648577630519867,0.036644238978624344,0.021624350920319557,0.11206836998462677,0.0685480609536171
natural,0.1720099002122879,0.08853514492511749,0.20537060499191284,0.1065267026424408,0.2291368842124939,1.0,0.18233875930309296,0.20802545547485352,0.25525230169296265,0.3004496097564697,0.2544097602367401,0.22002676129341125,0.16155436635017395
place,0.4786618947982788,0.24020224809646606,0.11070989072322845,0.1987496316432953,0.4179787337779999,0.18233875930309296,1.0,0.3033463954925537,0.242840975522995,0.2813849449157715,0.21284803748130798,0.1992223858833313,0.2455766350030899
'',0.016034942120313644,0.01978493109345436,0.07284964621067047,0.017202258110046387,0.041273195296525955,0.03156571090221405,0.0002055529475910589,-0.04479556903243065,-0.03907307982444763,0.021612688899040222,-0.06721995025873184,0.05798081308603287,0.018684765323996544
(,0.1970011591911316,0.18979617953300476,0.11133825033903122,0.1559852510690689,0.33289089798927307,0.20213626325130463,0.20666886866092682,0.3357032239437103,0.18478946387767792,0.4862271547317505,0.16755586862564087,0.17732132971286774,0.40561532974243164
e.g.,0.05544468015432358,-0.03283986821770668,-0.12321397662162781,0.01092579122632742,-0.0011739471228793263,0.03202394023537636,-0.0003292287001386285,-0.011424453929066658,-0.05359235778450966,-0.08334704488515854,-0.14105182886123657,-0.0835888534784317,0.018727071583271027
",",0.3149496018886566,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.30864179134368896,0.34068408608436584,0.4464869201183319,0.23186853528022766,0.6633074283599854,0.26706066727638245,0.2555456757545471,0.31091248989105225
for,0.38599511981010437,0.318512886762619,0.13349127769470215,0.2833847403526306,0.4739971458911896,0.20802545547485352,0.3033463954925537,0.9999999403953552,0.20491120219230652,0.5064792633056641,0.189085453748703,0.21664150059223175,0.264628142118454
heavy,0.15346044301986694,0.22860535979270935,0.07039986550807953,0.17161524295806885,0.2532151937484741,0.12155652046203613,0.1362868994474411,0.22900916635990143,0.21736861765384674,0.3313291370868683,0.297349750995636,0.28218647837638855,0.16717074811458588
bodies,0.19804438948631287,0.24644926190376282,0.1790090799331665,0.20568805932998657,0.2745959758758545,0.2277691513299942,0.22625944018363953,0.1515924632549286,0.3312036097049713,0.30740299820899963,0.36517488956451416,0.2372714877128601,0.18285469710826874
to,0.47735077142715454,0.4452643394470215,0.21497178077697754,0.34598591923713684,0.535392165184021,0.21663954854011536,0.3346366882324219,0.4451248347759247,0.2486501932144165,0.48971283435821533,0.27858173847198486,0.22117622196674347,0.29463258385658264
fall,0.2028142660856247,0.22550886869430542,0.1131708100438118,0.194617360830307,0.3639753758907318,0.17343826591968536,0.1769329011440277,0.12688584625720978,0.20881740748882294,0.25737735629081726,0.1624404639005661,0.17375466227531433,0.1656162142753601
),0.20711064338684082,0.18584993481636047,0.11936404556035995,0.16532002389431,0.3456730246543884,0.18814951181411743,0.2269994467496872,0.3639558255672455,0.18219341337680817,0.4961937665939331,0.18243473768234253,0.15872348845005035,0.42300865054130554
",",0.3149496018886566,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.30864179134368896,0.34068408608436584,0.4464869201183319,0.23186853528022766,0.6633074283599854,0.26706066727638245,0.2555456757545471,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.24230161309242249,0.3117353618144989,0.6521818041801453,0.2654266059398651,0.31738516688346863,0.44095608592033386,0.26013901829719543,0.506277859210968,0.3689718246459961,0.3362616300582886,0.25814583897590637
led,0.11015363037586212,0.3213953971862793,0.10820675641298294,0.2263738065958023,0.3267505168914795,0.11834518611431122,0.18887250125408173,0.2628403306007385,0.16771341860294342,0.2780643701553345,0.11383473873138428,0.09802211821079254,0.09273858368396759
to,0.47735077142715454,0.4452643394470215,0.21497178077697754,0.34598591923713684,0.535392165184021,0.21663954854011536,0.3346366882324219,0.4451248347759247,0.2486501932144165,0.48971283435821533,0.27858173847198486,0.22117622196674347,0.29463258385658264
``,0.020612511783838272,-0.029888948425650597,0.09367437660694122,-0.029574817046523094,0.029072100296616554,0.051031120121479034,0.013967473059892654,0.01270448137074709,-0.03648577630519867,0.036644238978624344,0.021624350920319557,0.11206836998462677,0.0685480609536171
natural,0.1720099002122879,0.08853514492511749,0.20537060499191284,0.1065267026424408,0.2291368842124939,1.0,0.18233875930309296,0.20802545547485352,0.25525230169296265,0.3004496097564697,0.2544097602367401,0.22002676129341125,0.16155436635017395
motion,0.19745561480522156,0.17987219989299774,0.22572894394397736,0.13216882944107056,0.30530840158462524,0.23679743707180023,0.19448690116405487,0.27577662467956543,0.31005018949508667,0.2186078429222107,0.22052299976348877,0.12943784892559052,0.20143945515155792
'',0.016034942120313644,0.01978493109345436,0.07284964621067047,0.017202258110046387,0.041273195296525955,0.03156571090221405,0.0002055529475910589,-0.04479556903243065,-0.03907307982444763,0.021612688899040222,-0.06721995025873184,0.05798081308603287,0.018684765323996544
",",0.3149496018886566,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.30864179134368896,0.34068408608436584,0.4464869201183319,0.23186853528022766,0.6633074283599854,0.26706066727638245,0.2555456757545471,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.21236920356750488,0.29652947187423706,0.5171257257461548,0.3004496097564697,0.2813849449157715,0.5064792633056641,0.27524080872535706,1.0,0.3054247498512268,0.2731180787086487,0.20544172823429108
unnatural,0.21170084178447723,0.16728775203227997,0.31047287583351135,0.26994648575782776,0.23628538846969604,0.7297247052192688,0.19857633113861084,0.2600120007991791,0.3029794692993164,0.2850601077079773,0.2801958918571472,0.2628248333930969,0.19113509356975555
or,0.3651050925254822,0.28211739659309387,0.20466984808444977,0.23984891176223755,0.4174870550632477,0.22841250896453857,0.2604328393936157,0.4111599624156952,0.25165751576423645,0.4713204801082611,0.3301985263824463,0.2277067005634308,0.32389625906944275
forced,0.27043721079826355,0.36753809452056885,0.11390402168035507,0.23949185013771057,0.2571122944355011,0.15866051614284515,0.15288065373897552,0.19555193185806274,0.13037604093551636,0.28385210037231445,0.22148224711418152,0.053249336779117584,0.17547516524791718
motion,0.19745561480522156,0.17987219989299774,0.22572894394397736,0.13216882944107056,0.30530840158462524,0.23679743707180023,0.19448690116405487,0.27577662467956543,0.31005018949508667,0.2186078429222107,0.22052299976348877,0.12943784892559052,0.20143945515155792
",",0.3149496018886566,0.3015086054801941,0.21875548362731934,0.2459280639886856,0.4933079481124878,0.30864179134368896,0.34068408608436584,0.4464869201183319,0.23186853528022766,0.6633074283599854,0.26706066727638245,0.2555456757545471,0.31091248989105225
which,0.5477990508079529,0.2750149369239807,0.24230161309242249,0.3117353618144989,0.6521818041801453,0.2654266059398651,0.31738516688346863,0.44095608592033386,0.26013901829719543,0.506277859210968,0.3689718246459961,0.3362616300582886,0.25814583897590637
required,0.2750108242034912,0.30923745036125183,0.15997780859470367,0.2691248059272766,0.27848219871520996,0.06518645584583282,0.2002963125705719,0.33989444375038147,0.15955792367458344,0.25104308128356934,0.18671774864196777,0.2492104470729828,0.24962718784809113
continued,0.15841558575630188,0.4863187372684479,0.11755622178316116,0.1464625895023346,0.29953038692474365,0.12775440514087677,0.17455565929412842,0.2205924689769745,0.13608436286449432,0.31388330459594727,0.18108747899532318,0.08451464772224426,0.10404038429260254
application,0.23123501241207123,0.14525571465492249,0.28076642751693726,0.15638506412506104,0.2483029067516327,0.21277743577957153,0.16713134944438934,0.35991108417510986,0.1992661952972412,0.2115522027015686,0.20491693913936615,0.29642578959465027,0.1966315507888794
of,0.38066378235816956,0.2513895630836487,0.22867590188980103,0.2925758957862854,0.733189046382904,0.2963479459285736,0.2685627043247223,0.4185989499092102,0.2329314798116684,0.5116966962814331,0.2741255462169647,0.23613712191581726,0.1826142966747284
a,0.40997210144996643,0.2552328109741211,0.17548255622386932,0.2732302248477936,0.5829201340675354,0.19475746154785156,0.3079278767108917,0.44038116931915283,0.21121151745319366,0.3739250600337982,0.2979097068309784,0.2716076672077179,0.23916715383529663
force,0.18261179327964783,0.1680130809545517,0.14170260727405548,0.20431575179100037,0.2800885736942291,0.1910051703453064,0.0780920535326004,0.15857845544815063,0.21943484246730804,0.24372100830078125,0.2919941544532776,0.1802261918783188,0.1650998443365097
.,0.41390106081962585,0.35288307070732117,0.16652794182300568,0.26988279819488525,0.5934505462646484,0.25792330503463745,0.2844318151473999,0.4726039469242096,0.2542925775051117,0.588965117931366,0.26634910702705383,0.2422238141298294,0.4130953550338745
