,when,did,the,channel,4,documentary,undercover,mosque,air,?
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.17995701730251312,0.04730905592441559,0.15774887800216675,0.2554228901863098,0.16571085155010223,0.17459522187709808,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,1.0,0.2860044836997986,0.15499350428581238,0.26381126046180725,0.30013105273246765,0.20824144780635834,0.2877824306488037,0.22068053483963013
2007,-0.1582726538181305,-0.2447822093963623,-0.23657195270061493,-0.099603071808815,-0.31792905926704407,-0.08251538872718811,-0.043497633188962936,-0.18524202704429626,-0.04613944888114929,-0.1664225310087204
channel,0.19041511416435242,0.09007708728313446,0.2860044836997986,0.9999999403953552,0.0910586416721344,0.2925276756286621,0.27534809708595276,0.038587480783462524,0.277780145406723,0.20176179707050323
4,0.06794765591621399,0.0646207332611084,0.15499350428581238,0.0910586416721344,1.0000001192092896,0.03696870431303978,0.05659645423293114,0.13812467455863953,0.12808017432689667,0.010515431873500347
documentary,0.18892808258533478,0.15658286213874817,0.26381126046180725,0.2925276756286621,0.03696870431303978,1.0000001192092896,0.3399858772754669,0.1648009568452835,0.12126182019710541,0.20526576042175293
programme,0.1508045494556427,0.1542370468378067,0.23601844906806946,0.3405773639678955,-0.016812114045023918,0.2966577708721161,0.3037490248680115,0.1252191811800003,0.2070818692445755,0.139840766787529
undercover,0.2460014373064041,0.15086498856544495,0.30013105273246765,0.27534809708595276,0.05659645423293114,0.3399858772754669,1.0,0.20042289793491364,0.20649030804634094,0.28169330954551697
mosque,0.2019130140542984,0.14341548085212708,0.20824144780635834,0.038587480783462524,0.13812467455863953,0.1648009568452835,0.20042289793491364,1.0000001192092896,0.1372697651386261,0.15313510596752167
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.18730267882347107,0.15652385354042053,0.1999746561050415,0.29429706931114197,0.1946001648902893,0.24731357395648956,0.31091248989105225
has,0.34538573026657104,0.2124989777803421,0.4177538752555847,0.2038687914609909,0.011149466037750244,0.09906698763370514,0.18884392082691193,0.12008818984031677,0.18676379323005676,0.15994466841220856
given,0.3406018912792206,0.24950160086154938,0.37508252263069153,0.1857968121767044,0.1300814151763916,0.10779879242181778,0.1949499547481537,0.12489187717437744,0.14954400062561035,0.2570464313030243
rise,0.15769775211811066,0.16756875813007355,0.3404741883277893,0.13517558574676514,-0.02436130866408348,0.04204336553812027,0.17381559312343597,0.09012618660926819,0.19558531045913696,0.10799103230237961
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.21299093961715698,0.059323787689208984,0.15569530427455902,0.27302107214927673,0.20289093255996704,0.24103909730911255,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.2860044836997986,0.15499350428581238,0.26381126046180725,0.30013105273246765,0.20824144780635834,0.2877824306488037,0.22068053483963013
term,0.2727346122264862,0.18552188575267792,0.2740369141101837,0.1917482316493988,-0.011820463463664055,0.17485588788986206,0.18595807254314423,0.1071961373090744,0.12301019579172134,0.1901002675294876
londonistan,0.25548073649406433,0.19812631607055664,0.31638258695602417,0.16202743351459503,0.1509566456079483,0.1197965145111084,0.2086562067270279,0.3134923577308655,0.21954230964183807,0.14883579313755035
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2489151805639267,0.0835196003317833,0.1716383397579193,0.33337339758872986,0.17514361441135406,0.2759295105934143,0.4130953550338745
