,what,sin,were,the,leaders,the,extremists,attacked,guilty,of,?
who,0.40942975878715515,0.1916438341140747,0.3188014328479767,0.3733934462070465,0.31705352663993835,0.3733934462070465,0.3402387201786041,0.27659302949905396,0.28068235516548157,0.2827862501144409,0.26220351457595825
held,0.0974166989326477,0.10035199671983719,0.2591556906700134,0.32185450196266174,0.2779964506626129,0.32185450196266174,0.2419789731502533,0.29797133803367615,0.17243348062038422,0.28960686922073364,0.14103956520557404
secular,0.26444122195243835,0.1447509229183197,0.21402139961719513,0.24261851608753204,0.38486143946647644,0.24261851608753204,0.42693737149238586,0.11667761206626892,0.2011786550283432,0.28420427441596985,0.13290788233280182
leanings,0.29038262367248535,0.1339539885520935,0.179422989487648,0.23915454745292664,0.213862344622612,0.23915454745292664,0.2990315854549408,0.16398783028125763,0.20657134056091309,0.2289774864912033,0.2759426236152649
or,0.33867141604423523,0.19722136855125427,0.3389680087566376,0.4174870550632477,0.15074610710144043,0.4174870550632477,0.27325698733329773,0.1713830679655075,0.14139531552791595,0.3792596757411957,0.32389625906944275
who,0.40942975878715515,0.1916438341140747,0.3188014328479767,0.3733934462070465,0.31705352663993835,0.3733934462070465,0.3402387201786041,0.27659302949905396,0.28068235516548157,0.2827862501144409,0.26220351457595825
had,0.23849567770957947,0.0857275202870369,0.6150832772254944,0.3875846862792969,0.2601015269756317,0.3875846862792969,0.25501081347465515,0.328540176153183,0.21179883182048798,0.37755560874938965,0.20728366076946259
introduced,0.09417270123958588,0.03963408246636391,0.27468806505203247,0.242969810962677,0.08237403631210327,0.242969810962677,0.07387351244688034,0.14174139499664307,0.0343795046210289,0.23328952491283417,0.16386865079402924
or,0.33867141604423523,0.19722136855125427,0.3389680087566376,0.4174870550632477,0.15074610710144043,0.4174870550632477,0.27325698733329773,0.1713830679655075,0.14139531552791595,0.3792596757411957,0.32389625906944275
promoted,0.18223430216312408,0.09680205583572388,0.19242268800735474,0.2648380994796753,0.19009391963481903,0.2648380994796753,0.1262298822402954,0.18993879854679108,0.2031942754983902,0.1760295182466507,0.2079106867313385
western/foreign,0.3405771553516388,0.23670132458209991,0.2991817593574524,0.47464442253112793,0.3385535180568695,0.47464442253112793,0.32877111434936523,0.232872873544693,0.19366689026355743,0.41223806142807007,0.2734152674674988
ideas,0.42330971360206604,0.10777559131383896,0.26104360818862915,0.22381870448589325,0.35434460639953613,0.22381870448589325,0.3585827648639679,0.12410562485456467,0.18631847202777863,0.22676146030426025,0.2857283353805542
and,0.31309178471565247,0.20722192525863647,0.42175528407096863,0.5171257257461548,0.2407902181148529,0.5171257257461548,0.27302607893943787,0.29838094115257263,0.15852567553520203,0.5116966962814331,0.20544172823429108
practices,0.30286267399787903,0.16825897991657257,0.2807314693927765,0.24007414281368256,0.322937935590744,0.24007414281368256,0.3350048363208771,0.07272285223007202,0.14871279895305634,0.25354546308517456,0.18974241614341736
into,0.2180619090795517,0.055101532489061356,0.2657007873058319,0.39493247866630554,0.15554529428482056,0.39493247866630554,0.20823067426681519,0.25546273589134216,0.12791940569877625,0.32255905866622925,0.15662476420402527
islamic,0.2204568088054657,0.174467533826828,0.1627683937549591,0.27231070399284363,0.28775396943092346,0.27231070399284363,0.47094249725341797,0.18135833740234375,0.11442629247903824,0.25656506419181824,0.1692383587360382
societies,0.21333153545856476,0.16563406586647034,0.26413601636886597,0.2507815659046173,0.3410359025001526,0.2507815659046173,0.30982545018196106,0.1136065125465393,0.11884738504886627,0.20256926119327545,0.19051554799079895
.,0.3567904531955719,0.17979495227336884,0.3378238379955292,0.5934505462646484,0.18761023879051208,0.5934505462646484,0.23070400953292847,0.249810591340065,0.21959076821804047,0.5352458953857422,0.4130953550338745
