,what,might,also,be,required,of,a,teacher,to,pass,",",in,addition,to,certification,?
the,0.42745697498321533,0.32504433393478394,0.6021018624305725,0.4248143136501312,0.27848219871520996,0.733189046382904,0.5829201340675354,0.17760860919952393,0.535392165184021,0.25961899757385254,0.4933079481124878,0.6662389636039734,0.32955414056777954,0.535392165184021,0.22407793998718262,0.22068053483963013
us,0.32081687450408936,0.24287712574005127,0.20712785422801971,0.24659982323646545,0.16067107021808624,0.23568789660930634,0.1862444281578064,0.10434416681528091,0.2928973436355591,0.10120745003223419,0.3120202422142029,0.19746538996696472,0.13515712320804596,0.2928973436355591,0.20577996969223022,0.2742428481578827
",",0.3087472915649414,0.2533247768878937,0.4717654287815094,0.39254459738731384,0.22653338313102722,0.4946078956127167,0.427140474319458,0.2884024977684021,0.44245919585227966,0.22301842272281647,1.0000001192092896,0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2424149215221405,0.31091248989105225
require,0.2487315833568573,0.31402093172073364,0.2422143667936325,0.40844497084617615,0.7939618825912476,0.20683176815509796,0.24720792472362518,0.11969908326864243,0.29503753781318665,0.21606796979904175,0.20549376308918,0.14079172909259796,0.3775559663772583,0.29503753781318665,0.33413317799568176,0.2463286817073822
that,0.6297725439071655,0.5377011895179749,0.6005857586860657,0.6036020517349243,0.37379229068756104,0.41498205065727234,0.47537946701049805,0.1985531747341156,0.5436353087425232,0.24082426726818085,0.4137537479400635,0.435920387506485,0.3626989722251892,0.5436353087425232,0.19583691656589508,0.32716336846351624
prospective,0.22635701298713684,0.24211499094963074,0.26338696479797363,0.30007246136665344,0.28164443373680115,0.2704830765724182,0.2663448750972748,0.09533000737428665,0.3424176275730133,0.20426933467388153,0.28454166650772095,0.290104478597641,0.2912731170654297,0.3424176275730133,0.3185543417930603,0.22671756148338318
teachers,0.2526462972164154,0.24122771620750427,0.27114254236221313,0.20256873965263367,0.2004682421684265,0.27737662196159363,0.2509842813014984,0.7334206104278564,0.2668606638908386,0.16550423204898834,0.28049156069755554,0.2128150761127472,0.1515374779701233,0.2668606638908386,0.25244471430778503,0.19522249698638916
pass,0.24105259776115417,0.173652783036232,0.2661254405975342,0.21090248227119446,0.2506808638572693,0.18302802741527557,0.19894953072071075,0.10908638685941696,0.28446894884109497,1.0000001192092896,0.22301842272281647,0.18748411536216736,0.13707277178764343,0.28446894884109497,0.21171733736991882,0.09478675574064255
a,0.3320399522781372,0.4210625886917114,0.5149940252304077,0.39883795380592346,0.2891559302806854,0.5052502155303955,1.0,0.31202319264411926,0.45503583550453186,0.19894953072071075,0.427140474319458,0.539380669593811,0.2617819607257843,0.45503583550453186,0.24446265399456024,0.23916715383529663
background,0.2643679678440094,0.21104122698307037,0.19750259816646576,0.20279113948345184,0.14803461730480194,0.18715104460716248,0.1591496765613556,0.15493078529834747,0.19269849359989166,0.10643132030963898,0.24285303056240082,0.15983064472675323,0.21155086159706116,0.19269849359989166,0.21285490691661835,0.18481217324733734
check,0.4061378240585327,0.3783915936946869,0.25402745604515076,0.3949551284313202,0.3527719974517822,0.19366183876991272,0.2500237822532654,0.14305433630943298,0.29680517315864563,0.21739184856414795,0.2381889820098877,0.20846937596797943,0.23956671357154846,0.29680517315864563,0.31825706362724304,0.39389175176620483
and,0.31309178471565247,0.31685465574264526,0.5755972862243652,0.41766801476478577,0.25104308128356934,0.5116966962814331,0.3739250600337982,0.27571162581443787,0.48971283435821533,0.2433357536792755,0.6633074283599854,0.4954058527946472,0.3508087992668152,0.48971283435821533,0.1913776844739914,0.20544172823429108
psychiatric,0.2544221580028534,0.2532217502593994,0.2564987540245056,0.20712798833847046,0.16678526997566223,0.17945729196071625,0.24683482944965363,0.2201301008462906,0.2665591537952423,0.06553369760513306,0.20781779289245605,0.2568757236003876,0.12851601839065552,0.2665591537952423,0.20374564826488495,0.19065207242965698
evaluation,0.2566048800945282,0.2919122278690338,0.2392061948776245,0.3208357095718384,0.3978511095046997,0.23022852838039398,0.23692037165164948,0.2719815969467163,0.26302868127822876,0.12471219152212143,0.2292044460773468,0.21822984516620636,0.30978402495384216,0.26302868127822876,0.46869945526123047,0.23344650864601135
to,0.455847829580307,0.5153919458389282,0.5348826050758362,0.4972836375236511,0.3613971471786499,0.41548454761505127,0.45503583550453186,0.1991342306137085,1.0,0.28446894884109497,0.44245919585227966,0.45010748505592346,0.29394859075546265,1.0,0.19069352746009827,0.29463258385658264
be,0.3929833769798279,0.5260229706764221,0.48342031240463257,1.0,0.3677930235862732,0.33904364705085754,0.39883795380592346,0.1891087293624878,0.4972836375236511,0.21090248227119446,0.39254459738731384,0.3481820821762085,0.34787413477897644,0.4972836375236511,0.21215490996837616,0.3324260413646698
able,0.3404487371444702,0.4594084918498993,0.36186322569847107,0.3856765329837799,0.4044731855392456,0.23883962631225586,0.2874686121940613,0.21436302363872528,0.529755175113678,0.285097599029541,0.28725793957710266,0.23456627130508423,0.23247307538986206,0.529755175113678,0.13796770572662354,0.260649710893631
to,0.455847829580307,0.5153919458389282,0.5348826050758362,0.4972836375236511,0.3613971471786499,0.41548454761505127,0.45503583550453186,0.1991342306137085,1.0,0.28446894884109497,0.44245919585227966,0.45010748505592346,0.29394859075546265,1.0,0.19069352746009827,0.29463258385658264
teach,0.2818700671195984,0.2819056808948517,0.2816314995288849,0.24814555048942566,0.22389908134937286,0.2383975088596344,0.18608243763446808,0.6285144090652466,0.36650484800338745,0.17150412499904633,0.22192275524139404,0.23312166333198547,0.20638716220855713,0.36650484800338745,0.21847885847091675,0.24188745021820068
in,0.30808621644973755,0.26443570852279663,0.5073733329772949,0.3481820821762085,0.20162324607372284,0.5696388483047485,0.539380669593811,0.22632350027561188,0.45010748505592346,0.18748411536216736,0.5201468467712402,1.0,0.3033084571361542,0.45010748505592346,0.20362921059131622,0.20430970191955566
classroom,0.2124699205160141,0.2466222643852234,0.23400090634822845,0.2462451159954071,0.2530517876148224,0.18854095041751862,0.24022886157035828,0.41544046998023987,0.2640056908130646,0.07769095152616501,0.19432392716407776,0.215206578373909,0.2990550696849823,0.2640056908130646,0.314527690410614,0.23190370202064514
.,0.3567904531955719,0.27493223547935486,0.49166762828826904,0.4383580684661865,0.2724599838256836,0.5352458953857422,0.50484299659729,0.225234717130661,0.4645031690597534,0.1901644617319107,0.6812511086463928,0.5591574311256409,0.27481022477149963,0.4645031690597534,0.2123774290084839,0.4130953550338745
