,how,much,british,military,was,in,north,america,at,start,of,war,?
army,0.13502483069896698,0.2189490646123886,0.24701134860515594,0.5838516354560852,0.30177709460258484,0.25258398056030273,0.21994413435459137,0.17522306740283966,0.21762855350971222,0.20723402500152588,0.2669098675251007,0.5000815987586975,0.180583193898201
troops,0.10607875138521194,0.18381060659885406,0.2599998712539673,0.41364583373069763,0.2910937964916229,0.25826749205589294,0.28140848875045776,0.137160062789917,0.23513081669807434,0.2405003160238266,0.23602326214313507,0.4551744759082794,0.14329779148101807
were,0.2082374095916748,0.25476184487342834,0.27742838859558105,0.21322216093540192,0.590133786201477,0.3815755248069763,0.22497540712356567,0.22683310508728027,0.2947486639022827,0.25605452060699463,0.34038281440734863,0.3151806890964508,0.17890112102031708
stationed,0.09937261790037155,0.1411401927471161,0.2448231428861618,0.3487533628940582,0.28208982944488525,0.29474446177482605,0.2883988916873932,0.12341702729463577,0.25872910022735596,0.12051854282617569,0.2459419071674347,0.3304887115955353,0.09061841666698456
in,0.2601168751716614,0.2725222110748291,0.23084034025669098,0.2402431070804596,0.45514053106307983,1.0,0.39050599932670593,0.3098583221435547,0.4374977946281433,0.29979339241981506,0.5696388483047485,0.29904094338417053,0.20430970191955566
north,0.12114071100950241,0.1584777534008026,0.2482547163963318,0.1860160529613495,0.29020047187805176,0.39050599932670593,1.0,0.4837384521961212,0.2535056173801422,0.18893708288669586,0.3604778051376343,0.2980347275733948,0.11829731613397598
america,0.19301444292068481,0.27941057085990906,0.23250389099121094,0.16090981662273407,0.2850865423679352,0.3098583221435547,0.4837384521961212,0.9999998807907104,0.1539384126663208,0.19595599174499512,0.28803038597106934,0.23212303221225739,0.19333907961845398
",",0.22659391164779663,0.36182254552841187,0.25734075903892517,0.2611614465713501,0.45456063747406006,0.5201468467712402,0.31834840774536133,0.253568559885025,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
and,0.33647966384887695,0.38395699858665466,0.325880765914917,0.2530125379562378,0.3740963041782379,0.4954058527946472,0.2776443064212799,0.2647855281829834,0.3571503460407257,0.2890162169933319,0.5116966962814331,0.29695844650268555,0.20544172823429108
few,0.2993465065956116,0.3796188235282898,0.1643649935722351,0.1869751214981079,0.21633684635162354,0.3588411808013916,0.19595731794834137,0.19624540209770203,0.24135999381542206,0.26297760009765625,0.2682102620601654,0.19318817555904388,0.2334265559911728
british,0.17564475536346436,0.17158342897891998,1.0,0.25965484976768494,0.31934812664985657,0.23084034025669098,0.2482547163963318,0.23250389099121094,0.21751968562602997,0.1395164579153061,0.23701532185077667,0.3060368299484253,0.09711728990077972
troops,0.10607875138521194,0.18381060659885406,0.2599998712539673,0.41364583373069763,0.2910937964916229,0.25826749205589294,0.28140848875045776,0.137160062789917,0.23513081669807434,0.2405003160238266,0.23602326214313507,0.4551744759082794,0.14329779148101807
.,0.3287222981452942,0.3374604284763336,0.23159366846084595,0.21794499456882477,0.40146201848983765,0.5591574311256409,0.3171539604663849,0.29180291295051575,0.4549728035926819,0.3501981496810913,0.5352458953857422,0.3000848889350891,0.4130953550338745
,how,much,british,military,was,in,north,america,at,start,of,war,?
most,0.311336874961853,0.4205867648124695,0.1875709593296051,0.20350180566310883,0.29933857917785645,0.41416558623313904,0.2047051340341568,0.2642252743244171,0.22451047599315643,0.26061660051345825,0.4178851246833801,0.21905969083309174,0.2107497900724411
british,0.17564475536346436,0.17158342897891998,1.0,0.25965484976768494,0.31934812664985657,0.23084034025669098,0.2482547163963318,0.23250389099121094,0.21751968562602997,0.1395164579153061,0.23701532185077667,0.3060368299484253,0.09711728990077972
colonies,0.17465266585350037,0.24028944969177246,0.3298065662384033,0.192336305975914,0.21739500761032104,0.28602269291877747,0.2843923270702362,0.3768984079360962,0.16224800050258636,0.2282978743314743,0.2890703082084656,0.35548219084739685,0.07886616140604019
mustered,0.20894202589988708,0.24871888756752014,0.2358253300189972,0.2639797031879425,0.271964967250824,0.22501198947429657,0.19540810585021973,0.26872724294662476,0.22230520844459534,0.15811873972415924,0.25605738162994385,0.2375711053609848,0.19453969597816467
local,0.1895620971918106,0.13081760704517365,0.17293424904346466,0.1790001094341278,0.11715790629386902,0.2223825752735138,0.11877486109733582,0.08579923957586288,0.1697770059108734,0.20279762148857117,0.20668989419937134,0.10417365282773972,0.15022775530815125
militia,0.15412473678588867,0.1869141012430191,0.2913333773612976,0.5438110828399658,0.2586398422718048,0.22128655016422272,0.2241237610578537,0.19252407550811768,0.16793404519557953,0.15214435756206512,0.22431901097297668,0.38149183988571167,0.16097775101661682
companies,0.1746106892824173,0.2281082272529602,0.18174196779727936,0.22703541815280914,0.1954081952571869,0.2321794629096985,0.1660468727350235,0.17302560806274414,0.1353365033864975,0.14627429842948914,0.22608543932437897,0.20602960884571075,0.14365637302398682
",",0.22659391164779663,0.36182254552841187,0.25734075903892517,0.2611614465713501,0.45456063747406006,0.5201468467712402,0.31834840774536133,0.253568559885025,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
generally,0.35949206352233887,0.48501020669937134,0.21045967936515808,0.22823303937911987,0.25163960456848145,0.28190043568611145,0.19544753432273865,0.24413026869297028,0.23514722287654877,0.24189996719360352,0.3127037584781647,0.19633358716964722,0.23411904275417328
ill,0.206837460398674,0.22760991752147675,0.19388222694396973,0.21912042796611786,0.20280921459197998,0.20080018043518066,0.12046990543603897,0.13398778438568115,0.19516384601593018,0.1445530503988266,0.16415730118751526,0.23511658608913422,0.15247376263141632
trained,0.24536238610744476,0.21738015115261078,0.19507542252540588,0.344342976808548,0.2402055412530899,0.22047798335552216,0.12405519187450409,0.12134162336587906,0.2401636391878128,0.12346585839986801,0.17385481297969818,0.21248780190944672,0.14453530311584473
and,0.33647966384887695,0.38395699858665466,0.325880765914917,0.2530125379562378,0.3740963041782379,0.4954058527946472,0.2776443064212799,0.2647855281829834,0.3571503460407257,0.2890162169933319,0.5116966962814331,0.29695844650268555,0.20544172823429108
available,0.2581886649131775,0.27636584639549255,0.17783206701278687,0.16152289509773254,0.1657772958278656,0.1939793825149536,0.15173223614692688,0.20500968396663666,0.22797659039497375,0.16492970287799835,0.2416580766439438,0.15240280330181122,0.2501629889011383
only,0.36590442061424255,0.411008358001709,0.1663796454668045,0.1910930871963501,0.36249664425849915,0.42992329597473145,0.25249361991882324,0.25652191042900085,0.30990660190582275,0.29357650876045227,0.49632513523101807,0.2323303520679474,0.2767370045185089
for,0.3308170735836029,0.2994346022605896,0.1970057189464569,0.22577130794525146,0.3863949179649353,0.4322226941585541,0.17560088634490967,0.243271604180336,0.34237727522850037,0.2663039267063141,0.4185989499092102,0.22632956504821777,0.264628142118454
short,0.17548030614852905,0.24510779976844788,0.13496819138526917,0.16026286780834198,0.20147566497325897,0.26193615794181824,0.1849483996629715,0.1353512853384018,0.2729065418243408,0.21188943088054657,0.2761780321598053,0.18425048887729645,0.16194626688957214
periods,0.2550928294658661,0.2913021743297577,0.12058410048484802,0.18095113337039948,0.15220573544502258,0.19927051663398743,0.10989154130220413,0.14849092066287994,0.21120788156986237,0.2963707149028778,0.256827712059021,0.2225319892168045,0.167264923453331
",",0.22659391164779663,0.36182254552841187,0.25734075903892517,0.2611614465713501,0.45456063747406006,0.5201468467712402,0.31834840774536133,0.253568559885025,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
to,0.44169697165489197,0.40610215067863464,0.22690963745117188,0.2282337248325348,0.3636345863342285,0.45010748505592346,0.2743184268474579,0.2636699676513672,0.36524343490600586,0.33345553278923035,0.41548454761505127,0.2610234022140503,0.29463258385658264
deal,0.38440680503845215,0.31275326013565063,0.17977745831012726,0.1673130840063095,0.19347058236598969,0.23030675947666168,0.1749335080385208,0.13827289640903473,0.18718039989471436,0.28038957715034485,0.22831951081752777,0.22410815954208374,0.2513751685619354
with,0.3525622487068176,0.2808258831501007,0.1637800633907318,0.1677970141172409,0.27411898970603943,0.4080928862094879,0.185934916138649,0.21664398908615112,0.29126521944999695,0.26863762736320496,0.41827285289764404,0.20580904185771942,0.2433311939239502
native,0.14082223176956177,0.1970306634902954,0.17760911583900452,0.15023915469646454,0.1733950972557068,0.24378694593906403,0.2587738633155823,0.36948955059051514,0.1719280481338501,0.1561203896999359,0.2524676024913788,0.22460375726222992,0.1457047313451767
threats,0.2671910226345062,0.2595922350883484,0.12858067452907562,0.2688501179218292,0.2023864984512329,0.23218269646167755,0.17885823547840118,0.21973192691802979,0.22261784970760345,0.18053171038627625,0.23818033933639526,0.26201316714286804,0.18974702060222626
",",0.22659391164779663,0.36182254552841187,0.25734075903892517,0.2611614465713501,0.45456063747406006,0.5201468467712402,0.31834840774536133,0.253568559885025,0.38314947485923767,0.2934366464614868,0.4946078956127167,0.2671184241771698,0.31091248989105225
but,0.43101516366004944,0.5130084753036499,0.2076481580734253,0.2000146508216858,0.36023372411727905,0.48674455285072327,0.19513697922229767,0.23241481184959412,0.33498162031173706,0.309513658285141,0.39942997694015503,0.258840948343277,0.27921953797340393
did,0.375736802816391,0.37947356700897217,0.2039594054222107,0.17979979515075684,0.41399896144866943,0.2593238651752472,0.16732536256313324,0.2212076634168625,0.28390252590179443,0.27419590950012207,0.2513895630836487,0.27422013878822327,0.3023456633090973
not,0.4869767427444458,0.4392215311527252,0.16629528999328613,0.20029304921627045,0.2888734042644501,0.3403114080429077,0.17446625232696533,0.22121162712574005,0.22025953233242035,0.3424513041973114,0.3307090103626251,0.22388246655464172,0.41942933201789856
have,0.4370637536048889,0.440376877784729,0.18602940440177917,0.21110375225543976,0.2863433063030243,0.36843645572662354,0.1588008850812912,0.21805447340011597,0.29004791378974915,0.3069983422756195,0.3802283704280853,0.22249692678451538,0.32991164922714233
any,0.38858675956726074,0.46881723403930664,0.15945293009281158,0.21682308614253998,0.22746296226978302,0.3135753571987152,0.16044437885284424,0.22724659740924835,0.2206675112247467,0.3100391924381256,0.3769088089466095,0.2056175172328949,0.4113408327102661
standing,0.21271410584449768,0.16757558286190033,0.14249204099178314,0.08323349058628082,0.24464210867881775,0.23342552781105042,0.17931517958641052,0.17748233675956726,0.24955430626869202,0.2013183832168579,0.30196839570999146,0.16546684503555298,0.11972658336162567
forces,0.17453457415103912,0.1764928102493286,0.23148047924041748,0.5087745785713196,0.22620010375976562,0.2565164566040039,0.2323179692029953,0.12391284108161926,0.20982104539871216,0.17541398108005524,0.3090144991874695,0.4495985805988312,0.16984491050243378
.,0.3287222981452942,0.3374604284763336,0.23159366846084595,0.21794499456882477,0.40146201848983765,0.5591574311256409,0.3171539604663849,0.29180291295051575,0.4549728035926819,0.3501981496810913,0.5352458953857422,0.3000848889350891,0.4130953550338745
