,which,californio,is,located,in,the,upper,part,?
california,0.17128102481365204,0.9040287733078003,0.20727038383483887,0.20510807633399963,0.2772824168205261,0.2750805914402008,0.12675106525421143,0.14441202580928802,0.1409905105829239
",",0.3658004403114319,0.28227493166923523,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.22235287725925446,0.3376222252845764,0.31091248989105225
such,0.406057745218277,0.16827896237373352,0.23545363545417786,0.12636038661003113,0.2704046070575714,0.3575236201286316,0.132587268948555,0.21469153463840485,0.17851735651493073
a,0.56894451379776,0.25831174850463867,0.658733606338501,0.2605401277542114,0.539380669593811,0.5829201340675354,0.26226839423179626,0.3994528353214264,0.23916715383529663
division,0.27775809168815613,0.07501178234815598,0.20176531374454498,0.1981610804796219,0.2658538520336151,0.26203617453575134,0.10652530938386917,0.2805361747741699,0.08900629729032516
has,0.4350704550743103,0.1714611053466797,0.5668748617172241,0.2580956220626831,0.4173259735107422,0.4177538752555847,0.17196889221668243,0.33699411153793335,0.15994466841220856
existed,0.3096289038658142,0.12374603748321533,0.2330806404352188,0.2611866891384125,0.2661771774291992,0.32677435874938965,0.24864467978477478,0.3159244954586029,0.17013543844223022
from,0.38755592703819275,0.20168814063072205,0.27355384826660156,0.2290649116039276,0.4274188280105591,0.40150508284568787,0.21286499500274658,0.31841611862182617,0.19969791173934937
the,0.6521818041801453,0.25723758339881897,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.35289278626441956,0.527681291103363,0.22068053483963013
time,0.325231671333313,0.20063622295856476,0.25187405943870544,0.15642552077770233,0.3431483507156372,0.43061500787734985,0.14377018809318542,0.2560320794582367,0.27391523122787476
when,0.572554349899292,0.14469341933727264,0.3471449911594391,0.16845738887786865,0.4431333839893341,0.5091903209686279,0.18254698812961578,0.35435768961906433,0.22841128706932068
mexico,0.19253996014595032,0.43116042017936707,0.1764019876718521,0.19220313429832458,0.28360357880592346,0.2460518777370453,0.2181873768568039,0.16338440775871277,0.14739345014095306
ruled,0.150826096534729,0.11170224100351334,0.1662365049123764,0.2306346297264099,0.20897114276885986,0.2668108344078064,0.15698949992656708,0.26989179849624634,0.19970785081386566
california,0.17128102481365204,0.9040287733078003,0.20727038383483887,0.20510807633399963,0.2772824168205261,0.2750805914402008,0.12675106525421143,0.14441202580928802,0.1409905105829239
",",0.3658004403114319,0.28227493166923523,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.22235287725925446,0.3376222252845764,0.31091248989105225
and,0.506277859210968,0.23016245663166046,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.35301485657691956,0.20544172823429108
political,0.15920867025852203,0.12291011959314346,0.15203817188739777,0.1320124715566635,0.22136160731315613,0.20477235317230225,0.1448247879743576,0.1722194403409958,0.17130474746227264
disputes,0.2664680480957031,0.031458280980587006,0.16955074667930603,0.16778956353664398,0.20005518198013306,0.27399224042892456,0.11148867011070251,0.24219553172588348,0.2840479910373688
raged,0.24992430210113525,0.09320171177387238,0.09524694830179214,0.15849199891090393,0.259880006313324,0.26834309101104736,0.1135559231042862,0.1476573497056961,0.15316446125507355
between,0.395174115896225,0.10311777144670486,0.26809602975845337,0.2526787519454956,0.41100412607192993,0.39067012071609497,0.2323344200849533,0.3291641175746918,0.12887074053287506
the,0.6521818041801453,0.25723758339881897,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.35289278626441956,0.527681291103363,0.22068053483963013
californios,0.21469223499298096,0.9503260850906372,0.23791445791721344,0.21805979311466217,0.2472102791070938,0.28861939907073975,0.14875946938991547,0.16457971930503845,0.15866388380527496
of,0.5011631846427917,0.22935593128204346,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.733189046382904,0.25818127393722534,0.452393114566803,0.1826142966747284
monterey,0.24368920922279358,0.511121928691864,0.20397621393203735,0.25818389654159546,0.34400516748428345,0.2530984580516815,0.1101776659488678,0.2145574539899826,0.1302855759859085
in,0.4840516746044159,0.2496519535779953,0.5394441485404968,0.35149815678596497,1.0,0.6662389636039734,0.27419501543045044,0.4499994218349457,0.20430970191955566
the,0.6521818041801453,0.25723758339881897,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.35289278626441956,0.527681291103363,0.22068053483963013
upper,0.2984105050563812,0.14026159048080444,0.2177516371011734,0.2913903295993805,0.27419501543045044,0.35289278626441956,1.0000001192092896,0.21153129637241364,0.051342256367206573
part,0.4460882246494293,0.14834186434745789,0.4582172930240631,0.3639143705368042,0.4499994218349457,0.527681291103363,0.21153129637241364,1.0,0.08557961881160736
and,0.506277859210968,0.23016245663166046,0.3859752118587494,0.24183952808380127,0.4954058527946472,0.5171257257461548,0.2172592729330063,0.35301485657691956,0.20544172823429108
los,0.15805238485336304,0.6226974129676819,0.17008589208126068,0.1983492374420166,0.2795681953430176,0.2502395510673523,0.06625734269618988,0.2054215520620346,0.15495611727237701
angeles,0.15751682221889496,0.6117486953735352,0.1558004766702652,0.17600157856941223,0.23927895724773407,0.24588194489479065,0.0698273628950119,0.18722288310527802,0.16139166057109833
in,0.4840516746044159,0.2496519535779953,0.5394441485404968,0.35149815678596497,1.0,0.6662389636039734,0.27419501543045044,0.4499994218349457,0.20430970191955566
the,0.6521818041801453,0.25723758339881897,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.35289278626441956,0.527681291103363,0.22068053483963013
lower,0.35006284713745117,0.10080346465110779,0.20806168019771576,0.22138069570064545,0.27455443143844604,0.3463275134563446,0.7553458213806152,0.22235289216041565,0.08471795171499252
part,0.4460882246494293,0.14834186434745789,0.4582172930240631,0.3639143705368042,0.4499994218349457,0.527681291103363,0.21153129637241364,1.0,0.08557961881160736
of,0.5011631846427917,0.22935593128204346,0.4854315221309662,0.32520920038223267,0.5696388483047485,0.733189046382904,0.25818127393722534,0.452393114566803,0.1826142966747284
alta,0.17119471728801727,0.37772247195243835,0.1757388710975647,0.2909194529056549,0.2098454236984253,0.21644072234630585,0.30490484833717346,0.17839787900447845,0.15983480215072632
california,0.17128102481365204,0.9040287733078003,0.20727038383483887,0.20510807633399963,0.2772824168205261,0.2750805914402008,0.12675106525421143,0.14441202580928802,0.1409905105829239
.,0.45942068099975586,0.27499067783355713,0.4569662809371948,0.28226932883262634,0.5591574311256409,0.5934505462646484,0.23727275431156158,0.32817673683166504,0.4130953550338745
