,when,did,walt,disney,productions,purchase,abc,'s,shares,in,the,disneyland,theme,park,?
financial,0.23070667684078217,0.2442471981048584,0.2313322275876999,0.25414636731147766,0.28613850474357605,0.4214957058429718,0.1747773438692093,0.06992136687040329,0.3104560673236847,0.23881284892559052,0.29952070116996765,0.2967734932899475,0.17129555344581604,0.151762917637825,0.06444920599460602
situation,0.35674718022346497,0.2690824270248413,0.1315070241689682,0.1548002064228058,0.1606668084859848,0.17589420080184937,0.1935058832168579,0.02444574236869812,0.16602018475532532,0.2606582045555115,0.29657405614852905,0.19069336354732513,0.1486109346151352,0.12966564297676086,0.2714049518108368
",",0.36674630641937256,0.3015086054801941,0.19253113865852356,0.2132069319486618,0.2846270501613617,0.220005065202713,0.2097204476594925,-0.0016132977325469255,0.29036593437194824,0.5201468467712402,0.4933079481124878,0.24836018681526184,0.21865783631801605,0.22495080530643463,0.31091248989105225
had,0.37526828050613403,0.540525496006012,0.15047477185726166,0.14818458259105682,0.2306116819381714,0.2738136649131775,0.18355661630630493,-0.004401352722197771,0.23105689883232117,0.385026752948761,0.3875846862792969,0.18029581010341644,0.2012919783592224,0.15064385533332825,0.20728366076946259
purchased,0.17914487421512604,0.19566655158996582,0.31418055295944214,0.2442995309829712,0.2935105264186859,0.8427236080169678,0.22144027054309845,0.09375522285699844,0.3756219148635864,0.18043512105941772,0.21101699769496918,0.3227587044239044,0.21072842180728912,0.20161552727222443,0.04121813923120499
abc,0.13294127583503723,0.13353709876537323,0.36108773946762085,0.37895750999450684,0.34230175614356995,0.2114780843257904,1.0000001192092896,0.06670809537172318,0.1739792674779892,0.1697147786617279,0.2068762183189392,0.23635563254356384,0.23545488715171814,0.16592466831207275,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.09715674072504044,0.0786653682589531,0.04581885412335396,0.08398998528718948,0.06670809537172318,0.9999999403953552,0.08795369416475296,-0.037580832839012146,-0.01540423184633255,0.047162871807813644,0.010491529479622841,-0.027052083984017372,-0.023395681753754616
shares,0.16701866686344147,0.14416900277137756,0.23854878544807434,0.242331400513649,0.20218192040920258,0.34478700160980225,0.1739792674779892,0.08795369416475296,1.0,0.24081222712993622,0.2541813552379608,0.30616021156311035,0.19222643971443176,0.1921970248222351,0.10316289961338043
in,0.4431333839893341,0.2593238651752472,0.24451637268066406,0.18521910905838013,0.23328478634357452,0.18969708681106567,0.1697147786617279,-0.037580832839012146,0.24081222712993622,1.0,0.6662389636039734,0.26357531547546387,0.21164380013942719,0.22758090496063232,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2561357319355011,0.24980762600898743,0.2695383131504059,0.242343470454216,0.2068762183189392,-0.01540423184633255,0.2541813552379608,0.6662389636039734,1.0,0.3147701323032379,0.2470158040523529,0.24748283624649048,0.22068053483963013
disneyland,0.23185518383979797,0.17775611579418182,0.6021803617477417,0.7213653922080994,0.3187669813632965,0.30082640051841736,0.23635563254356384,0.047162871807813644,0.30616021156311035,0.26357531547546387,0.3147701323032379,1.0000001192092896,0.5218421816825867,0.4996703863143921,0.18708528578281403
theme,0.1518925577402115,0.12344229966402054,0.42908740043640137,0.45182034373283386,0.27983802556991577,0.2121075540781021,0.23545488715171814,0.010491529479622841,0.19222643971443176,0.21164380013942719,0.2470158040523529,0.5218421816825867,0.9999998807907104,0.413247674703598,0.21507632732391357
park,0.14917762577533722,0.12431816756725311,0.2837597131729126,0.2684294283390045,0.19079221785068512,0.16823379695415497,0.16592466831207275,-0.027052083984017372,0.1921970248222351,0.22758090496063232,0.24748283624649048,0.4996703863143921,0.413247674703598,1.0,0.13508929312229156
for,0.43402108550071716,0.318512886762619,0.1657402515411377,0.16913838684558868,0.2502169609069824,0.2267349809408188,0.22510288655757904,-0.07241261005401611,0.19489184021949768,0.4322226941585541,0.4739971458911896,0.22993269562721252,0.23964181542396545,0.157673642039299,0.264628142118454
$,0.17828483879566193,0.23203131556510925,0.17203742265701294,0.20913034677505493,0.1813749223947525,0.3222631514072418,0.2139672338962555,0.03734852001070976,0.22043167054653168,0.21616753935813904,0.23367542028427124,0.2529958486557007,0.1600644886493683,0.1429903656244278,0.2786129117012024
7.5,0.2384650558233261,0.25321656465530396,0.04553709924221039,0.08683151751756668,0.01688510738313198,0.04253707826137543,0.08787725865840912,-0.06191668659448624,0.11049702763557434,0.18354900181293488,0.30669015645980835,0.0943647101521492,0.12091006338596344,0.05928003787994385,0.3666565418243408
million,0.17012886703014374,0.1815238744020462,0.07793357968330383,0.11548277735710144,0.14074762165546417,0.2357744723558426,0.19051116704940796,0.05079329386353493,0.22753514349460602,0.2596224844455719,0.277012437582016,0.19426637887954712,0.14454202353954315,0.20861437916755676,0.23092924058437347
and,0.4716290831565857,0.34479495882987976,0.23346897959709167,0.23352548480033875,0.2767941951751709,0.1929796040058136,0.16453155875205994,0.06895173341035843,0.26216331124305725,0.4954058527946472,0.5171257257461548,0.2735011577606201,0.2354547381401062,0.21340665221214294,0.20544172823429108
initiated,0.2526434063911438,0.24612952768802643,0.09528786689043045,0.06671345233917236,0.12534596025943756,0.2047092467546463,0.1347886025905609,-0.07162638008594513,0.1378086656332016,0.22239916026592255,0.2882399260997772,0.10663142055273056,0.14305882155895233,0.0926370918750763,0.16644564270973206
discussions,0.2668939530849457,0.2724016308784485,0.16755343973636627,0.16709983348846436,0.19984130561351776,0.14186948537826538,0.17452506721019745,0.018270356580615044,0.10165465623140335,0.24210399389266968,0.23374754190444946,0.15944558382034302,0.12143532931804657,0.09479941427707672,0.42490139603614807
to,0.5423505902290344,0.4452643394470215,0.24481339752674103,0.23984374105930328,0.19399814307689667,0.2556370198726654,0.1762417107820511,0.03782717138528824,0.2314266562461853,0.45010748505592346,0.535392165184021,0.30942589044570923,0.20641355216503143,0.14257338643074036,0.29463258385658264
renew,0.31113359332084656,0.24493521451950073,0.24560217559337616,0.23919451236724854,0.2815234661102295,0.33892592787742615,0.24688228964805603,-0.04818408936262131,0.19699329137802124,0.19923003017902374,0.2726650834083557,0.22593754529953003,0.23462656140327454,0.15399788320064545,0.21736618876457214
abc,0.13294127583503723,0.13353709876537323,0.36108773946762085,0.37895750999450684,0.34230175614356995,0.2114780843257904,1.0000001192092896,0.06670809537172318,0.1739792674779892,0.1697147786617279,0.2068762183189392,0.23635563254356384,0.23545488715171814,0.16592466831207275,0.19065172970294952
's,-0.03368149697780609,0.05069678649306297,0.09715674072504044,0.0786653682589531,0.04581885412335396,0.08398998528718948,0.06670809537172318,0.9999999403953552,0.08795369416475296,-0.037580832839012146,-0.01540423184633255,0.047162871807813644,0.010491529479622841,-0.027052083984017372,-0.023395681753754616
television,0.19077982008457184,0.17055591940879822,0.3781507611274719,0.3754020631313324,0.4012118875980377,0.1497635841369629,0.46871840953826904,0.11021530628204346,0.12886138260364532,0.2689782977104187,0.24569597840309143,0.2682136595249176,0.324927419424057,0.22554484009742737,0.16825827956199646
contract,0.23667094111442566,0.24713465571403503,0.27233004570007324,0.21299080550670624,0.23190917074680328,0.3562477231025696,0.18900540471076965,-0.05661848187446594,0.2626752555370331,0.20341484248638153,0.23003633320331573,0.2324187010526657,0.17230252921581268,0.10512980818748474,0.12573233246803284
for,0.43402108550071716,0.318512886762619,0.1657402515411377,0.16913838684558868,0.2502169609069824,0.2267349809408188,0.22510288655757904,-0.07241261005401611,0.19489184021949768,0.4322226941585541,0.4739971458911896,0.22993269562721252,0.23964181542396545,0.157673642039299,0.264628142118454
walt,0.1786840409040451,0.1685073971748352,0.9999999403953552,0.8116229772567749,0.4528430104255676,0.24243281781673431,0.36108773946762085,0.09715674072504044,0.23854878544807434,0.24451637268066406,0.2561357319355011,0.6021803617477417,0.42908740043640137,0.2837597131729126,0.18540392816066742
disney,0.17460092902183533,0.16180537641048431,0.8116229772567749,1.0,0.4040467441082001,0.21842390298843384,0.37895750999450684,0.0786653682589531,0.242331400513649,0.18521910905838013,0.24980762600898743,0.7213653922080994,0.45182034373283386,0.2684294283390045,0.22150784730911255
presents,0.1690315455198288,0.18697667121887207,0.2499876767396927,0.26066339015960693,0.35310375690460205,0.19787895679473877,0.3011639416217804,0.045088235288858414,0.2400284707546234,0.23149815201759338,0.3075920641422272,0.25753557682037354,0.26736727356910706,0.1461895853281021,0.20020639896392822
",",0.36674630641937256,0.3015086054801941,0.19253113865852356,0.2132069319486618,0.2846270501613617,0.220005065202713,0.2097204476594925,-0.0016132977325469255,0.29036593437194824,0.5201468467712402,0.4933079481124878,0.24836018681526184,0.21865783631801605,0.22495080530643463,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.23183803260326385,0.22318677604198456,0.3197818398475647,0.2709650695323944,0.1991286277770996,0.03856118768453598,0.30509355664253235,0.4840516746044159,0.6521818041801453,0.30426472425460815,0.25756725668907166,0.22263368964195251,0.25814583897590637
was,0.37326499819755554,0.41399896144866943,0.28954240679740906,0.22590678930282593,0.24518412351608276,0.20900961756706238,0.21565799415111542,0.008974763564765453,0.19934453070163727,0.45514053106307983,0.48711544275283813,0.24742449820041656,0.21860456466674805,0.22738584876060486,0.18412111699581146
due,0.27254438400268555,0.15152592957019806,0.16716508567333221,0.14360401034355164,0.13191509246826172,0.1505221426486969,0.13995635509490967,0.03925589844584465,0.1991356611251831,0.2516716718673706,0.22577603161334991,0.195479616522789,0.15182171761989594,0.11195264011621475,0.10954997688531876
to,0.5423505902290344,0.4452643394470215,0.24481339752674103,0.23984374105930328,0.19399814307689667,0.2556370198726654,0.1762417107820511,0.03782717138528824,0.2314266562461853,0.45010748505592346,0.535392165184021,0.30942589044570923,0.20641355216503143,0.14257338643074036,0.29463258385658264
expire,0.32939180731773376,0.22256165742874146,0.2204611450433731,0.2512989044189453,0.15912263095378876,0.4017602503299713,0.1870030015707016,-0.0587497279047966,0.13525761663913727,0.17287667095661163,0.2778683006763458,0.2725612223148346,0.13966117799282074,0.1497383564710617,0.28943076729774475
in,0.4431333839893341,0.2593238651752472,0.24451637268066406,0.18521910905838013,0.23328478634357452,0.18969708681106567,0.1697147786617279,-0.037580832839012146,0.24081222712993622,1.0,0.6662389636039734,0.26357531547546387,0.21164380013942719,0.22758090496063232,0.20430970191955566
1961,0.1012396439909935,-0.07450946420431137,0.010895545594394207,0.04221043735742569,0.01707538403570652,-0.02014370635151863,0.031247682869434357,-0.007136933505535126,0.06645376980304718,0.09056709706783295,0.0738944262266159,0.07488355785608292,0.055704083293676376,0.016189508140087128,0.009729373268783092
.,0.475719153881073,0.35288307070732117,0.20639261603355408,0.23698924481868744,0.2754376530647278,0.21300923824310303,0.2567209303379059,-0.003708066651597619,0.2111845761537552,0.5591574311256409,0.5934505462646484,0.2640485465526581,0.2135048359632492,0.22825266420841217,0.4130953550338745
