,who,would,begter,have,married,when,he,came,of,age,?
hoelun,0.30049383640289307,0.2509632408618927,0.34140077233314514,0.2542620897293091,0.23316672444343567,0.20105323195457458,0.28358128666877747,0.25733205676078796,0.29598546028137207,0.2702200412750244,0.19743679463863373
(,0.2443375140428543,0.21630488336086273,0.2854190170764923,0.23072676360607147,0.22276289761066437,0.2459595799446106,0.21137313544750214,0.16972680389881134,0.35032153129577637,0.14561709761619568,0.40561532974243164
not,0.369414746761322,0.5854519605636597,0.26025405526161194,0.5619372129440308,0.13923698663711548,0.4799930453300476,0.29440581798553467,0.2165926843881607,0.3307090103626251,0.2090955525636673,0.41942933201789856
begter,0.3782765865325928,0.3224853575229645,0.9999998807907104,0.18014323711395264,0.31786441802978516,0.3212567865848541,0.366952121257782,0.32937076687812805,0.27616795897483826,0.22213053703308105,0.22523251175880432
's,0.05599616840481758,0.036968596279621124,0.04033765569329262,-0.02807004563510418,-0.05299868807196617,-0.03368149697780609,0.024063590914011,0.03627123311161995,-0.03817026689648628,0.004176773596554995,-0.023395681753754616
mother,0.3498775064945221,0.16519249975681305,0.35910966992378235,0.12952126562595367,0.4522537589073181,0.3469548225402832,0.33828893303871155,0.24520161747932434,0.2170739620923996,0.2815777063369751,0.15180644392967224
),0.2457384318113327,0.2093871831893921,0.3022005558013916,0.22866283357143402,0.22073489427566528,0.2538422644138336,0.24215729534626007,0.18714536726474762,0.3680361211299896,0.16737043857574463,0.42300865054130554
would,0.3632977604866028,1.0000001192092896,0.3224853575229645,0.484149694442749,0.13195282220840454,0.4219970703125,0.27278512716293335,0.3780665099620819,0.3353942930698395,0.2022067904472351,0.37178951501846313
have,0.39246654510498047,0.484149694442749,0.18014323711395264,0.9999999403953552,0.1660231202840805,0.40555819869041443,0.3020331561565399,0.2495533525943756,0.3802283704280853,0.1837892234325409,0.32991164922714233
to,0.42656609416007996,0.5965728163719177,0.354262113571167,0.4544740617275238,0.15330412983894348,0.5423505902290344,0.385390967130661,0.3111628592014313,0.41548454761505127,0.23830388486385345,0.29463258385658264
accept,0.2585562765598297,0.38633453845977783,0.24797257781028748,0.28488168120384216,0.10673761367797852,0.25497880578041077,0.21294105052947998,0.22418808937072754,0.2346213310956955,0.0646260604262352,0.2590680420398712
him,0.5491244792938232,0.4009282886981964,0.39660465717315674,0.2967558205127716,0.263334721326828,0.4087010324001312,0.6241704225540161,0.3185497224330902,0.2764812409877777,0.21535059809684753,0.23943768441677094
as,0.3923053741455078,0.3824005722999573,0.38109034299850464,0.37788212299346924,0.15175780653953552,0.4437963366508484,0.33787044882774353,0.20288845896720886,0.3886612355709076,0.22976377606391907,0.27043893933296204
her,0.3824957311153412,0.2420050948858261,0.39514005184173584,0.24358119070529938,0.407911092042923,0.3416576683521271,0.5474342107772827,0.2638702392578125,0.27399197220802307,0.28312984108924866,0.20310723781585693
husband,0.38604044914245605,0.19814588129520416,0.3474920094013214,0.12240935117006302,0.5681076049804688,0.29608839750289917,0.4106936454772949,0.17171227931976318,0.20487503707408905,0.24572624266147614,0.15407632291316986
if,0.3758285641670227,0.5543612837791443,0.19368909299373627,0.48852935433387756,0.08568492531776428,0.5608453154563904,0.2152462750673294,0.11619821190834045,0.2557544410228729,0.1344839632511139,0.4441644251346588
and,0.41279885172843933,0.34921059012413025,0.367858350276947,0.4711785912513733,0.23728172481060028,0.4716290831565857,0.45427167415618896,0.3049735128879547,0.5116966962814331,0.20936404168605804,0.20544172823429108
when,0.48282691836357117,0.4219970703125,0.3212567865848541,0.40555819869041443,0.1918937712907791,0.9999999403953552,0.39115971326828003,0.2824265956878662,0.3757161796092987,0.30780088901519775,0.22841128706932068
he,0.5500732064247131,0.27278512716293335,0.366952121257782,0.3020331561565399,0.3727172613143921,0.39115971326828003,1.0000001192092896,0.3321067988872528,0.38706058263778687,0.3103105127811432,0.2089974731206894
became,0.2624726891517639,0.31390392780303955,0.32865142822265625,0.16746708750724792,0.26346641778945923,0.32363733649253845,0.4161640405654907,0.4926590919494629,0.3638904094696045,0.24982047080993652,0.11374033987522125
an,0.2848317325115204,0.2650099992752075,0.24810178577899933,0.22897054255008698,0.12132290005683899,0.33026179671287537,0.281929612159729,0.18223494291305542,0.32280945777893066,0.17451614141464233,0.19793890416622162
adult,0.2506396472454071,0.17642924189567566,0.25214245915412903,0.25291189551353455,0.17272166907787323,0.2259843349456787,0.1954805850982666,0.07714684307575226,0.2112857699394226,0.3128170073032379,0.14439715445041656
.,0.3541337847709656,0.35067233443260193,0.3413090407848358,0.41614407300949097,0.2611352503299713,0.475719153881073,0.38061028718948364,0.26265060901641846,0.5352458953857422,0.2498820275068283,0.4130953550338745
