,in,1972,",",did,norway,end,up,joining,the,european,union,?
from,0.4274188280105591,-0.02776227332651615,0.39760664105415344,0.20248863101005554,0.20614135265350342,0.31609439849853516,0.2719550132751465,0.22056801617145538,0.40150508284568787,0.2091801017522812,0.19356246292591095,0.19969791173934937
the,0.6662389636039734,0.017579182982444763,0.4933079481124878,0.34736719727516174,0.20952337980270386,0.39658910036087036,0.38423117995262146,0.3364273011684418,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
uk,0.2261405885219574,0.020986247807741165,0.2632971405982971,0.128135547041893,0.2611362934112549,0.15218880772590637,0.1651255190372467,0.1816284954547882,0.2143084555864334,0.2919877767562866,0.227705717086792,0.20222434401512146
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
ireland,0.24362659454345703,0.1243477389216423,0.24259544909000397,0.19258828461170197,0.40130648016929626,0.1369999796152115,0.15825417637825012,0.09362927079200745,0.2573983073234558,0.22389626502990723,0.21712534129619598,0.10685748606920242
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
denmark,0.21252261102199554,0.11640068143606186,0.22295208275318146,0.1594432145357132,0.7279554605484009,0.12750494480133057,0.18490606546401978,0.13216838240623474,0.2167552262544632,0.3302900195121765,0.26357120275497437,0.12332404404878616
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
norway,0.25539493560791016,0.1252732276916504,0.23151691257953644,0.13200347125530243,0.9999999403953552,0.13534168899059296,0.1715824455022812,0.15713196992874146,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1972,0.07430855184793472,0.9999999403953552,0.08021809905767441,-0.09581880271434784,0.1252732276916504,-0.0844743549823761,-0.1367841511964798,0.10026843845844269,0.017579182982444763,0.07759781181812286,0.20001985132694244,-0.13323214650154114
(,0.3087427020072937,0.11591953039169312,0.6363511681556702,0.18979617953300476,0.1390243023633957,0.21691228449344635,0.2525939643383026,0.18487398326396942,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.40561532974243164
though,0.3193182945251465,-0.21081478893756866,0.42253127694129944,0.4678466022014618,0.1726323515176773,0.20430977642536163,0.27872544527053833,0.17767907679080963,0.38776206970214844,0.15971708297729492,0.20279575884342194,0.3188856542110443
norway,0.25539493560791016,0.1252732276916504,0.23151691257953644,0.13200347125530243,0.9999999403953552,0.13534168899059296,0.1715824455022812,0.15713196992874146,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
did,0.2593238651752472,-0.09581880271434784,0.3015086054801941,1.0,0.13200347125530243,0.18808481097221375,0.21613863110542297,0.19327622652053833,0.34736719727516174,0.2440035194158554,0.185054212808609,0.3023456633090973
not,0.3403114080429077,-0.21478521823883057,0.3769696354866028,0.6481515765190125,0.17908239364624023,0.26028093695640564,0.27779421210289,0.188311368227005,0.4310511648654938,0.20631356537342072,0.22089463472366333,0.41942933201789856
end,0.28539085388183594,-0.0844743549823761,0.25448864698410034,0.18808481097221375,0.13534168899059296,1.0,0.25421378016471863,0.23428477346897125,0.39658910036087036,0.16247999668121338,0.13337624073028564,0.12543344497680664
up,0.3120773434638977,-0.1367841511964798,0.34193792939186096,0.21613863110542297,0.1715824455022812,0.25421378016471863,1.0000001192092896,0.32279232144355774,0.38423117995262146,0.16363249719142914,0.17829470336437225,0.1819818764925003
joining,0.2790220081806183,0.10026843845844269,0.25060388445854187,0.19327622652053833,0.15713196992874146,0.23428477346897125,0.32279232144355774,0.9999998807907104,0.3364273011684418,0.11794406175613403,0.23294635117053986,0.08669368922710419
),0.3326910734176636,0.10303285717964172,0.63033527135849,0.18584993481636047,0.16747544705867767,0.2439398169517517,0.25800976157188416,0.20677366852760315,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.42300865054130554
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
greece,0.2542813718318939,-0.008649363182485104,0.2827795445919037,0.17247940599918365,0.33076632022857666,0.11035822331905365,0.12672853469848633,0.11242374777793884,0.26573094725608826,0.33579763770103455,0.15277522802352905,0.10547919571399689
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1979,0.26264503598213196,0.13136190176010132,0.24932532012462616,0.12377073615789413,0.1459450125694275,0.10645293444395065,0.14497315883636475,0.05035270377993584,0.3323744237422943,0.19114992022514343,0.14956043660640717,0.09159877151250839
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
spain,0.29744213819503784,0.19446547329425812,0.24137483537197113,0.14855723083019257,0.3247152864933014,0.1799519658088684,0.09138429909944534,0.12516050040721893,0.259463906288147,0.2660047113895416,0.19762320816516876,0.16814002394676208
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
portugal,0.18593156337738037,0.1983819603919983,0.23925766348838806,0.1576782912015915,0.4333619177341461,0.1454920768737793,0.15009805560112,0.11351087689399719,0.2186722755432129,0.31060102581977844,0.2396596521139145,0.20750629901885986
1985,0.015247007831931114,0.06848569214344025,0.10430982708930969,0.07323421537876129,0.01240731030702591,0.010312994942069054,0.10713239759206772,0.07052360475063324,0.02310241386294365,0.10613583773374557,0.10051321238279343,-0.03005216084420681
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
austria,0.24159443378448486,0.15942740440368652,0.22571246325969696,0.1684301197528839,0.38656535744667053,0.232282355427742,0.12913823127746582,0.11130271106958389,0.24396029114723206,0.2724837362766266,0.22141143679618835,0.16068434715270996
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
finland,0.26140567660331726,0.13248351216316223,0.2657308280467987,0.15598908066749573,0.5269575119018555,0.12083129584789276,0.10449531674385071,0.10343611240386963,0.24957945942878723,0.26654940843582153,0.2765730023384094,0.11789586395025253
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
norway,0.25539493560791016,0.1252732276916504,0.23151691257953644,0.13200347125530243,0.9999999403953552,0.13534168899059296,0.1715824455022812,0.15713196992874146,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
sweden,0.2946893274784088,0.1412181556224823,0.23803623020648956,0.14059685170650482,0.5971549153327942,0.14824189245700836,0.13217315077781677,0.103647381067276,0.20170342922210693,0.2088092565536499,0.18305443227291107,0.1268482208251953
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
1994,0.007567534223198891,-0.011652638204395771,0.14125534892082214,0.18745069205760956,0.021633338183164597,0.015833664685487747,0.033027857542037964,0.010939691215753555,-0.03378653898835182,0.07116761058568954,0.09776296466588974,0.12888094782829285
(,0.3087427020072937,0.11591953039169312,0.6363511681556702,0.18979617953300476,0.1390243023633957,0.21691228449344635,0.2525939643383026,0.18487398326396942,0.33289089798927307,0.17014704644680023,0.13465912640094757,0.40561532974243164
though,0.3193182945251465,-0.21081478893756866,0.42253127694129944,0.4678466022014618,0.1726323515176773,0.20430977642536163,0.27872544527053833,0.17767907679080963,0.38776206970214844,0.15971708297729492,0.20279575884342194,0.3188856542110443
again,0.3318929970264435,-0.05071914196014404,0.36606305837631226,0.35250324010849,0.1640123426914215,0.34622180461883545,0.3259780704975128,0.2930765748023987,0.4104243218898773,0.16048502922058105,0.16043953597545624,0.2679590880870819
norway,0.25539493560791016,0.1252732276916504,0.23151691257953644,0.13200347125530243,0.9999999403953552,0.13534168899059296,0.1715824455022812,0.15713196992874146,0.20952337980270386,0.24546542763710022,0.293612539768219,0.12105534970760345
failed,0.21989236772060394,-0.019333144649863243,0.28599733114242554,0.5037672519683838,0.1573224514722824,0.2734437882900238,0.1863141655921936,0.12772633135318756,0.32787200808525085,0.22565783560276031,0.1825265735387802,0.16487033665180206
to,0.45010748505592346,-0.14972050487995148,0.44245919585227966,0.4452643394470215,0.19345083832740784,0.3229445815086365,0.40375280380249023,0.23167216777801514,0.535392165184021,0.21011990308761597,0.16926777362823486,0.29463258385658264
join,0.26958489418029785,0.005155360791832209,0.23633374273777008,0.272647500038147,0.14689482748508453,0.229380264878273,0.3183782994747162,0.6425966620445251,0.3205963969230652,0.16689853370189667,0.2813784182071686,0.13127188384532928
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
because,0.37423941493034363,-0.22991693019866943,0.372031033039093,0.45674043893814087,0.17858172953128815,0.31450510025024414,0.2798987329006195,0.21277351677417755,0.44596394896507263,0.2130378782749176,0.19197417795658112,0.2528740465641022
of,0.5696388483047485,0.07561471313238144,0.4946078956127167,0.2513895630836487,0.24524052441120148,0.2215006798505783,0.32945773005485535,0.26950395107269287,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
lack,0.18643079698085785,-0.18904763460159302,0.27166152000427246,0.2599813938140869,0.11784601211547852,0.17741994559764862,0.1725502759218216,0.08934273570775986,0.2674623131752014,0.14013619720935822,0.13623689115047455,0.16953514516353607
of,0.5696388483047485,0.07561471313238144,0.4946078956127167,0.2513895630836487,0.24524052441120148,0.2215006798505783,0.32945773005485535,0.26950395107269287,0.733189046382904,0.2507138252258301,0.2642118036746979,0.1826142966747284
support,0.17618270218372345,-0.1007971540093422,0.2733234167098999,0.2911772131919861,0.12132381647825241,0.21641457080841064,0.2840401530265808,0.19752328097820282,0.22984638810157776,0.16645286977291107,0.16182856261730194,0.22626608610153198
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
the,0.6662389636039734,0.017579182982444763,0.4933079481124878,0.34736719727516174,0.20952337980270386,0.39658910036087036,0.38423117995262146,0.3364273011684418,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
referendum,0.28181248903274536,0.21346482634544373,0.22808091342449188,0.19246472418308258,0.28937703371047974,0.1759035438299179,0.18837518990039825,0.22839316725730896,0.2520652413368225,0.2958187758922577,0.29309678077697754,0.18056513369083405
),0.3326910734176636,0.10303285717964172,0.63033527135849,0.18584993481636047,0.16747544705867767,0.2439398169517517,0.25800976157188416,0.20677366852760315,0.3456730246543884,0.17755553126335144,0.15587253868579865,0.42300865054130554
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
the,0.6662389636039734,0.017579182982444763,0.4933079481124878,0.34736719727516174,0.20952337980270386,0.39658910036087036,0.38423117995262146,0.3364273011684418,1.0,0.3423081040382385,0.24421639740467072,0.22068053483963013
czech,0.2583255469799042,0.16777390241622925,0.2631714344024658,0.10599575191736221,0.30425557494163513,0.05520601198077202,0.11512259393930435,0.14261403679847717,0.2179722785949707,0.2811755836009979,0.14424119889736176,0.2060156762599945
republic,0.2782426178455353,0.22009609639644623,0.24418231844902039,0.14819517731666565,0.19655796885490417,0.17204388976097107,0.13398142158985138,0.16731691360473633,0.2862427830696106,0.21235013008117676,0.2755236029624939,0.16880398988723755
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
cyprus,0.1788414567708969,0.1044272854924202,0.24421082437038422,0.1215076670050621,0.3066387474536896,0.10512920469045639,0.12977217137813568,0.13400714099407196,0.19548389315605164,0.3833369016647339,0.25708991289138794,0.10052155703306198
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
estonia,0.2508169412612915,0.18124589323997498,0.27065038681030273,0.17567504942417145,0.46774405241012573,0.09585004299879074,0.16327111423015594,0.16914720833301544,0.2499745935201645,0.2511961758136749,0.2918301522731781,0.13120761513710022
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
hungary,0.2150503247976303,0.14591029286384583,0.24010837078094482,0.15388748049736023,0.44708800315856934,0.21348007023334503,0.11201434582471848,0.1542118638753891,0.19512401521205902,0.27260148525238037,0.19394050538539886,0.12299655377864838
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
latvia,0.25143420696258545,0.1981310248374939,0.2848467230796814,0.13563670217990875,0.41714420914649963,0.16481328010559082,0.18442034721374512,0.2810609042644501,0.22341376543045044,0.2864397466182709,0.32539939880371094,0.11183981597423553
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
lithuania,0.23999808728694916,0.18193203210830688,0.25119245052337646,0.13922865688800812,0.3992183804512024,0.14878378808498383,0.14510203897953033,0.19276981055736542,0.3093775808811188,0.3021928369998932,0.3826736509799957,0.13163308799266815
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
malta,0.1988925188779831,0.057413991540670395,0.24271030724048615,0.1609567403793335,0.2922525405883789,0.13006755709648132,0.04293796792626381,0.08300861716270447,0.23261646926403046,0.2728642523288727,0.2568538188934326,0.1617475152015686
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
poland,0.2887791395187378,0.12345442920923233,0.2751549184322357,0.1852528303861618,0.46803542971611023,0.13995017111301422,0.09614352136850357,0.16180571913719177,0.24871079623699188,0.29308202862739563,0.28184399008750916,0.14259830117225647
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
slovakia,0.21794575452804565,0.19207021594047546,0.27036386728286743,0.11968203634023666,0.3473753035068512,0.14686571061611176,0.1444280445575714,0.1679319590330124,0.21855323016643524,0.30206725001335144,0.20334987342357635,0.17104953527450562
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
slovenia,0.2484244853258133,0.10672488063573837,0.25711390376091003,0.10516121238470078,0.36284691095352173,0.13384100794792175,0.12594309449195862,0.15443918108940125,0.2766020596027374,0.24523873627185822,0.22692503035068512,0.13889609277248383
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2004,-0.20274123549461365,0.1793583482503891,-0.17696323990821838,-0.11159943789243698,-0.11262355744838715,-0.14924223721027374,-0.24645090103149414,-0.1525372862815857,-0.2467794269323349,-0.07309786975383759,-0.13859014213085175,-0.15923042595386505
",",0.5201468467712402,0.08021809905767441,1.0000001192092896,0.3015086054801941,0.23151691257953644,0.25448864698410034,0.34193792939186096,0.25060388445854187,0.4933079481124878,0.19684812426567078,0.2362271547317505,0.31091248989105225
romania,0.28506821393966675,0.15234172344207764,0.2570137083530426,0.14029914140701294,0.31649771332740784,0.14569377899169922,0.14876490831375122,0.21834951639175415,0.2262336164712906,0.2858714461326599,0.18900488317012787,0.16750475764274597
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
bulgaria,0.18554255366325378,0.10006286948919296,0.25165387988090515,0.13732902705669403,0.38407692313194275,0.1477188915014267,0.07120832055807114,0.16473762691020966,0.18048998713493347,0.28019577264785767,0.2383897304534912,0.16436730325222015
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2007,-0.2201838344335556,-0.295665979385376,-0.24049624800682068,-0.2447822093963623,-0.2392355054616928,-0.10882548242807388,-0.13154084980487823,-0.2534629702568054,-0.23657195270061493,-0.19840121269226074,-0.25086259841918945,-0.1664225310087204
and,0.4954058527946472,-0.06165798008441925,0.6633074283599854,0.34479495882987976,0.23708364367485046,0.24708716571331024,0.4032393991947174,0.3040839731693268,0.5171257257461548,0.24143946170806885,0.2594362497329712,0.20544172823429108
croatia,0.19649738073349,0.07608743011951447,0.23640559613704681,0.1555240899324417,0.31675398349761963,0.1257467120885849,0.09792818129062653,0.08374292403459549,0.1955404281616211,0.2506203055381775,0.22980350255966187,0.17525659501552582
in,1.0,0.07430855184793472,0.5201468467712402,0.2593238651752472,0.25539493560791016,0.28539085388183594,0.3120773434638977,0.2790220081806183,0.6662389636039734,0.23319172859191895,0.22726479172706604,0.20430970191955566
2013,-0.2606481909751892,0.41149216890335083,-0.20834597945213318,-0.264662504196167,-0.06457950174808502,-0.28518596291542053,-0.3647954761981964,-0.19481238722801208,-0.38509321212768555,-0.05849037691950798,-0.10541939735412598,-0.2969330847263336
.,0.5591574311256409,-0.00032359769102185965,0.6812511086463928,0.35288307070732117,0.255178302526474,0.26526886224746704,0.351434588432312,0.2284226417541504,0.5934505462646484,0.2095622420310974,0.23708370327949524,0.4130953550338745
