,what,evidence,between,and,among,complexity,classes,would,signify,a,theoretical,watershed,for,complexity,theory,?
such,0.23989605903625488,0.3082617521286011,0.17754530906677246,0.44540345668792725,0.3721790015697479,0.33842724561691284,0.2389480322599411,0.29505011439323425,0.2731199562549591,0.2706976532936096,0.19537125527858734,0.1494436264038086,0.36098620295524597,0.33842724561691284,0.2231651395559311,0.17851735651493073
as,0.31749409437179565,0.20767489075660706,0.22009976208209991,0.49487000703811646,0.3329014778137207,0.22960948944091797,0.2623615860939026,0.3824005722999573,0.3051830530166626,0.39550232887268066,0.22322718799114227,0.17383386194705963,0.44774648547172546,0.22960948944091797,0.18675357103347778,0.27043893933296204
rp,0.2636401355266571,0.07935114949941635,0.03231988474726677,0.12939013540744781,0.05690157040953636,0.22844357788562775,0.0821826159954071,0.2290283441543579,0.03468998521566391,0.2068556547164917,0.10286670923233032,0.15989485383033752,0.18431977927684784,0.22844357788562775,0.14286203682422638,0.28526240587234497
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
bpp,0.13434776663780212,0.1499251276254654,0.14682774245738983,0.20719078183174133,0.10006358474493027,0.29234030842781067,0.18848758935928345,0.20770105719566345,0.12116925418376923,0.20539288222789764,0.26837843656539917,0.17726941406726837,0.209440678358078,0.29234030842781067,0.2029755413532257,0.22042737901210785
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
pp,0.08050898462533951,0.17221520841121674,0.16473524272441864,0.17078609764575958,0.156736820936203,0.18988873064517975,0.1995047926902771,0.13426733016967773,0.14802685379981995,0.13027162849903107,0.2115473747253418,0.11395137012004852,0.07261891663074493,0.18988873064517975,0.17562302947044373,0.17373709380626678
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
bqp,0.13864435255527496,0.0699380412697792,0.18604673445224762,0.19487349689006805,0.26210570335388184,0.24594111740589142,0.16549146175384521,0.19545166194438934,0.1868213564157486,0.1542481929063797,0.2449548989534378,0.15145914256572723,0.18273556232452393,0.24594111740589142,0.19096942245960236,0.18803688883781433
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
ma,0.1429392397403717,0.14965742826461792,0.1286861002445221,0.18642064929008484,0.07247985154390335,0.1532575488090515,0.16416461765766144,0.08488395810127258,0.16184601187705994,0.1147596463561058,0.14252237975597382,0.18870463967323303,0.07475703954696655,0.1532575488090515,0.07045827060937881,0.21477393805980682
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
ph,0.13175469636917114,0.11180936545133591,0.11122461408376694,0.2153385579586029,0.06854426115751266,0.3066527247428894,0.19862081110477448,0.13368651270866394,0.17256927490234375,0.22079402208328247,0.3343884348869324,0.24164502322673798,0.10159140825271606,0.3066527247428894,0.18968357145786285,0.16463516652584076
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
etc.,0.24412551522254944,0.08949071168899536,0.07610690593719482,0.3024637699127197,0.10336700826883316,0.27486228942871094,0.2282286137342453,0.1620815396308899,0.19452045857906342,0.142067551612854,0.3015556037425995,0.2254813015460968,0.2389737367630005,0.27486228942871094,0.2083871215581894,0.2492782175540924
",",0.3087472915649414,0.2751304507255554,0.27714940905570984,0.6633074283599854,0.2640531659126282,0.27822354435920715,0.26848307251930237,0.32586824893951416,0.2385689914226532,0.427140474319458,0.2542550563812256,0.3274255096912384,0.4464869201183319,0.27822354435920715,0.18095813691616058,0.31091248989105225
it,0.45803478360176086,0.2509126663208008,0.311247855424881,0.40957894921302795,0.22068572044372559,0.2516402304172516,0.22729383409023285,0.36398744583129883,0.17260617017745972,0.5452592968940735,0.1959863156080246,0.3478323817253113,0.32171204686164856,0.2516402304172516,0.19945570826530457,0.25732165575027466
is,0.28837618231773376,0.18936312198638916,0.26809602975845337,0.3859752118587494,0.21956473588943481,0.2541271150112152,0.13611210882663727,0.33626067638397217,0.2004006952047348,0.658733606338501,0.22241048514842987,0.28311899304389954,0.43268078565597534,0.2541271150112152,0.19279582798480988,0.22961433231830597
possible,0.3281886577606201,0.37416815757751465,0.27507370710372925,0.29339438676834106,0.22854794561862946,0.4012523591518402,0.19844967126846313,0.4802806079387665,0.26040714979171753,0.3421713411808014,0.3157697319984436,0.18441146612167358,0.3421795666217804,0.4012523591518402,0.28212982416152954,0.3059970438480377
that,0.6297725439071655,0.4093261957168579,0.299440860748291,0.4731321930885315,0.3136374354362488,0.3234518766403198,0.281128466129303,0.5895259380340576,0.2976525127887726,0.47537946701049805,0.3066844344139099,0.22876016795635223,0.4137635827064514,0.3234518766403198,0.36183905601501465,0.32716336846351624
all,0.41981086134910583,0.23530709743499756,0.22774523496627808,0.4542157053947449,0.3706320822238922,0.29204535484313965,0.31225159764289856,0.41205164790153503,0.22367480397224426,0.2696802616119385,0.20406165719032288,0.19230200350284576,0.41144001483917236,0.29204535484313965,0.21550370752811432,0.29575422406196594
these,0.4164220690727234,0.3017064332962036,0.3469904065132141,0.5314885973930359,0.4079827070236206,0.3009989559650421,0.39040061831474304,0.3925110399723053,0.24343204498291016,0.24380075931549072,0.2303837686777115,0.18011170625686646,0.41566818952560425,0.3009989559650421,0.25035953521728516,0.2571668326854706
complexity,0.33747240900993347,0.2934645712375641,0.17702509462833405,0.2520415782928467,0.23413874208927155,1.0,0.29931116104125977,0.27243655920028687,0.20869247615337372,0.27206721901893616,0.4222896695137024,0.20225889980793,0.27243003249168396,1.0,0.42510488629341125,0.23062916100025177
classes,0.20746955275535583,0.11617247015237808,0.24480338394641876,0.2892279624938965,0.3030005991458893,0.29931116104125977,1.0000001192092896,0.21430085599422455,0.12364507466554642,0.25567445158958435,0.21635213494300842,0.13212192058563232,0.20599915087223053,0.29931116104125977,0.1946049928665161,0.14397528767585754
collapse,0.24220240116119385,0.20691224932670593,0.21920356154441833,0.17414039373397827,0.15512239933013916,0.22452467679977417,0.1551496386528015,0.2138463407754898,0.1799476593732834,0.2268700748682022,0.17096714675426483,0.19564233720302582,0.12840351462364197,0.22452467679977417,0.23439376056194305,0.11913932114839554
to,0.455847829580307,0.2310626208782196,0.3639189600944519,0.48971283435821533,0.26594701409339905,0.28336837887763977,0.2503586411476135,0.5965728163719177,0.2938544750213623,0.45503583550453186,0.20695699751377106,0.1758287250995636,0.4451248347759247,0.28336837887763977,0.21947365999221802,0.29463258385658264
one,0.376489520072937,0.2556825280189514,0.3030317425727844,0.42438167333602905,0.3877730369567871,0.30865851044654846,0.2489311844110489,0.38529840111732483,0.254790335893631,0.4910551905632019,0.29451894760131836,0.22891324758529663,0.384836345911026,0.30865851044654846,0.27095937728881836,0.2673267424106598
class,0.16880196332931519,0.07430361211299896,0.2034136950969696,0.20710228383541107,0.20774050056934357,0.22154183685779572,0.7096753120422363,0.1581210196018219,0.07162082940340042,0.23462694883346558,0.17396610975265503,0.08397243171930313,0.17833863198757172,0.22154183685779572,0.15376703441143036,0.12778934836387634
.,0.3567904531955719,0.24887976050376892,0.30295518040657043,0.588965117931366,0.22495509684085846,0.21340465545654297,0.24851149320602417,0.35067233443260193,0.18389096856117249,0.50484299659729,0.19316019117832184,0.2929422855377197,0.4726039469242096,0.21340465545654297,0.18047811090946198,0.4130953550338745
