,what,did,the,court,of,justice,reason,were,controlled,in,all,member,states,in,josemans,v,burgemeester,van,maastricht,?
member,0.09932345896959305,0.16698363423347473,0.2806392312049866,0.21980570256710052,0.2701796889305115,0.26324737071990967,0.13848331570625305,0.1471366137266159,0.12447104603052139,0.20856694877147675,0.2020397186279297,0.9999998807907104,0.18290899693965912,0.20856694877147675,0.14891169965267181,0.07865769416093826,0.35083433985710144,0.12706723809242249,0.18162447214126587,0.06826172769069672
states,0.21526020765304565,0.21754568815231323,0.3463578522205353,0.3169350028038025,0.30884552001953125,0.30231809616088867,0.19668298959732056,0.19797217845916748,0.21431362628936768,0.3977442979812622,0.22727420926094055,0.18290899693965912,1.0,0.3977442979812622,0.15641739964485168,0.17548398673534393,0.30910181999206543,0.14720803499221802,0.17841868102550507,0.16272737085819244
",",0.3087472915649414,0.3015086054801941,0.4933079481124878,0.24410836398601532,0.4946078956127167,0.22630788385868073,0.24553878605365753,0.36755475401878357,0.20886175334453583,0.5201468467712402,0.425624817609787,0.25757819414138794,0.3315127193927765,0.5201468467712402,0.3171084523200989,0.22053663432598114,0.37773579359054565,0.19418825209140778,0.2668982446193695,0.31091248989105225
and,0.31309178471565247,0.34479495882987976,0.5171257257461548,0.22896502912044525,0.5116966962814331,0.22812503576278687,0.26490068435668945,0.42175528407096863,0.2891365587711334,0.4954058527946472,0.4542157053947449,0.28606608510017395,0.2974761426448822,0.4954058527946472,0.2235041707754135,0.19040757417678833,0.33618494868278503,0.19961349666118622,0.2554914951324463,0.20544172823429108
so,0.539469838142395,0.43696269392967224,0.4296516180038452,0.16237559914588928,0.3184450566768646,0.11281578242778778,0.4555424749851227,0.3436952531337738,0.24283981323242188,0.31275880336761475,0.49749627709388733,0.12798133492469788,0.1808948665857315,0.31275880336761475,0.2378106415271759,0.1656496375799179,0.18244875967502594,0.17417891323566437,0.1888083517551422,0.43163934350013733
this,0.5489566326141357,0.3609912693500519,0.6274310946464539,0.22750873863697052,0.45148900151252747,0.15967333316802979,0.5541561245918274,0.25469228625297546,0.24586240947246552,0.45205554366111755,0.4746263027191162,0.15663136541843414,0.2684851288795471,0.45205554366111755,0.23643217980861664,0.20022960007190704,0.1836448311805725,0.10517307370901108,0.25330814719200134,0.3155723512172699
differed,0.26699453592300415,0.34614452719688416,0.331279993057251,0.12244575470685959,0.3495863974094391,0.06848711520433426,0.21602749824523926,0.3977767825126648,0.2714095115661621,0.24019546806812286,0.22870394587516785,0.1475544422864914,0.1876387745141983,0.24019546806812286,0.1650940626859665,0.09520510584115982,0.23380286991596222,0.1378536969423294,0.16492292284965515,0.1626558005809784
from,0.2737620174884796,0.20248863101005554,0.40150508284568787,0.18949919939041138,0.4249346852302551,0.1659262329339981,0.19671212136745453,0.29991888999938965,0.19285579025745392,0.4274188280105591,0.2866387963294983,0.24533385038375854,0.24283263087272644,0.4274188280105591,0.17944949865341187,0.13980557024478912,0.20148853957653046,0.14733657240867615,0.16548608243465424,0.19969791173934937
other,0.341873437166214,0.31707024574279785,0.44152235984802246,0.16148273646831512,0.38583824038505554,0.1484924703836441,0.27736610174179077,0.4041554927825928,0.23031185567378998,0.39989137649536133,0.5273400545120239,0.15854816138744354,0.28788650035858154,0.39989137649536133,0.18133491277694702,0.11888202279806137,0.23502402007579803,0.13992442190647125,0.15621858835220337,0.24682199954986572
cases,0.2612028121948242,0.16506758332252502,0.33415094017982483,0.3908179700374603,0.31000128388404846,0.26706165075302124,0.3036765456199646,0.23848582804203033,0.1719992607831955,0.24487079679965973,0.3181130290031433,0.07611023634672165,0.2828807532787323,0.24487079679965973,0.10772217810153961,0.1874035894870758,0.21757899224758148,0.09229008108377457,0.19189044833183289,0.25599566102027893
where,0.4457937180995941,0.24159270524978638,0.5003893971443176,0.23289473354816437,0.38066378235816956,0.10197398066520691,0.25739631056785583,0.2363632768392563,0.2614767551422119,0.5344807505607605,0.36365973949432373,0.1601654589176178,0.24649012088775635,0.5344807505607605,0.17521582543849945,0.18955472111701965,0.2524487376213074,0.16598330438137054,0.16973428428173065,0.24793872237205505
prostitution,0.18633054196834564,0.18998882174491882,0.20536722242832184,0.35700297355651855,0.194093257188797,0.29475274682044983,0.1669028103351593,0.244134783744812,0.17720814049243927,0.24803197383880615,0.1961185783147812,0.1370893120765686,0.25295111536979675,0.24803197383880615,0.21700525283813477,0.15366540849208832,0.2670981287956238,0.1640383005142212,0.17366652190685272,0.188895583152771
or,0.33867141604423523,0.28211739659309387,0.4174870550632477,0.1935720443725586,0.3792596757411957,0.15978524088859558,0.36334705352783203,0.3389680087566376,0.250156432390213,0.3586423695087433,0.3321593105792999,0.14377020299434662,0.21771061420440674,0.3586423695087433,0.20517057180404663,0.16698549687862396,0.23107114434242249,0.1439071148633957,0.12928597629070282,0.32389625906944275
other,0.341873437166214,0.31707024574279785,0.44152235984802246,0.16148273646831512,0.38583824038505554,0.1484924703836441,0.27736610174179077,0.4041554927825928,0.23031185567378998,0.39989137649536133,0.5273400545120239,0.15854816138744354,0.28788650035858154,0.39989137649536133,0.18133491277694702,0.11888202279806137,0.23502402007579803,0.13992442190647125,0.15621858835220337,0.24682199954986572
quasi-legal,0.30857619643211365,0.3185473382472992,0.31259050965309143,0.4276348054409027,0.3067878186702728,0.36132827401161194,0.3027818202972412,0.2769275903701782,0.2817293405532837,0.30884820222854614,0.2878180146217346,0.233924001455307,0.32242539525032043,0.30884820222854614,0.26334449648857117,0.17631004750728607,0.36064717173576355,0.17955747246742249,0.2544546127319336,0.2280559241771698
activity,0.28365153074264526,0.15278087556362152,0.28331097960472107,0.12289384007453918,0.23575159907341003,0.15087264776229858,0.31266388297080994,0.2216368466615677,0.1850494146347046,0.2278560847043991,0.17832288146018982,0.12255965918302536,0.13984054327011108,0.2278560847043991,0.16937515139579773,0.04501611366868019,0.11443566530942917,0.10183276236057281,0.18580859899520874,0.19043973088264465
was,0.22111038863658905,0.41399896144866943,0.48711544275283813,0.2737988233566284,0.4069072902202606,0.24932703375816345,0.23413166403770447,0.590133786201477,0.23716485500335693,0.45514053106307983,0.23179835081100464,0.31559354066848755,0.2847922146320343,0.45514053106307983,0.3305374085903168,0.16128918528556824,0.3394109010696411,0.20371906459331512,0.2129037231206894,0.18412111699581146
subject,0.3828662037849426,0.23762831091880798,0.2387523651123047,0.26997286081314087,0.21533280611038208,0.21739596128463745,0.36898794770240784,0.14375312626361847,0.13514527678489685,0.21163184940814972,0.28892773389816284,0.18762126564979553,0.25257158279418945,0.21163184940814972,0.15107297897338867,0.14494012296199799,0.19544290006160736,0.22827289998531342,0.2072141170501709,0.33952999114990234
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.24824365973472595,0.41548454761505127,0.19197677075862885,0.3437597155570984,0.31913647055625916,0.20715226233005524,0.45010748505592346,0.42520734667778015,0.19456195831298828,0.2828785181045532,0.45010748505592346,0.23020891845226288,0.2109750658273697,0.21799130737781525,0.198682501912117,0.1718650460243225,0.29463258385658264
restriction,0.3188212513923645,0.2462376058101654,0.2859073281288147,0.20468907058238983,0.23267412185668945,0.16995644569396973,0.36113813519477844,0.21657197177410126,0.21716897189617157,0.21895073354244232,0.31276935338974,0.12404842674732208,0.24033696949481964,0.21895073354244232,0.16638003289699554,0.23146672546863556,0.17310382425785065,0.0935436263680458,0.29617705941200256,0.2774273455142975
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2742154598236084,0.5352458953857422,0.24642124772071838,0.3219331204891205,0.3378238379955292,0.21779799461364746,0.5591574311256409,0.43406882882118225,0.19907453656196594,0.33941102027893066,0.5591574311256409,0.25894689559936523,0.2973858416080475,0.3227449059486389,0.17729580402374268,0.24208350479602814,0.4130953550338745
