,what,is,the,minimum,amount,of,time,before,a,bill,can,go,into,law,?
has,0.20338068902492523,0.5668748617172241,0.4177538752555847,0.18333731591701508,0.306355357170105,0.3909035325050354,0.25164222717285156,0.24854764342308044,0.4670248031616211,0.09722086787223816,0.4103628396987915,0.17295274138450623,0.29681676626205444,0.15925909578800201,0.15994466841220856
elapsed,0.2418997436761856,0.15822573006153107,0.28656044602394104,0.32013943791389465,0.24826182425022125,0.21500089764595032,0.3876551389694214,0.34987396001815796,0.21992401778697968,0.08692727982997894,0.253096342086792,0.12144051492214203,0.19961659610271454,0.08421850204467773,0.2105928510427475
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2227497547864914,0.21125462651252747,0.4946078956127167,0.3029961884021759,0.3156566619873047,0.427140474319458,0.2472437173128128,0.3139454126358032,0.3043581247329712,0.2826121151447296,0.24953721463680267,0.31091248989105225
during,0.24137552082538605,0.2240111529827118,0.4838213622570038,0.11593765020370483,0.2597809433937073,0.3869180977344513,0.49996283650398254,0.4833252727985382,0.30341604351997375,0.17824149131774902,0.1645900309085846,0.17921537160873413,0.2686498165130615,0.1325601488351822,0.1325719803571701
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2446252405643463,0.38932931423187256,0.5011631846427917,0.325231671333313,0.3430410623550415,0.56894451379776,0.17367671430110931,0.41132649779319763,0.26887866854667664,0.4405161738395691,0.20205146074295044,0.25814583897590637
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
law,0.2145031988620758,0.18597714602947235,0.24548950791358948,0.20886598527431488,0.14734192192554474,0.2816956341266632,0.18298186361789703,0.1987977921962738,0.2212858349084854,0.25551638007164,0.13600260019302368,0.21401339769363403,0.11627500504255295,1.0000001192092896,0.1528988480567932
officers,0.20936226844787598,0.1602698415517807,0.2831277847290039,0.24958617985248566,0.18819142878055573,0.24383078515529633,0.20772311091423035,0.19915081560611725,0.23043878376483917,0.18936197459697723,0.17819428443908691,0.1853131353855133,0.1812325268983841,0.2822027802467346,0.14072641730308533
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23140138387680054,0.2541177570819855,1.0,0.35127586126327515,0.3282964527606964,0.5052502155303955,0.17127205431461334,0.2603091299533844,0.21881330013275146,0.32255905866622925,0.2816956341266632,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
scottish,0.13777151703834534,0.16398480534553528,0.21724988520145416,0.09747231751680374,0.1938799023628235,0.1698460429906845,0.15791401267051697,0.10973669588565826,0.18544672429561615,0.22999455034732819,0.11615288257598877,0.10711311548948288,0.09748459607362747,0.13914988934993744,0.06442669779062271
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.1650252342224121,0.20350070297718048,0.3475167155265808,0.2391197234392166,0.14921633899211884,0.25158295035362244,0.2197466939687729,0.15589569509029388,0.18772578239440918,0.15813186764717102,0.3640907108783722,0.18851417303085327
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.3239472806453705,0.3757528066635132,0.3792596757411957,0.2774261236190796,0.3352810740470886,0.48853766918182373,0.1616130769252777,0.5614996552467346,0.2659039795398712,0.31663477420806885,0.19038471579551697,0.32389625906944275
uk,0.17163191735744476,0.17650434374809265,0.2143084555864334,0.0984242856502533,0.13952527940273285,0.21513383090496063,0.13526004552841187,0.14239805936813354,0.19665123522281647,0.12089157849550247,0.21169188618659973,0.20279376208782196,0.08838342875242233,0.14969247579574585,0.20222434401512146
government,0.28074538707733154,0.20343491435050964,0.31798112392425537,0.1650252342224121,0.20350070297718048,0.3475167155265808,0.2391197234392166,0.14921633899211884,0.25158295035362244,0.2197466939687729,0.15589569509029388,0.18772578239440918,0.15813186764717102,0.3640907108783722,0.18851417303085327
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.3491651713848114,0.4105219542980194,0.2603091299533844,0.2720869183540344,0.2522135078907013,0.3915780484676361,0.17938722670078278,1.0,0.28201326727867126,0.301788330078125,0.13600260019302368,0.3226337134838104
refer,0.17466352880001068,0.32020241022109985,0.22268381714820862,0.15322339534759521,0.09444007277488708,0.2576347291469574,0.11658269912004471,0.17571598291397095,0.2736286222934723,0.07954023778438568,0.2394985854625702,0.18806180357933044,0.16612912714481354,0.1249598041176796,0.12567369639873505
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
bill,0.16425743699073792,0.16088230907917023,0.24155211448669434,0.17254890501499176,0.17026177048683167,0.17127205431461334,0.13678039610385895,0.17391149699687958,0.24716360867023468,0.9999999403953552,0.17938722670078278,0.12285193055868149,0.09370743483304977,0.25551638007164,0.12855131924152374
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.3115387558937073,0.309798926115036,0.41548454761505127,0.3679993152618408,0.4190867841243744,0.45503583550453186,0.17981381714344025,0.4979398250579834,0.384844571352005,0.38810545206069946,0.259207159280777,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
supreme,0.25469252467155457,0.18667450547218323,0.2583438754081726,0.181409552693367,0.09949507564306259,0.2847438156604767,0.14093023538589478,0.2180715948343277,0.19796480238437653,0.21260300278663635,0.16669581830501556,0.14862565696239471,0.11009153723716736,0.3659942150115967,0.20777292549610138
court,0.23440583050251007,0.20797641575336456,0.2812081575393677,0.1800748109817505,0.14036378264427185,0.28835242986679077,0.15957090258598328,0.25162237882614136,0.23624834418296814,0.18307366967201233,0.14211946725845337,0.21479469537734985,0.11514103412628174,0.413828045129776,0.17100423574447632
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23140138387680054,0.2541177570819855,1.0,0.35127586126327515,0.3282964527606964,0.5052502155303955,0.17127205431461334,0.2603091299533844,0.21881330013275146,0.32255905866622925,0.2816956341266632,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,0.11093910038471222,0.19266128540039062,0.3187655806541443,0.23353901505470276,0.2543083131313324,0.2732578217983246,0.24429717659950256,0.1659262627363205,0.14514406025409698,0.1582697629928589,0.2294084131717682,0.17266890406608582
kingdom,0.17826133966445923,0.1914215236902237,0.3143408000469208,0.06941189616918564,0.10965226590633392,0.3218171298503876,0.18893153965473175,0.2228461354970932,0.18099536001682281,0.10674959421157837,0.11917058378458023,0.1790824979543686,0.12105788290500641,0.2007751166820526,0.12927088141441345
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.30158689618110657,0.3007623255252838,0.4185989499092102,0.3992156386375427,0.44347289204597473,0.44038116931915283,0.1828024983406067,0.35690054297447205,0.2588973641395569,0.231735959649086,0.1650637686252594,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2512331008911133,0.3439450263977051,0.5052502155303955,0.3292340338230133,0.3583870828151703,1.0,0.24716360867023468,0.3915780484676361,0.24019409716129303,0.3461161255836487,0.2212858349084854,0.23916715383529663
ruling,0.2606501579284668,0.15393775701522827,0.31106188893318176,0.14526444673538208,0.10262560099363327,0.32411321997642517,0.23215213418006897,0.25857606530189514,0.17601518332958221,0.15794461965560913,0.07614870369434357,0.1552315205335617,0.11186280846595764,0.36494261026382446,0.18874719738960266
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.15656337141990662,0.2525322437286377,0.3966929316520691,0.30044233798980713,0.3903424143791199,0.3848365545272827,0.1958429217338562,0.2772369682788849,0.23738256096839905,0.30585673451423645,0.13878796994686127,0.2714994251728058
whether,0.5516265630722046,0.30252501368522644,0.3211745023727417,0.3217763602733612,0.33349257707595825,0.24392437934875488,0.295838862657547,0.35726162791252136,0.38829004764556885,0.1521773487329483,0.424742728471756,0.24043956398963928,0.1828950047492981,0.2154276967048645,0.3150278329849243
it,0.45803478360176086,0.6328473687171936,0.6251175999641418,0.2105134129524231,0.3270067572593689,0.38761502504348755,0.3375589847564697,0.34684064984321594,0.5452592968940735,0.164714053273201,0.3819273114204407,0.26342496275901794,0.33015328645706177,0.18657292425632477,0.25732165575027466
is,0.28837618231773376,1.0,0.5823672413825989,0.21026945114135742,0.3016021251678467,0.4854315221309662,0.25187405943870544,0.25183290243148804,0.658733606338501,0.16088230907917023,0.44256699085235596,0.19626101851463318,0.2619607150554657,0.18597714602947235,0.22961433231830597
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.2665573060512543,0.24946901202201843,0.39594778418540955,0.2541442811489105,0.35961514711380005,0.3858051896095276,0.07439722865819931,0.27913734316825867,0.10566861927509308,0.33419179916381836,0.1864943951368332,0.1870293766260147
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
powers,0.24108682572841644,0.16329245269298553,0.25233519077301025,0.1417323797941208,0.18173620104789734,0.22709226608276367,0.21995070576667786,0.19260330498218536,0.17258815467357635,0.17293812334537506,0.1965104341506958,0.19590644538402557,0.20915314555168152,0.2645772099494934,0.17269276082515717
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.23140138387680054,0.2541177570819855,1.0,0.35127586126327515,0.3282964527606964,0.5052502155303955,0.17127205431461334,0.2603091299533844,0.21881330013275146,0.32255905866622925,0.2816956341266632,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.21698720753192902,0.3336862325668335,0.733189046382904,0.43061500787734985,0.45900648832321167,0.5829201340675354,0.24155211448669434,0.312528520822525,0.29801803827285767,0.39493247866630554,0.24548950791358948,0.22068053483963013
parliament,0.21650300920009613,0.19676777720451355,0.26521381735801697,0.19294066727161407,0.153207466006279,0.2885259687900543,0.20785099267959595,0.2055315226316452,0.22951169312000275,0.2732408940792084,0.1599172055721283,0.09228720515966415,0.10098250210285187,0.35454997420310974,0.1586504578590393
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.16740559041500092,0.24893930554389954,0.5352458953857422,0.371569961309433,0.36693984270095825,0.50484299659729,0.2289014607667923,0.35783761739730835,0.3313661813735962,0.26250120997428894,0.24482665956020355,0.4130953550338745
