,how,many,divisions,are,required,to,verify,the,primality,of,the,number,37,?
and,0.33647966384887695,0.5296266674995422,0.27955541014671326,0.48576638102531433,0.25104308128356934,0.48971283435821533,0.20773613452911377,0.5171257257461548,0.2639926075935364,0.5116966962814331,0.5171257257461548,0.28545793890953064,-0.009439671412110329,0.20544172823429108
6,0.056429795920848846,0.09481502324342728,0.007273688446730375,0.06112575903534889,0.017896946519613266,0.14752747118473053,0.040316805243492126,0.041227471083402634,0.05795792117714882,0.055943556129932404,0.041227471083402634,0.06949614733457565,0.10105778276920319,0.045001473277807236
are,0.311818927526474,0.5655534863471985,0.24858494102954865,1.0,0.30105841159820557,0.3504326641559601,0.2073671817779541,0.40399202704429626,0.20207759737968445,0.39081433415412903,0.40399202704429626,0.3537501394748688,0.02679307572543621,0.24591213464736938
composite,0.18710894882678986,0.21691498160362244,0.11029094457626343,0.26997286081314087,0.19881093502044678,0.2628105580806732,0.1705709546804428,0.22363927960395813,0.301013320684433,0.27240246534347534,0.22363927960395813,0.19020916521549225,-0.1226072683930397,0.10732094198465347
.,0.3287222981452942,0.3974229395389557,0.3021276295185089,0.3452940285205841,0.2724599838256836,0.4645031690597534,0.21449679136276245,0.5934505462646484,0.23931632936000824,0.5352458953857422,0.5934505462646484,0.3256329298019409,0.03859538957476616,0.4130953550338745
,how,many,divisions,are,required,to,verify,the,primality,of,the,number,37,?
this,0.45272302627563477,0.43532639741897583,0.20648737251758575,0.35762670636177063,0.39053839445114136,0.5759071707725525,0.2848168909549713,0.6274310946464539,0.29884281754493713,0.45148900151252747,0.6274310946464539,0.3291929066181183,0.0226083192974329,0.3155723512172699
routine,0.28491467237472534,0.28518545627593994,0.10808046907186508,0.24307653307914734,0.2878579795360565,0.23437941074371338,0.27051451802253723,0.24846751987934113,0.27205127477645874,0.15560558438301086,0.24846751987934113,0.27627164125442505,0.06154730170965195,0.2015974521636963
can,0.49246567487716675,0.4275496006011963,0.16110539436340332,0.5408529043197632,0.42514267563819885,0.4979398250579834,0.32959622144699097,0.312528520822525,0.2570280134677887,0.2603091299533844,0.312528520822525,0.33886176347732544,0.008063247427344322,0.3226337134838104
be,0.4158933162689209,0.3961109519004822,0.19957424700260162,0.5556803941726685,0.3677930235862732,0.4972836375236511,0.33607855439186096,0.4248143136501312,0.23992806673049927,0.33904364705085754,0.4248143136501312,0.28840136528015137,0.07829499244689941,0.3324260413646698
implemented,0.3128129839897156,0.25018545985221863,0.2569773495197296,0.2677680253982544,0.45161500573158264,0.27309197187423706,0.24781623482704163,0.21611113846302032,0.28625285625457764,0.20162434875965118,0.21611113846302032,0.2081756442785263,0.04672365263104439,0.27067989110946655
more,0.4319567084312439,0.48608261346817017,0.1788056343793869,0.4066504240036011,0.3386021852493286,0.47084665298461914,0.2733117938041687,0.39758381247520447,0.23726950585842133,0.30478984117507935,0.39758381247520447,0.327032208442688,0.0872274711728096,0.27894994616508484
efficiently,0.398578941822052,0.3584972321987152,0.19887875020503998,0.35095879435539246,0.3718026876449585,0.39917054772377014,0.39693620800971985,0.23589400947093964,0.3086520731449127,0.2047252506017685,0.23589400947093964,0.24892909824848175,0.0802907720208168,0.22194626927375793
if,0.4917012155056,0.2803558111190796,0.1483939290046692,0.32547882199287415,0.46138036251068115,0.4559597074985504,0.4183758497238159,0.33724796772003174,0.2681084871292114,0.2557544410228729,0.33724796772003174,0.3394574522972107,0.015749968588352203,0.4441644251346588
a,0.29312583804130554,0.2872205972671509,0.2018592804670334,0.265255331993103,0.2891559302806854,0.45503583550453186,0.1690683811903,0.5829201340675354,0.2352360039949417,0.5052502155303955,0.5829201340675354,0.2992287278175354,-0.03538062795996666,0.23916715383529663
complete,0.2646922171115875,0.18256250023841858,0.11805158853530884,0.18877997994422913,0.3173397183418274,0.26479288935661316,0.2144816666841507,0.277624249458313,0.27807942032814026,0.3009350895881653,0.277624249458313,0.19076545536518097,0.009829966351389885,0.11962060630321503
list,0.1892312467098236,0.3007022738456726,0.17694003880023956,0.33201226592063904,0.1716022491455078,0.17417719960212708,0.21836860477924347,0.2863321602344513,0.09971772134304047,0.3032784163951874,0.2863321602344513,0.3405022621154785,0.046260055154561996,0.23630984127521515
of,0.2480744868516922,0.37253960967063904,0.3138268291950226,0.39081433415412903,0.26183071732521057,0.41548454761505127,0.1309458166360855,0.733189046382904,0.28515246510505676,1.0,0.733189046382904,0.2778518795967102,0.06845362484455109,0.1826142966747284
primes,0.1886630654335022,0.2377949059009552,0.21913668513298035,0.2606703042984009,0.17289108037948608,0.22901344299316406,0.2127382904291153,0.22359657287597656,0.5195093154907227,0.22199293971061707,0.22359657287597656,0.42379385232925415,0.05879129096865654,0.18851876258850098
up,0.2819872200489044,0.2688518464565277,0.22600950300693512,0.32151925563812256,0.23152105510234833,0.40375280380249023,0.17059414088726044,0.38423117995262146,0.1543731391429901,0.32945773005485535,0.38423117995262146,0.27514562010765076,-0.01888851821422577,0.1819818764925003
to,0.44169697165489197,0.40243685245513916,0.20452556014060974,0.3504326641559601,0.3613971471786499,1.0,0.32314109802246094,0.535392165184021,0.22107408940792084,0.41548454761505127,0.535392165184021,0.2706126868724823,0.05855729058384895,0.29463258385658264
is,0.22544461488723755,0.2649032473564148,0.19955606758594513,0.5330929756164551,0.21426478028297424,0.42745086550712585,0.1786566823720932,0.5823672413825989,0.24844646453857422,0.4854315221309662,0.5823672413825989,0.22390379011631012,-0.021179189905524254,0.22961433231830597
known—then,0.31596019864082336,0.3249581456184387,0.20500272512435913,0.2757728695869446,0.23907557129859924,0.3270536959171295,0.329762727022171,0.45131582021713257,0.3298734724521637,0.42354854941368103,0.45131582021713257,0.25170066952705383,-0.02992027997970581,0.3014066219329834
trial,0.15678730607032776,0.14051948487758636,0.0811002254486084,0.10512949526309967,0.20458713173866272,0.24072450399398804,0.15490172803401947,0.20843634009361267,0.24682952463626862,0.18292099237442017,0.20843634009361267,0.16607032716274261,0.06859450042247772,0.16902455687522888
divisions,0.14686065912246704,0.22984808683395386,1.0,0.24858494102954865,0.20249071717262268,0.20452556014060974,0.19375698268413544,0.3125615119934082,0.11948302388191223,0.3138268291950226,0.3125615119934082,0.2555234730243683,0.15300993621349335,0.14903524518013
need,0.49246230721473694,0.3260347247123718,0.12285741418600082,0.46199482679367065,0.5812480449676514,0.42094892263412476,0.3820538818836212,0.2594960331916809,0.26803314685821533,0.24285943806171417,0.2594960331916809,0.29833459854125977,0.03665636479854584,0.40413710474967957
to,0.44169697165489197,0.40243685245513916,0.20452556014060974,0.3504326641559601,0.3613971471786499,1.0,0.32314109802246094,0.535392165184021,0.22107408940792084,0.41548454761505127,0.535392165184021,0.2706126868724823,0.05855729058384895,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.19957424700260162,0.5556803941726685,0.3677930235862732,0.4972836375236511,0.33607855439186096,0.4248143136501312,0.23992806673049927,0.33904364705085754,0.4248143136501312,0.28840136528015137,0.07829499244689941,0.3324260413646698
checked,0.34562361240386963,0.2704504132270813,0.10802607983350754,0.2855377197265625,0.3488464057445526,0.2594992518424988,0.49339738488197327,0.2880535125732422,0.2143634706735611,0.19662323594093323,0.2880535125732422,0.2558184266090393,0.041494425386190414,0.35257798433303833
only,0.36590442061424255,0.4670507609844208,0.22821734845638275,0.4533037543296814,0.3897126317024231,0.5096819996833801,0.28655922412872314,0.5497692227363586,0.2819788455963135,0.49632513523101807,0.5497692227363586,0.39694860577583313,0.00640071788802743,0.2767370045185089
for,0.3308170735836029,0.40972793102264404,0.20568406581878662,0.3895993232727051,0.33989444375038147,0.4451248347759247,0.23317159712314606,0.4739971458911896,0.2394213080406189,0.4185989499092102,0.4739971458911896,0.2861633002758026,0.005055142566561699,0.264628142118454
those,0.3717906177043915,0.5882058143615723,0.2004963904619217,0.6012985706329346,0.37645915150642395,0.47350940108299255,0.3151029944419861,0.42861196398735046,0.2914925217628479,0.37935635447502136,0.42861196398735046,0.35751062631607056,0.1296972781419754,0.3328189253807068
m,0.17182649672031403,0.12594686448574066,0.08389833569526672,0.22155292332172394,0.06889578700065613,0.17626212537288666,0.24847166240215302,0.15156042575836182,0.12228602916002274,0.14254631102085114,0.15156042575836182,0.1663946658372879,-0.06248494237661362,0.2618667185306549
that,0.557814359664917,0.5391656160354614,0.21003998816013336,0.45265161991119385,0.37379229068756104,0.5436353087425232,0.3765433728694916,0.5473989248275757,0.2939705550670624,0.41498205065727234,0.5473989248275757,0.32951247692108154,0.09825833886861801,0.32716336846351624
are,0.311818927526474,0.5655534863471985,0.24858494102954865,1.0,0.30105841159820557,0.3504326641559601,0.2073671817779541,0.40399202704429626,0.20207759737968445,0.39081433415412903,0.40399202704429626,0.3537501394748688,0.02679307572543621,0.24591213464736938
prime,0.0754077360033989,0.12904198467731476,0.20384244620800018,0.12279369682073593,0.1521361768245697,0.2015804797410965,0.15160764753818512,0.19960100948810577,0.37021633982658386,0.23935265839099884,0.19960100948810577,0.2556258738040924,0.1822766810655594,0.11276303976774216
.,0.3287222981452942,0.3974229395389557,0.3021276295185089,0.3452940285205841,0.2724599838256836,0.4645031690597534,0.21449679136276245,0.5934505462646484,0.23931632936000824,0.5352458953857422,0.5934505462646484,0.3256329298019409,0.03859538957476616,0.4130953550338745
