,to,whom,did,william,maclure,submit,the,map,?
map,0.19639305770397186,0.019392874091863632,0.11025308072566986,0.06501513719558716,0.19890281558036804,0.0757078006863594,0.2702621817588806,1.0,0.1548176109790802
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.23339112102985382,0.3535158038139343,0.22773320972919464,0.4933079481124878,0.188267782330513,0.31091248989105225
and,0.48971283435821533,0.3148667514324188,0.34479495882987976,0.2535148561000824,0.30992501974105835,0.23054175078868866,0.5171257257461548,0.20491088926792145,0.20544172823429108
published,0.12403073906898499,0.08642353117465973,0.17877818644046783,0.2428002953529358,0.12622492015361786,0.14808115363121033,0.22017472982406616,0.15485218167304993,0.16280238330364227
in,0.45010748505592346,0.20012985169887543,0.2593238651752472,0.21605195105075836,0.2512715756893158,0.1300755739212036,0.6662389636039734,0.2386031597852707,0.20430970191955566
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.21537061035633087,0.2847614884376526,0.19348543882369995,1.0,0.2702621817588806,0.22068053483963013
society,0.20199917256832123,0.17606621980667114,0.18197309970855713,0.1482287496328354,0.18499985337257385,0.07026960700750351,0.2789285480976105,0.16134794056415558,0.1373005360364914
's,0.03782717138528824,0.006846526637673378,0.05069678649306297,0.00675395829603076,0.04669452831149101,-0.018476072698831558,-0.01540423184633255,0.08651875704526901,-0.023395681753754616
transactions,0.21254438161849976,0.15363667905330658,0.15196147561073303,0.15106967091560364,0.16690440475940704,0.20319147408008575,0.2598714530467987,0.1786181777715683,0.19647830724716187
",",0.44245919585227966,0.25587570667266846,0.3015086054801941,0.23339112102985382,0.3535158038139343,0.22773320972919464,0.4933079481124878,0.188267782330513,0.31091248989105225
together,0.33225905895233154,0.22547706961631775,0.16267985105514526,0.12869276106357574,0.1803014874458313,0.11142650246620178,0.26662585139274597,0.08764719218015671,0.1690303236246109
with,0.4239959120750427,0.3374587297439575,0.25472134351730347,0.121340811252594,0.24668563902378082,0.21838828921318054,0.4223487675189972,0.16167452931404114,0.2433311939239502
the,0.535392165184021,0.23752936720848083,0.34736719727516174,0.21537061035633087,0.2847614884376526,0.19348543882369995,1.0,0.2702621817588806,0.22068053483963013
nation,0.2556411623954773,0.23400504887104034,0.23396416008472443,0.14403773844242096,0.14856524765491486,0.15738201141357422,0.39486879110336304,0.21570736169815063,0.17865248024463654
's,0.03782717138528824,0.006846526637673378,0.05069678649306297,0.00675395829603076,0.04669452831149101,-0.018476072698831558,-0.01540423184633255,0.08651875704526901,-0.023395681753754616
first,0.3792489171028137,0.2704542577266693,0.33691170811653137,0.26558709144592285,0.2005482316017151,0.10862920433282852,0.49448907375335693,0.1773800551891327,0.18701928853988647
geological,0.21852900087833405,0.0794466957449913,0.14010505378246307,0.20672599971294403,0.20303095877170563,0.10703516751527786,0.2813860774040222,0.3436773717403412,0.16050557792186737
map,0.19639305770397186,0.019392874091863632,0.11025308072566986,0.06501513719558716,0.19890281558036804,0.0757078006863594,0.2702621817588806,1.0,0.1548176109790802
.,0.4645031690597534,0.26115289330482483,0.35288307070732117,0.2768123149871826,0.2732294499874115,0.20609639585018158,0.5934505462646484,0.20840123295783997,0.4130953550338745
