,what,system,did,tesla,recommend,to,niagara,falls,in,1893,?
and,0.31309178471565247,0.231138214468956,0.34479495882987976,0.19560420513153076,0.24754086136817932,0.48971283435821533,0.24463236331939697,0.23301942646503448,0.4954058527946472,0.08839839696884155,0.20544172823429108
that,0.6297725439071655,0.3088737428188324,0.47518548369407654,0.22102725505828857,0.35837459564208984,0.5436353087425232,0.14027491211891174,0.17870967090129852,0.435920387506485,0.11332915723323822,0.32716336846351624
there,0.35085538029670715,0.19495093822479248,0.29736605286598206,0.16046448051929474,0.25819700956344604,0.40669289231300354,0.11816578358411789,0.18311840295791626,0.5361666083335876,0.08235200494527817,0.29405656456947327
was,0.22111038863658905,0.2147521674633026,0.41399896144866943,0.16455206274986267,0.15832670032978058,0.3636345863342285,0.1924375295639038,0.1706530600786209,0.45514053106307983,0.04229336231946945,0.18412111699581146
a,0.3320399522781372,0.2589043080806732,0.2552328109741211,0.2211925983428955,0.29654836654663086,0.45503583550453186,0.24506419897079468,0.2676706314086914,0.539380669593811,0.11840973794460297,0.23916715383529663
westinghouse,0.16126319766044617,0.22073955833911896,0.1608617752790451,0.35764777660369873,0.16337674856185913,0.22176946699619293,0.3050299286842346,0.129167839884758,0.2579890191555023,0.044188082218170166,0.17307911813259125
system,0.23557309806346893,1.0000001192092896,0.1967303454875946,0.18243813514709473,0.17840664088726044,0.26662686467170715,0.08481656759977341,0.006587758660316467,0.21978288888931274,0.0421348474919796,0.15556083619594574
to,0.455847829580307,0.26662686467170715,0.4452643394470215,0.17548894882202148,0.336964875459671,1.0,0.25441214442253113,0.15835121273994446,0.45010748505592346,0.03315379098057747,0.29463258385658264
light,0.22953972220420837,0.1838860958814621,0.18105649948120117,0.15772268176078796,0.15290485322475433,0.22474321722984314,0.08778093010187149,0.11477266252040863,0.1819845736026764,0.07731426507234573,0.17429810762405396
incandescent,0.24808262288570404,0.21750853955745697,0.20370808243751526,0.3088763654232025,0.2710697054862976,0.28692182898521423,0.20648840069770813,0.17829780280590057,0.21223463118076324,0.0015942530008032918,0.17212344706058502
bulbs,0.18802985548973083,0.3102019429206848,0.13165637850761414,0.29695576429367065,0.2330981194972992,0.2421916425228119,0.10490632802248001,0.12426266074180603,0.19158127903938293,0.032592158764600754,0.07054978609085083
using,0.27984681725502014,0.31511810421943665,0.25429773330688477,0.24952489137649536,0.3264511823654175,0.3678804934024811,0.09204307198524475,0.10838665813207626,0.2717311978340149,0.018082844093441963,0.2804589569568634
two-phase,0.2211930900812149,0.2639247179031372,0.14847029745578766,0.16256971657276154,0.23803472518920898,0.2710607349872589,0.18109607696533203,0.08315061032772064,0.26387810707092285,0.10490702837705612,0.17403897643089294
alternating,0.10095972567796707,0.25607529282569885,0.023347359150648117,0.20965251326560974,0.24383623898029327,0.23102223873138428,0.18053780496120453,0.11679345369338989,0.24697254598140717,-0.01879468560218811,0.13878576457500458
current,0.18294453620910645,0.17151163518428802,0.07635620981454849,0.19374153017997742,0.24703796207904816,0.30630946159362793,0.17747190594673157,0.1216607391834259,0.1955713927745819,0.02789844386279583,0.12074550241231918
.,0.3567904531955719,0.2277725487947464,0.35288307070732117,0.17949827015399933,0.2671709358692169,0.4645031690597534,0.2538547217845917,0.22448869049549103,0.5591574311256409,0.11349997669458389,0.4130953550338745
