,what,proclamation,abolished,protestantism,in,france,?
",",0.3087472915649414,0.30962246656417847,0.2612350583076477,0.27199801802635193,0.5201468467712402,0.28250643610954285,0.31091248989105225
which,0.5261979103088379,0.2718118727207184,0.23070310056209564,0.22246071696281433,0.4840516746044159,0.1980295330286026,0.25814583897590637
abolished,0.16060853004455566,0.46069568395614624,1.0000001192092896,0.3203752934932709,0.2503407597541809,0.23220054805278778,0.14427442848682404
all,0.41981086134910583,0.2122507095336914,0.20279811322689056,0.21055157482624054,0.3335905969142914,0.23571501672267914,0.29575422406196594
legal,0.26388198137283325,0.3020436465740204,0.35585442185401917,0.29158806800842285,0.256083607673645,0.1942596584558487,0.2143220454454422
recognition,0.25729188323020935,0.4002269208431244,0.2696298062801361,0.20155119895935059,0.29843124747276306,0.2149607241153717,0.20074869692325592
of,0.33290785551071167,0.31100159883499146,0.3066045939922333,0.31892913579940796,0.5696388483047485,0.3265724182128906,0.1826142966747284
protestantism,0.28224319219589233,0.3521651029586792,0.3203752934932709,1.0000001192092896,0.24573495984077454,0.28168004751205444,0.1824951469898224
in,0.30808621644973755,0.24378183484077454,0.2503407597541809,0.24573495984077454,1.0,0.3812309503555298,0.20430970191955566
france,0.17793065309524536,0.22655624151229858,0.23220054805278778,0.28168004751205444,0.3812309503555298,1.0000001192092896,0.15069349110126495
",",0.3087472915649414,0.30962246656417847,0.2612350583076477,0.27199801802635193,0.5201468467712402,0.28250643610954285,0.31091248989105225
and,0.31309178471565247,0.20539095997810364,0.2163359671831131,0.2314465492963791,0.4954058527946472,0.2925812005996704,0.20544172823429108
forced,0.2257918417453766,0.2687159478664398,0.2598986029624939,0.2413720339536667,0.2043643444776535,0.1719314604997635,0.17547516524791718
the,0.42745697498321533,0.3199230134487152,0.3050917983055115,0.2780466079711914,0.6662389636039734,0.35517507791519165,0.22068053483963013
huguenots,0.22128188610076904,0.3803243339061737,0.25324755907058716,0.5389429926872253,0.25916293263435364,0.44966813921928406,0.16010338068008423
to,0.455847829580307,0.2827853858470917,0.15845997631549835,0.2578659951686859,0.45010748505592346,0.2670897841453552,0.29463258385658264
convert,0.23213930428028107,0.15164585411548615,0.11898857355117798,0.2864292562007904,0.17258451879024506,0.06253115087747574,0.2126215249300003
.,0.3567904531955719,0.23395371437072754,0.2752610743045807,0.2700658440589905,0.5591574311256409,0.33719199895858765,0.4130953550338745
