,when,did,the,english,high,court,find,microsoft,'s,use,of,the,term,``,skydrive,'',infringed,on,sky,'s,right,?
s,0.3388965129852295,0.33910059928894043,0.46610721945762634,0.2141740918159485,0.17756231129169464,0.23176079988479614,0.254808247089386,0.18050158023834229,0.05719660595059395,0.24797222018241882,0.42263656854629517,0.46610721945762634,0.19913944602012634,-0.12108026444911957,0.26991426944732666,0.024598468095064163,0.16052372753620148,0.334797739982605,0.12540100514888763,0.05719660595059395,0.21421243250370026,0.25130221247673035
use,0.3298092782497406,0.32446643710136414,0.34342584013938904,0.24783019721508026,0.1721765547990799,0.13846775889396667,0.3838348388671875,0.273572713136673,0.004619393963366747,1.0,0.2750902473926544,0.34342584013938904,0.3578740954399109,0.098173126578331,0.400962769985199,0.09741680324077606,0.365360289812088,0.2776605486869812,0.14961229264736176,0.004619393963366747,0.2580309212207794,0.32795652747154236
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.17198967933654785,0.2803038954734802,0.28835242986679077,0.2276865392923355,0.19447508454322815,-0.03817026689648628,0.2750902473926544,1.0,0.733189046382904,0.26047757267951965,0.06780257821083069,0.28183984756469727,0.13035868108272552,0.21162864565849304,0.3966929316520691,0.16284865140914917,-0.03817026689648628,0.22473211586475372,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.23982001841068268,0.28034812211990356,0.2812081575393677,0.2696352005004883,0.23993754386901855,-0.01540423184633255,0.34342584013938904,0.733189046382904,1.0,0.2740369141101837,0.029072100296616554,0.36296993494033813,0.041273195296525955,0.23342125117778778,0.5107308030128479,0.26521286368370056,-0.01540423184633255,0.33901116251945496,0.22068053483963013
term,0.2727346122264862,0.18552188575267792,0.2740369141101837,0.14623789489269257,0.16842742264270782,0.1185028925538063,0.17695090174674988,0.16835573315620422,-0.02037568762898445,0.3578740954399109,0.26047757267951965,0.2740369141101837,1.0,0.11803510040044785,0.20536229014396667,0.13619764149188995,0.2168513685464859,0.1491490602493286,0.10522516816854477,-0.02037568762898445,0.1235598772764206,0.1901002675294876
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.03079455904662609,-0.032595276832580566,0.041694171726703644,-0.017867403104901314,-0.011674009263515472,-0.03416389226913452,0.098173126578331,0.06780257821083069,0.029072100296616554,0.11803510040044785,1.0,-0.05000343918800354,-0.09173435717821121,-0.0007526803528890014,-0.03274054825305939,-0.10457839071750641,-0.03416389226913452,0.09668885171413422,0.0685480609536171
skydrive,0.3498705327510834,0.2873649299144745,0.36296993494033813,0.20565855503082275,0.2093210220336914,0.1939561367034912,0.3497128188610077,0.3869832456111908,0.047358304262161255,0.400962769985199,0.28183984756469727,0.36296993494033813,0.20536229014396667,-0.05000343918800354,1.0,-0.05554679408669472,0.30613836646080017,0.2812092900276184,0.39811205863952637,0.047358304262161255,0.28600749373435974,0.27291637659072876
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.058639850467443466,0.01435898058116436,0.02976340800523758,0.03271616995334625,-0.012790479697287083,-0.04859459400177002,0.09741680324077606,0.13035868108272552,0.041273195296525955,0.13619764149188995,-0.09173435717821121,-0.05554679408669472,1.0,-0.015702946111559868,0.04238596186041832,-0.026507042348384857,-0.04859459400177002,0.010759224183857441,0.018684765323996544
infringed,0.1782905012369156,0.28503283858299255,0.23342125117778778,0.21758762001991272,0.10176282376050949,0.3204421401023865,0.19386085867881775,0.32770130038261414,-0.04666879400610924,0.365360289812088,0.21162864565849304,0.23342125117778778,0.2168513685464859,-0.0007526803528890014,0.30613836646080017,-0.015702946111559868,1.0,0.19381089508533478,0.22287756204605103,-0.04666879400610924,0.2786881625652313,0.2920352518558502
on,0.37706470489501953,0.2670976221561432,0.5107308030128479,0.20717674493789673,0.20843200385570526,0.23630931973457336,0.22746877372264862,0.2161397784948349,0.0026888418942689896,0.2776605486869812,0.3966929316520691,0.5107308030128479,0.1491490602493286,-0.03274054825305939,0.2812092900276184,0.04238596186041832,0.19381089508533478,0.9999999403953552,0.18642869591712952,0.0026888418942689896,0.269443154335022,0.2714994251728058
sky,0.22495415806770325,0.19922639429569244,0.26521286368370056,0.10621132701635361,0.17249977588653564,0.1655808836221695,0.16510672867298126,0.1815650463104248,0.054967135190963745,0.14961229264736176,0.16284865140914917,0.26521286368370056,0.10522516816854477,-0.10457839071750641,0.39811205863952637,-0.026507042348384857,0.22287756204605103,0.18642869591712952,1.0,0.054967135190963745,0.1377473920583725,0.11270341277122498
’,0.0063735563308000565,0.04859831556677818,-0.04090067744255066,0.005770523101091385,0.016935359686613083,-0.06396988034248352,0.12000942975282669,0.05354141443967819,-0.1203070729970932,0.023544762283563614,-0.062016043812036514,-0.04090067744255066,0.034346792846918106,0.006244389805942774,0.11758892983198166,-0.051117122173309326,0.039297353476285934,0.052648309618234634,0.04187680408358574,-0.1203070729970932,-0.03075980395078659,0.045561522245407104
s,0.3388965129852295,0.33910059928894043,0.46610721945762634,0.2141740918159485,0.17756231129169464,0.23176079988479614,0.254808247089386,0.18050158023834229,0.05719660595059395,0.24797222018241882,0.42263656854629517,0.46610721945762634,0.19913944602012634,-0.12108026444911957,0.26991426944732666,0.024598468095064163,0.16052372753620148,0.334797739982605,0.12540100514888763,0.05719660595059395,0.21421243250370026,0.25130221247673035
right,0.27255165576934814,0.26817142963409424,0.33901116251945496,0.118913434445858,0.15150314569473267,0.22913949191570282,0.18518704175949097,0.16436052322387695,-0.03631126880645752,0.2580309212207794,0.22473211586475372,0.33901116251945496,0.1235598772764206,0.09668885171413422,0.28600749373435974,0.010759224183857441,0.2786881625652313,0.269443154335022,0.1377473920583725,-0.03631126880645752,1.0,0.27135515213012695
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.21984367072582245,0.28947713971138,0.24824365973472595,0.42702093720436096,0.20925520360469818,0.03782717138528824,0.47261837124824524,0.41548454761505127,0.535392165184021,0.3310292959213257,0.06720756739377975,0.4247458875179291,-0.009905828163027763,0.2751629948616028,0.41031414270401,0.17630793154239655,0.03782717138528824,0.31834647059440613,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.23982001841068268,0.28034812211990356,0.2812081575393677,0.2696352005004883,0.23993754386901855,-0.01540423184633255,0.34342584013938904,0.733189046382904,1.0,0.2740369141101837,0.029072100296616554,0.36296993494033813,0.041273195296525955,0.23342125117778778,0.5107308030128479,0.26521286368370056,-0.01540423184633255,0.33901116251945496,0.22068053483963013
``,0.07174111902713776,-0.029888948425650597,0.029072100296616554,0.03079455904662609,-0.032595276832580566,0.041694171726703644,-0.017867403104901314,-0.011674009263515472,-0.03416389226913452,0.098173126578331,0.06780257821083069,0.029072100296616554,0.11803510040044785,1.0,-0.05000343918800354,-0.09173435717821121,-0.0007526803528890014,-0.03274054825305939,-0.10457839071750641,-0.03416389226913452,0.09668885171413422,0.0685480609536171
sky,0.22495415806770325,0.19922639429569244,0.26521286368370056,0.10621132701635361,0.17249977588653564,0.1655808836221695,0.16510672867298126,0.1815650463104248,0.054967135190963745,0.14961229264736176,0.16284865140914917,0.26521286368370056,0.10522516816854477,-0.10457839071750641,0.39811205863952637,-0.026507042348384857,0.22287756204605103,0.18642869591712952,1.0,0.054967135190963745,0.1377473920583725,0.11270341277122498
'',-0.07688097655773163,0.01978493109345436,0.041273195296525955,0.058639850467443466,0.01435898058116436,0.02976340800523758,0.03271616995334625,-0.012790479697287083,-0.04859459400177002,0.09741680324077606,0.13035868108272552,0.041273195296525955,0.13619764149188995,-0.09173435717821121,-0.05554679408669472,1.0,-0.015702946111559868,0.04238596186041832,-0.026507042348384857,-0.04859459400177002,0.010759224183857441,0.018684765323996544
trademark,0.19447433948516846,0.18150824308395386,0.22296547889709473,0.11256987601518631,0.1336384266614914,0.21317976713180542,0.07725197821855545,0.33822572231292725,-0.012749864719808102,0.32710692286491394,0.14748609066009521,0.22296547889709473,0.1875056028366089,-0.03045777976512909,0.293125182390213,0.07505849748849869,0.4567609131336212,0.18471242487430573,0.1841079592704773,-0.012749864719808102,0.17741385102272034,0.16228033602237701
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2881386876106262,0.24301011860370636,0.2742154598236084,0.3133861720561981,0.23290912806987762,-0.003708066651597619,0.3711656630039215,0.5352458953857422,0.5934505462646484,0.18456575274467468,0.05720457062125206,0.36011114716529846,-0.07181349396705627,0.2428535670042038,0.49257001280784607,0.19117935001850128,-0.003708066651597619,0.2597152590751648,0.4130953550338745
