,why,did,the,shah,of,iran,gave,an,interview,?
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.210231751203537,0.5352458953857422,0.28234371542930603,0.29957500100135803,0.3581749200820923,0.17603376507759094,0.4130953550338745
,why,did,the,shah,of,iran,gave,an,interview,?
at,0.23853865265846252,0.28390252590179443,0.457212895154953,0.17157424986362457,0.42558613419532776,0.11026709526777267,0.2671515643596649,0.2446778565645218,0.21364113688468933,0.21978627145290375
the,0.30742117762565613,0.34736719727516174,1.0,0.19914765655994415,0.733189046382904,0.2222200483083725,0.32555076479911804,0.4207492768764496,0.1324702501296997,0.22068053483963013
time,0.3247860372066498,0.3567926585674286,0.43061500787734985,0.15041254460811615,0.35127586126327515,0.19300204515457153,0.20317798852920532,0.17594800889492035,0.23659305274486542,0.27391523122787476
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.17213307321071625,0.4946078956127167,0.21806921064853668,0.2448001652956009,0.3581022024154663,0.17528057098388672,0.31091248989105225
iran,0.1843736469745636,0.13433578610420227,0.2222200483083725,0.5293012261390686,0.23381876945495605,1.0,0.0857342928647995,0.14383016526699066,0.22144952416419983,0.13501082360744476
was,0.23341619968414307,0.41399896144866943,0.48711544275283813,0.20792485773563385,0.4069072902202606,0.1394713670015335,0.42201077938079834,0.3694365322589874,0.2137478142976761,0.18412111699581146
the,0.30742117762565613,0.34736719727516174,1.0,0.19914765655994415,0.733189046382904,0.2222200483083725,0.32555076479911804,0.4207492768764496,0.1324702501296997,0.22068053483963013
world,0.21353740990161896,0.1944720596075058,0.33604270219802856,0.16066940128803253,0.2828933000564575,0.24606859683990479,0.16789279878139496,0.15716314315795898,0.16597367823123932,0.17579582333564758
's,-0.016663772985339165,0.05069678649306297,-0.01540423184633255,0.025959691032767296,-0.03817026689648628,-0.06270316988229752,0.0414002351462841,0.025255560874938965,-0.04646043851971626,-0.023395681753754616
second-largest,0.1743708997964859,0.19736312329769135,0.44359415769577026,0.1788538694381714,0.40479040145874023,0.21704280376434326,0.1148902028799057,0.2601177990436554,0.12743757665157318,0.2571491003036499
oil,0.20345439016819,0.10956666618585587,0.21849922835826874,0.15343987941741943,0.22900764644145966,0.29594725370407104,0.04455534741282463,0.13089607656002045,0.11831619590520859,0.14867261052131653
exporter,0.14774969220161438,0.12167444080114365,0.23991206288337708,0.20291322469711304,0.23625528812408447,0.2862154543399811,0.13887850940227509,0.14541040360927582,0.14657901227474213,0.10515213012695312
and,0.27806392312049866,0.34479495882987976,0.5171257257461548,0.2144315540790558,0.5116966962814331,0.21643413603305817,0.2681863307952881,0.2838519215583801,0.09132343530654907,0.20544172823429108
a,0.2667238116264343,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.5052502155303955,0.1959446221590042,0.26239895820617676,0.44552403688430786,0.1390097588300705,0.23916715383529663
close,0.24721786379814148,0.1545615941286087,0.2625353932380676,0.16534733772277832,0.24178770184516907,0.10048317164182663,0.141671821475029,0.2079244703054428,0.016139522194862366,0.1908312737941742
us,0.2816409468650818,0.23250600695610046,0.25727739930152893,0.1272040605545044,0.23568789660930634,0.18379206955432892,0.1720399111509323,0.1722210943698883,0.14327654242515564,0.2742428481578827
ally,0.20320641994476318,0.20482929050922394,0.23644182085990906,0.23031283915042877,0.15578524768352509,0.14732441306114197,0.19585445523262024,0.1985180377960205,0.18782271444797516,0.10381226241588593
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.210231751203537,0.5352458953857422,0.28234371542930603,0.29957500100135803,0.3581749200820923,0.17603376507759094,0.4130953550338745
