,when,did,dfds,terminate,its,services,to,norway,?
of,0.3757161796092987,0.2513895630836487,0.24451112747192383,0.14275072515010834,0.48690423369407654,0.23787347972393036,0.41548454761505127,0.24524052441120148,0.1826142966747284
october,0.273419588804245,0.2746104896068573,0.31508857011795044,0.08766509592533112,0.16945186257362366,0.16317497193813324,0.23106063902378082,0.19553479552268982,0.29706719517707825
2006,0.023816242814064026,-0.07636451721191406,-0.011633471585810184,0.18865862488746643,0.12229134142398834,0.07051316648721695,0.012056082487106323,-0.07033154368400574,-0.1194092258810997
–,0.20347917079925537,0.2259434312582016,0.27516117691993713,0.041949693113565445,0.0889231264591217,0.11269773542881012,0.19410304725170135,0.1878604143857956,0.2714554965496063
the,0.5091903209686279,0.34736719727516174,0.34959444403648376,0.24870391190052032,0.559237003326416,0.2381475418806076,0.535392165184021,0.20952337980270386,0.22068053483963013
company,0.2219121903181076,0.16800642013549805,0.27388209104537964,0.1703667938709259,0.258992999792099,0.2790718972682953,0.24903783202171326,0.10718820244073868,0.12195809185504913
cited,0.17186102271080017,0.2331319898366928,0.2445409893989563,0.11994801461696625,0.18696705996990204,0.1419413983821869,0.17193306982517242,0.08919729292392731,0.32995760440826416
high,0.20577524602413177,0.15957149863243103,0.2554221749305725,0.10488486289978027,0.23626497387886047,0.15131404995918274,0.28947713971138,0.10804015398025513,0.11137914657592773
fuel,0.19850334525108337,0.15623702108860016,0.29478681087493896,0.2304580807685852,0.23656411468982697,0.26460596919059753,0.20716820657253265,0.1401965618133545,0.10583324730396271
prices,0.23320770263671875,0.22555270791053772,0.33511972427368164,0.14772069454193115,0.2362198829650879,0.37084338068962097,0.3313114047050476,0.20479024946689606,0.14604969322681427
and,0.4716290831565857,0.34479495882987976,0.3905474543571472,0.22034388780593872,0.3841775357723236,0.30811867117881775,0.48971283435821533,0.23708364367485046,0.20544172823429108
new,0.257220059633255,0.227974995970726,0.22484222054481506,0.15731430053710938,0.2215755134820938,0.19463425874710083,0.33159172534942627,0.21193310618400574,0.14782847464084625
competition,0.23896628618240356,0.1774688959121704,0.28054559230804443,0.0831405371427536,0.16222499310970306,0.26518937945365906,0.20617300271987915,0.23728391528129578,0.1394461691379547
from,0.405669629573822,0.20248863101005554,0.21170225739479065,0.20611542463302612,0.32706040143966675,0.21715614199638367,0.4069952368736267,0.20614135265350342,0.19969791173934937
low-cost,0.2731999456882477,0.25805407762527466,0.43169865012168884,0.22234798967838287,0.3306473195552826,0.28670600056648254,0.3195038437843323,0.16519607603549957,0.2411753386259079
air,0.2593141496181488,0.12297173589468002,0.27762722969055176,0.1704912930727005,0.2321513295173645,0.19061052799224854,0.24103909730911255,0.14694935083389282,0.1491677612066269
services,0.22728264331817627,0.14472568035125732,0.29071518778800964,0.30559781193733215,0.18947704136371613,1.0,0.27867045998573303,0.15950368344783783,0.1328447163105011
as,0.4437963366508484,0.3596470057964325,0.33865222334861755,0.2657472491264343,0.31874480843544006,0.2673030495643616,0.42092081904411316,0.13745038211345673,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.34959444403648376,0.24870391190052032,0.559237003326416,0.2381475418806076,0.535392165184021,0.20952337980270386,0.22068053483963013
cause,0.36268818378448486,0.2225308120250702,0.3162354826927185,0.27815523743629456,0.2207125723361969,0.14878052473068237,0.3172815442085266,0.14809395372867584,0.240532785654068
–,0.20347917079925537,0.2259434312582016,0.27516117691993713,0.041949693113565445,0.0889231264591217,0.11269773542881012,0.19410304725170135,0.1878604143857956,0.2714554965496063
and,0.4716290831565857,0.34479495882987976,0.3905474543571472,0.22034388780593872,0.3841775357723236,0.30811867117881775,0.48971283435821533,0.23708364367485046,0.20544172823429108
their,0.3682888448238373,0.38078752160072327,0.3403138518333435,0.22753530740737915,0.5367968082427979,0.2087407410144806,0.44619059562683105,0.17148666083812714,0.1898253709077835
service,0.23540960252285004,0.14130860567092896,0.2548087239265442,0.26906314492225647,0.180259108543396,0.7696225047111511,0.24411341547966003,0.13201364874839783,0.1676298975944519
to,0.5423505902290344,0.4452643394470215,0.3211943805217743,0.31959468126296997,0.3691340684890747,0.27867045998573303,1.0,0.19345083832740784,0.29463258385658264
bergen,0.10787754505872726,0.08058269321918488,0.2547747492790222,0.10967297852039337,0.10469909012317657,0.1633572280406952,0.18252620100975037,0.44153648614883423,0.14942072331905365
and,0.4716290831565857,0.34479495882987976,0.3905474543571472,0.22034388780593872,0.3841775357723236,0.30811867117881775,0.48971283435821533,0.23708364367485046,0.20544172823429108
stavanger,0.22541682422161102,0.14990727603435516,0.2115808129310608,0.09924879670143127,0.16512104868888855,0.20724493265151978,0.22107747197151184,0.5152857303619385,0.12790870666503906
",",0.36674630641937256,0.3015086054801941,0.40807899832725525,0.20923475921154022,0.33157986402511597,0.24788528680801392,0.44245919585227966,0.23151691257953644,0.31091248989105225
norway,0.18879380822181702,0.13200347125530243,0.2515466809272766,0.05477322265505791,0.17687535285949707,0.15950368344783783,0.19345083832740784,0.9999999403953552,0.12105534970760345
was,0.37326499819755554,0.41399896144866943,0.23956122994422913,0.09911464899778366,0.3518870174884796,0.21644414961338043,0.3636345863342285,0.17472463846206665,0.18412111699581146
terminated,0.26222920417785645,0.23496682941913605,0.2794070541858673,0.8393173217773438,0.18523234128952026,0.2803756296634674,0.24623741209506989,0.06463475525379181,0.10472823679447174
late,0.29498016834259033,0.27609187364578247,0.23706352710723877,0.12423145771026611,0.21946582198143005,0.17937183380126953,0.25809016823768616,0.15742667019367218,0.11339222639799118
2008,-0.08004710078239441,-0.07680223137140274,0.024525297805666924,-0.12177804857492447,-0.20384426414966583,-0.0067167822271585464,-0.22700966894626617,0.02654755488038063,-0.09852470457553864
.,0.475719153881073,0.35288307070732117,0.39279916882514954,0.186951145529747,0.3566088080406189,0.2179025262594223,0.4645031690597534,0.255178302526474,0.4130953550338745
