,where,are,international,corporations,headquartered,?
well,0.4122413992881775,0.44987359642982483,0.18408095836639404,0.25964227318763733,0.1969924122095108,0.24815571308135986
as,0.35409465432167053,0.3826591968536377,0.20422232151031494,0.24266347289085388,0.1895751804113388,0.27043893933296204
the,0.5003893971443176,0.40399202704429626,0.23719607293605804,0.2883489727973938,0.306002676486969,0.22068053483963013
irvine,0.2079331874847412,0.16113775968551636,0.1884351521730423,0.16595454514026642,0.3022308349609375,0.12018196284770966
business,0.21156923472881317,0.16427041590213776,0.2881801724433899,0.5044231414794922,0.3217640817165375,0.1545659303665161
centers,0.27138352394104004,0.30616188049316406,0.28610923886299133,0.3632860481739044,0.3771248757839203,0.16634750366210938
of,0.38066378235816956,0.39081433415412903,0.23367412388324738,0.2609967887401581,0.26836660504341125,0.1826142966747284
the,0.5003893971443176,0.40399202704429626,0.23719607293605804,0.2883489727973938,0.306002676486969,0.22068053483963013
irvine,0.2079331874847412,0.16113775968551636,0.1884351521730423,0.16595454514026642,0.3022308349609375,0.12018196284770966
spectrum,0.13385644555091858,0.2670098543167114,0.1713205873966217,0.2435547411441803,0.14379531145095825,0.13036777079105377
",",0.3149496018886566,0.4062570035457611,0.23395943641662598,0.26229405403137207,0.2735316753387451,0.31091248989105225
west,0.22786299884319305,0.16996237635612488,0.14351874589920044,0.1351327747106552,0.2870810925960541,0.12088293582201004
irvine,0.2079331874847412,0.16113775968551636,0.1884351521730423,0.16595454514026642,0.3022308349609375,0.12018196284770966
",",0.3149496018886566,0.4062570035457611,0.23395943641662598,0.26229405403137207,0.2735316753387451,0.31091248989105225
and,0.43859338760375977,0.48576638102531433,0.2444424331188202,0.2872149348258972,0.1958991438150406,0.20544172823429108
international,0.1861797422170639,0.18634282052516937,1.0,0.3120223581790924,0.2820379137992859,0.15335838496685028
corporations,0.1825300008058548,0.28802427649497986,0.3120223581790924,1.0000001192092896,0.39417117834091187,0.16678984463214874
headquartered,0.2050311267375946,0.14325273036956787,0.2820379137992859,0.39417117834091187,0.9999998807907104,0.08021588623523712
at,0.4402937591075897,0.2074895054101944,0.22578327357769012,0.1247871071100235,0.24014824628829956,0.21978627145290375
the,0.5003893971443176,0.40399202704429626,0.23719607293605804,0.2883489727973938,0.306002676486969,0.22068053483963013
university,0.26550742983818054,0.16609783470630646,0.28907111287117004,0.24632884562015533,0.33446645736694336,0.11887256056070328
of,0.38066378235816956,0.39081433415412903,0.23367412388324738,0.2609967887401581,0.26836660504341125,0.1826142966747284
california,0.21259644627571106,0.17678135633468628,0.17338360846042633,0.2264808714389801,0.2734747529029846,0.1409905105829239
",",0.3149496018886566,0.4062570035457611,0.23395943641662598,0.26229405403137207,0.2735316753387451,0.31091248989105225
irvine,0.2079331874847412,0.16113775968551636,0.1884351521730423,0.16595454514026642,0.3022308349609375,0.12018196284770966
.,0.41390106081962585,0.3452940285205841,0.20745405554771423,0.24547681212425232,0.25919339060783386,0.4130953550338745
