,what,did,luther,need,to,do,to,avoid,excommunication,?
bull,0.1302551031112671,0.10752205550670624,0.17616742849349976,0.15416306257247925,0.16257232427597046,0.15283402800559998,0.16257232427597046,0.16858159005641937,0.22150123119354248,0.12595409154891968
(,0.2411840260028839,0.18979617953300476,0.1677781045436859,0.23315081000328064,0.30882009863853455,0.24216170608997345,0.30882009863853455,0.13703951239585876,0.22714820504188538,0.40561532974243164
edict,0.16707053780555725,0.16355286538600922,0.21338587999343872,0.1599252074956894,0.22104638814926147,0.1640235036611557,0.22104638814926147,0.26733165979385376,0.48428454995155334,0.16218337416648865
),0.26259949803352356,0.18584993481636047,0.18587662279605865,0.245107039809227,0.31236231327056885,0.24460165202617645,0.31236231327056885,0.13975003361701965,0.24093911051750183,0.42300865054130554
exsurge,0.2937505841255188,0.20298512279987335,0.1806417852640152,0.2775118350982666,0.3218892514705658,0.23222121596336365,0.3218892514705658,0.2963606119155884,0.2896020710468292,0.16669945418834686
domine,0.17340245842933655,0.0824403390288353,0.11339721083641052,0.05570480599999428,0.11043652147054672,0.0821511447429657,0.11043652147054672,0.15738242864608765,0.2220466136932373,0.09118706732988358
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.46464914083480835,0.5436353087425232,0.44533252716064453,0.5436353087425232,0.30128729343414307,0.26440268754959106,0.32716336846351624
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.17839474976062775,0.385390967130661,0.19599148631095886,0.385390967130661,0.144026517868042,0.265941321849823,0.2089974731206894
risked,0.2039691060781479,0.2967739999294281,0.2138054370880127,0.2604287266731262,0.3019844591617584,0.2012816220521927,0.3019844591617584,0.30109286308288574,0.32501959800720215,0.12233341485261917
excommunication,0.21952110528945923,0.2508854866027832,0.3701219856739044,0.15642909705638885,0.26225656270980835,0.16832831501960754,0.26225656270980835,0.24496577680110931,1.0,0.15240629017353058
unless,0.4516109526157379,0.2809399366378784,0.17833314836025238,0.5203166007995605,0.45781534910202026,0.40013357996940613,0.45781534910202026,0.35177677869796753,0.2887055277824402,0.37169966101646423
he,0.3114890456199646,0.3292143940925598,0.2454872578382492,0.17839474976062775,0.385390967130661,0.19599148631095886,0.385390967130661,0.144026517868042,0.265941321849823,0.2089974731206894
recanted,0.2928401827812195,0.3701290190219879,0.2560282051563263,0.1512930542230606,0.3118108808994293,0.21949854493141174,0.3118108808994293,0.19247494637966156,0.4942198395729065,0.195877343416214
41,-0.08256904035806656,-0.09649815410375595,-0.07232905179262161,-0.09300664812326431,0.008354143239557743,0.010950366966426373,0.008354143239557743,-0.05923428758978844,-0.01749461703002453,-0.08073537796735764
sentences,0.2914929687976837,0.2248407006263733,0.16136953234672546,0.3426615297794342,0.28928840160369873,0.22283728420734406,0.28928840160369873,0.30423736572265625,0.22332832217216492,0.290255606174469
drawn,0.21374164521694183,0.1429028958082199,0.17048944532871246,0.13267096877098083,0.1552073210477829,0.12145733088254929,0.1552073210477829,0.1280214488506317,0.10623856633901596,0.15159106254577637
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.23362553119659424,0.4069952368736267,0.20424067974090576,0.4069952368736267,0.23280875384807587,0.15984377264976501,0.19969791173934937
his,0.26976513862609863,0.3546801507472992,0.27093374729156494,0.14412902295589447,0.3715193271636963,0.15088757872581482,0.3715193271636963,0.20237182080745697,0.35100704431533813,0.18075084686279297
writings,0.31019967794418335,0.262403666973114,0.32714858651161194,0.13557031750679016,0.18383939564228058,0.20442017912864685,0.18383939564228058,0.14030541479587555,0.36591416597366333,0.1770159751176834
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.25983062386512756,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.22226782143115997,0.301778107881546,0.31091248989105225
including,0.18328791856765747,0.26678287982940674,0.16646233201026917,0.20632483065128326,0.24006329476833344,0.18796655535697937,0.24006329476833344,0.23179538547992706,0.14042706787586212,0.1633303165435791
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.2594960331916809,0.535392165184021,0.30239659547805786,0.535392165184021,0.24833035469055176,0.2982163727283478,0.22068053483963013
95,-0.11634417623281479,-0.0686124712228775,-0.058819543570280075,-0.014229594729840755,-0.008685051463544369,-0.026520250365138054,-0.008685051463544369,0.08898057788610458,-0.16560906171798706,-0.15227507054805756
theses,0.22175903618335724,0.20294758677482605,0.4810737073421478,0.16511653363704681,0.24799592792987823,0.2387969195842743,0.24799592792987823,0.19282594323158264,0.3889150023460388,0.19188037514686584
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.25983062386512756,0.44245919585227966,0.3283645510673523,0.44245919585227966,0.22226782143115997,0.301778107881546,0.31091248989105225
within,0.2498195916414261,0.15734176337718964,0.13910457491874695,0.23863859474658966,0.34980177879333496,0.21291908621788025,0.34980177879333496,0.2128191888332367,0.19019080698490143,0.1870293766260147
60,0.07328611612319946,0.009732695296406746,0.03854973986744881,0.035439345985651016,0.05980940908193588,-0.03852665424346924,0.05980940908193588,-0.011088812723755836,0.11483030766248703,0.06999651342630386
days,0.2191895991563797,0.2182302623987198,0.13727988302707672,0.23305626213550568,0.2942236363887787,0.18464083969593048,0.2942236363887787,0.17989012598991394,0.2103453129529953,0.2198754847049713
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26852357387542725,0.4645031690597534,0.3613996207714081,0.4645031690597534,0.19342699646949768,0.25710731744766235,0.4130953550338745
