,which,two,mongol,leaders,added,persia,to,the,mongol,empire,?
their,0.4582767188549042,0.401440292596817,0.2211313098669052,0.2492487132549286,0.19819919764995575,0.1828450709581375,0.44619059562683105,0.516537070274353,0.2211313098669052,0.2050197720527649,0.1898253709077835
path,0.2631044089794159,0.21109136939048767,0.17845837771892548,0.19060546159744263,0.08581371605396271,0.16422997415065765,0.2716008722782135,0.21527591347694397,0.17845837771892548,0.14905031025409698,0.12429215013980865
",",0.3658004403114319,0.35859420895576477,0.2229510098695755,0.21003474295139313,0.28397712111473083,0.19838698208332062,0.44245919585227966,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
remains,0.3386684060096741,0.21802018582820892,0.128123477101326,0.15790604054927826,0.20854973793029785,0.10346931219100952,0.2588605582714081,0.3663966655731201,0.128123477101326,0.1569133847951889,0.1479063630104065
unparalleled,0.39777398109436035,0.3555603325366974,0.14223675429821014,0.12313725054264069,0.22827690839767456,0.20802569389343262,0.3166765570640564,0.32428163290023804,0.14223675429821014,0.14028702676296234,0.15700960159301758
to,0.5345056653022766,0.3343428373336792,0.2125127911567688,0.25293630361557007,0.29473474621772766,0.18735811114311218,1.0,0.535392165184021,0.2125127911567688,0.21448755264282227,0.29463258385658264
this,0.6719430088996887,0.33004114031791687,0.19343864917755127,0.26576387882232666,0.3688928186893463,0.19593334197998047,0.5759071707725525,0.6274310946464539,0.19343864917755127,0.20260672271251678,0.3155723512172699
day,0.2760511040687561,0.217762291431427,0.15331673622131348,0.21091219782829285,0.2100987732410431,0.1650150567293167,0.21753256022930145,0.3062323033809662,0.15331673622131348,0.2116323709487915,0.2141837179660797
",",0.3658004403114319,0.35859420895576477,0.2229510098695755,0.21003474295139313,0.28397712111473083,0.19838698208332062,0.44245919585227966,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
and,0.506277859210968,0.4671151638031006,0.21553155779838562,0.2407902181148529,0.29847657680511475,0.23746930062770844,0.48971283435821533,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.20544172823429108
word,0.3399123549461365,0.12911468744277954,0.14468592405319214,0.1354660987854004,0.16210351884365082,0.12081479281187057,0.2865414023399353,0.2835540175437927,0.14468592405319214,0.21392232179641724,0.19046713411808014
of,0.5011631846427917,0.37726253271102905,0.22712039947509766,0.2602892220020294,0.2879071831703186,0.25637543201446533,0.41548454761505127,0.733189046382904,0.22712039947509766,0.30522286891937256,0.1826142966747284
the,0.6521818041801453,0.43858039379119873,0.2924198508262634,0.3157886564731598,0.3207796514034271,0.24922017753124237,0.535392165184021,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
mongol,0.22227831184864044,0.161006897687912,1.0000001192092896,0.27032825350761414,0.09198278188705444,0.4823508560657501,0.2125127911567688,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.12849251925945282
triumphs,0.22029896080493927,0.24421602487564087,0.17217259109020233,0.25080475211143494,0.1471761167049408,0.2388889491558075,0.2064390927553177,0.22031813859939575,0.17217259109020233,0.313018798828125,0.19106391072273254
began,0.15610557794570923,0.2356717586517334,0.18664953112602234,0.18885429203510284,0.14014051854610443,0.167195126414299,0.2731419503688812,0.3059147596359253,0.18664953112602234,0.21061348915100098,0.1370266228914261
to,0.5345056653022766,0.3343428373336792,0.2125127911567688,0.25293630361557007,0.29473474621772766,0.18735811114311218,1.0,0.535392165184021,0.2125127911567688,0.21448755264282227,0.29463258385658264
trickle,0.2335813194513321,0.17765288054943085,0.08289176225662231,0.12290870398283005,0.22296150028705597,0.14097797870635986,0.30887940526008606,0.19502782821655273,0.08289176225662231,0.09876411408185959,0.2168779969215393
to,0.5345056653022766,0.3343428373336792,0.2125127911567688,0.25293630361557007,0.29473474621772766,0.18735811114311218,1.0,0.535392165184021,0.2125127911567688,0.21448755264282227,0.29463258385658264
other,0.50507652759552,0.46609029173851013,0.17935317754745483,0.24164140224456787,0.3250802159309387,0.18435558676719666,0.4193183183670044,0.44152235984802246,0.17935317754745483,0.17392708361148834,0.24682199954986572
nations,0.2513706684112549,0.21093055605888367,0.2240668684244156,0.3233071565628052,0.16148097813129425,0.255501389503479,0.26476410031318665,0.3506215214729309,0.2240668684244156,0.31255513429641724,0.20999202132225037
",",0.3658004403114319,0.35859420895576477,0.2229510098695755,0.21003474295139313,0.28397712111473083,0.19838698208332062,0.44245919585227966,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
particularly,0.4413786828517914,0.26136791706085205,0.06540533900260925,0.20987316966056824,0.2379637062549591,0.20157460868358612,0.33588847517967224,0.32132959365844727,0.06540533900260925,0.18564565479755402,0.2644225060939789
europe,0.23978596925735474,0.21963587403297424,0.23321789503097534,0.24822786450386047,0.13220751285552979,0.3120065927505493,0.24889446794986725,0.34463706612586975,0.23321789503097534,0.31634795665740967,0.18278923630714417
.,0.45942068099975586,0.3524959683418274,0.16751837730407715,0.18761023879051208,0.30304840207099915,0.24667125940322876,0.4645031690597534,0.5934505462646484,0.16751837730407715,0.2811720371246338,0.4130953550338745
