,how,big,was,the,vertical,assembly,building,?
space,0.1899009644985199,0.15216583013534546,0.14677780866622925,0.24495907127857208,0.3033866286277771,0.09877344220876694,0.23503617942333221,0.1885536164045334
vehicle,0.24225780367851257,0.1293855458498001,0.18102683126926422,0.20434843003749847,0.27411168813705444,0.24200038611888885,0.24445945024490356,0.16397647559642792
(,0.1676948219537735,0.22645877301692963,0.2980341613292694,0.33289089798927307,0.19600273668766022,0.14694425463676453,0.17772680521011353,0.40561532974243164
launch,0.15294672548770905,0.11913874745368958,0.22367219626903534,0.2628649175167084,0.23860414326190948,0.14639225602149963,0.2417440563440323,0.22009649872779846
vehicle,0.24225780367851257,0.1293855458498001,0.18102683126926422,0.20434843003749847,0.27411168813705444,0.24200038611888885,0.24445945024490356,0.16397647559642792
and,0.33647966384887695,0.30164432525634766,0.3740963041782379,0.5171257257461548,0.2652427852153778,0.19149640202522278,0.2593274712562561,0.20544172823429108
spacecraft,0.22779840230941772,0.1333690583705902,0.18611936271190643,0.21476294100284576,0.2324468493461609,0.14373895525932312,0.19861604273319244,0.17708687484264374
),0.17939934134483337,0.20796522498130798,0.3267642855644226,0.3456730246543884,0.19003447890281677,0.1682712882757187,0.1678667515516281,0.42300865054130554
would,0.43239715695381165,0.27934661507606506,0.41663143038749695,0.4133751392364502,0.19116701185703278,0.19539935886859894,0.20751723647117615,0.37178951501846313
be,0.4158933162689209,0.13724997639656067,0.42228707671165466,0.4248143136501312,0.2324117124080658,0.1890038102865219,0.21893082559108734,0.3324260413646698
assembled,0.17605359852313995,0.0825994685292244,0.268084317445755,0.2575589418411255,0.20013883709907532,0.6627641320228577,0.30060702562332153,0.1162143424153328
on,0.32655060291290283,0.2596937119960785,0.3909217119216919,0.5107308030128479,0.21591295301914215,0.18981821835041046,0.24277396500110626,0.2714994251728058
a,0.29312583804130554,0.29998910427093506,0.4508470594882965,0.5829201340675354,0.2576088309288025,0.21305732429027557,0.2576078176498413,0.23916715383529663
mobile,0.10778678953647614,0.09310539811849594,0.16443876922130585,0.22962960600852966,0.15315359830856323,0.12018590420484543,0.10847818106412888,0.15319456160068512
launcher,0.13565148413181305,0.14510485529899597,0.2545348107814789,0.21957692503929138,0.29219281673431396,0.17434021830558777,0.2521601915359497,0.21427936851978302
platform,0.1077968031167984,0.13904380798339844,0.17779655754566193,0.18037788569927216,0.26524999737739563,0.2821371257305145,0.22914642095565796,0.12602278590202332
and,0.33647966384887695,0.30164432525634766,0.3740963041782379,0.5171257257461548,0.2652427852153778,0.19149640202522278,0.2593274712562561,0.20544172823429108
then,0.36093711853027344,0.2119278907775879,0.27044644951820374,0.4297412931919098,0.20308762788772583,0.15958912670612335,0.20564042031764984,0.2884598970413208
moved,0.17376862466335297,0.14142322540283203,0.3804442584514618,0.32031023502349854,0.11889293044805527,0.14860256016254425,0.22883397340774536,0.15112607181072235
by,0.34370526671409607,0.20124688744544983,0.4752357602119446,0.4408751428127289,0.18093068897724152,0.18244804441928864,0.20441755652427673,0.17966607213020325
a,0.29312583804130554,0.29998910427093506,0.4508470594882965,0.5829201340675354,0.2576088309288025,0.21305732429027557,0.2576078176498413,0.23916715383529663
transporter,0.17302857339382172,0.21288931369781494,0.22276142239570618,0.23305091261863708,0.16585347056388855,0.16294723749160767,0.2759319543838501,0.1349162459373474
to,0.44169697165489197,0.25193607807159424,0.3636345863342285,0.535392165184021,0.2298336923122406,0.19874803721904755,0.2658686637878418,0.29463258385658264
one,0.3213292360305786,0.2943592369556427,0.3752199709415436,0.5514441132545471,0.19713975489139557,0.13291901350021362,0.2307232916355133,0.2673267424106598
of,0.2480744868516922,0.2513701021671295,0.4069072902202606,0.733189046382904,0.2439207136631012,0.2946469783782959,0.26200541853904724,0.1826142966747284
several,0.28568220138549805,0.20097702741622925,0.25396689772605896,0.40559855103492737,0.18997251987457275,0.15515463054180145,0.22200118005275726,0.15595775842666626
launch,0.15294672548770905,0.11913874745368958,0.22367219626903534,0.2628649175167084,0.23860414326190948,0.14639225602149963,0.2417440563440323,0.22009649872779846
pads,0.22873687744140625,0.18098007142543793,0.1309378743171692,0.19603775441646576,0.34315401315689087,0.03995142877101898,0.1260102391242981,0.1752515286207199
.,0.3287222981452942,0.27374890446662903,0.40146201848983765,0.5934505462646484,0.197603240609169,0.21666362881660461,0.275610089302063,0.4130953550338745
