,who,received,the,ball,that,cam,newton,lost,during,a,tackle,to,make,it,a,denver,touchdown,?
line,0.1774713397026062,0.13989968597888947,0.29789501428604126,0.2138069123029709,0.2470489740371704,0.12302176654338837,0.0773603692650795,0.08010849356651306,0.1404837816953659,0.23499317467212677,0.2477816939353943,0.2615616023540497,0.19786594808101654,0.2513335347175598,0.23499317467212677,0.15561726689338684,0.21845434606075287,0.16271452605724335
",",0.3365725874900818,0.2926693558692932,0.4933079481124878,0.2170172780752182,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.26788443326950073,0.3225448727607727,0.427140474319458,0.25377723574638367,0.44245919585227966,0.324553906917572,0.48329564929008484,0.427140474319458,0.25173696875572205,0.2072077840566635,0.31091248989105225
linebacker,0.18917565047740936,0.21536636352539062,0.19719967246055603,0.3353641629219055,0.13739195466041565,0.23616430163383484,0.19840943813323975,0.16555556654930115,0.19215194880962372,0.20977157354354858,0.5648395419120789,0.14749088883399963,0.08082359284162521,0.13590675592422485,0.20977157354354858,0.48220956325531006,0.545517086982727,0.15540370345115662
von,0.1834137886762619,0.18678051233291626,0.21817399561405182,0.029852816835045815,0.18165160715579987,0.010396221652626991,0.10536926984786987,0.15537941455841064,0.17498056590557098,0.18142175674438477,0.03158527612686157,0.17537063360214233,0.13510994613170624,0.13481678068637848,0.18142175674438477,0.1650388240814209,0.03370225057005882,0.13907472789287567
miller,0.2093905359506607,0.14625395834445953,0.21601076424121857,0.1518518477678299,0.21841725707054138,0.24571667611598969,0.2466008961200714,0.12715648114681244,0.19219975173473358,0.21294589340686798,0.2582821249961853,0.21796442568302155,0.25688493251800537,0.18496264517307281,0.21294589340686798,0.2895999550819397,0.22451376914978027,0.1295081228017807
knocked,0.19835633039474487,0.1680806428194046,0.25226226449012756,0.29728958010673523,0.23291216790676117,0.09325455874204636,0.1059303879737854,0.3845568597316742,0.19384567439556122,0.1961788684129715,0.20979700982570648,0.21541744470596313,0.19635674357414246,0.19844722747802734,0.1961788684129715,0.12578558921813965,0.3829185366630554,0.1071818619966507
the,0.3733934462070465,0.24890556931495667,1.0,0.18895584344863892,0.5473989248275757,0.18275147676467896,0.1876603662967682,0.3376973867416382,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.535392165184021,0.3146495521068573,0.6251175999641418,0.5829201340675354,0.2052404284477234,0.1805710643529892,0.22068053483963013
ball,0.18419332802295685,0.07391179352998734,0.18895584344863892,1.0,0.198546901345253,0.06424849480390549,0.18903715908527374,0.0820401981472969,0.10386396944522858,0.23578347265720367,0.3088444173336029,0.2563202381134033,0.1828100085258484,0.1934148073196411,0.23578347265720367,0.19353048503398895,0.3576510548591614,0.1766241192817688
out,0.3129808306694031,0.1494208574295044,0.39404502511024475,0.25823330879211426,0.43996092677116394,0.12965893745422363,0.16739298403263092,0.30407482385635376,0.2754679322242737,0.34264278411865234,0.2569151818752289,0.42386990785598755,0.3698912560939789,0.3502036929130554,0.34264278411865234,0.17736582458019257,0.30202528834342957,0.22020699083805084
of,0.2827862501144409,0.2628524899482727,0.733189046382904,0.15122076869010925,0.41498205065727234,0.18242581188678741,0.18479612469673157,0.2878951132297516,0.3869180977344513,0.5052502155303955,0.16594944894313812,0.41548454761505127,0.2912110388278961,0.38761502504348755,0.5052502155303955,0.14595118165016174,0.15340197086334229,0.1826142966747284
newton,0.19243690371513367,0.11191529035568237,0.1876603662967682,0.18903715908527374,0.22769790887832642,0.32548287510871887,1.0000001192092896,0.11228809505701065,0.1617087423801422,0.1884482353925705,0.23936857283115387,0.2176830768585205,0.1542254388332367,0.16236042976379395,0.1884482353925705,0.191506028175354,0.29466405510902405,0.09645649790763855
's,0.05599616840481758,-0.07378163188695908,-0.01540423184633255,-0.028031641617417336,0.04397977516055107,0.07134929299354553,0.027833467349410057,-0.04458974674344063,0.011294117197394371,0.04866964742541313,-0.09428390115499496,0.03782717138528824,0.09622383862733841,0.06608816236257553,0.04866964742541313,-0.08765961974859238,0.028220493346452713,-0.023395681753754616
hands,0.315868079662323,0.10965171456336975,0.27627843618392944,0.25547537207603455,0.2700674831867218,0.09057775884866714,0.0427735410630703,0.19909918308258057,0.21894899010658264,0.22827254235744476,0.2580825090408325,0.23782917857170105,0.26523610949516296,0.19677355885505676,0.22827254235744476,0.12490252405405045,0.21643060445785522,0.18784376978874207
while,0.4068111777305603,0.27012285590171814,0.39804592728614807,0.23322966694831848,0.43523597717285156,0.16950686275959015,0.1801067441701889,0.2524348795413971,0.3849048316478729,0.3733035624027252,0.23086920380592346,0.43899232149124146,0.3550785183906555,0.3401351571083069,0.3733035624027252,0.20923270285129547,0.1975603848695755,0.21076419949531555
sacking,0.2615954577922821,0.1667325794696808,0.32415956258773804,0.17175376415252686,0.2696000933647156,0.11735181510448456,0.17373323440551758,0.2371741533279419,0.23386184871196747,0.1876051276922226,0.35507553815841675,0.20424802601337433,0.21853747963905334,0.17594687640666962,0.1876051276922226,0.22724178433418274,0.3307967185974121,0.1311245560646057
him,0.5491244792938232,0.28171440958976746,0.39213326573371887,0.23032034933567047,0.4159553349018097,0.17341922223567963,0.19347794353961945,0.27329984307289124,0.2599809467792511,0.32137390971183777,0.17840240895748138,0.4702378511428833,0.2619795501232147,0.33292555809020996,0.32137390971183777,0.17044426500797272,0.27582329511642456,0.23943768441677094
",",0.3365725874900818,0.2926693558692932,0.4933079481124878,0.2170172780752182,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.26788443326950073,0.3225448727607727,0.427140474319458,0.25377723574638367,0.44245919585227966,0.324553906917572,0.48329564929008484,0.427140474319458,0.25173696875572205,0.2072077840566635,0.31091248989105225
and,0.41279885172843933,0.24762246012687683,0.5171257257461548,0.19981779158115387,0.4731321930885315,0.18925651907920837,0.22255054116249084,0.25558507442474365,0.36462149024009705,0.3739250600337982,0.20274214446544647,0.48971283435821533,0.4160483181476593,0.40957894921302795,0.3739250600337982,0.20625516772270203,0.21398694813251495,0.20544172823429108
malik,0.27201947569847107,0.19808080792427063,0.1981748640537262,0.13856033980846405,0.13589029014110565,0.11550915241241455,0.15642529726028442,0.19790302217006683,0.19978630542755127,0.18274646997451782,0.1034487634897232,0.1540418267250061,0.0724526196718216,0.10457155853509903,0.18274646997451782,0.14768920838832855,0.15634967386722565,0.10560610145330429
jackson,0.19310453534126282,0.17364872992038727,0.23021449148654938,0.17303751409053802,0.22498269379138947,0.21300958096981049,0.21489565074443817,0.18038472533226013,0.20752012729644775,0.22431494295597076,0.27143919467926025,0.16838301718235016,0.13491125404834747,0.20291587710380554,0.22431494295597076,0.3244610130786896,0.21274657547473907,0.10996206849813461
recovered,0.19365158677101135,0.25182852149009705,0.2614712417125702,0.12504027783870697,0.2946009933948517,0.08734604716300964,0.14219547808170319,0.4304933547973633,0.32247185707092285,0.2461796998977661,0.2097383737564087,0.2292492538690567,0.1410319060087204,0.2036934196949005,0.2461796998977661,0.1906365305185318,0.32981741428375244,0.08912046253681183
it,0.2868398427963257,0.167928084731102,0.6251175999641418,0.1934148073196411,0.5921133160591125,0.12471789121627808,0.16236042976379395,0.21015265583992004,0.26678937673568726,0.5452592968940735,0.17712901532649994,0.513711154460907,0.40787607431411743,0.9999999403953552,0.5452592968940735,0.12300208956003189,0.14086520671844482,0.25732165575027466
in,0.2792111933231354,0.2772020101547241,0.6662389636039734,0.1472199559211731,0.435920387506485,0.17906330525875092,0.23639483749866486,0.3167656362056732,0.4627237319946289,0.539380669593811,0.19911520183086395,0.45010748505592346,0.268858402967453,0.5130809545516968,0.539380669593811,0.2221570909023285,0.14772959053516388,0.20430970191955566
the,0.3733934462070465,0.24890556931495667,1.0,0.18895584344863892,0.5473989248275757,0.18275147676467896,0.1876603662967682,0.3376973867416382,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.535392165184021,0.3146495521068573,0.6251175999641418,0.5829201340675354,0.2052404284477234,0.1805710643529892,0.22068053483963013
end,0.15423893928527832,0.10250400751829147,0.39658910036087036,0.20891526341438293,0.3221861720085144,0.09983456134796143,0.06915309280157089,0.1995709091424942,0.4166269898414612,0.28924596309661865,0.22376148402690887,0.3229445815086365,0.2670103907585144,0.277616024017334,0.28924596309661865,0.15781165659427643,0.31434693932533264,0.12543344497680664
zone,0.11138155311346054,0.0584406703710556,0.26423242688179016,0.16925781965255737,0.18326473236083984,0.17058256268501282,0.14852260053157806,0.1179809719324112,0.20579880475997925,0.19739283621311188,0.17383159697055817,0.19147507846355438,0.14086811244487762,0.2488977015018463,0.19739283621311188,0.11141365766525269,0.16126690804958344,0.1173049733042717
for,0.37110671401023865,0.30396392941474915,0.4739971458911896,0.1708642989397049,0.4137635827064514,0.22685806453227997,0.18168501555919647,0.2845156490802765,0.3448435664176941,0.44038116931915283,0.311522513628006,0.4451248347759247,0.386745423078537,0.32171204686164856,0.44038116931915283,0.22017966210842133,0.26143357157707214,0.264628142118454
a,0.36608949303627014,0.22444266080856323,0.5829201340675354,0.23578347265720367,0.47537946701049805,0.18400311470031738,0.1884482353925705,0.24504798650741577,0.30341604351997375,1.0,0.21756082773208618,0.45503583550453186,0.34303420782089233,0.5452592968940735,1.0,0.179859921336174,0.22309942543506622,0.23916715383529663
broncos,0.1763724684715271,0.16520948708057404,0.25985947251319885,0.275786429643631,0.15371358394622803,0.2862909436225891,0.2398018091917038,0.19186308979988098,0.2564375102519989,0.19771797955036163,0.42872071266174316,0.23674264550209045,0.14773230254650116,0.1312602162361145,0.19771797955036163,0.5774994492530823,0.4798973500728607,0.18377114832401276
touchdown,0.13768897950649261,0.2004004567861557,0.1805710643529892,0.3576510548591614,0.19641223549842834,0.26505252718925476,0.29466405510902405,0.26056334376335144,0.2251323163509369,0.22309942543506622,0.5728726387023926,0.20744045078754425,0.12422988563776016,0.14086520671844482,0.22309942543506622,0.35540616512298584,0.9999999403953552,0.12741123139858246
",",0.3365725874900818,0.2926693558692932,0.4933079481124878,0.2170172780752182,0.4137537479400635,0.22727563977241516,0.2648763358592987,0.26788443326950073,0.3225448727607727,0.427140474319458,0.25377723574638367,0.44245919585227966,0.324553906917572,0.48329564929008484,0.427140474319458,0.25173696875572205,0.2072077840566635,0.31091248989105225
giving,0.2905098795890808,0.23426072299480438,0.3626074492931366,0.08097457885742188,0.371517539024353,0.12811440229415894,0.13117855787277222,0.2141485959291458,0.22751076519489288,0.35822594165802,0.16442912817001343,0.36088186502456665,0.3809363842010498,0.265837162733078,0.35822594165802,0.16773226857185364,0.1832825392484665,0.2052922248840332
the,0.3733934462070465,0.24890556931495667,1.0,0.18895584344863892,0.5473989248275757,0.18275147676467896,0.1876603662967682,0.3376973867416382,0.4838213622570038,0.5829201340675354,0.1645001471042633,0.535392165184021,0.3146495521068573,0.6251175999641418,0.5829201340675354,0.2052404284477234,0.1805710643529892,0.22068053483963013
team,0.22248858213424683,0.10415145754814148,0.22564226388931274,0.2774640917778015,0.17048367857933044,0.1980101615190506,0.10991428047418594,0.22986897826194763,0.18426461517810822,0.19125498831272125,0.25555485486984253,0.23889471590518951,0.1165873259305954,0.1370134800672531,0.19125498831272125,0.18347741663455963,0.2903151214122772,0.11243411153554916
a,0.36608949303627014,0.22444266080856323,0.5829201340675354,0.23578347265720367,0.47537946701049805,0.18400311470031738,0.1884482353925705,0.24504798650741577,0.30341604351997375,1.0,0.21756082773208618,0.45503583550453186,0.34303420782089233,0.5452592968940735,1.0,0.179859921336174,0.22309942543506622,0.23916715383529663
10–0,0.10398180037736893,0.03926559165120125,0.05824596807360649,0.015875032171607018,0.10589013993740082,0.026440566405653954,0.01707622967660427,-0.07004133611917496,0.06566237658262253,0.08109777420759201,0.10955024510622025,0.07182905822992325,-0.007967106997966766,0.050662554800510406,0.08109777420759201,-0.042761363089084625,0.0682259202003479,0.005854578223079443
lead,0.19455209374427795,0.12474162131547928,0.21995973587036133,0.1036292165517807,0.21979129314422607,0.15181738138198853,0.14570987224578857,0.18365353345870972,0.1928889900445938,0.20661775767803192,0.23743504285812378,0.23490607738494873,0.28069421648979187,0.22755342721939087,0.20661775767803192,0.23341892659664154,0.21652531623840332,0.14552436769008636
.,0.3541337847709656,0.25050681829452515,0.5934505462646484,0.214210644364357,0.4460422694683075,0.15243393182754517,0.20699870586395264,0.2800092399120331,0.3485563397407532,0.50484299659729,0.2322828769683838,0.4645031690597534,0.3547073304653168,0.5593622326850891,0.50484299659729,0.2573630213737488,0.17317867279052734,0.4130953550338745
