,when,did,seven,protestant,churches,agree,with,the,nazi,policy,of,forcing,jews,to,wear,yellow,arm,bands,?
issued,0.18766894936561584,0.2733176648616791,0.16179461777210236,0.22913198173046112,0.18300269544124603,0.21608379483222961,0.17334161698818207,0.22837360203266144,0.14119169116020203,0.29073071479797363,0.2873246371746063,0.18906739354133606,0.17422962188720703,0.1648298054933548,0.212410569190979,0.1964876651763916,0.045310426503419876,0.17013436555862427,0.169851616024971
a,0.44397395849227905,0.2552328109741211,0.2029859572649002,0.22869355976581573,0.19495601952075958,0.2085130214691162,0.3783375024795532,0.5829201340675354,0.1947121024131775,0.17720282077789307,0.5052502155303955,0.22368870675563812,0.17522315680980682,0.45503583550453186,0.20639316737651825,0.2785145342350006,0.2200365960597992,0.2757149338722229,0.23916715383529663
statement,0.2748432755470276,0.2726841866970062,0.07200545817613602,0.27300217747688293,0.21690633893013,0.42221418023109436,0.17604300379753113,0.20954233407974243,0.2086995244026184,0.3833213150501251,0.1980573982000351,0.20873871445655823,0.17290711402893066,0.29286426305770874,0.12673477828502655,0.10335277020931244,0.11043786257505417,0.07912294566631317,0.28978636860847473
agreeing,0.3485097885131836,0.38421353697776794,0.1650157868862152,0.21706357598304749,0.16036485135555267,0.6964169144630432,0.3583807051181793,0.24866768717765808,0.2265554815530777,0.37948888540267944,0.20541556179523468,0.41735655069351196,0.21740223467350006,0.33868709206581116,0.1202273890376091,0.1549537479877472,0.11272051185369492,0.07583893090486526,0.28670328855514526
with,0.5075214505195618,0.25472134351730347,0.19141453504562378,0.19056472182273865,0.21990472078323364,0.32099679112434387,0.9999999403953552,0.4223487675189972,0.1920207440853119,0.14287953078746796,0.41827285289764404,0.2797616720199585,0.1251157820224762,0.4239959120750427,0.1642160415649414,0.29236334562301636,0.2008407860994339,0.22534380853176117,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,0.28151169419288635,0.2679212689399719,0.2626241147518158,0.23006735742092133,0.4223487675189972,1.0,0.23007801175117493,0.2358427494764328,0.733189046382904,0.31176233291625977,0.24901628494262695,0.535392165184021,0.27011215686798096,0.2507648169994354,0.2214433252811432,0.23915435373783112,0.22068053483963013
policy,0.20549920201301575,0.2751549482345581,0.09374725073575974,0.24725140631198883,0.19844922423362732,0.3911781907081604,0.14287953078746796,0.2358427494764328,0.24596671760082245,0.9999998807907104,0.24393197894096375,0.1866506040096283,0.28253963589668274,0.26804789900779724,0.18952235579490662,0.12448449432849884,0.09365316480398178,0.15313957631587982,0.30462446808815
of,0.3757161796092987,0.2513895630836487,0.273354172706604,0.31440475583076477,0.29080384969711304,0.22545385360717773,0.41827285289764404,0.733189046382904,0.22957292199134827,0.24393197894096375,1.0,0.24666008353233337,0.2207300066947937,0.41548454761505127,0.24815733730793,0.23887859284877777,0.17655016481876373,0.238398939371109,0.1826142966747284
forcing,0.3767963647842407,0.28997835516929626,0.089729905128479,0.1571025252342224,0.1650051474571228,0.24929603934288025,0.2797616720199585,0.31176233291625977,0.17102979123592377,0.1866506040096283,0.24666008353233337,0.9999998807907104,0.21096226572990417,0.3712129294872284,0.23468084633350372,0.09005530178546906,0.20417413115501404,0.14536423981189728,0.19852621853351593
jews,0.2035551369190216,0.23080717027187347,0.12953230738639832,0.4756074845790863,0.35537225008010864,0.1615685671567917,0.1251157820224762,0.24901628494262695,0.4677807092666626,0.28253963589668274,0.2207300066947937,0.21096226572990417,1.0000001192092896,0.22399327158927917,0.2592044770717621,0.14088895916938782,0.04272402077913284,0.1745104193687439,0.16730794310569763
to,0.5423505902290344,0.4452643394470215,0.2853301167488098,0.23639842867851257,0.2533203363418579,0.2974206805229187,0.4239959120750427,0.535392165184021,0.1994142085313797,0.26804789900779724,0.41548454761505127,0.3712129294872284,0.22399327158927917,1.0,0.28873685002326965,0.2039003074169159,0.2332841008901596,0.19970019161701202,0.29463258385658264
wear,0.20195747911930084,0.21948394179344177,0.16732172667980194,0.21729803085327148,0.18386252224445343,0.14777569472789764,0.1642160415649414,0.27011215686798096,0.17111888527870178,0.18952235579490662,0.24815733730793,0.23468084633350372,0.2592044770717621,0.28873685002326965,1.0,0.2944800555706024,0.2014952450990677,0.28161466121673584,0.1366986185312271
the,0.5091903209686279,0.34736719727516174,0.28151169419288635,0.2679212689399719,0.2626241147518158,0.23006735742092133,0.4223487675189972,1.0,0.23007801175117493,0.2358427494764328,0.733189046382904,0.31176233291625977,0.24901628494262695,0.535392165184021,0.27011215686798096,0.2507648169994354,0.2214433252811432,0.23915435373783112,0.22068053483963013
yellow,0.32365620136260986,0.14123791456222534,0.2130563110113144,0.11705918610095978,0.050185151398181915,0.15973906219005585,0.29236334562301636,0.2507648169994354,0.13778835535049438,0.12448449432849884,0.23887859284877777,0.09005530178546906,0.14088895916938782,0.2039003074169159,0.2944800555706024,1.0,0.1396874487400055,0.22432486712932587,0.142889603972435
badge,0.16493414342403412,0.16932028532028198,0.14345458149909973,0.1507079154253006,0.061180002987384796,0.1687859296798706,0.23852068185806274,0.25786274671554565,0.1933896690607071,0.15167120099067688,0.2593320608139038,0.12205581367015839,0.16853858530521393,0.24363772571086884,0.3650384247303009,0.2648533284664154,0.21887929737567902,0.2215154767036438,0.1164827048778534
",",0.36674630641937256,0.3015086054801941,0.32867714762687683,0.2710806429386139,0.247207909822464,0.26245203614234924,0.4120737314224243,0.4933079481124878,0.22584949433803558,0.2903050184249878,0.4946078956127167,0.23144863545894623,0.27184903621673584,0.44245919585227966,0.2098228484392166,0.26202648878097534,0.1692921221256256,0.24625691771507263,0.31091248989105225
``,0.07174111902713776,-0.029888948425650597,0.06245608255267143,0.10815002024173737,0.0536622554063797,0.09835002571344376,0.08974023163318634,0.029072100296616554,0.05080338940024376,0.06104245409369469,0.06780257821083069,0.08947542309761047,0.11970638483762741,0.06720756739377975,0.026531649753451347,0.020887641236186028,0.1494618058204651,-0.013407791033387184,0.0685480609536171
since,0.42774689197540283,0.27613121271133423,0.19354529678821564,0.17785941064357758,0.17655505239963531,0.2569383978843689,0.3120420575141907,0.4054957628250122,0.18816165626049042,0.29112356901168823,0.35513219237327576,0.21383622288703918,0.2068002074956894,0.3733763098716736,0.1469670832157135,0.08607408404350281,0.11183822154998779,0.1881009340286255,0.2876587212085724
after,0.5331412553787231,0.30330467224121094,0.4133448898792267,0.17197231948375702,0.12612846493721008,0.17340780794620514,0.33843478560447693,0.4565047025680542,0.2166360467672348,0.1468489021062851,0.3867455720901489,0.2837202548980713,0.21759088337421417,0.37890323996543884,0.16023945808410645,0.18218497931957245,0.1628970205783844,0.1710575670003891,0.16608688235282898
his,0.37120407819747925,0.3546801507472992,0.23686516284942627,0.20754583179950714,0.15361304581165314,0.1985178142786026,0.33836179971694946,0.4394008219242096,0.22314202785491943,0.1798693835735321,0.38364991545677185,0.28773313760757446,0.19577133655548096,0.3715193271636963,0.1889515519142151,0.14574818313121796,0.17735014855861664,0.15066741406917572,0.18075084686279297
bitter,0.2609352767467499,0.20217753946781158,0.09198649972677231,0.20941630005836487,0.13403482735157013,0.21728254854679108,0.2803441882133484,0.20849020779132843,0.2037695199251175,0.1392834633588791,0.19161084294319153,0.1401868611574173,0.19447778165340424,0.2003384530544281,0.10812298953533173,0.31575828790664673,0.14652960002422333,0.12907670438289642,0.14148615300655365
experience,0.2492937445640564,0.2411177009344101,0.12444955110549927,0.16411878168582916,0.07645972073078156,0.2934228777885437,0.2553955614566803,0.21682339906692505,0.17745977640151978,0.30853375792503357,0.228313148021698,0.15086078643798828,0.1302383542060852,0.25535836815834045,0.17875856161117554,0.12134263664484024,0.14257201552391052,0.18355625867843628,0.25203612446784973
luther,0.14516782760620117,0.23667675256729126,0.13361068069934845,0.45695769786834717,0.36007383465766907,0.16287921369075775,0.14705438911914825,0.1759674996137619,0.2787477672100067,0.16410547494888306,0.1719115972518921,0.05839075148105621,0.24326977133750916,0.18029534816741943,0.03433404490351677,0.10911783576011658,0.07209109514951706,0.12502895295619965,0.1732746809720993
had,0.37526828050613403,0.540525496006012,0.20230332016944885,0.25031381845474243,0.20299901068210602,0.2653287649154663,0.4739086329936981,0.3875846862792969,0.2603277564048767,0.17498552799224854,0.37755560874938965,0.28691425919532776,0.23372827470302582,0.37984350323677063,0.23265698552131653,0.13636617362499237,0.17929543554782867,0.2276006042957306,0.20728366076946259
already,0.5275567173957825,0.3281528055667877,0.19566160440444946,0.20493213832378387,0.2287522256374359,0.40008968114852905,0.34823688864707947,0.34582915902137756,0.22045128047466278,0.3658508360385895,0.27917540073394775,0.255951464176178,0.19379904866218567,0.3676825761795044,0.1640613079071045,0.13567084074020386,0.14797621965408325,0.23009784519672394,0.3477933406829834
suggested,0.3064453899860382,0.36875683069229126,0.14359894394874573,0.1649722158908844,0.11981948465108871,0.4377678334712982,0.2716723382472992,0.28443726897239685,0.13661260902881622,0.25237908959388733,0.29373469948768616,0.251492977142334,0.09549102932214737,0.32327648997306824,0.1672644466161728,0.16134554147720337,0.0938120037317276,0.15409472584724426,0.2549840807914734
preventive,0.30563899874687195,0.21115215122699738,0.11524863541126251,0.15125137567520142,0.16567842662334442,0.2879287004470825,0.25520840287208557,0.279318243265152,0.18513333797454834,0.39432981610298157,0.28949329257011414,0.30030637979507446,0.21064840257167816,0.31969642639160156,0.20649118721485138,0.20088081061840057,0.1838589310646057,0.10405351221561432,0.30507078766822815
measures,0.21069994568824768,0.179397314786911,0.1588396430015564,0.10785304754972458,0.15288051962852478,0.19610978662967682,0.19139251112937927,0.263394296169281,0.1359744817018509,0.23963278532028198,0.24129846692085266,0.1500966101884842,0.148690864443779,0.26513156294822693,0.12083062529563904,0.10464368015527725,0.11524626612663269,0.15089210867881775,0.18777857720851898
against,0.32684949040412903,0.22514554858207703,0.1626449078321457,0.2570708394050598,0.1461246758699417,0.25143367052078247,0.317049115896225,0.3090755045413971,0.24658948183059692,0.2693968713283539,0.2669808566570282,0.3236668109893799,0.28023698925971985,0.310872346162796,0.2370121031999588,0.1701439917087555,0.18952657282352448,0.14478538930416107,0.18095137178897858
the,0.5091903209686279,0.34736719727516174,0.28151169419288635,0.2679212689399719,0.2626241147518158,0.23006735742092133,0.4223487675189972,1.0,0.23007801175117493,0.2358427494764328,0.733189046382904,0.31176233291625977,0.24901628494262695,0.535392165184021,0.27011215686798096,0.2507648169994354,0.2214433252811432,0.23915435373783112,0.22068053483963013
jews,0.2035551369190216,0.23080717027187347,0.12953230738639832,0.4756074845790863,0.35537225008010864,0.1615685671567917,0.1251157820224762,0.24901628494262695,0.4677807092666626,0.28253963589668274,0.2207300066947937,0.21096226572990417,1.0000001192092896,0.22399327158927917,0.2592044770717621,0.14088895916938782,0.04272402077913284,0.1745104193687439,0.16730794310569763
and,0.4716290831565857,0.34479495882987976,0.26877880096435547,0.25109967589378357,0.27674582600593567,0.24357949197292328,0.5477725267410278,0.5171257257461548,0.2482004314661026,0.2148873209953308,0.5116966962814331,0.29795053601264954,0.2555774748325348,0.48971283435821533,0.21877847611904144,0.2535509765148163,0.2107696235179901,0.2910141348838806,0.20544172823429108
their,0.3682888448238373,0.38078752160072327,0.19945508241653442,0.21788890659809113,0.2444210797548294,0.20486661791801453,0.4258328378200531,0.516537070274353,0.20303048193454742,0.18500499427318573,0.4329940676689148,0.32299405336380005,0.2248561531305313,0.44619059562683105,0.33966079354286194,0.1882832944393158,0.20879577100276947,0.30853015184402466,0.1898253709077835
expulsion,0.24520044028759003,0.21837115287780762,0.07123193144798279,0.3547343313694,0.32004842162132263,0.20666778087615967,0.18317022919654846,0.2770461440086365,0.24242284893989563,0.25563526153564453,0.2570279836654663,0.3611769378185272,0.42412111163139343,0.3245045244693756,0.20054590702056885,0.08970210701227188,0.10749094933271408,0.11375720798969269,0.15620341897010803
from,0.405669629573822,0.20248863101005554,0.1701260805130005,0.15122920274734497,0.1632702797651291,0.17374584078788757,0.26272761821746826,0.40150508284568787,0.1342969834804535,0.18396732211112976,0.4249346852302551,0.1992703676223755,0.21353460848331451,0.4069952368736267,0.1974351555109024,0.18427787721157074,0.1684895008802414,0.1355317384004593,0.19969791173934937
german,0.16090898215770721,0.2048940509557724,0.09807448834180832,0.31544533371925354,0.2303066849708557,0.1835373491048813,0.1539149135351181,0.256483793258667,0.5414460301399231,0.20411624014377594,0.2122138887643814,0.20187436044216156,0.286845862865448,0.15143753588199615,0.1499965339899063,0.09799125045537949,0.03647873178124428,0.1554051637649536,0.13978645205497742
territory,0.28074100613594055,0.14672954380512238,0.08111687004566193,0.19016335904598236,0.1501314640045166,0.16035336256027222,0.2105223536491394,0.3000710904598236,0.1830924153327942,0.17180801928043365,0.27564212679862976,0.18383947014808655,0.2566642165184021,0.2642725706100464,0.07858423888683319,0.18381069600582123,0.1338646411895752,0.17468670010566711,0.09435105323791504
.,0.475719153881073,0.35288307070732117,0.2632206678390503,0.279432475566864,0.28599661588668823,0.21474891901016235,0.4446153938770294,0.5934505462646484,0.22763222455978394,0.25152966380119324,0.5352458953857422,0.19298632442951202,0.2115412801504135,0.4645031690597534,0.17660145461559296,0.2425307035446167,0.20812642574310303,0.2436254471540451,0.4130953550338745
'',-0.07688097655773163,0.01978493109345436,0.005304059479385614,0.012597962282598019,0.01074663270264864,0.13656267523765564,0.07907696813344955,0.041273195296525955,-0.043161842972040176,0.07160447537899017,0.13035868108272552,-0.08143135160207748,-0.06881692260503769,-0.009905828163027763,0.0049258144572377205,0.03950255736708641,-0.07326243817806244,-0.03224702179431915,0.018684765323996544
