,which,country,refused,to,content,to,changes,in,the,treaty,of,lisbon,2007,?
for,0.44095608592033386,0.2644098401069641,0.23069624602794647,0.4451248347759247,0.2708386182785034,0.4451248347759247,0.25747987627983093,0.4322226941585541,0.4739971458911896,0.1456756442785263,0.4185989499092102,0.2185828685760498,-0.15897968411445618,0.264628142118454
each,0.5572347640991211,0.2139860987663269,0.19478221237659454,0.3941934108734131,0.20313313603401184,0.3941934108734131,0.25893476605415344,0.30816060304641724,0.470844566822052,0.068587526679039,0.38460010290145874,0.11659190058708191,-0.08554816991090775,0.21173812448978424
of,0.5011631846427917,0.28866857290267944,0.21729640662670135,0.41548454761505127,0.18281257152557373,0.41548454761505127,0.25827232003211975,0.5696388483047485,0.733189046382904,0.2602092921733856,1.0,0.23450347781181335,-0.21244128048419952,0.1826142966747284
the,0.6521818041801453,0.30432501435279846,0.2606237530708313,0.535392165184021,0.21174471080303192,0.535392165184021,0.3427845537662506,0.6662389636039734,1.0,0.2690109610557556,0.733189046382904,0.28707155585289,-0.23657195270061493,0.22068053483963013
28,-0.29609644412994385,-0.298624724149704,-0.24294418096542358,-0.2938705086708069,-0.07456570863723755,-0.2938705086708069,-0.0925569161772728,-0.27002766728401184,-0.31177106499671936,-0.16979974508285522,-0.2696417272090912,-0.2681536376476288,0.2817205488681793,-0.012856917455792427
member,0.19141918420791626,0.19373685121536255,0.2150418907403946,0.19456195831298828,0.047815583646297455,0.19456195831298828,0.141362726688385,0.20856694877147675,0.2806392312049866,0.19731877744197845,0.2701796889305115,0.18051345646381378,-0.1881634145975113,0.06826172769069672
states,0.27476921677589417,0.4065426290035248,0.22061903774738312,0.2828785181045532,0.1863727867603302,0.2828785181045532,0.14066943526268005,0.3977442979812622,0.3463578522205353,0.25450411438941956,0.30884552001953125,0.19978110492229462,-0.23968714475631714,0.16272737085819244
",",0.3658004403114319,0.27878350019454956,0.2687305510044098,0.44245919585227966,0.2644120454788208,0.44245919585227966,0.23045918345451355,0.5201468467712402,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.23894961178302765,-0.24049624800682068,0.31091248989105225
including,0.41826364398002625,0.19958460330963135,0.18223796784877777,0.24006329476833344,0.2144612967967987,0.24006329476833344,0.1657198965549469,0.35857823491096497,0.3738902807235718,0.10718025267124176,0.44195112586021423,0.14031267166137695,-0.15009713172912598,0.1633303165435791
the,0.6521818041801453,0.30432501435279846,0.2606237530708313,0.535392165184021,0.21174471080303192,0.535392165184021,0.3427845537662506,0.6662389636039734,1.0,0.2690109610557556,0.733189046382904,0.28707155585289,-0.23657195270061493,0.22068053483963013
president,0.15872660279273987,0.2654520869255066,0.2486773431301117,0.21247753500938416,0.12685629725456238,0.21247753500938416,0.13177801668643951,0.18811661005020142,0.24330610036849976,0.19299770891666412,0.21610750257968903,0.21020174026489258,-0.2631103992462158,0.14148259162902832
and,0.506277859210968,0.30884742736816406,0.24383415281772614,0.48971283435821533,0.31410330533981323,0.48971283435821533,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.18415111303329468,-0.2391151487827301,0.20544172823429108
the,0.6521818041801453,0.30432501435279846,0.2606237530708313,0.535392165184021,0.21174471080303192,0.535392165184021,0.3427845537662506,0.6662389636039734,1.0,0.2690109610557556,0.733189046382904,0.28707155585289,-0.23657195270061493,0.22068053483963013
high,0.25426656007766724,0.12652596831321716,0.12014370411634445,0.28947713971138,0.2118622064590454,0.28947713971138,0.18747492134571075,0.2652597725391388,0.28034812211990356,0.059117354452610016,0.2803038954734802,0.0674840435385704,-0.08016102015972137,0.11137914657592773
representative,0.12650281190872192,0.25390124320983887,0.21645082533359528,0.1958741992712021,0.09265369176864624,0.1958741992712021,0.11898694187402725,0.23496659100055695,0.23411999642848969,0.24158896505832672,0.31028270721435547,0.16106608510017395,-0.2070956528186798,0.13044437766075134
for,0.44095608592033386,0.2644098401069641,0.23069624602794647,0.4451248347759247,0.2708386182785034,0.4451248347759247,0.25747987627983093,0.4322226941585541,0.4739971458911896,0.1456756442785263,0.4185989499092102,0.2185828685760498,-0.15897968411445618,0.264628142118454
foreign,0.21967050433158875,0.3221893310546875,0.22025561332702637,0.2349770963191986,0.20341207087039948,0.2349770963191986,0.1376412957906723,0.23181180655956268,0.2946566939353943,0.23063082993030548,0.25741127133369446,0.19168683886528015,-0.1359325349330902,0.13770383596420288
and,0.506277859210968,0.30884742736816406,0.24383415281772614,0.48971283435821533,0.31410330533981323,0.48971283435821533,0.27557092905044556,0.4954058527946472,0.5171257257461548,0.1592116355895996,0.5116966962814331,0.18415111303329468,-0.2391151487827301,0.20544172823429108
security,0.2267255187034607,0.2103881686925888,0.24347683787345886,0.2774781584739685,0.15224874019622803,0.2774781584739685,0.19305691123008728,0.18173593282699585,0.2683938145637512,0.2897203266620636,0.26905277371406555,0.21473988890647888,-0.05821212753653526,0.13810279965400696
policy,0.22344686090946198,0.24342869222164154,0.20774325728416443,0.26804789900779724,0.36214080452919006,0.26804789900779724,0.2812795341014862,0.1459147185087204,0.2358427494764328,0.33541345596313477,0.24393197894096375,0.21316151320934296,-0.2088341861963272,0.30462446808815
(,0.2589828372001648,0.1820623129606247,0.14328983426094055,0.30882009863853455,0.2521955072879791,0.30882009863853455,0.20370477437973022,0.3087427020072937,0.33289089798927307,0.14117708802223206,0.35032153129577637,0.12217782437801361,-0.12156467884778976,0.40561532974243164
currently,0.2807596027851105,0.1351807713508606,0.15348458290100098,0.2719990611076355,0.19642339646816254,0.2719990611076355,0.1565084308385849,0.30261120200157166,0.2945235073566437,0.14134849607944489,0.2655649185180664,0.1944495588541031,-0.18476252257823944,0.1861555278301239
federica,0.21723364293575287,0.23819996416568756,0.1936296820640564,0.22463205456733704,0.11134492605924606,0.22463205456733704,0.10152433067560196,0.23645742237567902,0.25488120317459106,0.2165861576795578,0.23237739503383636,0.36532530188560486,-0.2669617235660553,0.22774741053581238
mogherini,0.24621538817882538,0.1723429411649704,0.20374251902103424,0.23229388892650604,0.1792396605014801,0.23229388892650604,0.1651502251625061,0.25105494260787964,0.2846514582633972,0.19009999930858612,0.31180158257484436,0.2836627662181854,-0.2851300537586212,0.1642206758260727
),0.2758678197860718,0.18773311376571655,0.12184590101242065,0.31236231327056885,0.2546895742416382,0.31236231327056885,0.20408746600151062,0.3326910734176636,0.3456730246543884,0.15254124999046326,0.3680361211299896,0.14476443827152252,-0.1307118982076645,0.42300865054130554
.,0.45942068099975586,0.26130348443984985,0.2353905290365219,0.4645031690597534,0.2660638689994812,0.4645031690597534,0.29733169078826904,0.5591574311256409,0.5934505462646484,0.17410176992416382,0.5352458953857422,0.20124030113220215,-0.216732457280159,0.4130953550338745
