,who,are,some,of,the,best,rally,drivers,that,have,won,the,rally,?
",",0.3365725874900818,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3461092710494995,0.19103999435901642,0.20039424300193787,0.4137537479400635,0.3541618287563324,0.35968565940856934,0.4933079481124878,0.19103999435901642,0.31091248989105225
tommi,0.31995275616645813,0.11820400506258011,0.12414519488811493,0.1718948781490326,0.19974131882190704,0.26347583532333374,0.3019406199455261,0.26771673560142517,0.13263633847236633,0.11280618607997894,0.254395067691803,0.19974131882190704,0.3019406199455261,0.14150528609752655
mäkinen,0.15252013504505157,0.18272311985492706,0.18069714307785034,0.18843801319599152,0.17450395226478577,0.19898749887943268,0.2145766019821167,0.2638216018676758,0.13268160820007324,0.12518532574176788,0.19692976772785187,0.17450395226478577,0.2145766019821167,0.13701030611991882
",",0.3365725874900818,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3461092710494995,0.19103999435901642,0.20039424300193787,0.4137537479400635,0.3541618287563324,0.35968565940856934,0.4933079481124878,0.19103999435901642,0.31091248989105225
shekhar,0.20174728333950043,0.10767708718776703,0.12149062752723694,0.1879614293575287,0.21559247374534607,0.1302962303161621,0.2755076289176941,0.12177218496799469,0.16675159335136414,0.13773179054260254,0.140160471200943,0.21559247374534607,0.2755076289176941,0.1737382411956787
mehta,0.23312228918075562,0.06659279018640518,0.14706142246723175,0.1713845580816269,0.1945498138666153,0.19551420211791992,0.23524433374404907,0.1940702646970749,0.15761977434158325,0.12319549918174744,0.2138737142086029,0.1945498138666153,0.23524433374404907,0.1357201635837555
",",0.3365725874900818,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3461092710494995,0.19103999435901642,0.20039424300193787,0.4137537479400635,0.3541618287563324,0.35968565940856934,0.4933079481124878,0.19103999435901642,0.31091248989105225
carlos,0.2425084412097931,0.10406246781349182,0.16928952932357788,0.20146626234054565,0.18986356258392334,0.13293452560901642,0.19669891893863678,0.2013331651687622,0.21968483924865723,0.13941751420497894,0.14723128080368042,0.18986356258392334,0.19669891893863678,0.13071879744529724
sainz,0.23799985647201538,0.042777251452207565,0.10360033065080643,0.22384978830814362,0.220199316740036,0.24347937107086182,0.1795807182788849,0.16183026134967804,0.1121230199933052,0.07521854341030121,0.1914556324481964,0.220199316740036,0.1795807182788849,0.21482999622821808
and,0.41279885172843933,0.48576638102531433,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.30328524112701416,0.17180517315864563,0.22235429286956787,0.4731321930885315,0.4711785912513733,0.2795773446559906,0.5171257257461548,0.17180517315864563,0.20544172823429108
colin,0.2254249006509781,0.11021196097135544,0.10303956270217896,0.13830313086509705,0.2017749547958374,0.18115195631980896,0.29227036237716675,0.24947071075439453,0.12341521680355072,0.11299677938222885,0.21178749203681946,0.2017749547958374,0.29227036237716675,0.12176632136106491
mcrae,0.25921836495399475,0.12101178616285324,0.16142989695072174,0.18454962968826294,0.2179914116859436,0.2913914620876312,0.37052464485168457,0.33353671431541443,0.17522314190864563,0.13901060819625854,0.27099281549453735,0.2179914116859436,0.37052464485168457,0.18891356885433197
.,0.3541337847709656,0.3452940285205841,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.31068575382232666,0.1587553471326828,0.16985204815864563,0.4460422694683075,0.41614407300949097,0.3011801838874817,0.5934505462646484,0.1587553471326828,0.4130953550338745
