,who,is,the,general,secretary,for,the,national,association,of,schoolmasters,union,of,women,teachers,?
and,0.41279885172843933,0.3859752118587494,0.5171257257461548,0.25860127806663513,0.2080061286687851,0.5064792633056641,0.5171257257461548,0.2608908712863922,0.22647784650325775,0.5116966962814331,0.29966554045677185,0.2594362497329712,0.5116966962814331,0.24605001509189606,0.28640416264533997,0.20544172823429108
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.2510950565338135,0.18073731660842896,0.4137635827064514,0.5473989248275757,0.20268747210502625,0.16232246160507202,0.41498205065727234,0.2940709590911865,0.17320044338703156,0.41498205065727234,0.18742111325263977,0.24071024358272552,0.32716336846351624
prosecution,0.25469475984573364,0.18125680088996887,0.24559137225151062,0.2505749762058258,0.31090104579925537,0.25993484258651733,0.24559137225151062,0.15624500811100006,0.11734046041965485,0.22976623475551605,0.22642865777015686,0.19132231175899506,0.22976623475551605,0.21548263728618622,0.20964637398719788,0.1901778131723404
for,0.37110671401023865,0.43268078565597534,0.4739971458911896,0.23497237265110016,0.20553922653198242,0.9999999403953552,0.4739971458911896,0.36267757415771484,0.2684359848499298,0.4185989499092102,0.22795943915843964,0.20406247675418854,0.4185989499092102,0.255394846200943,0.274332195520401,0.264628142118454
statutory,0.245518296957016,0.25011757016181946,0.30445700883865356,0.17754365503787994,0.24115334451198578,0.29336661100387573,0.30445700883865356,0.2567843198776245,0.25240814685821533,0.3459385335445404,0.36728015542030334,0.2366066873073578,0.3459385335445404,0.280641108751297,0.3756009638309479,0.1639583259820938
rape,0.27205002307891846,0.16021116077899933,0.1831313818693161,0.10549681633710861,0.17067284882068634,0.2046569287776947,0.1831313818693161,0.13607452809810638,0.07926321029663086,0.22288784384727478,0.21209211647510529,0.13457651436328888,0.22288784384727478,0.34652239084243774,0.16992022097110748,0.2501828968524933
``,0.02397952415049076,0.058766357600688934,0.029072100296616554,0.09047812968492508,0.07340669631958008,0.01270448137074709,0.029072100296616554,0.0037908339872956276,-0.0273762084543705,0.06780257821083069,-0.10723930597305298,0.08401795476675034,0.06780257821083069,0.025092096999287605,0.03607265651226044,0.0685480609536171
is,0.24293622374534607,1.0,0.5823672413825989,0.20144300162792206,0.14854203164577484,0.43268078565597534,0.5823672413825989,0.23413582146167755,0.23086927831172943,0.4854315221309662,0.23129291832447052,0.16997112333774567,0.4854315221309662,0.20067402720451355,0.15701442956924438,0.22961433231830597
a,0.36608949303627014,0.658733606338501,0.5829201340675354,0.2157215178012848,0.16043666005134583,0.44038116931915283,0.5829201340675354,0.27889734506607056,0.22860166430473328,0.5052502155303955,0.32850393652915955,0.18140026926994324,0.5052502155303955,0.20322243869304657,0.2509842813014984,0.23916715383529663
real,0.2714671492576599,0.22755825519561768,0.19885718822479248,0.15770508348941803,0.10066762566566467,0.2462109625339508,0.19885718822479248,0.13539481163024902,0.03566786274313927,0.19599324464797974,0.17414875328540802,0.12671837210655212,0.19599324464797974,0.15336288511753082,0.16924159228801727,0.20019613206386566
anomaly,0.13891610503196716,0.33416271209716797,0.29147008061408997,0.1570403277873993,0.047295115888118744,0.21095158159732819,0.29147008061408997,0.10362037271261215,0.14195993542671204,0.30010759830474854,0.13992361724376678,0.2127951830625534,0.30010759830474854,0.16191866993904114,0.12048381567001343,0.25876063108444214
in,0.2792111933231354,0.5394441485404968,0.6662389636039734,0.259066641330719,0.22551915049552917,0.4322226941585541,0.6662389636039734,0.28915393352508545,0.23660005629062653,0.5696388483047485,0.33318138122558594,0.22726479172706604,0.5696388483047485,0.3171939551830292,0.2128150761127472,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,1.0,0.28634732961654663,0.23160062730312347,0.4739971458911896,1.0,0.32739606499671936,0.26550325751304626,0.733189046382904,0.2969346046447754,0.24421639740467072,0.733189046382904,0.279754102230072,0.22025763988494873,0.22068053483963013
law,0.21111567318439484,0.18597714602947235,0.24548950791358948,0.26049289107322693,0.16586680710315704,0.1650637686252594,0.24548950791358948,0.15905754268169403,0.12276104092597961,0.2816956341266632,0.287300705909729,0.19371826946735382,0.2816956341266632,0.17617177963256836,0.26751601696014404,0.1528988480567932
that,0.45444270968437195,0.3995479643344879,0.5473989248275757,0.2510950565338135,0.18073731660842896,0.4137635827064514,0.5473989248275757,0.20268747210502625,0.16232246160507202,0.41498205065727234,0.2940709590911865,0.17320044338703156,0.41498205065727234,0.18742111325263977,0.24071024358272552,0.32716336846351624
we,0.3228752911090851,0.2876903712749481,0.3206169009208679,0.1540113389492035,0.07532894611358643,0.2832678556442261,0.3206169009208679,0.15536266565322876,0.1751447468996048,0.2769293785095215,0.25830724835395813,0.16059371829032898,0.2769293785095215,0.20579186081886292,0.28860554099082947,0.535264790058136
are,0.27294138073921204,0.5330929756164551,0.40399202704429626,0.15219135582447052,0.06351467221975327,0.3895993232727051,0.40399202704429626,0.17082279920578003,0.1881098598241806,0.39081433415412903,0.2558765411376953,0.15829040110111237,0.39081433415412903,0.20756962895393372,0.2565288841724396,0.24591213464736938
concerned,0.252348929643631,0.20833970606327057,0.2822320759296417,0.2514365613460541,0.23626863956451416,0.2909458875656128,0.2822320759296417,0.14939309656620026,0.18031366169452667,0.3373318910598755,0.1933472603559494,0.19631662964820862,0.3373318910598755,0.19424432516098022,0.2555825412273407,0.27800148725509644
about,0.3477841317653656,0.3532065451145172,0.37995871901512146,0.17594024538993835,0.08310772478580475,0.3312419354915619,0.37995871901512146,0.16441822052001953,0.14037424325942993,0.40939709544181824,0.23243051767349243,0.14764660596847534,0.40939709544181824,0.20310282707214355,0.2277327924966812,0.302409827709198
.,0.3541337847709656,0.4569662809371948,0.5934505462646484,0.2929490804672241,0.2235480397939682,0.4726039469242096,0.5934505462646484,0.29436907172203064,0.22905009984970093,0.5352458953857422,0.3186221420764923,0.23708370327949524,0.5352458953857422,0.2560822069644928,0.24628326296806335,0.4130953550338745
'',0.024401003494858742,0.0793738141655922,0.041273195296525955,0.022419413551688194,-0.03673524037003517,-0.04479556903243065,0.041273195296525955,0.012035216204822063,-0.028681881725788116,0.13035868108272552,0.026987489312887192,-0.10012631863355637,0.13035868108272552,0.011858060024678707,-0.0032732344698160887,0.018684765323996544
