,what,is,the,name,of,the,cbs,affiliate,in,fresno,?
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18569420278072357,0.20519042015075684,0.5201468467712402,0.2561432421207428,0.31091248989105225
mntv,0.19571761786937714,0.2063456028699875,0.2629481554031372,0.20991535484790802,0.2257363498210907,0.2629481554031372,0.5882485508918762,0.43063101172447205,0.2340574562549591,0.2734265625476837,0.24936579167842865
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.18809930980205536,0.19963958859443665,0.2278994768857956,0.3508983850479126,0.9999999403953552,0.2081480771303177,0.35740333795547485,0.10958297550678253
kail,0.22892466187477112,0.18667110800743103,0.30769091844558716,0.14288929104804993,0.21289092302322388,0.30769091844558716,0.1608053743839264,0.14762023091316223,0.19824865460395813,0.21819068491458893,0.2116212695837021
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18569420278072357,0.20519042015075684,0.5201468467712402,0.2561432421207428,0.31091248989105225
pbs,0.2250114381313324,0.14578138291835785,0.21274201571941376,0.07071234285831451,0.21990111470222473,0.21274201571941376,0.4666244685649872,0.28169408440589905,0.17749087512493134,0.19581253826618195,0.25414663553237915
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.18809930980205536,0.19963958859443665,0.2278994768857956,0.3508983850479126,0.9999999403953552,0.2081480771303177,0.35740333795547485,0.10958297550678253
kvpt,0.27815282344818115,0.15519466996192932,0.195241317152977,0.10385122150182724,0.1341836303472519,0.195241317152977,0.13890592753887177,0.15308637917041779,0.14111073315143585,0.09916350990533829,0.3258948028087616
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18569420278072357,0.20519042015075684,0.5201468467712402,0.2561432421207428,0.31091248989105225
telemundo,0.16107968986034393,0.2099064588546753,0.2643124759197235,0.1729132980108261,0.20562072098255157,0.2643124759197235,0.4809257686138153,0.327213317155838,0.23226870596408844,0.36954033374786377,0.1929684430360794
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2113150954246521,0.16054381430149078,0.19071193039417267,0.1854948252439499,0.21687158942222595,0.17052006721496582,0.1635148525238037,0.23868927359580994
&,0.11141876131296158,0.08384179323911667,0.14992168545722961,0.0724157989025116,0.19900451600551605,0.14992168545722961,0.10962686687707901,0.07999526709318161,0.1358654648065567,0.07416577637195587,0.12596383690834045
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2113150954246521,0.16054381430149078,0.19071193039417267,0.1854948252439499,0.21687158942222595,0.17052006721496582,0.1635148525238037,0.23868927359580994
knso,0.18358676135540009,0.1583234816789627,0.2537464499473572,0.16331079602241516,0.22563518583774567,0.2537464499473572,0.13722406327724457,0.09955085813999176,0.19884467124938965,0.2475663274526596,0.16544665396213531
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18569420278072357,0.20519042015075684,0.5201468467712402,0.2561432421207428,0.31091248989105225
univision,0.2482120543718338,0.2406449168920517,0.2876271903514862,0.167002871632576,0.23484684526920319,0.2876271903514862,0.4358585774898529,0.2891518175601959,0.2739630937576294,0.27252277731895447,0.1783471256494522
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2113150954246521,0.16054381430149078,0.19071193039417267,0.1854948252439499,0.21687158942222595,0.17052006721496582,0.1635148525238037,0.23868927359580994
&,0.11141876131296158,0.08384179323911667,0.14992168545722961,0.0724157989025116,0.19900451600551605,0.14992168545722961,0.10962686687707901,0.07999526709318161,0.1358654648065567,0.07416577637195587,0.12596383690834045
o,0.1489914506673813,0.18684464693069458,0.19071193039417267,0.2113150954246521,0.16054381430149078,0.19071193039417267,0.1854948252439499,0.21687158942222595,0.17052006721496582,0.1635148525238037,0.23868927359580994
kftv,0.2681163251399994,0.2040121704339981,0.2229914367198944,0.08353004604578018,0.1787392646074295,0.2229914367198944,0.45489752292633057,0.3371776342391968,0.25683027505874634,0.2125752717256546,0.27579182386398315
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.18569420278072357,0.20519042015075684,0.5201468467712402,0.2561432421207428,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2054297775030136,0.19473032653331757,0.4954058527946472,0.21513071656227112,0.20544172823429108
mundofox,0.1978071928024292,0.25126248598098755,0.276650995016098,0.11820823699235916,0.24603165686130524,0.276650995016098,0.35408514738082886,0.2284868359565735,0.23629318177700043,0.2995871603488922,0.29419946670532227
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.2054297775030136,0.19473032653331757,0.4954058527946472,0.21513071656227112,0.20544172823429108
azteca,0.14782875776290894,0.1313694715499878,0.20500347018241882,0.16088959574699402,0.18867239356040955,0.20500347018241882,0.27214959263801575,0.24130460619926453,0.15862511098384857,0.39301082491874695,0.1629195511341095
affiliate,0.16121849417686462,0.10908813774585724,0.2278994768857956,0.18809930980205536,0.19963958859443665,0.2278994768857956,0.3508983850479126,0.9999999403953552,0.2081480771303177,0.35740333795547485,0.10958297550678253
kgmc-dt,0.08253888785839081,0.10506287962198257,0.12810413539409637,0.057437945157289505,0.1558486968278885,0.12810413539409637,0.11514046043157578,0.09209436178207397,0.14837130904197693,0.17639148235321045,0.03823138400912285
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.2350580096244812,0.19002677500247955,0.5591574311256409,0.2480216920375824,0.4130953550338745
