,what,conditions,must,be,met,for,a,prescription,for,a,controlled,substance,to,be,valid,?
be,0.3929833769798279,0.328298419713974,0.4737209677696228,1.0,0.14667342603206635,0.3801851272583008,0.39883795380592346,0.2915494441986084,0.3801851272583008,0.39883795380592346,0.22525933384895325,0.37529927492141724,0.4972836375236511,1.0,0.3214661478996277,0.3324260413646698
issued,0.18988175690174103,0.19166260957717896,0.16586926579475403,0.1719207912683487,0.20627740025520325,0.1953880786895752,0.2503507733345032,0.2364320456981659,0.1953880786895752,0.2503507733345032,0.1942964345216751,0.10525533556938171,0.1648298054933548,0.1719207912683487,0.23933498561382294,0.169851616024971
for,0.3017193675041199,0.27253004908561707,0.31100544333457947,0.3801851272583008,0.276699960231781,0.9999999403953552,0.44038116931915283,0.23479855060577393,0.9999999403953552,0.44038116931915283,0.1490403413772583,0.2509743869304657,0.4451248347759247,0.3801851272583008,0.2891303300857544,0.264628142118454
a,0.3320399522781372,0.24847128987312317,0.3016769587993622,0.39883795380592346,0.15796485543251038,0.44038116931915283,1.0,0.2770058512687683,0.44038116931915283,1.0,0.22610771656036377,0.3087996542453766,0.45503583550453186,0.39883795380592346,0.24365109205245972,0.23916715383529663
legitimate,0.3080519735813141,0.20163199305534363,0.28071945905685425,0.31591153144836426,0.16718937456607819,0.21395783126354218,0.20584626495838165,0.29882803559303284,0.21395783126354218,0.20584626495838165,0.24691225588321686,0.26268571615219116,0.29134130477905273,0.31591153144836426,0.4343172609806061,0.28191015124320984
medical,0.2389855533838272,0.33408963680267334,0.1877356469631195,0.22872735559940338,0.17625407874584198,0.27440404891967773,0.20945803821086884,0.48845991492271423,0.27440404891967773,0.20945803821086884,0.18452250957489014,0.23957811295986176,0.2909846603870392,0.22872735559940338,0.1970711648464203,0.13234087824821472
purpose,0.33113807439804077,0.27203360199928284,0.2674850523471832,0.32208773493766785,0.05788066238164902,0.3468001186847687,0.2899824380874634,0.26865100860595703,0.3468001186847687,0.2899824380874634,0.23924040794372559,0.3209909200668335,0.38124558329582214,0.32208773493766785,0.21169313788414001,0.21892647445201874
by,0.2455483376979828,0.18849025666713715,0.2841154634952545,0.43158695101737976,0.202009916305542,0.3248702883720398,0.32094135880470276,0.1842144876718521,0.3248702883720398,0.32094135880470276,0.2983320951461792,0.20192691683769226,0.33534231781959534,0.43158695101737976,0.1449461728334427,0.17966607213020325
a,0.3320399522781372,0.24847128987312317,0.3016769587993622,0.39883795380592346,0.15796485543251038,0.44038116931915283,1.0,0.2770058512687683,0.44038116931915283,1.0,0.22610771656036377,0.3087996542453766,0.45503583550453186,0.39883795380592346,0.24365109205245972,0.23916715383529663
licensed,0.17758744955062866,0.1946078985929489,0.28245583176612854,0.26983892917633057,0.17164593935012817,0.21432839334011078,0.14556461572647095,0.3721781075000763,0.21432839334011078,0.14556461572647095,0.21767576038837433,0.15937300026416779,0.20018132030963898,0.26983892917633057,0.21240465342998505,0.16613826155662537
practitioner,0.21262241899967194,0.22117553651332855,0.18032123148441315,0.2029074877500534,0.18009591102600098,0.2220105677843094,0.23513509333133698,0.41001132130622864,0.2220105677843094,0.23513509333133698,0.24620632827281952,0.23666799068450928,0.17938417196273804,0.2029074877500534,0.20397943258285522,0.11173076182603836
acting,0.2151678204536438,0.10499788075685501,0.08854164928197861,0.1656092256307602,0.2082299441099167,0.25045013427734375,0.20383647084236145,0.2094821035861969,0.25045013427734375,0.20383647084236145,0.13915757834911346,0.1039789691567421,0.14978322386741638,0.1656092256307602,0.07457607984542847,0.15597198903560638
in,0.30808621644973755,0.2580132484436035,0.18276341259479523,0.3481820821762085,0.23768870532512665,0.4322226941585541,0.539380669593811,0.173431396484375,0.4322226941585541,0.539380669593811,0.2597082853317261,0.23259401321411133,0.45010748505592346,0.3481820821762085,0.14782947301864624,0.20430970191955566
the,0.42745697498321533,0.2622014284133911,0.2713140547275543,0.4248143136501312,0.2303115278482437,0.4739971458911896,0.5829201340675354,0.1905282735824585,0.4739971458911896,0.5829201340675354,0.3320712745189667,0.27041906118392944,0.535392165184021,0.4248143136501312,0.22185127437114716,0.22068053483963013
course,0.3412042260169983,0.28302663564682007,0.3032977879047394,0.36351922154426575,0.19318082928657532,0.29164767265319824,0.2895289659500122,0.17280313372612,0.29164767265319824,0.2895289659500122,0.12248455733060837,0.22037635743618011,0.30525898933410645,0.36351922154426575,0.19520023465156555,0.28826573491096497
of,0.33290785551071167,0.2074868083000183,0.24322323501110077,0.33904364705085754,0.2307862788438797,0.4185989499092102,0.5052502155303955,0.22264151275157928,0.4185989499092102,0.5052502155303955,0.2840180993080139,0.23127788305282593,0.41548454761505127,0.33904364705085754,0.2542297840118408,0.1826142966747284
legitimate,0.3080519735813141,0.20163199305534363,0.28071945905685425,0.31591153144836426,0.16718937456607819,0.21395783126354218,0.20584626495838165,0.29882803559303284,0.21395783126354218,0.20584626495838165,0.24691225588321686,0.26268571615219116,0.29134130477905273,0.31591153144836426,0.4343172609806061,0.28191015124320984
doctor-patient,0.299934059381485,0.2837262451648712,0.1976599246263504,0.24148540198802948,0.297075092792511,0.24452264606952667,0.23752181231975555,0.5237286686897278,0.24452264606952667,0.23752181231975555,0.14308135211467743,0.31960421800613403,0.26362234354019165,0.24148540198802948,0.2019403725862503,0.25453922152519226
relationship,0.24358563125133514,0.24990880489349365,0.16426384449005127,0.22063963115215302,0.3118496835231781,0.1835637241601944,0.25691166520118713,0.15503565967082977,0.1835637241601944,0.25691166520118713,0.14680762588977814,0.2245127558708191,0.25194117426872253,0.22063963115215302,0.17454871535301208,0.11361731588840485
.,0.3567904531955719,0.17719176411628723,0.27722811698913574,0.4383580684661865,0.22833305597305298,0.4726039469242096,0.50484299659729,0.22900983691215515,0.4726039469242096,0.50484299659729,0.21779799461364746,0.26752230525016785,0.4645031690597534,0.4383580684661865,0.24261122941970825,0.4130953550338745
