,according,to,the,nobel,foundation,what,has,to,happen,before,someone,can,decline,a,prize,?
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.17441873252391815,0.18916189670562744,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.27358970046043396,0.3583870828151703,0.4145890474319458,0.3915780484676361,0.1839693933725357,1.0,0.189753457903862,0.23916715383529663
person,0.24515144526958466,0.33486208319664,0.3487054407596588,0.22803977131843567,0.15845699608325958,0.41527870297431946,0.27275896072387695,0.33486208319664,0.39539775252342224,0.2848112881183624,0.6576197743415833,0.41919437050819397,0.11902913451194763,0.4078793525695801,0.23155730962753296,0.324093222618103
has,0.2567046284675598,0.3619994819164276,0.4177538752555847,0.1386772245168686,0.14889705181121826,0.20338068902492523,1.0,0.3619994819164276,0.2475300282239914,0.24854764342308044,0.2291460633277893,0.4103628396987915,0.2097615897655487,0.4670248031616211,0.1425914764404297,0.15994466841220856
not,0.20130372047424316,0.5149973034858704,0.4310511648654938,0.20937080681324005,0.16213911771774292,0.5449194312095642,0.32239022850990295,0.5149973034858704,0.434800922870636,0.391257107257843,0.42651668190956116,0.49270012974739075,0.24954816699028015,0.3791346549987793,0.17563177645206451,0.41942933201789856
been,0.24240265786647797,0.34945759177207947,0.3563927710056305,0.17402759194374084,0.19735950231552124,0.2567804455757141,0.6162750124931335,0.34945759177207947,0.2806905508041382,0.3641592264175415,0.29527536034584045,0.3498430848121643,0.2684316635131836,0.3315402865409851,0.15687821805477142,0.24354910850524902
given,0.2454243153333664,0.3428947925567627,0.37508252263069153,0.20791420340538025,0.2165030688047409,0.21883496642112732,0.28702312707901,0.3428947925567627,0.164113849401474,0.25086528062820435,0.22463852167129517,0.20761778950691223,0.19676797091960907,0.3335871398448944,0.25759753584861755,0.2570464313030243
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.17441873252391815,0.18916189670562744,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.27358970046043396,0.3583870828151703,0.4145890474319458,0.3915780484676361,0.1839693933725357,1.0,0.189753457903862,0.23916715383529663
nobel,0.14703601598739624,0.15889747440814972,0.1909446120262146,1.0,0.3038499355316162,0.20388969779014587,0.1386772245168686,0.15889747440814972,0.20630815625190735,0.14439934492111206,0.17190159857273102,0.13431595265865326,0.0838455781340599,0.17441873252391815,0.8436678051948547,0.15008176863193512
prize,0.15717852115631104,0.17568570375442505,0.18969248235225677,0.8436678051948547,0.31362810730934143,0.1654435694217682,0.1425914764404297,0.17568570375442505,0.12912015616893768,0.12140949070453644,0.16851747035980225,0.13159337639808655,0.09172612428665161,0.189753457903862,0.9999999403953552,0.14158497750759125
because,0.2880668640136719,0.5166091918945312,0.44596394896507263,0.158491849899292,0.15601202845573425,0.46729007363319397,0.42872220277786255,0.5166091918945312,0.45462435483932495,0.41210460662841797,0.3779699206352234,0.4189445674419403,0.27701953053474426,0.42230045795440674,0.1605883091688156,0.2528740465641022
he,0.1964288353919983,0.385390967130661,0.4571082592010498,0.14332599937915802,0.2100382298231125,0.3114890456199646,0.4109892249107361,0.385390967130661,0.2564277946949005,0.3621264398097992,0.3592303395271301,0.20159964263439178,0.16092795133590698,0.4393508732318878,0.18571345508098602,0.2089974731206894
has,0.2567046284675598,0.3619994819164276,0.4177538752555847,0.1386772245168686,0.14889705181121826,0.20338068902492523,1.0,0.3619994819164276,0.2475300282239914,0.24854764342308044,0.2291460633277893,0.4103628396987915,0.2097615897655487,0.4670248031616211,0.1425914764404297,0.15994466841220856
made,0.2011020928621292,0.3377571105957031,0.3885267674922943,0.15968729555606842,0.1637648046016693,0.23419176042079926,0.27942559123039246,0.3377571105957031,0.2380170077085495,0.26538217067718506,0.20619229972362518,0.28097549080848694,0.11812371015548706,0.3180864453315735,0.15637603402137756,0.17218779027462006
known,0.21257144212722778,0.14337651431560516,0.3624623417854309,0.17574651539325714,0.15504391491413116,0.20381177961826324,0.2451976239681244,0.14337651431560516,0.14168578386306763,0.2120608538389206,0.09385471045970917,0.18300224840641022,0.08403366059064865,0.30882248282432556,0.1670219898223877,0.18314571678638458
his,0.2082674354314804,0.3715193271636963,0.4394008219242096,0.16841945052146912,0.21840602159500122,0.26976513862609863,0.2611220180988312,0.3715193271636963,0.17983320355415344,0.358011394739151,0.31599539518356323,0.13348791003227234,0.19355982542037964,0.3497250974178314,0.22685010731220245,0.18075084686279297
intention,0.14896032214164734,0.37529003620147705,0.25965142250061035,0.13069310784339905,0.2523514926433563,0.3878974914550781,0.1822410672903061,0.37529003620147705,0.23748362064361572,0.2954200208187103,0.35668182373046875,0.25380760431289673,0.2372296154499054,0.2729932963848114,0.154031440615654,0.27262312173843384
to,0.28520727157592773,1.0,0.535392165184021,0.15889747440814972,0.20144611597061157,0.455847829580307,0.3619994819164276,1.0,0.25324898958206177,0.4190867841243744,0.38986673951148987,0.4979398250579834,0.2630763649940491,0.45503583550453186,0.17568570375442505,0.29463258385658264
refuse,0.206476628780365,0.471379816532135,0.28405678272247314,0.19621257483959198,0.15697616338729858,0.3386227488517761,0.16560810804367065,0.471379816532135,0.20511092245578766,0.19735905528068542,0.3074100911617279,0.337348610162735,0.27268823981285095,0.2521035671234131,0.22258424758911133,0.24834518134593964
the,0.3202974498271942,0.535392165184021,1.0,0.1909446120262146,0.23942872881889343,0.42745697498321533,0.4177538752555847,0.535392165184021,0.2880464494228363,0.45900648832321167,0.2575405538082123,0.312528520822525,0.2774365544319153,0.5829201340675354,0.18969248235225677,0.22068053483963013
reward,0.1477946639060974,0.2739831805229187,0.2429082840681076,0.23395071923732758,0.16889873147010803,0.2518286406993866,0.10441495478153229,0.2739831805229187,0.17616160213947296,0.20484641194343567,0.2487211525440216,0.21914559602737427,0.17939309775829315,0.2362540066242218,0.33495721220970154,0.1740967184305191
is,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.1316506415605545,0.18130874633789062,0.28837618231773376,0.5668748617172241,0.42745086550712585,0.23881089687347412,0.25183290243148804,0.2935047447681427,0.44256699085235596,0.12723320722579956,0.658733606338501,0.13773074746131897,0.22961433231830597
ridiculous,0.14052534103393555,0.25780510902404785,0.1735556274652481,0.07025192677974701,0.11275337636470795,0.4172220528125763,0.18092253804206848,0.25780510902404785,0.34062159061431885,0.20788036286830902,0.37319639325141907,0.24038326740264893,0.18094153702259064,0.21478255093097687,0.10348477959632874,0.4000679552555084
'',0.06436512619256973,-0.009905828163027763,0.041273195296525955,0.005061380565166473,-0.03497930243611336,0.08143015950918198,0.004576915875077248,-0.009905828163027763,-0.0065726470202207565,-0.07730459421873093,-0.007682050112634897,0.008988718502223492,0.052723001688718796,0.04890415817499161,-0.0077080680057406425,0.018684765323996544
;,0.0183003768324852,0.0979827418923378,0.09152708947658539,0.041590459644794464,0.0025969475973397493,0.10986888408660889,0.05589579790830612,0.0979827418923378,0.024026740342378616,0.04281490668654442,-0.01770329475402832,0.05390199273824692,0.0016186400316655636,-0.02122584730386734,0.0596277117729187,0.10349778085947037
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.17441873252391815,0.18916189670562744,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.27358970046043396,0.3583870828151703,0.4145890474319458,0.3915780484676361,0.1839693933725357,1.0,0.189753457903862,0.23916715383529663
recipient,0.14234553277492523,0.1509445458650589,0.2247254103422165,0.4394608736038208,0.2728489339351654,0.13577258586883545,0.08307649940252304,0.1509445458650589,0.15855374932289124,0.06460054218769073,0.20147867500782013,0.11734046787023544,0.05725225806236267,0.19301073253154755,0.45536404848098755,0.11042160540819168
could,0.18885309994220734,0.5461788773536682,0.35393214225769043,0.15333862602710724,0.14680184423923492,0.4188697934150696,0.30405887961387634,0.5461788773536682,0.29964032769203186,0.3317987024784088,0.3940694332122803,0.6550644040107727,0.25266140699386597,0.3736826181411743,0.13610009849071503,0.3411986827850342
only,0.2409883737564087,0.5096819996833801,0.5497692227363586,0.2079072743654251,0.16385363042354584,0.41415658593177795,0.4251205623149872,0.5096819996833801,0.315889447927475,0.4493531882762909,0.36503320932388306,0.43433451652526855,0.19901098310947418,0.47549712657928467,0.19578984379768372,0.2767370045185089
decline,0.24327877163887024,0.2630763649940491,0.2774365544319153,0.0838455781340599,0.18311038613319397,0.2257683128118515,0.2097615897655487,0.2630763649940491,0.20442022383213043,0.249973326921463,0.13253077864646912,0.17438317835330963,1.0,0.1839693933725357,0.09172612428665161,0.131937175989151
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.17441873252391815,0.18916189670562744,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.27358970046043396,0.3583870828151703,0.4145890474319458,0.3915780484676361,0.1839693933725357,1.0,0.189753457903862,0.23916715383529663
nobel,0.14703601598739624,0.15889747440814972,0.1909446120262146,1.0,0.3038499355316162,0.20388969779014587,0.1386772245168686,0.15889747440814972,0.20630815625190735,0.14439934492111206,0.17190159857273102,0.13431595265865326,0.0838455781340599,0.17441873252391815,0.8436678051948547,0.15008176863193512
prize,0.15717852115631104,0.17568570375442505,0.18969248235225677,0.8436678051948547,0.31362810730934143,0.1654435694217682,0.1425914764404297,0.17568570375442505,0.12912015616893768,0.12140949070453644,0.16851747035980225,0.13159337639808655,0.09172612428665161,0.189753457903862,0.9999999403953552,0.14158497750759125
after,0.1990763396024704,0.37890323996543884,0.4565047025680542,0.16828300058841705,0.15263760089874268,0.21973377466201782,0.2195257842540741,0.37890323996543884,0.26518890261650085,0.6937490701675415,0.21799209713935852,0.21645446121692657,0.3045237064361572,0.3831600844860077,0.17313100397586823,0.16608688235282898
he,0.1964288353919983,0.385390967130661,0.4571082592010498,0.14332599937915802,0.2100382298231125,0.3114890456199646,0.4109892249107361,0.385390967130661,0.2564277946949005,0.3621264398097992,0.3592303395271301,0.20159964263439178,0.16092795133590698,0.4393508732318878,0.18571345508098602,0.2089974731206894
is,0.2838992476463318,0.42745086550712585,0.5823672413825989,0.1316506415605545,0.18130874633789062,0.28837618231773376,0.5668748617172241,0.42745086550712585,0.23881089687347412,0.25183290243148804,0.2935047447681427,0.44256699085235596,0.12723320722579956,0.658733606338501,0.13773074746131897,0.22961433231830597
announced,0.20587898790836334,0.20247882604599,0.2277132272720337,0.24449864029884338,0.27434197068214417,0.09249057620763779,0.18308207392692566,0.20247882604599,0.15675757825374603,0.3348584473133087,0.08079332113265991,0.09889936447143555,0.17594337463378906,0.18716087937355042,0.25018516182899475,0.17416009306907654
a,0.239227756857872,0.45503583550453186,0.5829201340675354,0.17441873252391815,0.18916189670562744,0.3320399522781372,0.4670248031616211,0.45503583550453186,0.27358970046043396,0.3583870828151703,0.4145890474319458,0.3915780484676361,0.1839693933725357,1.0,0.189753457903862,0.23916715383529663
winner,0.09235447645187378,0.1321336328983307,0.25965070724487305,0.46553125977516174,0.1598980873823166,0.16745254397392273,0.11366771161556244,0.1321336328983307,0.23416176438331604,0.13237452507019043,0.1176668033003807,0.11811000108718872,0.10105564445257187,0.22886167466640472,0.5675768256187439,0.14322948455810547
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.2409123331308365,0.26203909516334534,0.3567904531955719,0.4105546176433563,0.4645031690597534,0.2506430745124817,0.36693984270095825,0.24185851216316223,0.35783761739730835,0.2693142294883728,0.50484299659729,0.24712836742401123,0.4130953550338745
