,why,did,al-qaeda,tell,isil,to,take,a,hike,?
war,0.21707266569137573,0.27422013878822327,0.26992109417915344,0.191680908203125,0.3540465235710144,0.2610234022140503,0.1792445331811905,0.2368277609348297,0.12922856211662292,0.15510529279708862
beginning,0.2675471007823944,0.28616875410079956,0.1740380823612213,0.23983605206012726,0.20441730320453644,0.32582011818885803,0.23649609088897705,0.31769853830337524,0.10724693536758423,0.19413669407367706
in,0.23227278888225555,0.2593238651752472,0.18540461361408234,0.20067040622234344,0.22452087700366974,0.45010748505592346,0.21975718438625336,0.539380669593811,0.19686806201934814,0.20430970191955566
march,0.18702223896980286,0.27992504835128784,0.23852400481700897,0.16400852799415588,0.20834046602249146,0.2274535447359085,0.161266028881073,0.23374363780021667,0.06509869545698166,0.2802562415599823
2011,0.08433748781681061,-0.03760814294219017,0.04447897523641586,0.007365808356553316,0.11428651958703995,0.03410811722278595,0.015421929769217968,0.03359675034880638,0.030786598101258278,0.005212190095335245
",",0.2827242314815521,0.3015086054801941,0.24820753931999207,0.29178953170776367,0.26200172305107117,0.44245919585227966,0.2881867289543152,0.427140474319458,0.17000345885753632,0.31091248989105225
and,0.27806392312049866,0.34479495882987976,0.22553576529026031,0.3038577735424042,0.287468820810318,0.48971283435821533,0.296702116727829,0.3739250600337982,0.20906580984592438,0.20544172823429108
was,0.23341619968414307,0.41399896144866943,0.28899458050727844,0.14977136254310608,0.28865739703178406,0.3636345863342285,0.15919329226016998,0.4508470594882965,0.06379967927932739,0.18412111699581146
expelled,0.18660631775856018,0.22422687709331512,0.276722252368927,0.14460015296936035,0.32488206028938293,0.2640225291252136,0.22992300987243652,0.18820323050022125,0.04279812052845955,0.04119007661938667
from,0.2592364251613617,0.20248863101005554,0.2266867458820343,0.18466436862945557,0.20170927047729492,0.4069952368736267,0.21964672207832336,0.322764128446579,0.1338036060333252,0.19969791173934937
al-qaeda,0.19908295571804047,0.18361106514930725,0.9999999403953552,0.1784115731716156,0.487177312374115,0.243631973862648,0.2182922661304474,0.24271878600120544,0.18177415430545807,0.1877317875623703
in,0.23227278888225555,0.2593238651752472,0.18540461361408234,0.20067040622234344,0.22452087700366974,0.45010748505592346,0.21975718438625336,0.539380669593811,0.19686806201934814,0.20430970191955566
early,0.21547465026378632,0.32047218084335327,0.20648467540740967,0.17906542122364044,0.246348038315773,0.24557004868984222,0.156194806098938,0.2710886299610138,0.11142926663160324,0.15272949635982513
2014,0.03656256943941116,-0.002547524170950055,0.11485175043344498,0.13761763274669647,0.03637276589870453,0.016496146097779274,-0.015881888568401337,0.13504788279533386,-0.001971980556845665,0.058127544820308685
",",0.2827242314815521,0.3015086054801941,0.24820753931999207,0.29178953170776367,0.26200172305107117,0.44245919585227966,0.2881867289543152,0.427140474319458,0.17000345885753632,0.31091248989105225
(,0.23387731611728668,0.18979617953300476,0.1891176849603653,0.21609516441822052,0.17618434131145477,0.30882009863853455,0.21149633824825287,0.3206180930137634,0.1266314834356308,0.40561532974243164
which,0.4444611668586731,0.2750149369239807,0.2518751621246338,0.2891407608985901,0.22256453335285187,0.5345056653022766,0.28362178802490234,0.56894451379776,0.22997665405273438,0.25814583897590637
complained,0.2679898738861084,0.4460773169994354,0.13680419325828552,0.335082471370697,0.18603171408176422,0.2663273215293884,0.2039712816476822,0.2275317758321762,0.1655796617269516,0.2260366827249527
of,0.28464117646217346,0.2513895630836487,0.2458120435476303,0.2505677044391632,0.28227677941322327,0.41548454761505127,0.29282352328300476,0.5052502155303955,0.13279922306537628,0.1826142966747284
its,0.2255094349384308,0.19922670722007751,0.1653975546360016,0.15507857501506805,0.2616722285747528,0.3691340684890747,0.2256559580564499,0.4424409866333008,0.15278713405132294,0.15103481709957123
failure,0.11017496138811111,0.20153479278087616,0.23301704227924347,0.1415773183107376,0.14199528098106384,0.2692638337612152,0.18380597233772278,0.24439255893230438,0.12061985582113266,0.12142058461904526
to,0.4100138247013092,0.4452643394470215,0.243631973862648,0.3557203412055969,0.20913398265838623,1.0,0.4075521230697632,0.45503583550453186,0.2563929557800293,0.29463258385658264
consult,0.2722400426864624,0.2501526474952698,0.1928883045911789,0.3035888671875,0.22992593050003052,0.3136545419692993,0.2897474765777588,0.16475901007652283,0.2470562607049942,0.290117084980011
and,0.27806392312049866,0.34479495882987976,0.22553576529026031,0.3038577735424042,0.287468820810318,0.48971283435821533,0.296702116727829,0.3739250600337982,0.20906580984592438,0.20544172823429108
``,0.05334433168172836,-0.029888948425650597,0.06489665806293488,-0.03980381786823273,0.07098841667175293,0.06720756739377975,0.010215016081929207,0.07272057235240936,-0.04226522147655487,0.0685480609536171
notorious,0.19458013772964478,0.15179063379764557,0.2944026589393616,0.1642143726348877,0.3226686716079712,0.1943778693675995,0.1815628707408905,0.26829802989959717,0.10183573514223099,0.21345876157283783
intransigence,0.2410225123167038,0.16403138637542725,0.3231602609157562,0.20382006466388702,0.2836267650127411,0.287950336933136,0.2130315899848938,0.30962032079696655,0.22193050384521484,0.25471341609954834
'',-0.038651224225759506,0.01978493109345436,0.04607932269573212,0.037513744086027145,0.015057121403515339,-0.009905828163027763,-0.0276133231818676,0.04890415817499161,-0.04368019104003906,0.018684765323996544
),0.25356316566467285,0.18584993481636047,0.20851747691631317,0.21560651063919067,0.19666486978530884,0.31236231327056885,0.198357492685318,0.3640355169773102,0.1459365338087082,0.42300865054130554
.,0.32909876108169556,0.35288307070732117,0.21664860844612122,0.3360239267349243,0.253777414560318,0.4645031690597534,0.3045158088207245,0.50484299659729,0.15993745625019073,0.4130953550338745
